ゆうげん	間違えた
07:33	ゆうげん	うん
11:44	あすか 11/19 8/11	了解です
11:44	あすか 11/19 8/11	マットレス届いた
11:55	ゆうげん	大きい?
11:55	ゆうげん	一旦置いといてや
14:09	あすか 11/19 8/11	そんなゆうほど大きない

2024/04/24(水)
21:05	ゆうげん	昨日やばかった
21:06	ゆうげん	"10:00～19:30まで研修でAmazon本社行ってて
俺がメインマネージャーのAIプロジェクトの別部門の人がなんかめっちゃ怒ったらしくて"
21:06	ゆうげん	その調整に23:00までマクドナルドでAI弄り倒してて
21:07	ゆうげん	"朝も7:00に会社ついて
20:00まで色々やってた"
21:07	ゆうげん	頭爆発しそう
21:07	ゆうげん	今日4時間もMTGあったし
21:08	ゆうげん	資料作成も2つ終わらせたし
21:08	ゆうげん	ほんまに疲れた
21:08	ゆうげん	明日あかんかも
21:12	あすか 11/19 8/11	明日あかんかもとは？
21:12	ゆうげん	寝ふける
21:13	あすか 11/19 8/11	朝何時到着予定？
21:13	ゆうげん	[写真]
21:14	ゆうげん	9時くらい
21:14	あすか 11/19 8/11	おけ
21:14	ゆうげん	なんかあるの?
21:14	あすか 11/19 8/11	ううん
21:16	ゆうげん	翌日運転もあるし
21:17	ゆうげん	極力休めるようにしたい
21:17	ゆうげん	服もまだ決めかねてる
21:17	ゆうげん	何着よっかなァ
21:25	ゆうげん	ーあ露天風呂キャンセルしといた
21:25	ゆうげん	みんなでゆっくりお風呂入ろ
21:25	ゆうげん	シャンプーハット持っていかないとね
21:28	あすか 11/19 8/11	服なー、子どもらのしか決めてないわ
21:54	ゆうげん	"半袖t
パンツ"
21:54	ゆうげん	がいい
21:54	ゆうげん	あすか

2024/04/25(木)
08:28	ゆうげん	おはよう
17:08	あすか 11/19 8/11	もうすぐかえる
17:13	ゆうげん	わかった
19:35	あすか 11/19 8/11	[写真]
21:26	あすか 11/19 8/11	[写真]
22:58	あすか 11/19 8/11	https://www.16personalities.com/ja/entp%E5%9E%8B%E3%81%AE%E6%80%A7%E6%A0%BC
22:59	あすか 11/19 8/11	[写真]
22:59	あすか 11/19 8/11	[写真]
22:59	あすか 11/19 8/11	[写真]
22:59	あすか 11/19 8/11	[写真]
22:59	あすか 11/19 8/11	[写真]
22:59	あすか 11/19 8/11	[写真]
23:25	あすか 11/19 8/11	https://motivation-up.com/assessment/16type/match/match_entp_isfj.html
23:26	あすか 11/19 8/11	相性最悪ww

2024/04/26(金)
11:22	あすか 11/19 8/11	碧ミルクあげててーーー
14:01	ゆうげん	出来上がり待ち

2024/04/27(土)
11:19	あすか 11/19 8/11	イカのお店でおる、イートインスペース
15:06	ゆうげん	☎ 通話をキャンセルしました
15:06	ゆうげん	さっきのとこで
15:06	ゆうげん	ペリカン飛ぶらしい

2024/04/28(日)
15:49	あすか 11/19 8/11	GAPbabyのほうおる
15:50	あすか 11/19 8/11	ちゃうキッズ
15:52	ゆうげん	メンズコーナー歩いてるから
15:52	ゆうげん	終わったら教えて
15:52	ゆうげん	どっちで買うかわからんから
15:52	ゆうげん	まだ買ってない
15:52	あすか 11/19 8/11	もう見終わった
15:55	ゆうげん	かうの?

2024/04/29(月)
02:03	ゆうげん	あおおきたで

2024/04/30(火)
09:44	ゆうげん	昇格できるは
09:44	ゆうげん	わ
09:44	ゆうげん	やっと年収上がる
09:44	ゆうげん	800万代
09:45	ゆうげん	あとプレイマットもまたどのアイテム種類か教えて
10:17	ゆうげん	今年もっかい昇格したろ
10:42	あすか 11/19 8/11	昇格おめでとうございます
10:42	あすか 11/19 8/11	[写真]
10:42	あすか 11/19 8/11	[写真]
10:43	あすか 11/19 8/11	クリームハウスのこれ
10:43	ゆうげん	"いやまだやけどな
面接終わり次第

ただ普通に受かると思う
6月からは給与も賞与も上がるで"
10:43	ゆうげん	ハッピーハッピー
10:43	ゆうげん	このマットって
10:43	あすか 11/19 8/11	140×210cmのブラウン
10:43	ゆうげん	柵の中はいるん
10:43	あすか 11/19 8/11	まだなんかいw
10:44	ゆうげん	"面接で喋って問題なければ昇進
喋るの得意やから実質昇進"
10:46	あすか 11/19 8/11	ちょうど入るはず
10:47	あすか 11/19 8/11	[写真]
10:48	あすか 11/19 8/11	これ柵10枚にした時の内径
10:48	ゆうげん	なら買っていいよ
10:48	ゆうげん	念の為採寸しといて
10:48	あすか 11/19 8/11	採寸した
10:49	あすか 11/19 8/11	けど、欲しい色の欲しいサイズが見つけれてない、マット
10:49	あすか 11/19 8/11	モカ 140×210がほしい
11:23	ゆうげん	探してちょ
11:23	ゆうげん	俺も時間あったら探す
15:33	あすか 11/19 8/11	うんさがしてみる
15:33	あすか 11/19 8/11	[写真]
15:33	あすか 11/19 8/11	これ気になる
15:33	ゆうげん	[スタンプ]
15:34	ゆうげん	炭酸洗顔か
20:20	ゆうげん	また
20:20	ゆうげん	ナギと動物園行きたいな
20:20	ゆうげん	ナギ動物園好きなんかな
20:20	ゆうげん	めっちゃテンション上がってるから
20:20	ゆうげん	わんちゃんも
20:20	ゆうげん	多少無理しても飼ってあげたくなる
20:21	ゆうげん	動物好きな時点で
20:21	ゆうげん	ナギの感性は俺とは違うな
20:40	あすか 11/19 8/11	犬は余裕できてからやな
21:18	ゆうげん	余裕は出来へんやろ
21:18	ゆうげん	俺が独立しない限り

2024/05/01(水)
09:12	あすか 11/19 8/11	まぁその金銭的なとこもやけど
09:12	あすか 11/19 8/11	今は育児で手一杯やから…て意味
09:29	ゆうげん	せやね
09:29	ゆうげん	意外とわんちゃんのおかげでナギの手間減るかもしれんけどね
12:14	ゆうげん	引き落としが
12:15	ゆうげん	18万足らんので貰っていい?
12:32	あすか 11/19 8/11	18も足らんの？
12:33	ゆうげん	"後で明細見るけど
17万置いてたけど
保険とかもう一個のカードで12万減って"
12:33	ゆうげん	22請求なのに5しか残ってなかった
12:34	ゆうげん	バグってるやろ
12:42	あすか 11/19 8/11	まぁ送っとく
12:43	ゆうげん	ごめん
12:43	ゆうげん	いくらになる?
12:43	ゆうげん	zanndaka
12:44	あすか 11/19 8/11	80くらいかな
12:44	ゆうげん	むう
12:45	ゆうげん	またボーナスで巻き返すか
12:45	あすか 11/19 8/11	父にもちゃんと返していかなな
12:45	ゆうげん	あとボーナスも昇進後価格になるから
12:45	ゆうげん	そこで色々返していこう
12:45	あすか 11/19 8/11	昇進確実なん？w
12:56	ゆうげん	そらそうやろ
12:56	ゆうげん	会社でも10人には入るしごできマンやで
13:57	ゆうげん	俺より出来るやつを俺はまだ会社で見たことない
14:22	ゆうげん	[写真]
14:22	ゆうげん	めんどいなぁ
14:40	あすか 11/19 8/11	別にこっちにお金かけてくれんでいいけどなw会いたい気持ちを持ってくれてるならどうにか会える方法考えれるやろしwミアちゃんやもえみちゃんにお金がかかってるっていう言い方も、ふたりが悪いみたいで可哀想
14:40	ゆうげん	機嫌が乗らない
14:41	ゆうげん	を長く言うとこんな感じ
14:41	ゆうげん	月曜にでも会いに行けばいいさ
14:41	ゆうげん	向こうに
14:42	あすか 11/19 8/11	うんだからわざわざそういう言い方しなくても良くない？て思ってしまう、ミアちゃんやもえみちゃんがかわいそう
14:42	あすか 11/19 8/11	会いに行くん？
14:43	ゆうげん	考えよう
14:43	あすか 11/19 8/11	なにを？
14:43	ゆうげん	行くのか来てもらうのか
14:43	あすか 11/19 8/11	別に会えなくていいなら会わなくていいねんで？？？
14:43	ゆうげん	1/6は父おらん
14:44	あすか 11/19 8/11	お義父さんがGWにでもー、、て言ってたから一応声掛けただけで
14:44	あすか 11/19 8/11	会えなくていいなら会わなくていいよ？w
14:44	ゆうげん	父はそうだが母とかはわからん
14:44	あすか 11/19 8/11	1/6はゆーくんも帰る日でバタバタするんじゃない
14:53	あすか 11/19 8/11	お義母さんやもえみちゃんたちも疲れるやろうし、無理して会わなくていいよ？またの機会にでも！会えるなら会うのは全然歓迎やけど、1/6やとゆーくんも帰る日でナギも次の日幼稚園やしバタバタはすると思うよ
14:58	ゆうげん	わかった
15:00	あすか 11/19 8/11	とりあえずこちらの都合はおいといて、お義母さんやもえみちゃんにとっていいようにしてもらって〜
16:49	ゆうげん	今確認中

2024/05/02(木)
23:02	あすか 11/19 8/11	どーなった？

2024/05/03(金)
00:35	ゆうげん	4、5
00:35	ゆうげん	かなぁ
00:36	あすか 11/19 8/11	なにが？？？
00:38	ゆうげん	日程
00:38	ゆうげん	わからん
05:50	あすか 11/19 8/11	"日程わからんとは？
4.5ってお義父さんおるんやろ？
4か5に会うの？"
10:18	ゆうげん	"そのどっちかやと思うけど
明日やとまたなんか言われるから"
10:18	ゆうげん	5がいいかな
10:20	あすか 11/19 8/11	結局会うの？
10:20	あすか 11/19 8/11	お義父さん控えとく言うてたけど
10:20	ゆうげん	[写真]
10:20	ゆうげん	会えるは会える
10:23	あすか 11/19 8/11	なんやそれ

2024/05/04(土)
13:05	ゆうげん	☎ 通話をキャンセルしました
13:05	ゆうげん	どこ
13:06	あすか 11/19 8/11	なぎトイレいってた
13:06	あすか 11/19 8/11	もどる
13:06	ゆうげん	俺もトイレ行きたい
13:09	あすか 11/19 8/11	猫のとこもどってる
13:38	ゆうげん	どこ
13:38	あすか 11/19 8/11	ダイソーおるわ！
13:39	ゆうげん	何階や
13:40	あすか 11/19 8/11	2かい
13:40	あすか 11/19 8/11	エレベーター横にゲーセンあってダイソーたどり着けてない、、
13:56	ゆうげん	ダイソー前のキッズコーナー座ってる

2024/05/08(水)
09:30	あすか 11/19 8/11	次いつ帰ってくる予定？
09:43	ゆうげん	まだ何も決めてない
09:49	あすか 11/19 8/11	どーする？
09:49	あすか 11/19 8/11	今週は土曜日にナギ耳鼻科で、あとは私コンタクト買いに行かなあかん
09:50	あすか 11/19 8/11	けど、誰なとおるしGW明けやから休みたかったら今週なしでもいい
10:11	ゆうげん	バス見てみるね
10:11	ゆうげん	金曜テレワークも使えるし
10:11	ゆうげん	今日中に決める
11:09	あすか 11/19 8/11	わかった
20:46	ゆうげん	アスカの財布に入ってる俺のカード
20:46	ゆうげん	番号反転しておくって
20:47	ゆうげん	有効期限とCVV(3桁のやつも)
20:47	ゆうげん	俺の持ってるカードめっちゃ止められる
20:52	ゆうげん	早めに頼む
20:52	ゆうげん	写真では送らないように
21:40	あすか 11/19 8/11	急遽ナギの耳鼻科行ったりでバタバタしてた、今アオミルクやから待って
21:44	ゆうげん	今日いったん?
21:45	ゆうげん	なんかあったん?
22:33	あすか 11/19 8/11	番号反転するって、逆から打てばいいの？
22:34	あすか 11/19 8/11	夕方耳痛いって機嫌悪かったから行った
22:36	ゆうげん	"うん
逆からお願い"
22:36	ゆうげん	なぎ耳鼻あかんな
22:36	ゆうげん	大丈夫かな
22:37	あすか 11/19 8/11	"大きい病院でチューブで水抜く処置した方がいいってさー
全身麻酔されると思うって言ってた"
22:37	ゆうげん	そんなに?
22:38	あすか 11/19 8/11	6189 5526 8358 2545
22:38	ゆうげん	"水って
鼻の膿てきな?"
22:38	ゆうげん	"それで楽になるんなら是非ともやけど
その年齢で全身麻酔とか心配すぎる"
22:38	あすか 11/19 8/11	ナギが抗生物質飲んでくれてそれが効けばいいんやけど、ナギ抗生物質のんだら吐くからさ、薬が苦くて嫌らしく
22:39	あすか 11/19 8/11	耳に溜まってる水、中耳炎が良くならん
22:39	ゆうげん	なんとか少量でも飲まれへんのかな
22:40	あすか 11/19 8/11	動かんかったら麻酔とかいらんけど動いてしまったら危ないから全身麻酔されると思うって
22:40	ゆうげん	全身麻酔は適合検査とかで何度も採血やらするし、
22:40	あすか 11/19 8/11	私も、全身麻酔されるんですか？うーん……て渋ったけど、もう1ヶ月以上耳良くなってないから
22:40	ゆうげん	俺でも怖かったから
22:40	ゆうげん	心配
22:41	ゆうげん	もしするってなったら
22:41	ゆうげん	いつ頃とかはまだ未定?
22:41	ゆうげん	その時は戻りたい
22:42	あすか 11/19 8/11	赤ちゃんでもCTとか？撮る時眠らせる薬とか飲んだりするから大人の全身麻酔とはまた違うかもやけど、まぁ大きい病院で一回相談はした方がいいんじゃない
22:42	あすか 11/19 8/11	放置してたら反対の耳もそうなるしそうなりかけてるらしいから
22:42	あすか 11/19 8/11	いつ頃かはまだ未定、明日か明後日かくらいに連絡来ると思うけど
22:43	ゆうげん	うん
22:43	ゆうげん	早めに行きたい
22:43	ゆうげん	鼻も辛そうやし
22:43	ゆうげん	睡眠取れないと辛いし
22:43	ゆうげん	成長阻害になる
22:44	ゆうげん	早めに見てあげて細い
22:44	ゆうげん	ほしい
22:56	ゆうげん	さっきのカード
22:56	ゆうげん	日付とcvvがたりない
23:02	あすか 11/19 8/11	cvvてなに
23:02	あすか 11/19 8/11	日付とかは普通に打っていいん
23:03	ゆうげん	裏の3桁のやい
23:03	ゆうげん	つ
23:03	ゆうげん	日付もcvvも反転で
23:06	あすか 11/19 8/11	"日付反転って
month/year
のyearの右の文字からうつってこと？"
23:07	ゆうげん	そう
23:08	あすか 11/19 8/11	5210
23:08	あすか 11/19 8/11	340
23:10	ゆうげん	ありがとう
23:11	ゆうげん	帰るとしたら
23:11	ゆうげん	明日なんよね
23:11	ゆうげん	2700円
23:14	あすか 11/19 8/11	まかせる
23:21	ゆうげん	帰る方向で
23:23	あすか 11/19 8/11	帰る方向でとは？帰ってくるでいいん？
23:30	ゆうげん	できるように動く
23:32	あすか 11/19 8/11	？
23:33	あすか 11/19 8/11	別に無理してくれんでいいけど

2024/05/09(木)
10:21	あすか 11/19 8/11	"どーする予定？

さっき耳鼻科から連絡あって、予約取ろうと思うと7月頭とかになってしまうから、紹介状もって行って直接受け付けする形ならいつでも診るって言ってるらしいねん大きい病院が

だから5/11(土)に紹介状取りに行って、5/13(月)には大きい病院連れていこかな思ってる

大きい病院やから大人最小限しか着いて行かれへんから私行こうと思ってて、送迎は母がしてくれる予定

予約無しで行くから待ち時間めっちゃ長いし、処置の方法によったら入院もあるから碧は留守番させる。
だからパパには碧のことみといてもらえたらなと思ってる"
10:21	あすか 11/19 8/11	[写真]
10:21	あすか 11/19 8/11	[写真]
10:26	あすか 11/19 8/11	"昨日行った耳鼻科の先生の説明的には入院必要な方の処置やから、、一応その準備もしていく

大きい病院の耳鼻科でみてもらわんとどんな処置することなるかはっきりせんけど、

とりあえず5/11に紹介状受け取って、それ持って5/13には連れていこうと思ってる

仕事の都合もあるやろから
いつからいつまで大阪おれるか教えて

パパおらんでも誰なと動ける人はおるからどーにかなる

だから無理せんでいい"
10:26	ゆうげん	帰るよ
10:28	ゆうげん	"今日帰る
んで月曜火曜あたりも大阪おれるようにする"
11:05	あすか 11/19 8/11	"一旦受診して入院必要なるなら別日で予定立てて……てなるんかなって思うから

とりあえず13日はこっちおれるなら碧お願いしたい"
11:08	ゆうげん	手術来週は全然確定してない?
11:10	あすか 11/19 8/11	"確定してない

大きい病院やから急にはできひんと思うしなー、、わからんけど"
11:12	ゆうげん	取り敢えず金〜水はおれるようになる
11:32	あすか 11/19 8/11	水？
11:40	ゆうげん	来週の水曜まで伸ばせる
11:45	あすか 11/19 8/11	ちゃんとどういう治療でどれだけ時間要するか決まってからのがよくない？仕事どーするかは
11:45	ゆうげん	別にテレワークしたらいい
11:45	あすか 11/19 8/11	ほんまに必要な時に休めたり在宅にできたりする方がいい
11:46	あすか 11/19 8/11	もしナギが入院してやることになったら在宅じゃなくて休まなあかんかったりするし
11:46	あすか 11/19 8/11	まぁ任せるけど
11:53	ゆうげん	調整する
11:58	あすか 11/19 8/11	今回は金～水って思っといたらいい？
18:05	ゆうげん	うん

2024/05/12(日)
17:47	ゆうげん	☎ 通話時間 0:13
17:54	ゆうげん	☎ 通話をキャンセルしました
17:55	ゆうげん	まだ?
17:55	ゆうげん	時間かんがえてや
17:56	ゆうげん	☎ 通話をキャンセルしました
17:56	ゆうげん	☎ 通話をキャンセルしました

2024/05/13(月)
08:47	あすか 11/19 8/11	リビングにおいてるカレンダーの5.6月の写真送っといてもらえる？
08:48	ゆうげん	[写真]
08:48	ゆうげん	[写真]
10:02	ゆうげん	進捗は?
10:46	あすか 11/19 8/11	さっき診察室には呼ばれた
11:03	ゆうげん	まずお昼超えそうか連絡して
11:04	ゆうげん	"14時
15時〜16:00

このふたつはメインで喋るから"
11:04	ゆうげん	間に合わないなら家に誰か呼んで
11:04	ゆうげん	12:00までに確定させて
11:12	あすか 11/19 8/11	今会計並んでる、長蛇の列やけど14時とかには絶対帰れる
11:12	ゆうげん	結果はどうやった?
11:13	あすか 11/19 8/11	もう1回受診して(6月に)その日に手術は前向きに(やる方向で)日程組む感じになる
11:13	ゆうげん	わかった
11:14	ゆうげん	6月は初旬?
11:14	あすか 11/19 8/11	6/27やけど、今日みたいに普通に受診するだけやから別に休みとかとってもらわんでも大丈夫
11:49	ゆうげん	おけ
11:55	あすか 11/19 8/11	今全部おわった
11:55	あすか 11/19 8/11	昼ごはんどーする
11:56	ゆうげん	おけ
11:56	ゆうげん	ありがとう
11:56	ゆうげん	[写真]
11:56	ゆうげん	あおはみるく180全部飲んで寝た
11:57	ゆうげん	8:20~9:00ちょいも寝てた
11:58	ゆうげん	"昼は家にあるのでいいよ
時間かかりそうなら惣菜系でも"
12:27	ゆうげん	はよ帰ってきて
12:27	ゆうげん	寝起き後は俺ではむり
12:28	ゆうげん	まして仕事考えながらは無理
12:28	ゆうげん	早く帰ってきて
12:28	ゆうげん	☎ 通話をキャンセルしました
12:30	ゆうげん	☎ 通話をキャンセルしました
12:30	ゆうげん	☎ 通話をキャンセルしました
12:32	あすか 11/19 8/11	もうすぐつく
12:34	ゆうげん	はよして
12:34	ゆうげん	ずっと泣いてる
12:34	ゆうげん	10分くらい
12:35	ゆうげん	俺はなんも出来へんからなんもしてない
13:48	あすか 11/19 8/11	ミルク何時に飲んだ
13:48	ゆうげん	10:50
18:10	あすか 11/19 8/11	サンディー連れてってもらってから帰ります

2024/05/14(火)
17:00	あすか 11/19 8/11	お寿司って何時に取りに行くん？？
17:10	あすか 11/19 8/11	もう頼んでる？
17:11	ゆうげん	頼んだ
17:11	ゆうげん	18:00
17:16	あすか 11/19 8/11	☎ 通話時間 1:13
18:28	ゆうげん	まじで今日早く帰ってきて
18:28	ゆうげん	俺こんなんで仕事できへん
18:28	ゆうげん	マジでなんのために
18:28	ゆうげん	夜遅くまで頑張ってんの?
18:29	ゆうげん	"車欲しい
家欲しい
服欲しい
二重したい
ホワイトニングしたい

些細なもんかもしれんけど家維持するのも税金払うのもアホほどお金かかる"
18:30	ゆうげん	仕事が偉いとかじゃなくて今今はお金ないとできないことがあまりに多い
18:30	ゆうげん	それを必死に色々考えて、頑張って、結果出して
18:30	ゆうげん	少しでも最低限を満たして
18:30	ゆうげん	カバーするために集中してるのに
18:30	ゆうげん	そこの大事さなんてあって当たり前みたいに見られて
18:31	ゆうげん	仕事じゃない範囲ばっかで評価されて
18:31	ゆうげん	家族の時間とか家事とか育児だって俺の残った体力やら思考力で頑張ってるけど
18:32	ゆうげん	どうしても至らないところとか
18:32	ゆうげん	深く考えすぎるあまりに没頭している時は周り聞こえへんとかで
18:32	ゆうげん	そんなんばっかり責められて
18:32	ゆうげん	頑張ることが義務化して
18:33	ゆうげん	やってることは全て当たり前みたいになって
18:34	ゆうげん	仕事っていうのはどうしてもアホほど集中しなきゃ行けない期間や時期があって
18:34	ゆうげん	なぁなぁでやってたら絶対昇進もしないし給料は増えないし
18:34	ゆうげん	"そのままナギの学校
碧の学校
第3子とか絶対無理やから"
18:35	ゆうげん	"やらなきゃ行けない今を
相当に頑張ってるのに"
18:35	ゆうげん	"結局頑張ることなんて
低血糖で電車で倒れそうになってるとこまでやってるのも
一切響かずに"
18:36	ゆうげん	同じような思想の兄弟で責め立てて
18:37	ゆうげん	"そらわからんやろ
そういう重み背負ってやらなきゃって腹据えてやれてないんやから"
18:37	ゆうげん	俺まじなんのための仕事してるん
18:37	ゆうげん	ほんまにあれが全部本心で
18:37	ゆうげん	俺のやってる月40時間残業なんて当たり前で
18:38	ゆうげん	そんなんやらずに育児優先って
18:38	ゆうげん	無理に決まってるやん
18:39	ゆうげん	まじでほんまに色々変わる現状で必死こいて本読んで勉強して実践して、会社説得して成果出して
18:40	ゆうげん	1週間や1ヶ月で変わる常識の中で死ぬほど勉強して
18:40	ゆうげん	アホほど頑張ってるのに
18:41	ゆうげん	ほんまに認めて欲しい家族からはボロクソに言われて
18:41	ゆうげん	血縁連れてリンチで
18:41	ゆうげん	そら育児言われたらなんも言われへんよ
18:42	ゆうげん	単身赴任やしアホほど仕事する時期やからナギの全部だって育児のいろはだってわかれへんよ
18:43	ゆうげん	"何でもかんでもは出来へんよ
そして今仕事は止められへん"
18:44	ゆうげん	ほんまに今頑張らないとキャリアが死ぬ
18:44	ゆうげん	死んだキャリアでは満足にさせてあげられへん
18:44	ゆうげん	なんにも
18:45	ゆうげん	もうナギだって周りの言葉もあって、俺の行動もあるけどそう見てるやろうし
18:46	ゆうげん	もうこの家に俺の居場所ないよ
18:48	ゆうげん	まじで味方おらへん
18:48	ゆうげん	これもどうせ周りとみて一切真剣に見てへんやろうし
18:50	ゆうげん	なんでそこまで俺を1人にできるんやろ
18:51	ゆうげん	"あすかは地元やし
兄弟も近くにおるし
友人やっておる"
18:51	ゆうげん	俺は地元でもないし、友人なんて周辺におらんし、当然誰よ何も出来へん
18:53	ゆうげん	どうせメンヘラやのかまってちゃんなり
18:53	ゆうげん	言うてるんやろうな
21:35	ゆうげん	"俺からしたらホンマに羨ましいなって思う

共通の話題や課題で、最後に飛び込める窓口があって"
21:36	ゆうげん	俺のやってる内容や言ってる内容なんて当然誰にも理解もされなけりゃ
21:36	ゆうげん	興味も持たれないし
21:36	ゆうげん	それでも俺は止まれないからただただひたすら自分でやるしかない
21:36	ゆうげん	誰に頼れない
21:36	ゆうげん	誰にも相談できない
21:37	ゆうげん	結果誰にも感謝されない
21:55	ゆうげん	"こうやって書いた内容もどっかの誰かに共有されて
あんなこと言われた
こんなこと言われた

すぐに第三者に送られる"
21:56	ゆうげん	自分の気持ち伝えれば伝えるほど俺はこの地域から疎外されるし
21:56	ゆうげん	俺自身もこの地域に対する愛着とか安心感も吹っ飛ぶ
21:57	ゆうげん	"俺が悪いからこの地域に馴染めないのか

俺が努力しなきゃ行けないのか"
21:58	ゆうげん	そもそも努力しなきゃ愛着持たれないなら既に自然体でおれんよね
21:58	ゆうげん	家にいる時も自然体でおれる時間が減ってく
21:58	ゆうげん	これマジ誰の家なん
22:00	ゆうげん	"自分の家に帰ってくるのにも体力使うし

帰ったら帰ったで二重責務果たさないと来るなって言われるし"
22:00	ゆうげん	俺はこの家が1番落ち着くから帰ってきたいのに
22:00	ゆうげん	落ち着く場所にすら理由や責務持って帰ってこないといけない
22:02	ゆうげん	そんな場所に1ヶ月の2/5の時間を割いた結果給与が飲み込まれて
22:03	ゆうげん	"俺が月使うお金なんて
食事と
サブスクと
こじんまりした副業で買うユニクロくらい"
22:03	ゆうげん	累計なんて3万行かんし
22:04	ゆうげん	この家は13,8000円
22:04	ゆうげん	自己投資、固定費込みの40000の3倍以上払ってんのに
22:06	ゆうげん	お金の話するとすぐ育児育児育児育児育児
22:06	ゆうげん	んで総合的に時間投資できず、PDCA回せないから上達の遅い俺ばかりが後ろ指刺される
22:07	ゆうげん	"ナギの気持ちわかってない
子どもの気持ちわかってない
普通はこうしない
普通の親ならこうしない"
22:08	ゆうげん	俺が仕事で使う知識や勉強した内容なんて一切無視されて
22:08	ゆうげん	プラスアルファの知識ばかり求められる
22:10	ゆうげん	"それなら仕事も折半してくれるんか?

俺と同じ様の8時間働いて、20以上稼いで、そのうえで家事育児求められて

仕事の報告とか共有とかを素知らぬ、興味のない顔でスルーされ

相談もできず貯めるだけ貯めて

いざ伝えたら親戚一同総スカン食らって"
22:11	ゆうげん	１回同じことして欲しい
22:13	ゆうげん	"それを夜行バス週2で乗って
一切不機嫌にならず
相談聞くけど自分の気持ちはいわず
趣味を合わせる努力するけど趣味は合わせる努力はされず
別に馴染みのない知人の子どもの面倒押し付けられて
文句も不満もいわず、行ったら罵られ"
22:14	ゆうげん	まじで味わって見て欲しい
22:14	ゆうげん	"俺はゆっくりしたいんや
なんで仕事終わって面識ほとんどない家行って気を使って子ども見て体力使って"
22:15	ゆうげん	翌日また1人で黙々と仕事しなあかんねん
22:16	ゆうげん	あすかがすかの性格であるように
22:16	ゆうげん	俺は俺の性格があって
22:17	ゆうげん	他人の領域で過ごす時間は全く休まれへん
22:17	ゆうげん	でも俺のそんな性格なんて即無視や
22:17	ゆうげん	性格都合に悪ければ人格否定され
22:17	ゆうげん	じゃああすかはどうなんやって言ったら
22:18	ゆうげん	私は私って
22:18	ゆうげん	それやったら
22:18	ゆうげん	俺は俺っていうのも受け入れてくれよ
22:18	ゆうげん	俺は親戚だろうがなんだろうが1等身家族と血縁以外に気は許せない
22:19	ゆうげん	この家に限っては俺は妻であるあすかと子どもしか気を許せない
22:20	ゆうげん	"それ以外は俺にとっては他人やし、どれだけ一緒に出かけようが過ごそうが
一切気は休まらない"
22:20	ゆうげん	それが俺や
22:21	ゆうげん	仲良くできるならしたいし、親族関係あるなら当然そうあった方がいいけど
22:21	ゆうげん	俺は気を休めれない
22:22	ゆうげん	"あすかがあすかであることを受け入れて欲しいのと同じように

俺が俺であることも許してくれよ"
22:23	ゆうげん	別に攻撃したいとかそんなんじゃない
22:23	ゆうげん	俺が俺で居れない
22:34	ゆうげん	"それがまだインスタフレンズみたいに双方お客様みたいなスタンスなら

程よい気の使い方できるけど"
22:35	ゆうげん	"片や地元、親戚、旧友、毎日会う、たまに遊ぶ

みたいなローカライズされたサークルの輪に"
22:35	ゆうげん	"別にそこまで馴染んでもなく
そもそもそういう空気に馴染めない俺が"
22:36	ゆうげん	どうしても気を休めれると思ったん
22:37	ゆうげん	"そっちは普段通り、いつもと同じ調子、いつもと同じ話題、いつもと同じ目線で語れるけど

俺は何一つわからない"
22:38	ゆうげん	会話の理解だけで体力使うし、結局あすかそっちに行くから俺はずっと気を張り詰めないと行けない
22:40	ゆうげん	"逆に考えてみてや

俺の知人ばっかの環境で
俺と知人にしか分からない話題ばっかで

内容に面白みも感じることできずに

荷物持ちやスケジュール調整やらばっかさせられて

これを毎週とか隔週レベルでイベント発生して"
22:40	ゆうげん	笑顔でこなせる???
22:54	ゆうげん	"ただただ日々のルーティン業務
悪く言えば作業を繰り返してるんじゃなくて

課題探して
自分で分析して
解決出来る手立てを探し、自分で作れるなら作り
お金周りを計算し
アホみたいな上の人間の理解のできないイチャモンで機能が下がらないように食い下がり
いざ始まったらスケジュール管理して人員管理して
毎日のmtgで進捗管理して
遅れてたらリカバリー案探し、上手くいくなら運用保守の草案作って
リリースされたらリリースレビュー集めて内容分析して
改修要望あったらヒアリングして要件まとめて
改修になったらまた最初から繰り返してる

これを3つも4つも同時並行して

後輩に進行フローやマニュアル作ったり

それとは別に技術的な勉強に時間使って、自分で環境作ったり開発したりしてナレッジ溜め込んで

積極的に外部の研修やらハンズオン参加して

amazonやgoogle、NTTのセミナーに参加し、セミナーごとにレビューを当日に作り

毎日毎日関連するIT、AIニュースを片っ端から見て纏めて学んで実践して振り返って"
22:54	ゆうげん	これが俺の仕事や
22:57	ゆうげん	"当然仕事ごとに作らなきゃ理解できない上層部のためのプレゼン資料を1時間レベルで毎日作るし

知識がなければ他社の話についていけず、相見積で比較もできず、現場から質問あっても回答できないから関連するサービスは絶対調べてアウトプットするし"
22:58	ゆうげん	それを考えて手を動かしている最中に
22:58	ゆうげん	子どものこと考える脳に瞬時に切り替えれるわけないやん
23:00	ゆうげん	"MTGは時間決まってても
MTGするまでにこなさなきゃ行けないものが腐るほどあって

そん中でいつなみが来るかわからんからずっとは見れん"
23:01	ゆうげん	"泣き止むなら頑張るけど
頑張った結果無理やったら俺はもうそこに脳のリソースさけない"
