ゆうげん	なぎちゃんいるだけで幸せ度500%
19:34	あすか 11/19 8/11	まぁもの見てからでいいけど
19:34	あすか 11/19 8/11	高いもので揃えるのは嫌だなぁ
19:35	ゆうげん	"高いというか
いいものを長く使いたい"
19:35	あすか 11/19 8/11	それもそやけど
19:35	あすか 11/19 8/11	他の人がみて食いつきやすいというか、、真似しやすいくらいのものってやっぱ主婦としてめっちゃひかれるんよね（笑）
19:36	あすか 11/19 8/11	3COINSとかよくヒルナンデスでも取り上げられてて今日もやっててんけど
19:36	あすか 11/19 8/11	3COINSも300円以上のものもいっぱいおいてる店舗があるらしくて
19:36	あすか 11/19 8/11	めっちゃ行きたくなった（笑）
19:37	あすか 11/19 8/11	"こどものおもちゃとかも
めっちゃ人気なんよ3COINS"
19:37	あすか 11/19 8/11	原宿やったかな、、どこやったかな、、なんか新しくできた店舗あるらしい
19:38	ゆうげん	"いや
そういうのって結局流行りがあるやん
次出たらまたちゃうのみたいな"
19:38	ゆうげん	3年型が変わらないものの方が長い目で見てみんな飛びつく
19:38	ゆうげん	浅草の3cはなんか特別やった気がする
19:39	ゆうげん	流行りにのんのしんどいやん
19:39	あすか 11/19 8/11	流行りに乗ると言うより
19:39	あすか 11/19 8/11	素直にひかれるものほしいってだけ
19:39	あすか 11/19 8/11	[写真]
19:39	あすか 11/19 8/11	[写真]
19:39	あすか 11/19 8/11	これとか便利そーて思ってた
19:39	ゆうげん	"ベースはそれなりのもの
末端をそういうので揃えたらいいと思う"
19:40	あすか 11/19 8/11	"使いやすさ機能性
気兼ねなく使えるかどうか
とかも結構気になる"
19:41	あすか 11/19 8/11	"オシャレで高めの食器も
めっちゃいいなって思うし
色々ほしいけど"
19:41	あすか 11/19 8/11	"気兼ねなく使える感じとか
使いやすいなぁとか。。
そういうのもほしいなって"
19:41	あすか 11/19 8/11	ナギの食器とか他に子どもの食器まで高めやと気使って疲れそう（笑）
19:42	ゆうげん	あとは色とかかな
19:42	ゆうげん	それが揃ってたらまあええや
19:43	あすか 11/19 8/11	まぁ色とか雰囲気とか私もそこは好みあるしゆーくんとそこまでズレてないかなとは勝手に思ってるから
19:43	あすか 11/19 8/11	大丈夫かなって思うけどね
19:44	あすか 11/19 8/11	"でもなんかご飯とかも、
アンパンマンの食器だと
進む！みたいな時期もある
かもやからそうなった時とか
使っていいのかなぁとか思って（笑）"
19:45	あすか 11/19 8/11	"基本的にはゆーくんに
従う方がいいなって
思ってる"
19:45	あすか 11/19 8/11	(emoji)
19:45	あすか 11/19 8/11	センスよしやからなぁパパ
19:46	ゆうげん	まあなぎのはなぎ最優先
19:47	あすか 11/19 8/11	パパと一緒に買い物したいなぁ
19:47	あすか 11/19 8/11	どっか行くのももちろんいいし
19:48	あすか 11/19 8/11	隣にいてネットショッピングするのでもいいからしたい
19:48	ゆうげん	そやねぇ
19:48	ゆうげん	久しぶりに
19:49	ゆうげん	したいね
19:58	あすか 11/19 8/11	2人で時間あんまり気にせず
19:58	あすか 11/19 8/11	したい
19:59	あすか 11/19 8/11	なんか古着屋とかまわりまくってたの懐かしい
20:04	ゆうげん	古着また行きたいな
20:04	ゆうげん	てかナギと遊ぶ時古着がいい
20:08	あすか 11/19 8/11	古着とかどんな格好好きなの？
20:12	ゆうげん	ゆるーいの
21:03	あすか 11/19 8/11	ゆるーいの
21:03	あすか 11/19 8/11	🤔
21:04	あすか 11/19 8/11	"なんかあんまりパパの好み
掴めないんだよね未だに"
21:04	あすか 11/19 8/11	色々好きなのかな
21:19	ゆうげん	パパなんでも好きよ
21:51	あすか 11/19 8/11	☎ 通話時間 1:20
22:24	あすか 11/19 8/11	ねたー
22:24	ゆうげん	お疲れ様
22:28	あすか 11/19 8/11	パパもお疲れ様
22:32	ゆうげん	ケーキくいた
22:34	あすか 11/19 8/11	ケーキ？なんかめずらし
22:35	ゆうげん	レモンちずけ
22:37	あすか 11/19 8/11	あーそれはおいしいやつ
22:37	ゆうげん	ね
22:37	ゆうげん	美味いやつ
22:37	ゆうげん	あっさり甘いケーキくいた
22:39	あすか 11/19 8/11	タルトがいい
22:40	ゆうげん	今はムースとか
22:40	ゆうげん	そっち系
22:40	ゆうげん	がい
22:41	あすか 11/19 8/11	セブイレのあのーおいしいやつ
22:45	あすか 11/19 8/11	[写真]
22:45	あすか 11/19 8/11	こういう系？
22:45	あすか 11/19 8/11	[動画]
22:47	ゆうげん	そそ
22:47	ゆうげん	そんなやつ
22:47	ゆうげん	てへへへ
22:47	ゆうげん	可愛い
22:47	あすか 11/19 8/11	おいしいよねあれ
22:48	あすか 11/19 8/11	"もうすぐねんねのなぎと
って題名読んだらナギも
一緒に言おうとする"
22:49	ゆうげん	俺も絵本読んであげたい
22:49	ゆうげん	また
22:49	ゆうげん	ケーキ作ってや
22:49	ゆうげん	お菓子系
22:50	あすか 11/19 8/11	今度会えた時読んであげて
22:50	あすか 11/19 8/11	え
22:50	あすか 11/19 8/11	作る作る
22:50	あすか 11/19 8/11	"お菓子作りしたいというか
ゆー君に作りたいなって
思ってたんよ"
22:52	ゆうげん	俺も作ろ
22:53	あすか 11/19 8/11	何作るの
22:55	ゆうげん	フォンダンショコラ
22:57	あすか 11/19 8/11	そんなん作れるの
22:57	ゆうげん	作れるわきゃない
22:57	ゆうげん	1から勉強( ੭˙꒳ ˙)੭
22:58	あすか 11/19 8/11	なんでお菓子作り？
22:58	あすか 11/19 8/11	どしたん（笑）
22:58	ゆうげん	ままに負けないようにしないと
22:59	あすか 11/19 8/11	なにをw
23:01	ゆうげん	お菓子系
23:02	あすか 11/19 8/11	またそんなことしてあっという間に追い抜かして私の自己肯定感下げる気やな
23:04	ゆうげん	じゃあ
23:04	ゆうげん	まかせる
23:04	ゆうげん	全部つくて
23:05	あすか 11/19 8/11	一緒にしよ
23:06	あすか 11/19 8/11	"私料理もお菓子作りも
人並みやからパパが
本気になれば一瞬でぬかれちゃう"
23:08	ゆうげん	一緒にレベルあげよ
23:09	あすか 11/19 8/11	一緒には無理そ
23:09	あすか 11/19 8/11	パパが本気になればついていけない
23:14	ゆうげん	パパ本気になかなかならんからな
23:15	あすか 11/19 8/11	色々つくりたいなぁ
23:15	あすか 11/19 8/11	マイホームなったら
23:15	あすか 11/19 8/11	パパが帰ってくる度に色々作ろ
23:15	ゆうげん	ね
23:15	ゆうげん	今は本当に家が1番待ち遠しい
23:16	あすか 11/19 8/11	うん、ほんとにね
23:16	あすか 11/19 8/11	家が建つ前でも建ったあとでも、パパが大阪に帰って来れるタイミングがあるとするなら
23:16	あすか 11/19 8/11	それが一番待ち遠しいかな私は
23:27	ゆうげん	あーーー
23:27	ゆうげん	運動したい
23:31	あすか 11/19 8/11	めっちゃ話逸れた（笑）
23:31	あすか 11/19 8/11	バドミントンしたい
23:31	あすか 11/19 8/11	パパと
23:33	ゆうげん	バド苦手じゃ
23:34	あすか 11/19 8/11	私も下手やから続かんな
23:34	あすか 11/19 8/11	でもさ
23:34	ゆうげん	うん
23:35	あすか 11/19 8/11	一緒にラウワン行ったとき
23:35	あすか 11/19 8/11	全部それなりに出来てたよなゆーくん
23:35	あすか 11/19 8/11	私が運動音痴すぎるのか
23:35	あすか 11/19 8/11	あ
23:35	あすか 11/19 8/11	ローラースケートは小鹿やったけど
23:35	ゆうげん	みんなレベルが低すぎた
23:35	ゆうげん	平均ローラースケート
23:36	あすか 11/19 8/11	？
23:36	ゆうげん	運動レベル全部小鹿
23:36	ゆうげん	おれ
23:48	あすか 11/19 8/11	いや、それはない
23:48	あすか 11/19 8/11	パパもう寝る？よね
23:48	ゆうげん	そうやな
23:48	ゆうげん	もう寝ないとまずい
23:48	ゆうげん	明日出社や
23:49	あすか 11/19 8/11	おやすみだけ電話で言ってもいい？

2022/01/21(金)
00:00	ゆうげん	☎ 通話時間 10:43
00:01	あすか 11/19 8/11	[スタンプ]
00:01	あすか 11/19 8/11	[スタンプ]
07:30	ゆうげん	おはお
07:55	あすか 11/19 8/11	おはよ
08:10	ゆうげん	じゅんびちゅー
09:11	あすか 11/19 8/11	梛りんごタイム
09:11	あすか 11/19 8/11	無事おうち出れた？
09:12	あすか 11/19 8/11	お気をつけて
09:14	ゆうげん	出れたよー
09:14	ゆうげん	気をつける
09:21	あすか 11/19 8/11	よかった
09:24	あすか 11/19 8/11	[写真]
09:24	あすか 11/19 8/11	パン頬張りなぎと
09:45	ゆうげん	ナギが健康で
09:45	ゆうげん	今日も幸せだ
09:48	あすか 11/19 8/11	パパと梛がそろって健康だと
09:49	あすか 11/19 8/11	私も幸せよ
09:49	ゆうげん	朝3人でご飯食べたい
09:49	ゆうげん	マイホームで
09:49	あすか 11/19 8/11	朝ごはんに何かのポタージュとかね
09:49	あすか 11/19 8/11	お野菜も
09:50	あすか 11/19 8/11	しっかり朝ごはんタイムしたいね
10:00	ゆうげん	一緒におにぎりにぎりたい
10:05	あすか 11/19 8/11	いいねおにぎり
10:07	ゆうげん	なぎちゃんの握ったミニおにぎり
10:07	ゆうげん	あーかわい
10:08	ゆうげん	今月も10～15入れるね
10:08	ゆうげん	今貯金いくらや
10:08	ゆうげん	今年は300行きたい
10:12	あすか 11/19 8/11	かわいいね
10:12	あすか 11/19 8/11	ありがとう
10:13	あすか 11/19 8/11	127万
10:13	ゆうげん	じゃあ15で142か
10:14	あすか 11/19 8/11	毎月1万実家に渡して1~2万現金おろしてる、ID忘れたり使われへんとこやったりしたりするから
10:14	ゆうげん	おけ
10:14	ゆうげん	でも確実に貯金できてきてるから
10:14	ゆうげん	継続しよう
10:15	あすか 11/19 8/11	貯金できるようにメルペイ使ったりとか、、少しのことしか出来ないけど私も頑張るね
10:16	ゆうげん	俺は服いっぱい売ってくね
10:16	ゆうげん	何気にこの1年で売った服の金額
10:16	ゆうげん	54万やった
10:17	ゆうげん	[写真]
10:17	ゆうげん	全部売れてる
10:18	あすか 11/19 8/11	すご
10:18	あすか 11/19 8/11	"それでまた新しい服とかも
買えるからいいね"
10:19	ゆうげん	まあ俺のは極力買わずに
10:20	ゆうげん	貯めていこうと思う
10:20	ゆうげん	夏あんまり着ないしね
10:20	あすか 11/19 8/11	夏はまぁ確かにそだね
10:36	ゆうげん	それより家具とか家電とか
10:36	ゆうげん	そっちにお金使いたい
10:36	ゆうげん	服冷静に考えたらくそ高い
10:36	ゆうげん	アウターで炊飯器とレンジや洗濯機買えちゃうもん
10:36	ゆうげん	あたおか
10:55	あすか 11/19 8/11	"まぁ確かに同じ値段で
家電とか買えちゃうのは、、"
10:55	あすか 11/19 8/11	すごいよね（笑）
10:57	ゆうげん	ソファーも8-10マンするやろうし
11:12	あすか 11/19 8/11	ソファーて結局どうする予定？
11:13	あすか 11/19 8/11	ソファーじゃなくてyogiboとかの方がって前ゆー君言ってたけど💭
11:13	ゆうげん	"いや
ソファーにする"
11:13	ゆうげん	kanedemonoでいいかなぁとは思う
11:13	ゆうげん	あんま高いのはややし
11:20	ゆうげん	地べた置くと掃除しにくいし
11:20	ゆうげん	首いたなる
12:27	あすか 11/19 8/11	そうなんだね
12:28	あすか 11/19 8/11	"かなでもののソファ
どんなだっけ"
12:28	あすか 11/19 8/11	yogiboで腰とか痛なるってよく聞く
12:32	ゆうげん	[写真]
12:32	ゆうげん	おうちのビーズクッションで
12:32	ゆうげん	だいぶ首やられた
12:44	あすか 11/19 8/11	なるほど
12:45	あすか 11/19 8/11	ね、ビーズクッションとかって程よく使うのは良さそうやけど身体に来るっていうよね
13:56	ゆうげん	あとは足があるソファーの方がルンバとか掃除機通しやすい
14:18	あすか 11/19 8/11	"それはそだね！
ルンバさんにおまかせ出来るね"
14:18	あすか 11/19 8/11	"クイックルワイパーとかの
拭き掃除もしやすいね"
14:18	ゆうげん	そそ
14:19	ゆうげん	リビングテーブル置かない予定
14:20	あすか 11/19 8/11	あ、そうなの
14:21	あすか 11/19 8/11	ちいさいのも？
14:21	あすか 11/19 8/11	これはなぜ？
14:22	ゆうげん	"うーん
いるかなぁって"
14:22	ゆうげん	あった方がいいなら同じくかなでもののミニテーブルにする
14:37	あすか 11/19 8/11	"そだなぁ、、
私はほしいなと思ってた💭"
14:44	あすか 11/19 8/11	ゆー君が今使ってるのとかは嫌なんよね？テーブル
14:44	ゆうげん	"まあこれもって行って
買い替えでもいいけど"
14:44	ゆうげん	めっちゃオシャレってものではない
14:48	あすか 11/19 8/11	どのみちいるなら買い替えたい感じか
14:51	ゆうげん	そそ
14:51	ゆうげん	まあどれくらい出費あるかわからんからなぁ
14:53	あすか 11/19 8/11	そだね
14:53	あすか 11/19 8/11	"家具と家電とか
収納ケースとか
その他もろもろで
結構いきそうなんよね、、"
14:55	あすか 11/19 8/11	これ用の貯金する？
14:55	ゆうげん	"一応全部で30～50万を想定してる

テレビ
洗濯機
テーブル
椅子
ソファー
すのこ
ケース
これ最低限"
14:57	あすか 11/19 8/11	"服かけるハンガーとか洗濯物干す時にいるハンガーとか洗濯バサミとかピンチハンガーとか、、あとキッチン周りのもの（おたま類とかフライパンとか鍋とか食器とかボウルとか）もやから、、
なかなかお金いると思う"
14:58	あすか 11/19 8/11	"家具とか家電だけで
結構いきそうやなって
思ってるけどどうなんやろ、、"
14:58	ゆうげん	ちょっと計算してみてや
14:58	ゆうげん	まあ50は行かんと思う
14:59	ゆうげん	家電はあとレンジあれば行ける
14:59	あすか 11/19 8/11	"家具と家電後何いるかとか
他の細かいものいくついるか
わかんない"
14:59	ゆうげん	炊飯器トースターポッドはバルミューダ揃った
14:59	あすか 11/19 8/11	今家電なんかもう買ってるんやっけ
14:59	あすか 11/19 8/11	あ、おけ
14:59	あすか 11/19 8/11	オーブンレンジはどこのにするの？
15:00	あすか 11/19 8/11	洗濯機もどこのが決まってないね
15:00	ゆうげん	"これも一旦はバルミューダでいいかなぁ
洗濯機はもうちょい考える"
15:00	ゆうげん	"とりあえず８－10万くらいやと思う
洗濯機"
15:02	あすか 11/19 8/11	梛起きたからまた夜いけたら話そーーっ
15:58	ゆうげん	おけけ
17:29	あすか 11/19 8/11	[写真]
17:29	あすか 11/19 8/11	わんこ
17:29	あすか 11/19 8/11	[写真]
17:29	あすか 11/19 8/11	ママは前髪切りました
17:50	ゆうげん	[写真]
17:50	ゆうげん	怒っとるやん
17:51	ゆうげん	ママ前髪短なったら
17:51	ゆうげん	若くなる
17:51	ゆうげん	というかなりすぎる
18:35	あすか 11/19 8/11	ね
18:35	あすか 11/19 8/11	切りすぎた
18:45	ゆうげん	まま１回モードな髪型して欲しい
18:47	ゆうげん	[写真]
18:47	ゆうげん	[写真]
18:47	ゆうげん	切りそろえる感じ
18:48	あすか 11/19 8/11	これはちょっと、、
18:48	あすか 11/19 8/11	笑
18:48	ゆうげん	かっこいいやん
18:48	ゆうげん	似合うで絶対
18:48	あすか 11/19 8/11	似合わん似合わん
18:49	ゆうげん	左とか似合うて
19:00	あすか 11/19 8/11	いやぁぁ
19:00	あすか 11/19 8/11	好みじゃない
19:00	あすか 11/19 8/11	私が（笑）
19:00	あすか 11/19 8/11	[写真]
19:00	あすか 11/19 8/11	[写真]
19:01	あすか 11/19 8/11	今日の晩ご飯
19:12	ゆうげん	おわたよ
19:12	ゆうげん	かえるよ
19:12	ゆうげん	お野菜いっぱいや
19:12	ゆうげん	いいこと
19:18	あすか 11/19 8/11	お疲れ様
19:19	あすか 11/19 8/11	前にきのこ類買うだけ買ってて
19:19	あすか 11/19 8/11	今日ほうれん草安くて買って
19:19	ゆうげん	いいこと
19:20	ゆうげん	ほうれん草鬼のように食べや
19:20	あすか 11/19 8/11	"梛も食べれるからと思って
同じように自分のも
違う味で煮込んだ（笑）"
19:20	あすか 11/19 8/11	パパもちゃんと食べてる？
19:24	ゆうげん	食べてるよ
19:24	ゆうげん	今日は煮込みハンバーグ弁当買った
19:25	ゆうげん	700えん
19:27	あすか 11/19 8/11	お昼ごはん？
19:27	ゆうげん	そそ
19:27	ゆうげん	ほうれん草とブロッコリ入ってた
19:28	ゆうげん	けんこー
19:28	あすか 11/19 8/11	いいじゃんいいじゃん🙆🏼‍♀️
19:28	あすか 11/19 8/11	お互いにしっかり食べよね
19:29	ゆうげん	晩御飯は相変わらず豚ほうれんゆでたま
19:29	あすか 11/19 8/11	偏ってる気もするけど栄養あるもの食べてるから良しかな
19:33	あすか 11/19 8/11	納豆とかも食べてるんやもんね
19:33	ゆうげん	"偏ってない
完全栄養献立"
19:34	ゆうげん	[スタンプ]
19:34	あすか 11/19 8/11	ちゃうちゃう、同じものばっかやから
19:34	あすか 11/19 8/11	[スタンプ]
19:49	ゆうげん	家ついた
19:51	あすか 11/19 8/11	おかえり
19:51	あすか 11/19 8/11	[動画]
19:51	あすか 11/19 8/11	お絵かき＆シール貼りしてたよ
19:51	あすか 11/19 8/11	お風呂入ってくる
19:55	ゆうげん	赤色好きなんかな
19:55	ゆうげん	かわい
20:38	あすか 11/19 8/11	んー、どやろ
20:38	あすか 11/19 8/11	[動画]
20:38	あすか 11/19 8/11	ギター持ってノリノリなぎと
20:45	ゆうげん	これは文化系
21:05	あすか 11/19 8/11	☎ 不在着信
21:05	あすか 11/19 8/11	[写真]
21:07	ゆうげん	あ
21:07	ゆうげん	かけてくれてたのか
21:22	ゆうげん	☎ 通話時間 14:32
22:48	あすか 11/19 8/11	寝てた
22:48	ゆうげん	まってた
22:49	あすか 11/19 8/11	ごめん
22:49	ゆうげん	いやいや
22:49	ゆうげん	大丈夫よ
22:50	ゆうげん	ゆっくりしてね
22:50	ゆうげん	ちゃんと
22:50	あすか 11/19 8/11	今電話いける？
22:50	ゆうげん	うん
23:25	あすか 11/19 8/11	☎ 通話時間 34:56

2022/01/22(土)
03:30	あすか 11/19 8/11	私から電話したのにねちゃってた、、
03:30	あすか 11/19 8/11	3回くらい夜泣きあってくたばりそー
06:43	ゆうげん	おはよう
06:43	ゆうげん	お昼ゆっくりしてな
08:28	ゆうげん	朝7:00から今までずっとお風呂入ってる
08:29	あすか 11/19 8/11	おはよ
08:29	あすか 11/19 8/11	ひえちゃうよ
08:29	ゆうげん	"宮崎あたりの地震大丈夫やった?
追い炊き連打であったか"
08:43	あすか 11/19 8/11	あったかいお湯に浸かり続けるのも危険やから気をつけてね
08:43	あすか 11/19 8/11	地震あったの？
08:43	ゆうげん	らしい
08:43	ゆうげん	結構でかい
08:43	あすか 11/19 8/11	え、しらなかった
08:46	ゆうげん	[スタンプ]
08:53	あすか 11/19 8/11	震度5強あったのか地震
08:53	あすか 11/19 8/11	[スタンプ]
08:57	ゆうげん	ちゅーしたい
09:08	あすか 11/19 8/11	手握るだけでもいいからしたい
09:08	あすか 11/19 8/11	どこでもドアほしい
09:57	ゆうげん	どこでもドアあった超速達便会社設立するわ
10:04	あすか 11/19 8/11	なにそれ
10:04	ゆうげん	"それで独立するから
いつでも一緒にいられる"
10:09	あすか 11/19 8/11	なんだそれ
10:17	ゆうげん	さて
10:18	ゆうげん	書類書かなくちゃ
10:19	あすか 11/19 8/11	そだね、やらなきゃだね
10:19	あすか 11/19 8/11	ごめんね、ありがと
10:19	あすか 11/19 8/11	"私もメイクして着替えて
梛家の前で遊ばせるわ"
10:19	あすか 11/19 8/11	リビングおったらお菓子かテレビ
10:20	あすか 11/19 8/11	母休みやとずっとテレビついてるしどっかちゃう場所おらなずっとテレビみてることなる
10:20	あすか 11/19 8/11	あーーーーーー
10:20	あすか 11/19 8/11	がんばろ
10:23	ゆうげん	がんばろ
10:28	ゆうげん	無理せずね
12:15	あすか 11/19 8/11	結局買い物して帰ってきた
12:15	あすか 11/19 8/11	お昼寝明け外遊びしよかなちょっとだけ
12:15	あすか 11/19 8/11	寒いと風邪ひくもんなぁ
12:16	ゆうげん	子供は風の子やからな
12:17	あすか 11/19 8/11	そうやけど、ちゃんと風邪もひくよ
12:17	あすか 11/19 8/11	寒いとこで長いことおったら
12:22	ゆうげん	たしかに
12:34	あすか 11/19 8/11	子どもは感染症とかほんまクラスで一人出たらぶわーっと広がりやすいしね
12:37	あすか 11/19 8/11	"でも今大阪しか知らんけど、
就学児より未就学児の方が
コロナ多い"
12:39	ゆうげん	こわい
12:39	ゆうげん	子どもはこわい
12:40	あすか 11/19 8/11	しゅんの職場でも職員にコロナでたりお父さんがコロナになった子どもがいてるってさ
12:40	あすか 11/19 8/11	母の職場でも職員にコロナ出たみたい
12:42	あすか 11/19 8/11	ひなのクラスはあれからどうなったかわからんけど、近場でもだいぶ出てきたね
12:46	ゆうげん	壊滅やな
12:46	ゆうげん	うちの会社は最近出てないな
12:47	あすか 11/19 8/11	"泉大津もやけど，　
松原も結構おるよいつも"
12:54	ゆうげん	2人ともちゃんと気をつけてな
12:54	あすか 11/19 8/11	うん、もちろんよ
12:55	あすか 11/19 8/11	パパもやでほんと
12:55	あすか 11/19 8/11	昨日も東京9000人台やったよね
13:00	ゆうげん	もちもち
13:01	ゆうげん	ニューレコード更新しまくりや
13:04	あすか 11/19 8/11	ね，更新し続けとる
13:14	あすか 11/19 8/11	☎ 不在着信
13:14	あすか 11/19 8/11	[写真]
13:20	ゆうげん	気づかんかった
16:19	あすか 11/19 8/11	☎ 不在着信
17:12	あすか 11/19 8/11	[写真]
17:12	あすか 11/19 8/11	ずっとこれ👨🏼
17:26	ゆうげん	☎ 通話時間 50:56
18:26	あすか 11/19 8/11	晩ご飯作ってるよ〜
18:26	あすか 11/19 8/11	今日はうどんよ〜
18:54	あすか 11/19 8/11	☎ 不在着信
19:44	ゆうげん	やばい
19:44	ゆうげん	寝てた
19:45	ゆうげん	うどんか
19:45	ゆうげん	いいな
19:45	あすか 11/19 8/11	寝てたんか
19:45	あすか 11/19 8/11	どしたのかと思ってた
19:46	ゆうげん	まま
19:46	ゆうげん	どんなカーディガン好き?
19:46	あすか 11/19 8/11	ん？
19:46	あすか 11/19 8/11	カーディガン？
19:46	ゆうげん	"ピッタリすりむ
ゆったりバルーン
ロング
ショートなどなど"
19:48	あすか 11/19 8/11	えぇぇ
19:48	あすか 11/19 8/11	難しいな
19:49	ゆうげん	"秋冬はゆったりで
初夏はジャストなイメージ"
19:49	あすか 11/19 8/11	写真とか実物とかみてかわいいなと思ったらかわいいから
19:49	あすか 11/19 8/11	これが好きってあんまわからん
19:50	あすか 11/19 8/11	"ゆったりってのも
着られてる感出るのは
あんまり好きじゃないから"
19:50	あすか 11/19 8/11	難しい
19:50	ゆうげん	[写真]
19:50	ゆうげん	この真ん中と下のどっちがいい形好き?
20:08	あすか 11/19 8/11	"写真で見ると真ん中やけど
実際着てみたらどうか
わからん"
20:08	あすか 11/19 8/11	て感じだね（笑）
20:22	ゆうげん	おけけ
21:05	あすか 11/19 8/11	お風呂上がってナギのことおわった〜
21:05	あすか 11/19 8/11	自分のことして洗い物する
21:06	ゆうげん	なぎねたん?
21:06	ゆうげん	早いね
21:27	あすか 11/19 8/11	なぎ寝てないよ
21:27	あすか 11/19 8/11	お風呂終わっただけ
21:32	あすか 11/19 8/11	☎ 通話時間 4:19
21:32	あすか 11/19 8/11	寝かせます
22:07	あすか 11/19 8/11	やっと寝たー
22:24	あすか 11/19 8/11	寝ちゃった？
22:24	あすか 11/19 8/11	どした？
22:25	ゆうげん	お
22:25	ゆうげん	ゲーム手が離せんかった
22:33	あすか 11/19 8/11	[写真]

2022/01/23(日)
00:10	ゆうげん	☎ 通話時間 1:44:31
00:19	あすか 11/19 8/11	[写真]
00:25	あすか 11/19 8/11	[写真]
00:25	あすか 11/19 8/11	[写真]
03:04	あすか 11/19 8/11	☎ 通話時間 2:54:29
08:39	あすか 11/19 8/11	ゆーくんおはよう
08:55	あすか 11/19 8/11	電話切れる時相手のアプリが終了したからって出てたけど、起きてたんかな？充電なくなっちゃったんかな
08:55	あすか 11/19 8/11	大丈夫？
09:53	あすか 11/19 8/11	まだねてる？
10:00	ゆうげん	やば
10:00	ゆうげん	いまおきた
10:00	ゆうげん	充電無くなった
10:10	あすか 11/19 8/11	おはよ
10:10	あすか 11/19 8/11	ごめんね、はやく切ればよかった
10:10	ゆうげん	やっぱりあんまり遅くまではあかんな
10:10	ゆうげん	24:00には寝よう
10:11	あすか 11/19 8/11	うん
10:12	あすか 11/19 8/11	今日なんか予定あるの？
10:12	ゆうげん	いや
10:13	ゆうげん	普通に遅く起きてあーやらかしたって感じ
10:13	ゆうげん	お風呂はいって
10:13	ゆうげん	手紙出さないと
10:13	あすか 11/19 8/11	自分の都合だと2~3時まで起きてたとかあるからなんか私との電話長引かせたくないだけかなとか
10:13	あすか 11/19 8/11	思った
10:14	ゆうげん	3時はないよさすがに
10:17	あすか 11/19 8/11	過去を遡ればあるよ
10:17	あすか 11/19 8/11	まぁいいけど
10:17	あすか 11/19 8/11	手紙ありがとう気をつけて
10:22	ゆうげん	うん
10:22	ゆうげん	あすかも寒いから気をつけてね
15:03	あすか 11/19 8/11	☎ 不在着信
15:08	あすか 11/19 8/11	ねてる？
15:09	あすか 11/19 8/11	どした？
15:09	あすか 11/19 8/11	んー
16:30	あすか 11/19 8/11	☎ 不在着信
16:33	ゆうげん	寝てたよ
16:34	ゆうげん	紙出しに行ってくる
16:34	あすか 11/19 8/11	今iPhone充電ある？
16:38	あすか 11/19 8/11	☎ 不在着信
17:00	ゆうげん	あるよ
17:06	あすか 11/19 8/11	もうおうち？
17:06	ゆうげん	ついでにパン買いに行ってる
17:06	ゆうげん	朝ごはん
17:07	あすか 11/19 8/11	今外か
17:07	ゆうげん	まだ外よ
17:08	あすか 11/19 8/11	いつも朝ごはん食べてるんやね
17:08	ゆうげん	"逆逆
あんまり食べれてないから"
17:08	ゆうげん	ささっとたべれるのかう
17:08	あすか 11/19 8/11	あ、そゆことね
17:09	あすか 11/19 8/11	朝食べる時間あるの？
17:09	ゆうげん	5分くらいなら
17:10	あすか 11/19 8/11	そか
17:10	あすか 11/19 8/11	気をつけて無事に帰ってね
17:10	ゆうげん	大丈夫やで
17:11	ゆうげん	歩きやし
17:12	あすか 11/19 8/11	"歩きだから大丈夫とは
限らないよ〜"
17:41	あすか 11/19 8/11	家ついてる？
17:41	あすか 11/19 8/11	大丈夫？
17:41	あすか 11/19 8/11	どこいる？
17:43	ゆうげん	大丈夫やって
17:43	ゆうげん	家ついたよ
18:35	あすか 11/19 8/11	ごめん
18:44	ゆうげん	パスタ作ってるよ
19:07	あすか 11/19 8/11	何パスタ？
19:07	ゆうげん	ぼろね
19:08	あすか 11/19 8/11	そかそか、おいしそ
19:08	ゆうげん	また後で電話しよ
20:47	あすか 11/19 8/11	明日からまた5日間お仕事やし今日はしたいことするなり早く寝るなりした方がいいんじゃない
23:14	あすか 11/19 8/11	寝れてる？明日からまた無理せずがんばってね
23:15	あすか 11/19 8/11	おやすみ
23:17	ゆうげん	"ごめん

1日ありがとう"
23:21	あすか 11/19 8/11	☎ 通話時間 1:01
23:40	あすか 11/19 8/11	☎ 不在着信

2022/01/24(月)
08:01	あすか 11/19 8/11	☎ 不在着信
08:02	あすか 11/19 8/11	パパ今日お仕事どっちやろ
08:02	あすか 11/19 8/11	起きてる？
08:44	ゆうげん	おはよう
08:44	ゆうげん	さっき起きて
08:44	ゆうげん	慌てて準備した
08:44	ゆうげん	間に合った
08:44	ゆうげん	今週も水木テレワークよ
13:55	ゆうげん	島田さんの息子さんが陽性やって
13:55	ゆうげん	どうなるやら
16:50	ゆうげん	今日15万送ったから
16:50	ゆうげん	また確認しといてね
17:18	ゆうげん	昨日スター不動産宛の資料は出したけど
17:18	ゆうげん	労金のが印鑑証明が必要だから明日午前中に行って取ってくる
17:18	ゆうげん	それ付属して送る
19:27	あすか 11/19 8/11	"こっちも身近に結構おる
どうなるやらやね"
19:27	あすか 11/19 8/11	確認できたよ、ありがとうございます
19:27	あすか 11/19 8/11	書類とかも色々ありがとう
19:28	ゆうげん	今帰ってる
19:29	あすか 11/19 8/11	一日お疲れ様
