/19 8/11	今思いつくのはこれくらい
14:07	あすか 11/19 8/11	ミルククレンジングとか生理用品はとりあえずこっちで買ってていいんかな？
14:08	あすか 11/19 8/11	無理せずやれることからやってこお互い
14:08	あすか 11/19 8/11	無理して体壊したら元も子もないからね
14:24	ゆうげん	"生理用品もミルククレンジングも送ろうと思うけど届くまで時間かかるから
とりあえず直近分買っといて"
14:24	ゆうげん	ういうい
14:28	あすか 11/19 8/11	できるだけ粘っとくね
14:33	ゆうげん	生理用品はかっといて
14:41	ゆうげん	"ユニクロで
インナーとかヒートテックとか"
14:41	ゆうげん	必要なものある?
14:41	ゆうげん	明日新作発売やから帰り道ちらっと見るけど
14:46	あすか 11/19 8/11	下着とか今2セットで回してるからあったら嬉しいかな！ヒートテックはいま何枚持ってるか不明。。
14:47	ゆうげん	まあそれ以外も必要やったら言って
15:24	あすか 11/19 8/11	今は思いつかないから大丈夫、ありがとう
15:25	あすか 11/19 8/11	工事今日始まってるんやんね
15:27	ゆうげん	昨日には配管移動してるらしい
15:27	ゆうげん	見てみたかったな
15:27	ゆうげん	着工
15:32	あすか 11/19 8/11	どんなんなってるんやろね
15:32	あすか 11/19 8/11	暑くて外出てない
15:34	あすか 11/19 8/11	最近またあんまり体調よろしくなさそうで外行くの怖
15:43	ゆうげん	せめて日中20度台になってくれたらな
17:25	あすか 11/19 8/11	ナギ自転車散歩連れて行くついでにチラッとみてきた
17:25	あすか 11/19 8/11	[写真]
17:25	あすか 11/19 8/11	[写真]
17:25	あすか 11/19 8/11	この時間でも蒸し暑くて頭クラっと来るのやめてほしいなまじで
17:35	ゆうげん	お隣も
17:36	ゆうげん	斜め屋根や
17:38	ゆうげん	写真部屋明るくなるかな
17:39	あすか 11/19 8/11	うん、お隣も斜め屋根やった
17:39	あすか 11/19 8/11	天窓があるから明るくなりそうやけど
17:39	あすか 11/19 8/11	時間帯によったらゆーくん的には微妙やったりはあるんかな、分からんけど
17:59	ゆうげん	"同じ2階やし
斜め屋根やから"
17:59	ゆうげん	まだマシな気がする
17:59	ゆうげん	帰った時の見てみよ
18:47	あすか 11/19 8/11	お隣さんの屋根の高くなってる部分はウチの屋上の位置な気もする
18:55	ゆうげん	まあ見てもよ
18:55	ゆうげん	みよ
18:56	あすか 11/19 8/11	来週末どのくらいできてるやろね
19:20	ゆうげん	でもとうとう
19:20	ゆうげん	着工やね
20:08	ゆうげん	帰ります
20:11	あすか 11/19 8/11	やね
20:11	あすか 11/19 8/11	お風呂上がった
20:11	あすか 11/19 8/11	お仕事お疲れ様です
20:12	ゆうげん	ういいい
20:12	あすか 11/19 8/11	敷地内の段差の事じゃないん？
20:12	ゆうげん	"いや
ちゃうと思う"
20:12	あすか 11/19 8/11	段差を道路と同じ高さにはできひんと思うけど
20:13	ゆうげん	低くできるはず
20:13	ゆうげん	聞いた時わ
20:13	ゆうげん	は
20:13	あすか 11/19 8/11	そーなんか
20:13	ゆうげん	ギャルみたいになった
20:13	あすか 11/19 8/11	敷地内の段差の事やと思ってた私
20:14	ゆうげん	"前の家も段差低いし
そういう内容やったはず"
20:19	あすか 11/19 8/11	そーなんか
20:19	あすか 11/19 8/11	まぁ出来るようにしかできひんから確認だけしてもらお
20:28	ゆうげん	おけ
21:58	あすか 11/19 8/11	今日も寝かしつけ時間かかった
22:02	ゆうげん	お疲れ様
22:02	ゆうげん	先お風呂入るね
22:30	ゆうげん	帰りました
22:34	あすか 11/19 8/11	お風呂終わったのね
22:36	ゆうげん	[写真]
22:36	ゆうげん	懐かし
22:37	あすか 11/19 8/11	なんでそんなの出てきた笑
22:37	あすか 11/19 8/11	"そのサロペット
ビスクのやつ"
22:37	あすか 11/19 8/11	てか泉大津天気悪い日続きそうで色んな意味で気分下がる
22:38	ゆうげん	俺が帰るときもやばいでな
22:38	ゆうげん	ビスクのベスト
22:38	あすか 11/19 8/11	"出かけにくいのもやし、
工事も雨やと進まんやろな"
22:38	ゆうげん	届きます
22:38	あすか 11/19 8/11	[写真]
22:38	あすか 11/19 8/11	Yahooでは微妙
22:39	あすか 11/19 8/11	もこもこ？
22:41	ゆうげん	"ううん
ワタ入ってるやつ"
22:44	あすか 11/19 8/11	どれだろ
22:44	ゆうげん	秘密
22:45	あすか 11/19 8/11	なぜ
22:46	あすか 11/19 8/11	🤷🏼‍♀️
22:46	ゆうげん	実物みてほし
22:46	あすか 11/19 8/11	[写真]
22:46	あすか 11/19 8/11	こういうさ、
22:46	あすか 11/19 8/11	海外の？
22:46	あすか 11/19 8/11	可愛いねんけど値段わからんすぎるw
22:46	ゆうげん	"ユーロ
€"
22:47	あすか 11/19 8/11	ユーロだと分かっても日本円にしていくらかとか全然わからん
22:47	ゆうげん	[写真]
22:47	ゆうげん	ほぼドルと一緒
22:48	ゆうげん	ギフトセットで16000円くらい
22:55	あすか 11/19 8/11	ドルもよくわかんない
22:55	あすか 11/19 8/11	そなのか
22:55	あすか 11/19 8/11	[写真]
22:56	あすか 11/19 8/11	ハロウィンにこれ買ってるんやけどこれに似合う服装ないかなぁ
22:59	ゆうげん	☎ 通話時間 0:10
23:00	あすか 11/19 8/11	[写真]
23:00	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:02	あすか 11/19 8/11	[写真]
23:10	あすか 11/19 8/11	[写真]
23:11	あすか 11/19 8/11	[写真]
23:26	ゆうげん	[写真]
23:26	ゆうげん	[写真]
23:26	ゆうげん	https://www.palcloset.jp/addons/coordinate/detail/?b=3coins&acd=15727742
23:42	あすか 11/19 8/11	[写真]
23:42	あすか 11/19 8/11	[写真]

2022/09/16(金)
00:20	ゆうげん	[写真]
00:23	ゆうげん	FORK&SPOON 親子
00:24	ゆうげん	URBAN RESEARCH 親子リンク
00:25	ゆうげん	[写真]
00:25	ゆうげん	[写真]
00:53	ゆうげん	☎ 通話時間 1:54:03
08:32	ゆうげん	おはよう
08:32	ゆうげん	やっぱり
08:32	ゆうげん	メゾンキツネが一番可愛いよなぁ
08:42	あすか 11/19 8/11	可愛いはかわいいけど
08:42	あすか 11/19 8/11	高いもんね
08:42	あすか 11/19 8/11	ナギのサイズどんなのあったん？
08:45	ゆうげん	半袖でいいならナギのだけでいいけど
08:46	あすか 11/19 8/11	冬やからなぁ
08:47	ゆうげん	[写真]
08:47	ゆうげん	[写真]
08:48	ゆうげん	[写真]
08:48	ゆうげん	[写真]
08:48	あすか 11/19 8/11	トレーナーそれしかないのか
08:49	ゆうげん	[写真]
08:49	ゆうげん	[写真]
08:49	あすか 11/19 8/11	LINEコラボ
08:50	あすか 11/19 8/11	普通のが1番高いなぁ
08:52	ゆうげん	3人そろえたら6マンネ
08:52	ゆうげん	旅行できちまう
08:52	ゆうげん	それやったらやっぱりアーバンリサーチ辺がいい
08:52	あすか 11/19 8/11	やべぇな
08:52	あすか 11/19 8/11	アーバンリサーチとかどんなんあったっけ
08:53	ゆうげん	探してー
09:01	あすか 11/19 8/11	[写真]
09:01	あすか 11/19 8/11	これくらいしか可愛いなーて思う柄ない、というかそもそも種類少ないね
09:57	ゆうげん	リンクコーデはなぁ
14:30	あすか 11/19 8/11	親子のお揃いって意外とないよなぁ
15:03	ゆうげん	親子はサイズが難しいからね
15:12	あすか 11/19 8/11	ユニクロかアーバンリサーチのこれか
15:12	あすか 11/19 8/11	かな
15:12	あすか 11/19 8/11	なんかあるかな
15:13	ゆうげん	充電やばい
15:13	ゆうげん	充電器忘れた
15:13	あすか 11/19 8/11	あらま…
15:13	ゆうげん	切れたら帰るまでまって
15:13	あすか 11/19 8/11	帰り気をつけて帰ってね、今日ユニクロ寄るとか言ってたっけ
15:14	あすか 11/19 8/11	帰ったら連絡ちょうだいね
15:44	ゆうげん	ありがとう
15:44	ゆうげん	待っててね
15:50	あすか 11/19 8/11	うん、待ってる
15:51	あすか 11/19 8/11	[写真]
15:51	あすか 11/19 8/11	[写真]
15:51	あすか 11/19 8/11	[写真]
15:51	あすか 11/19 8/11	[写真]
15:51	あすか 11/19 8/11	[写真]
15:51	あすか 11/19 8/11	[写真]
15:51	あすか 11/19 8/11	[写真]
15:51	あすか 11/19 8/11	[写真]
15:51	あすか 11/19 8/11	今日念願のわっくんはじめましてしてきた
15:51	あすか 11/19 8/11	その帰りマイホーム見てきたけど今日は進捗なさげやった
16:06	ゆうげん	ナギはベビに対して反応どうやった？
17:49	ゆうげん	おそろい
17:49	ゆうげん	パタゴニアどう?
17:58	あすか 11/19 8/11	わっくんに興味示してたし優しかったよ
17:58	あすか 11/19 8/11	パタゴニアかー、どんなんかわからんけどあんまり好みじゃないかも
17:59	ゆうげん	あい
18:10	ゆうげん	残り1ぱー
18:33	あすか 11/19 8/11	[写真]
18:33	あすか 11/19 8/11	[写真]
18:33	あすか 11/19 8/11	[写真]
18:33	あすか 11/19 8/11	このバックかわい
18:36	ゆうげん	baggu
18:36	ゆうげん	1個買った
19:40	あすか 11/19 8/11	そなのか！かわいい
20:38	ゆうげん	着きました
20:39	ゆうげん	お家
22:00	ゆうげん	[写真]
22:00	ゆうげん	パタゴニアのシンチラは俺とアスカの分はある
22:11	ゆうげん	[写真]
22:11	ゆうげん	[写真]
22:11	ゆうげん	[写真]
22:11	ゆうげん	[写真]
22:11	ゆうげん	どっちが可愛い
22:12	ゆうげん	☎ 通話に応答がありませんでした
22:22	あすか 11/19 8/11	どっちも微妙
22:22	あすか 11/19 8/11	なぎ寝た
22:23	あすか 11/19 8/11	[写真]
22:26	あすか 11/19 8/11	[写真]
22:27	ゆうげん	[写真]
22:28	ゆうげん	[写真]
22:28	ゆうげん	[写真]
22:29	あすか 11/19 8/11	[写真]
22:29	あすか 11/19 8/11	[写真]

2022/09/17(土)
01:10	ゆうげん	☎ 通話時間 2:46:53
09:10	ゆうげん	おはよう
09:11	あすか 11/19 8/11	おはよ
09:12	ゆうげん	今日お願いします
09:20	あすか 11/19 8/11	はーーい
13:14	あすか 11/19 8/11	[写真]
13:14	あすか 11/19 8/11	今日は自転車で寝かせようと自転車でウロウロするついでに通ってきた
13:14	あすか 11/19 8/11	これと仮設トイレだけ増えてた
13:14	あすか 11/19 8/11	台風と雨が去ってからかな、これ以降の作業は
13:14	ゆうげん	個人情報が
13:14	ゆうげん	マイネームが
13:15	あすか 11/19 8/11	ハウスメーカーはこういうの書くよね
13:15	ゆうげん	まあでも
13:16	ゆうげん	進んでる感
13:16	ゆうげん	いいね
13:16	あすか 11/19 8/11	あんまりまだ進んでる感はないし雨とか台風とかで作業遅れる分ずれ込む気がするから早くもっと進めーて思ってる
16:10	ゆうげん	マジでな
16:13	ゆうげん	もう俺もあとは家建つの待つだけやわ
17:04	あすか 11/19 8/11	早く家建ってほしいね
17:04	あすか 11/19 8/11	3COINSのネコの耳とカゴの小さい方買えた
17:05	ゆうげん	今日行ってきたんか
17:05	ゆうげん	飲めた？
17:05	あすか 11/19 8/11	スタバはもう行かんかったー
17:05	あすか 11/19 8/11	特別おいしいって言ってる人もあんまり見かけへんし我慢しよかなと
17:36	ゆうげん	芋のも
17:36	ゆうげん	来週
17:36	ゆうげん	木曜朝行ける?
17:38	あすか 11/19 8/11	木曜朝？
17:39	ゆうげん	水曜夜発
17:39	ゆうげん	木曜テレワーク
17:41	ゆうげん	そろそろ会いたい
18:29	あすか 11/19 8/11	母に伝えておきます
19:10	ゆうげん	大丈夫?
19:17	あすか 11/19 8/11	わかんないけど大丈夫なんじゃない？
19:23	ゆうげん	ありがとう
21:51	ゆうげん	寂しい

2022/09/18(日)
07:46	あすか 11/19 8/11	お風呂寝かしつけ寝落ちでした
07:46	あすか 11/19 8/11	おはよう
07:46	ゆうげん	おはよう
07:46	ゆうげん	[スタンプ]
07:55	あすか 11/19 8/11	なんか天気コロコロかわるな
08:45	ゆうげん	無視された
08:45	ゆうげん	台風やからね
13:16	あすか 11/19 8/11	"買い物出て帰ってきた時
ナギ眠かったみたいで
ほぼ寝ててんけど"
13:16	あすか 11/19 8/11	寝室行こうとしたらうるさい犬に起こされるっていうのを3回繰り返して
13:16	あすか 11/19 8/11	ナギ覚醒して
13:16	あすか 11/19 8/11	もう最悪
13:17	あすか 11/19 8/11	夜早く寝かせよかな昼寝やめて
13:18	ゆうげん	あれま
13:19	ゆうげん	18:00くらいに寝よ
13:19	ゆうげん	こっちは前も見えない雨すぎて
13:19	ゆうげん	メルカリ出したりしたいのに動けない
13:23	あすか 11/19 8/11	18:00に寝て朝まで寝るわけない
13:23	あすか 11/19 8/11	そっちの方が雨なんや
13:24	あすか 11/19 8/11	大阪は明日明後日やばそう
13:24	ゆうげん	早くすぎて欲しいね
13:26	ゆうげん	帰る時大丈夫かな
13:26	ゆうげん	また荷物多い
15:25	あすか 11/19 8/11	なんで？
15:25	ゆうげん	キャンプ椅子
15:25	ゆうげん	テント
15:25	ゆうげん	持っていかないと
15:26	あすか 11/19 8/11	いるの？
15:26	ゆうげん	浜寺公園行くのかなって
15:27	あすか 11/19 8/11	浜寺公園行けたら行こうと思ってるけどテントとか椅子いるかなって
15:40	あすか 11/19 8/11	ふと気になったんやけど
15:41	あすか 11/19 8/11	児童手当ってどこにはいるんやっけ
15:41	あすか 11/19 8/11	入ったらどうしてる？
15:41	ゆうげん	あすかに送ってるか労金に入れてる
15:42	あすか 11/19 8/11	今度からさ、児童手当入ったよ、ってこっちに送ってもらっていい？
15:42	ゆうげん	あい
15:42	あすか 11/19 8/11	極力子どもの口座に入れるようにする
15:43	ゆうげん	わかった
15:43	あすか 11/19 8/11	いくらやったっけ、児童手当
15:43	ゆうげん	 4ヶ月で6万やったとおもう
15:46	あすか 11/19 8/11	今度12月に入るんかな
15:47	あすか 11/19 8/11	その時は児童手当は全額子どもの為の貯金口座に入れとくね
15:47	ゆうげん	おっけい
15:47	あすか 11/19 8/11	15時半ちょい前に
15:47	あすか 11/19 8/11	結局なぎ寝てしまった
15:47	あすか 11/19 8/11	16時には起こそ
18:44	ゆうげん	俺も寝てしまった
18:44	ゆうげん	この2日間最高に無駄に過ごしてる
18:44	ゆうげん	はよ帰りたい
19:41	ゆうげん	☎ 通話をキャンセルしました
19:47	ゆうげん	ユニクロの店舗受取ついでに
19:48	ゆうげん	300均寄って焚き火とタペストリー(縦)買った
20:15	あすか 11/19 8/11	お風呂はいってた
20:15	あすか 11/19 8/11	タペストリー？なんの？
20:17	ゆうげん	ハロウィン
20:17	ゆうげん	よ
20:17	あすか 11/19 8/11	ハロウィンか
20:17	ゆうげん	そそ
20:18	あすか 11/19 8/11	文字のフォントとかなんか全体の感じ？とかあんま好みじゃなくて買わんかった
20:18	あすか 11/19 8/11	笑笑
20:18	ゆうげん	[スタンプ]
20:18	ゆうげん	ゆりぴて
20:18	ゆうげん	ゆるして
20:18	あすか 11/19 8/11	他なんかもっとゆっくり見たいなーて思ってるけどなかなかゆっくりみれない
20:18	あすか 11/19 8/11	スリコ
20:19	ゆうげん	近所にあるの3コインプラスやけど
20:19	ゆうげん	なんかちゃうんか

2022/09/19(月)
08:29	あすか 11/19 8/11	あ、そゆことじゃなくて
08:29	ゆうげん	おはよう
08:29	あすか 11/19 8/11	アリオでもいいねんけど、スリコのお店中をゆっくり隅々までみたいてこと
08:29	あすか 11/19 8/11	おはよう
08:29	ゆうげん	プラスは
08:30	ゆうげん	なんかちゃうの?
08:31	あすか 11/19 8/11	よくわからん
08:50	ゆうげん	[スタンプ]
08:50	ゆうげん	知らんのかい
09:47	あすか 11/19 8/11	うん、知らない
10:54	あすか 11/19 8/11	[写真]
10:54	あすか 11/19 8/11	[写真]
10:54	あすか 11/19 8/11	[写真]
10:54	あすか 11/19 8/11	[写真]
10:54	ゆうげん	できたーって感じ
10:54	ゆうげん	可愛い
10:57	あすか 11/19 8/11	かんせー
10:57	あすか 11/19 8/11	て言ってた
10:57	あすか 11/19 8/11	完成
10:57	ゆうげん	どこで覚えた単語や
10:57	ゆうげん	すごい
10:58	あすか 11/19 8/11	YouTubeみまくり
10:58	あすか 11/19 8/11	YouTubeから吸収しまくり
10:58	ゆうげん	いいのか悪いのか…
11:01	あすか 11/19 8/11	まぁ何事もメリットデメリットあるからね
11:06	ゆうげん	間違いなく目は悪くなりそう
11:08	あすか 11/19 8/11	色んな状況が相まって
11:09	あすか 11/19 8/11	テレビ見せなやってかれへん
11:09	あすか 11/19 8/11	目はどのみち遺伝で悪くなりそう
11:09	ゆうげん	俺は悪くは無いで
11:09	ゆうげん	目
11:09	ゆうげん	遺伝は
11:09	あすか 11/19 8/11	メガネいるやん、運転
11:10	ゆうげん	まあそれ以外は見えてるし
11:10	あすか 11/19 8/11	じゃあ目悪なったら私のせいってことね
11:10	ゆうげん	そういうことではないーー
11:10	あすか 11/19 8/11	そういうことや
11:11	あすか 11/19 8/11	画面見せてんのも目悪いのも私やもんな
11:12	ゆうげん	[スタンプ]
11:14	ゆうげん	生理用品とか
11:14	ゆうげん	色々揃ったから
11:14	ゆうげん	送るね
11:15	ゆうげん	 1ヶ月は持つと思う
11:17	ゆうげん	明日着で着くと思う
11:17	ゆうげん	ハトムギの化粧水乳液ミルククレンジングもあるよ
12:35	ゆうげん	雨やばすぎ
12:36	ゆうげん	ヤマト行けばない
12:36	あすか 11/19 8/11	安全第一
12:36	あすか 11/19 8/11	行かなくていいよ
12:38	ゆうげん	"いやぁ
嫌な天気"
12:42	あすか 11/19 8/11	何より嫌なのは工事の進みが遅れることー
12:43	あすか 11/19 8/11	"この三連休は工事中止って
アイ工務店の上の人が判断
してたみたいやけど"
12:43	あすか 11/19 8/11	これ以降も心配
12:43	あすか 11/19 8/11	台風の時期やからなぁ
12:44	ゆうげん	初っ端くじかれてる感じ
12:47	あすか 11/19 8/11	棟があがったら中の作業は雨でもできるって言ってたけど
12:47	あすか 11/19 8/11	それできるまではなー天気に左右されるからほんま天気気になる
12:48	あすか 11/19 8/11	金土も雨の予報なってるし
12:52	ゆうげん	最悪や
13:21	あすか 11/19 8/11	ほんまに
13:25	ゆうげん	12/20には家欲しいな
13:26	あすか 11/19 8/11	もうそれ以降になるとか無理
13:27	あすか 11/19 8/11	クリスマス年末年始引越し作業とか無理
14:10	ゆうげん	だば
14:11	ゆうげん	だな
14:11	ゆうげん	極力急いでもらわないと
14:11	あすか 11/19 8/11	12/20でも正直厳しい
14:11	あすか 11/19 8/11	意外と時間かかると思う、家仕上げるの
14:12	あすか 11/19 8/11	家仕上げるって引越し作業終わらすのってことね、片付けが終わるのってことね
14:15	ゆうげん	とりあえずリビングと寝室さえ揃えれば
14:31	あすか 11/19 8/11	ダラダラ長引かせるの嫌やねんな
14:31	あすか 11/19 8/11	最初にガッと集中して完成させたい
14:31	ゆうげん	うむ
14:31	ゆうげん	もうこっから俺らにできるのは急かすことだけやからな
14:32	あすか 11/19 8/11	急かしても何言っても多分そんな響いてないというか、なるようになると思ってると思うで
14:32	あすか 11/19 8/11	松本さんからしても急かせる部分と無理な部分があるから
14:33	あすか 11/19 8/11	誰がどう足掻いても急がれへん部分で遅れたら謝る、その謝るが松本さんの仕事的なとこあるやん
14:38	ゆうげん	まあ
14:38	ゆうげん	せやな
15:06	あすか 11/19 8/11	もちろん急いで欲しい意思は伝えておくのがいいと思うけど。
15:06	あすか 11/19 8/11	て感じよね
15:06	ゆうげん	うむ
15:06	ゆうげん	てかあんまニュース見てなかったけど台風結構すごいのな
15:08	あすか 11/19 8/11	そやで、今回大変やばいで
15:09	あすか 11/19 8/11	うちの実家はシャッター全閉め
15:15	あすか 11/19 8/11	東京らへんはいつ頃がやばそうなん？
15:15	ゆうげん	明日かな
15:16	ゆうげん	今日は降って晴れて降ってって意味わからん
15:20	あすか 11/19 8/11	明日会社いけるん？
15:20	ゆうげん	[写真]
15:20	ゆうげん	まあ行けそう
15:20	ゆうげん	てか水曜寒い
15:25	ゆうげん	ゴーカート事件
15:25	ゆうげん	また小さい子が亡くなった
15:26	ゆうげん	こういうニュース見ると胃が痛い
15:26	ゆうげん	他人事に感じれない
15:34	あすか 11/19 8/11	気温差これから気をつけてな、風邪ひく
15:35	あすか 11/19 8/11	2歳の子？
15:37	あすか 11/19 8/11	我が子ができると余計に心痛いよな、ニュース見たく無くなる
15:43	ゆうげん	しんどいわ
15:44	あすか 11/19 8/11	今回のとか子ども同士やしな…
15:44	ゆうげん	マジで気をつけよう色々
15:45	あすか 11/19 8/11	子どものこと気をつけるのもやし、自分自身もちゃんと気をつけないとな、子どものためにも
15:45	ゆうげん	うむ
15:50	あすか 11/19 8/11	防ぎきれんこともあるけど防げることも確実にあるからね
15:50	あすか 11/19 8/11	季節の変わり目気温差やばそ
15:50	あすか 11/19 8/11	体調気をつけよ
15:50	あすか 11/19 8/11	服装も
15:51	ゆうげん	"一応会社には常にカーディガン
カバンには雨用アウター入れてる"
15:53	あすか 11/19 8/11	うん、気をつけてね
15:53	あすか 11/19 8/11	季節の変わり目に弱いんやからね
15:55	ゆうげん	水曜夜帰るから
15:55	ゆうげん	1番気をつけないと
16:04	あすか 11/19 8/11	うん、羽織るもん持っててね
16:05	あすか 11/19 8/11	☎ 通話をキャンセルしました
16:05	ゆうげん	ちょいまち
16:11	あすか 11/19 8/11	遅なったけど敬老の日のプレゼント作ろうと思って
16:12	あすか 11/19 8/11	手型とって遊んでてん
16:12	あすか 11/19 8/11	もう終わった
16:12	ゆうげん	おじいちゃん?
16:12	あすか 11/19 8/11	そう、ばぁじぃにありがとうする日
16:12	あすか 11/19 8/11	今日
16:12	ゆうげん	なるほどな
16:12	あすか 11/19 8/11	ほんとは今日到着でプレゼント届けたかったけど遅なった
16:13	ゆうげん	しゃあない
16:13	あすか 11/19 8/11	確か昨年なにもできてないねんなぁ
16:13	あすか 11/19 8/11	[写真]
16:14	あすか 11/19 8/11	これはなぎ生まれた年の敬老の日のプレゼント
16:15	ゆうげん	これ敬老の日やったか
16:17	あすか 11/19 8/11	そうよー
16:21	ゆうげん	何歳から敬老?
16:23	あすか 11/19 8/11	というより
16:23	あすか 11/19 8/11	孫とかからおじいちゃんおばあちゃんになんかすること多い
16:23	あすか 11/19 8/11	まだナギのじぃばぁは若いけど
16:24	ゆうげん	なるほど
16:25	あすか 11/19 8/11	敬老の日の本来の意味というか…
16:25	あすか 11/19 8/11	それはよくわかってないけど
16:26	あすか 11/19 8/11	孫がじぃばぁいつもありがとうってする、みんな
16:26	ゆうげん	ふむ
16:26	ゆうげん	うちのじばぁもか
16:27	あすか 11/19 8/11	やらんでも何も思わんやろうけど
16:27	あすか 11/19 8/11	やろうかなって思って
16:27	あすか 11/19 8/11	手型楽しんでとってたから
16:28	あすか 11/19 8/11	その姿をパパにも見せてあげようと思って電話しただけ
16:28	ゆうげん	なるほど
16:28	ゆうげん	マイホームに飾る用も
16:28	ゆうげん	作っときたいな
16:28	あすか 11/19 8/11	まぁ余ったら置いとく
16:29	あすか 11/19 8/11	手形は撮ったけど
16:29	あすか 11/19 8/11	写真どうしよ
16:29	あすか 11/19 8/11	どうやって現像しよ
16:29	ゆうげん	そのまま使うんちゃうの?
16:30	あすか 11/19 8/11	なにを？
16:30	ゆうげん	手形
16:31	あすか 11/19 8/11	手形アートする
16:32	あすか 11/19 8/11	それだけじゃ寂しいから写真つけたいけど
16:32	あすか 11/19 8/11	現像方法悩んでる
16:32	ゆうげん	額縁用にないかな
16:33	あすか 11/19 8/11	どゆこと？
16:33	ゆうげん	サイズ
16:33	ゆうげん	現像の
16:34	あすか 11/19 8/11	現像できるサイズにあった額縁探すのがいいんじゃない？
16:34	あすか 11/19 8/11	まぁ、そんなでかい写真出そうと思ってないけど
16:45	ゆうげん	なんぼくらい?
16:45	ゆうげん	飾る額はサイズ揃えたい
16:45	あすか 11/19 8/11	ん？
16:45	あすか 11/19 8/11	何の話してる？
16:46	ゆうげん	飾る写真
16:46	ゆうげん	ナギの手形とかやろ？
16:46	あすか 11/19 8/11	飾る写真？
16:46	ゆうげん	マイホーム
16:46	あすか 11/19 8/11	ナギの手形は余ったら置いとくけど
16:47	あすか 11/19 8/11	マイホームに飾る前提でやってない
16:47	あすか 11/19 8/11	敬老の日のプレゼントに使う写真を現像したいけどどこで現像するかなーて悩んでるって話
16:49	ゆうげん	そのままでは渡さんのね
16:50	あすか 11/19 8/11	"手形アートするとか、
それだけじゃ寂しいから
写真つけたいとか"
16:50	あすか 11/19 8/11	さっきから言ってるやんー
16:50	あすか 11/19 8/11	😡
16:50	ゆうげん	飲み込めてなかった
16:50	ゆうげん	すまん
16:51	あすか 11/19 8/11	"マイホームに飾る用は
また考える"
16:51	あすか 11/19 8/11	手形は余ったら取っとく
16:56	あすか 11/19 8/11	子どもの作品とか飾り出したら切りないよな、どーしよ
16:57	ゆうげん	現像きょうするの?
16:57	あすか 11/19 8/11	今日は外でれん
16:57	あすか 11/19 8/11	ゆーくん帰ってきてる間にしたいなあ
17:02	ゆうげん	おけ
17:02	ゆうげん	金曜とかに行こ
17:05	あすか 11/19 8/11	金土雨降るんかな
17:05	ゆうげん	どうなんやろう
17:07	あすか 11/19 8/11	ややなぁ
17:08	ゆうげん	せっかくずらしたのにな
17:13	あすか 11/19 8/11	うん
17:14	あすか 11/19 8/11	神保電機ってjinboのことやんな？jinboなしにしたような気がしてるけど神保電機とパナソニックopが別途っていうのはどゆことやろ
17:14	ゆうげん	ホビールーム
17:14	ゆうげん	神保やった気が
17:14	あすか 11/19 8/11	ホビールームは神保残してんの？
17:14	ゆうげん	うん
17:14	あすか 11/19 8/11	全部なしにした気がしてた
17:14	ゆうげん	聞いてみて
17:15	あすか 11/19 8/11	前の松本さんとの打ち合わせで神保スイッチ全部なしにした気が。。
17:15	ゆうげん	聞いてみ
17:23	あすか 11/19 8/11	"あと、畑中先生に払うやつ
回収済ってことは労金に
入ってるやつの中にある
ってことやと思うけど"
17:24	ゆうげん	全部聞いてみて
17:24	あすか 11/19 8/11	聞くけどなんで
17:25	ゆうげん	何がなんで?
17:25	あすか 11/19 8/11	ご飯作り始めないとーとおもってたけどこっちも早く対応しないとーあーもうYouTubeみせよ
17:25	あすか 11/19 8/11	ていう状況の中でLINE返してて
17:25	あすか 11/19 8/11	暇なわけじゃないんだよーーて
17:25	あすか 11/19 8/11	😡
17:25	ゆうげん	それは言われなわからん
17:27	あすか 11/19 8/11	そやけど
17:28	あすか 11/19 8/11	で
17:28	あすか 11/19 8/11	この通りやねんけど
17:28	あすか 11/19 8/11	計算変わってくるくない？てことを言いたかった
17:28	あすか 11/19 8/11	今労金に全部でいくら入ってたってけ？その中でアイ工務店に渡す分抜いて他に当てれるねって前計算してくれてたけど
17:29	ゆうげん	今115
17:29	ゆうげん	多分40やと思ってた
17:29	あすか 11/19 8/11	いや
17:30	あすか 11/19 8/11	40はアイ工務店に渡す分でしょ？
17:30	ゆうげん	畑中先生込みで40でしょ
17:30	あすか 11/19 8/11	じゃあどうなるの
18:43	あすか 11/19 8/11	余りそうというか、浮きそうなお金ってあるの？
18:44	あすか 11/19 8/11	[動画]
20:37	ゆうげん	ローン外155くらいあるから
20:37	ゆうげん	あんまり余らんなぁ
20:38	ゆうげん	手羽先小僧

2022/09/20(火)
08:30	あすか 11/19 8/11	おはよう
08:30	あすか 11/19 8/11	今日会社出るん？風強い？
08:30	あすか 11/19 8/11	気をつけて
08:30	ゆうげん	風もやばいし
08:30	ゆうげん	何より湿気がえぐい
08:31	ゆうげん	家出て五分で髪の毛クルクルなった
08:32	あすか 11/19 8/11	家出てってことは会社出るのか
08:32	あすか 11/19 8/11	色々気をつけて
10:41	ゆうげん	家出た時は小雨やったけど
10:41	ゆうげん	今えぐい
10:41	ゆうげん	事務所から窓見たら真っ白
13:17	あすか 11/19 8/11	帰りは雨風やんでて欲しいて
13:18	あすか 11/19 8/11	ほしいね
14:11	ゆうげん	ね
14:12	ゆうげん	"アスカの生理用品
まだこっちに15個づつくらいある"
