8/11	角地にするか
06:26	あすか 11/19 8/11	今日はナギが5時半から泣いてきて6時に下降りてきて今朝ごはん食べてるよ〜
06:26	あすか 11/19 8/11	おはよーゆーくん
06:29	あすか 11/19 8/11	夜中ごめんね
08:53	ゆうげん	おはよう
08:53	ゆうげん	全然寝てないやん
08:54	ゆうげん	大丈夫??
09:08	ゆうげん	ママの気持ち
09:08	ゆうげん	ちゃんと伝わってる
09:08	ゆうげん	その分行動で示すよ
09:48	ゆうげん	もうついてる？
09:54	あすか 11/19 8/11	なぎ寝てもうて
09:54	あすか 11/19 8/11	時間なくて
09:54	あすか 11/19 8/11	寝てるナギつれてきた
09:54	あすか 11/19 8/11	今ついた
09:54	ゆうげん	あら
10:23	ゆうげん	zoomの許可出してー
10:24	ゆうげん	☎ 通話をキャンセルしました
10:27	ゆうげん	そちらがzoomから退出されたみたいです
10:27	ゆうげん	って言ってー
10:29	あすか 11/19 8/11	☎ 通話時間 0:42
12:24	あすか 11/19 8/11	11/6 10:00～
12:40	ゆうげん	[写真]
12:40	ゆうげん	[写真]
12:40	ゆうげん	[写真]
12:41	ゆうげん	[写真]
12:42	ゆうげん	[写真]
13:12	あすか 11/19 8/11	☎ 通話時間 33:51
14:00	あすか 11/19 8/11	ゆーくん
14:00	あすか 11/19 8/11	"ちゃんとお昼食べた？
ダイソーも気をつけてね"
14:00	ゆうげん	今からか外出るで
14:01	あすか 11/19 8/11	鼻と喉の調子悪そうで心配🥺
14:01	あすか 11/19 8/11	大丈夫？
14:01	あすか 11/19 8/11	無理せずね
14:03	ゆうげん	おけ
14:03	ゆうげん	大丈夫ー
14:13	あすか 11/19 8/11	"ゆーくんと11月に色々あってからさ、土日2日間とも出かけた
の覚えてる？しいたけ狩りとか言った時"
14:13	あすか 11/19 8/11	"あのあとさ、
ゆー君がさ、
もうちょい二人の時間欲しいなって思ったって言っててん"
14:13	あすか 11/19 8/11	"でもその1ヶ月後に
妊娠発覚（笑）"
14:13	あすか 11/19 8/11	やば（笑）
14:17	ゆうげん	さすが
14:17	ゆうげん	命中率が高い
15:26	あすか 11/19 8/11	"ナギを授かれたのは
めっちゃ嬉しいけど"
15:26	あすか 11/19 8/11	"二人の時間もこれから
もっと楽しみたいな"
15:26	ゆうげん	親戚近いから預けられるしね
15:31	あすか 11/19 8/11	なんかさ
15:32	あすか 11/19 8/11	昔のLINEとかスクショ保存してるんだけどさ
15:33	あすか 11/19 8/11	[写真]
15:33	あすか 11/19 8/11	パパかっこい
15:33	ゆうげん	やろ?
15:34	あすか 11/19 8/11	笑
15:37	あすか 11/19 8/11	こういうこと話す時間なくなって
15:38	あすか 11/19 8/11	少し寂しいね
15:38	あすか 11/19 8/11	[写真]
15:38	あすか 11/19 8/11	ここの洗面スタイリッシュ〜
15:38	ゆうげん	おしこんな洗面台にしよう
15:41	あすか 11/19 8/11	[写真]
15:41	あすか 11/19 8/11	デレデレ
15:41	あすか 11/19 8/11	懐かし
15:41	ゆうげん	いまもでれるやん
15:41	あすか 11/19 8/11	[写真]
15:41	ゆうげん	ごくまれに
15:41	あすか 11/19 8/11	こんなイメージかな、棚って
15:42	あすか 11/19 8/11	いや、めっちゃ稀
15:42	あすか 11/19 8/11	[写真]
15:42	あすか 11/19 8/11	こんな風に下に何か直すとこあるのもいいよねやっぱ
15:42	あすか 11/19 8/11	悩む〜
15:43	ゆうげん	もうちょい奥行欲しいな
15:44	ゆうげん	引き戸より
15:45	ゆうげん	板1本とかがいいな
15:45	あすか 11/19 8/11	悩むないろいろ
15:50	あすか 11/19 8/11	[写真]
15:50	あすか 11/19 8/11	すごw
15:54	ゆうげん	これは要らん笑
15:54	あすか 11/19 8/11	いらんよな笑
15:54	あすか 11/19 8/11	なにこれすごっと思って笑
15:54	ゆうげん	さすがに無駄笑
15:57	あすか 11/19 8/11	それな！
16:02	ゆうげん	見た目と生活のしやすさの両立が
16:02	ゆうげん	悩みやね
16:04	あすか 11/19 8/11	うん
16:05	ゆうげん	まあでも
16:05	ゆうげん	グレーベースがいいな
16:05	ゆうげん	[写真]
16:05	ゆうげん	これの土台部分いい
16:31	あすか 11/19 8/11	もーー
16:31	あすか 11/19 8/11	最近なぎ機嫌悪すぎ
16:32	ゆうげん	鼻かなぁ
16:33	あすか 11/19 8/11	いや
16:33	あすか 11/19 8/11	鼻は関係ない
16:33	あすか 11/19 8/11	もうほんまにこっちが泣きたくなる
16:33	ゆうげん	なんやろな
16:33	ゆうげん	自意識が芽生えて
16:33	あすか 11/19 8/11	"今日は朝からなんか
気持ちが疲れたわもう"
16:34	ゆうげん	やりたいこといっぱいあるんやろうな
16:34	あすか 11/19 8/11	私を困らせたいんじゃないってのはわかってる
16:34	あすか 11/19 8/11	私があかんねんなきっと
16:34	あすか 11/19 8/11	最近気持ち沈んでるというか
16:35	ゆうげん	沈んでるの?
16:35	あすか 11/19 8/11	色々不安とか不満たまってるというか
16:35	あすか 11/19 8/11	いや
16:35	ゆうげん	何に対して?
16:38	あすか 11/19 8/11	"夜中も話したけど
ココ最近ほんまにだめなんよー"
16:38	あすか 11/19 8/11	実家も何かと疲れるし
16:41	あすか 11/19 8/11	ナギはメンタルリープかなーー
16:41	ゆうげん	なんやそれ
16:44	あすか 11/19 8/11	[写真]
16:44	ゆうげん	なるほど
16:45	ゆうげん	賢くなってるんやな
16:45	ゆうげん	我慢しよ
16:45	あすか 11/19 8/11	私があの時のことで気分落としてたり色々不安になってしまってるって訴えてもあんまり反応ないのも悲しい
16:45	ゆうげん	うーむ
16:45	ゆうげん	そこは
16:45	あすか 11/19 8/11	成長してるから
16:45	ゆうげん	電話しよ
16:45	ゆうげん	また
16:45	あすか 11/19 8/11	こういう時期があるっていうのは
16:45	あすか 11/19 8/11	わかってる
16:45	あすか 11/19 8/11	でもほんまに、投げ出したくなる
16:45	あすか 11/19 8/11	こっちも泣きたくなる
16:46	あすか 11/19 8/11	そのしんどさも
16:46	あすか 11/19 8/11	吐き出せるのはゆーくんだけなんよ私からしたら
16:46	ゆうげん	全部受け読めるよ
16:46	ゆうげん	受け止めるよ
16:46	あすか 11/19 8/11	"ナギがグズグズ言う時は
私もなだめるし、
でもイライラしちゃって
ナギに当たってしまった時は"
16:47	あすか 11/19 8/11	周りがなぎをなだめる
16:47	あすか 11/19 8/11	それもイライラしちゃう
16:48	あすか 11/19 8/11	"ナギはなだめてくれる人、
受け止めてくれる人
たくさんいる"
16:48	あすか 11/19 8/11	私もどこかに発散しなきゃ
16:48	あすか 11/19 8/11	壊れちゃう
16:49	ゆうげん	うむ
16:50	あすか 11/19 8/11	もーー、ごめんね
16:51	あすか 11/19 8/11	こんなんで
16:51	ゆうげん	ええでええで
16:51	ゆうげん	いっぱい頑張ってくれてるのわかる
16:53	あすか 11/19 8/11	"今日は特に寝れてなさすぎて
余計イライラする"
16:53	ゆうげん	うむ
16:56	あすか 11/19 8/11	眠いけど
16:57	あすか 11/19 8/11	夜電話したい
17:05	ゆうげん	おけ
17:05	ゆうげん	しよしよ
17:25	あすか 11/19 8/11	さき寝たらゴメン
17:36	ゆうげん	起こすわ
17:40	あすか 11/19 8/11	どやって？
17:56	ゆうげん	電話れんだ
18:03	あすか 11/19 8/11	そんなん言って
18:03	あすか 11/19 8/11	ゆーくんが先に寝たりして
18:08	ゆうげん	そんなまさか笑
18:14	あすか 11/19 8/11	絶対そのパターン、、
18:28	ゆうげん	電話いい?
19:08	あすか 11/19 8/11	いま？
19:09	ゆうげん	いやね
19:09	ゆうげん	何を捨てて
19:09	ゆうげん	何を持っていった方がいいか
19:09	ゆうげん	聞きたくて
19:09	ゆうげん	ままとなぎのね
19:09	あすか 11/19 8/11	ご飯食べながらになるけど
19:09	あすか 11/19 8/11	大丈夫よ
19:09	ゆうげん	ナギのベットとか
19:09	ゆうげん	揺れベットとか
19:09	ゆうげん	ビョルンとか
19:10	ゆうげん	結構でかいのよ
19:33	あすか 11/19 8/11	☎ 通話時間 22:45
19:33	あすか 11/19 8/11	ゆーくん
19:33	あすか 11/19 8/11	何も出来んくてごめんね
19:33	ゆうげん	"うい
頑張るで"
19:34	あすか 11/19 8/11	こっちの分は届いたらちゃんと保管してマイホームできてからも主に私が荷物片付けるね！
19:34	あすか 11/19 8/11	ゆーくんがそっちでやってくれてる分こっちでは私が頑張る
19:34	あすか 11/19 8/11	ごめんね
21:04	ゆうげん	荷物多すぎて吐きそう

2021/11/04(木)
06:28	ゆうげん	まま
06:28	ゆうげん	おはよう
06:28	ゆうげん	ゆっくりできたかな？
06:29	ゆうげん	俺はゴミの量の憂鬱になって
06:29	ゆうげん	ふて寝した
07:29	あすか 11/19 8/11	"なぎ寝かせてから
ちょっとパパの声聞きたいと
思ってたのに寝ちゃった"
07:29	あすか 11/19 8/11	おはよ
07:29	あすか 11/19 8/11	"大丈夫？ごめんね一人で
色々させて"
07:29	ゆうげん	ゲロぴっぴ
07:30	ゆうげん	がんばる
07:30	ゆうげん	[写真]
07:33	あすか 11/19 8/11	ありがとう(emoji)
07:35	ゆうげん	もう粗大ゴミやけど
07:35	ゆうげん	業者呼ぼかな
07:35	ゆうげん	4万かかるけど
07:35	あすか 11/19 8/11	うんうん、粗大ゴミいっぱいあるもんね、、
07:35	ゆうげん	棚とか解体1人ではしんどい
07:35	あすか 11/19 8/11	そうよね、ごめんね色々
07:36	ゆうげん	ナギの敷布団とかマットとか
07:36	ゆうげん	どうしたらいい?
07:36	あすか 11/19 8/11	小さいサイズのよね？
07:37	ゆうげん	よく写真で使ってたやつとか
07:37	あすか 11/19 8/11	あの大きい白いやつはいる
07:37	ゆうげん	"おけ
とりあえず大きいの以外は捨てるわ"
07:38	あすか 11/19 8/11	"あの丸いグレーのは
置いとこうかな

まだ使えるしあれもらい物なんだよね"
07:38	ゆうげん	もえみのやつやっけ
07:39	あすか 11/19 8/11	"もえみちゃんからもらった
星柄の授乳クッションも全然使ってないね"
07:39	ゆうげん	"あれも置いとこか?
次の子ように"
07:39	ゆうげん	あとパパに聞いてもらった？
07:39	ゆうげん	安くなるかどうか
07:39	あすか 11/19 8/11	そうやね
07:39	あすか 11/19 8/11	今日電話で聞いとく！
08:13	あすか 11/19 8/11	"今日もえみちゃん
誕生日？"
08:14	あすか 11/19 8/11	[写真]
08:14	ゆうげん	あ
08:14	ゆうげん	ほんまや
08:14	あすか 11/19 8/11	だよね
08:14	あすか 11/19 8/11	24？かな
08:14	ゆうげん	やな
08:15	あすか 11/19 8/11	"ナギの写真添えて
おめでとう言ってくる(emoji)"
08:15	あすか 11/19 8/11	今日明日はゆーくん出社やんね？
08:15	あすか 11/19 8/11	無理せずね
08:15	ゆうげん	せやで
08:15	ゆうげん	頑張るで
08:16	あすか 11/19 8/11	うん、無理しない程度にね
08:16	あすか 11/19 8/11	ゆーくん、今日も大好きよ
08:16	あすか 11/19 8/11	[スタンプ]
08:17	あすか 11/19 8/11	あ
08:17	あすか 11/19 8/11	"あとさ、
お義母さんとお義父さんに
マイホームの進捗状況
話しとくね"
08:17	ゆうげん	おけけ
08:18	ゆうげん	オネシャス
08:18	ゆうげん	[スタンプ]
08:18	あすか 11/19 8/11	おい
08:18	あすか 11/19 8/11	無視するなよ
08:18	あすか 11/19 8/11	[スタンプ]
08:18	あすか 11/19 8/11	(　˙▿˙　)☝
09:00	ゆうげん	俺も好きよ
09:00	ゆうげん	世界で1番好きよ
10:19	ゆうげん	とりあえず会社の引っ越し申請通した
11:55	あすか 11/19 8/11	なんか好きって言わせたみたいなったごめん
11:55	あすか 11/19 8/11	引越し申請通したとは？
11:57	あすか 11/19 8/11	うちのパパに電話で聞いてみたんやけど
11:57	あすか 11/19 8/11	ゆー君いける時電話で話すね
12:12	あすか 11/19 8/11	あとお家のことも話したいから
12:12	あすか 11/19 8/11	"もし今日の夜いけそうだったら
電話したい"
12:13	あすか 11/19 8/11	今日は久々に公園ハシゴしてきたよ
12:14	あすか 11/19 8/11	[写真]
12:14	あすか 11/19 8/11	[写真]
12:14	あすか 11/19 8/11	[写真]
12:14	あすか 11/19 8/11	[動画]
12:14	あすか 11/19 8/11	[写真]
12:14	あすか 11/19 8/11	[写真]
12:15	ゆうげん	ありがとう
12:15	ゆうげん	どんなこと言われた
12:15	ゆうげん	？
12:15	ゆうげん	概要だけでも教えてや
12:15	あすか 11/19 8/11	えっとね
12:16	あすか 11/19 8/11	"会社通しても関係ないってさ！

で、何社かに今の家の状態でいいから｢これは大阪｣｢これは東京｣て感じで見積もりとってもらって比較して安くしてもらえるとこにするのがいいと思うよ"
12:16	あすか 11/19 8/11	やって
12:17	ゆうげん	今の家の状態ヤバすぎるから
12:17	ゆうげん	もうちょい整える
12:17	あすか 11/19 8/11	レンタカー借りて運ぶのもいいと思うけど、きっと全部お願いした方が安くつくよって言ってた
12:21	ゆうげん	ふむ
12:21	ゆうげん	おっけい
12:22	あすか 11/19 8/11	とにかく荷物詰めきらんでいいから家見てもらって説明して見積もりとってもらって比較して安くなるようにするのがいいと思うってさ
12:23	あすか 11/19 8/11	そしたら安くしてもらえたりするし、アート？とかやったら箱詰めしてもらえたりするのもあるみたい
12:24	ゆうげん	素人に服の箱詰め任せられんわ
12:24	あすか 11/19 8/11	全然その辺はゆーくんが一番いい方法でやってもらったらいいよ
12:25	ゆうげん	とりあえず今日来てもらうわ
12:25	ゆうげん	そして
12:25	ゆうげん	廃棄もしないと
12:25	あすか 11/19 8/11	"今日？大丈夫？バタバタせん？
日曜日とか土曜日の午後とかにしたら？"
12:25	ゆうげん	はぁ
12:25	あすか 11/19 8/11	ごめん…
12:31	あすか 11/19 8/11	今ゆーくんが大変な分大阪でやることは私が主にやるからね
12:31	あすか 11/19 8/11	ほんまにごめん
12:35	あすか 11/19 8/11	ほんと色々ありがとう…
12:37	ゆうげん	まあほぼ俺の荷物やからね
13:08	あすか 11/19 8/11	私となぎのも少なくないからさ
13:08	あすか 11/19 8/11	ごめんね。ありがとう
13:08	ゆうげん	りょうもそうやけど
13:08	ゆうげん	手続きとか
13:08	ゆうげん	電話よかで
13:09	ゆうげん	てんてこまい
13:09	あすか 11/19 8/11	そうだよね、、
13:09	あすか 11/19 8/11	行きたい家はいけそ？
13:26	ゆうげん	一応行きたいとは言った
13:31	あすか 11/19 8/11	まだ決定ではない感じやね
15:32	ゆうげん	部屋は抑えてもらった
15:32	ゆうげん	一応提携不動産荷物とも連絡とって
15:32	ゆうげん	ほぼ取れた感じかな
15:32	ゆうげん	よかったよかった
15:33	ゆうげん	"廃棄処理は今日夕方無料見積り
引越しは日曜に一日中何社か見積もり"
17:24	あすか 11/19 8/11	そうなんやね！
17:24	あすか 11/19 8/11	それは良かった
17:24	あすか 11/19 8/11	そかそか、忙しいね(emoji)
17:24	ゆうげん	つかれたん
17:25	あすか 11/19 8/11	ちゃんと休む時間作ってね
17:25	あすか 11/19 8/11	[スタンプ]
17:25	あすか 11/19 8/11	てしたい
17:27	あすか 11/19 8/11	[写真]
17:27	あすか 11/19 8/11	snowで遊んでたらこんな髪色になるのあった
17:29	ゆうげん	何食ってるん
17:30	あすか 11/19 8/11	私がメイクする時に前髪とめてるピン
17:35	ゆうげん	なぎ紫似合わんねー
18:08	ゆうげん	ポケットWIFI解約した
18:25	あすか 11/19 8/11	そなんやね
18:45	ゆうげん	"ベッド
ソファ
テーブル
で23000捨てるのにかかる"
18:45	ゆうげん	全部自力で捨てたろかな
18:46	ゆうげん	やばいなぁ
18:46	ゆうげん	"引越し
廃棄
部屋の修繕などなどで20行きそう"
18:46	ゆうげん	死ぬわ
18:47	ゆうげん	さすがにもったいない
18:57	あすか 11/19 8/11	それって
18:57	あすか 11/19 8/11	どっかの業者？？？
19:09	あすか 11/19 8/11	[写真]
19:09	あすか 11/19 8/11	[写真]
19:09	あすか 11/19 8/11	[写真]
19:09	あすか 11/19 8/11	[写真]
19:09	あすか 11/19 8/11	[写真]
19:10	あすか 11/19 8/11	江戸川区にお願いする粗大ゴミやったらこんな感じ
19:10	あすか 11/19 8/11	粗大ゴミで出すのなにあったかな？？思いつく限り計算したら
19:10	あすか 11/19 8/11	[写真]
19:10	あすか 11/19 8/11	合計これくらい
19:10	ゆうげん	これな
19:10	ゆうげん	ゴミ捨て場に持って行かなあかんねん
19:10	ゆうげん	食器棚
19:10	ゆうげん	無理や
19:10	あすか 11/19 8/11	いや、持っていった時の値段が
19:11	あすか 11/19 8/11	() の中の値段で
19:11	ゆうげん	ちゃうちゃう
19:11	あすか 11/19 8/11	取りに来てもらうようにしたら大丈夫じゃないの？
19:11	ゆうげん	マンションのゴミ捨て場まで
19:11	ゆうげん	持って行かなあかん
19:11	あすか 11/19 8/11	あー
19:12	ゆうげん	俺一人では無理や
19:12	あすか 11/19 8/11	そこどうにか出来たら…よね
19:12	あすか 11/19 8/11	千葉のお義父さんとか忙しいか…
19:13	ゆうげん	"たな
ベッド
テーブル
ソファ
これは行けるわ"
19:15	あすか 11/19 8/11	テレビ台とかは？
19:15	あすか 11/19 8/11	食器棚がでかいよね
19:16	ゆうげん	テレビ台も自分で行ける
19:17	ゆうげん	１回食器棚の中見抜いて
19:17	ゆうげん	持ってみるわ
19:17	あすか 11/19 8/11	食器棚が問題か、、
19:17	あすか 11/19 8/11	無理しないでね
19:17	ゆうげん	軽く吐きそう
19:17	あすか 11/19 8/11	一緒に居れたらよかった、、
19:17	あすか 11/19 8/11	ほんまに
19:18	あすか 11/19 8/11	無理したらダメよ
19:21	あすか 11/19 8/11	"お金がかかるの痛いけど
精神辛くなったり
健康に被害出る方がいたいよ"
19:21	あすか 11/19 8/11	粗大ゴミ費用として私のメルカリの売上金使うのも全然ありやから
19:21	あすか 11/19 8/11	無理しないでね
19:28	ゆうげん	まあ
19:28	ゆうげん	頑張る
19:28	ゆうげん	とりあえずストゼロ決める
19:34	あすか 11/19 8/11	ストゼロ？
19:46	あすか 11/19 8/11	☎ 通話時間 2:22
19:58	ゆうげん	4万振り込んどくな
21:15	ゆうげん	振り込んだで
21:39	ゆうげん	https://myp.miraie-net.com/rent/article/9775919
21:40	ゆうげん	[写真]
21:40	ゆうげん	[写真]
21:40	ゆうげん	[写真]
21:46	ゆうげん	[写真]
22:20	あすか 11/19 8/11	[写真]
22:34	あすか 11/19 8/11	[写真]
22:34	あすか 11/19 8/11	[写真]
22:37	あすか 11/19 8/11	[写真]
22:37	あすか 11/19 8/11	[写真]
22:39	あすか 11/19 8/11	[写真]
22:40	あすか 11/19 8/11	[写真]
22:43	あすか 11/19 8/11	[写真]

2021/11/05(金)
01:00	あすか 11/19 8/11	☎ 通話時間 3:44:28
07:08	あすか 11/19 8/11	パパおはよ
07:08	ゆうげん	おはうお
07:08	ゆうげん	あ
07:08	あすか 11/19 8/11	知らない間に寝ちゃってた
07:08	ゆうげん	おはうお
07:08	あすか 11/19 8/11	今日はテレワークって言ってたね
07:08	ゆうげん	せやで
07:08	あすか 11/19 8/11	無理せずね〜
07:08	ゆうげん	がんがる
07:09	あすか 11/19 8/11	[写真]
07:09	あすか 11/19 8/11	[写真]
07:09	あすか 11/19 8/11	[写真]
07:09	あすか 11/19 8/11	かわいいぃ
07:09	ゆうげん	ちょっと
07:09	ゆうげん	おばさんぽい
07:10	ゆうげん	あすかだと
07:10	あすか 11/19 8/11	私自分の内巻き？まるーいの
07:10	ゆうげん	あ
07:10	ゆうげん	いや
07:10	あすか 11/19 8/11	嫌いなんよね（笑）
07:10	ゆうげん	髪色
07:10	あすか 11/19 8/11	あぁ
07:11	あすか 11/19 8/11	髪色ね
07:11	あすか 11/19 8/11	あれは髪型（笑）
07:38	あすか 11/19 8/11	"メイク道具ほしいな、色違い🥺
あとカラコン🥺"
08:44	ゆうげん	メイク道具
08:44	ゆうげん	何色が欲しい？
08:56	あすか 11/19 8/11	んー、アイシャドウは何がいいかわからんくて
08:56	あすか 11/19 8/11	"マスカラとアイライン
茶色っぽいのほしいなぁぁ"
08:56	あすか 11/19 8/11	[写真]
08:56	あすか 11/19 8/11	[写真]
08:56	あすか 11/19 8/11	今日はアイシャドウいつもと変えてみたけど
08:57	あすか 11/19 8/11	んーーー、、メイクって難しい😇😇
08:57	ゆうげん	"最近電車でよく見るのは

チーク薄目で顔全体白気味に
目元が結構メイク濃い感じ"
08:58	ゆうげん	涙袋の色の濃いor薄いをアイシャドウで塗ったらええと思う
08:59	あすか 11/19 8/11	いつも瞼と涙袋違う色塗ってるけど
08:59	あすか 11/19 8/11	今日一緒にしてみた
08:59	ゆうげん	チーク薄くしたら？
09:00	ゆうげん	チークと目元が色被ってる気がする
09:01	あすか 11/19 8/11	[写真]
09:01	あすか 11/19 8/11	チークって
09:02	ゆうげん	まぶたもうちょい塗っても？
09:02	あすか 11/19 8/11	何色あるんやろ
09:02	あすか 11/19 8/11	瞼もうちょい塗るとは？
09:06	ゆうげん	あすかは二重綺麗やから
09:06	ゆうげん	まぶたのメイク薄く見える
09:06	ゆうげん	[写真]
09:06	ゆうげん	学校行かずに取れるん?
09:09	あすか 11/19 8/11	今までの方が良さそうかなメイク
09:10	あすか 11/19 8/11	"とれるよー！
ユーキャンとかでもあるよ！
でも、保育士資格は国家資格やから個人的に受ける試験は結構難しいみたい！"
09:10	あすか 11/19 8/11	"学校やと、単位とって卒業すれば資格取得できるけど、
個人的に取ろうと思うと 
国家試験受けないとなんよね"
09:11	ゆうげん	[写真]
09:11	ゆうげん	[写真]
09:11	ゆうげん	[写真]
09:11	ゆうげん	綺麗
09:11	あすか 11/19 8/11	んーーー、、
09:11	あすか 11/19 8/11	もーどうしたらいいかわからん（笑）
09:12	ゆうげん	唇塗って欲しい
09:12	ゆうげん	マスクやけど
09:12	あすか 11/19 8/11	"老けた老けたって言われるし
私自身もそう思うから頑張りたいけど何したらまたひたすら可愛いって言ってもらえるかわからん笑笑"
09:12	あすか 11/19 8/11	とりあえずマツ育してまつげパーマあてよかな
09:13	ゆうげん	1番はお肌やな
09:13	ゆうげん	あと歯を白く
09:13	ゆうげん	髪の毛の艶
09:13	ゆうげん	多分メイクせんでも綺麗やから
09:20	あすか 11/19 8/11	お肌なーー
09:33	ゆうげん	1回皮膚科行ったら?
09:33	ゆうげん	"マスク荒れとか
おでこのブツブツが痛いとか言って"
09:33	ゆうげん	それが一番早く直せる
09:34	ゆうげん	化粧水とかで肌は治らんからね
09:47	あすか 11/19 8/11	いや、マスク荒れ全くないしおでこも痛いとかなるほどブツってないしそこ嘘つかれへん私
09:47	あすか 11/19 8/11	"でもなんかあれやね、
結局見た目か〜てなる笑"
09:49	ゆうげん	そこは嘘つかな
09:49	ゆうげん	いやいや
09:49	ゆうげん	今は見た目の話やん
09:52	ゆうげん	中身は
09:52	ゆうげん	もうちょい臨機応変で行けたらなぁと
09:55	あすか 11/19 8/11	なんか色々ごめん
09:56	ゆうげん	いや
09:56	ゆうげん	なんか損してるなって思って
09:59	あすか 11/19 8/11	それは昔から自分が一番わかってる
10:26	あすか 11/19 8/11	なんか最近ダメだほんと（笑）
10:26	ゆうげん	どした
10:31	あすか 11/19 8/11	"｢誰も私じゃなくていい｣って思う期間

何もかも自信なくして

何すればいいかもわからんくて

何もかもやめたくなる

こんな性格めんどいし
自分もしんどいけど

長年これやからどーしたら
いーかわからん

昔ってほど昔じゃないけど

ゆーくんがたくさん
私を肯定してくれてた時期は

こういうのも落ち着いてたけど

私がダメになりすぎて

ゆーくんがアドバイス
くれてるのも

指摘されてる、やっぱり私ってダメなんやって
考えになってしまって

悲しくて泣けてくる"
10:32	ゆうげん	もぉ
10:32	ゆうげん	[スタンプ]
10:32	ゆうげん	ダメなんじゃなくて
10:32	ゆうげん	まだまだ伸びるってことやん
10:32	ゆうげん	伸び代あるのが羨ましいくらい
10:33	ゆうげん	俺がおらなあかんやっちゃなぁ
10:33	ゆうげん	[スタンプ]
10:57	あすか 11/19 8/11	"しつこく言いたいわけじゃないけど

やっぱり

あんなに普通に好きで居てくれてて

婚約もしてて

毎日楽しく過ごしてたのに

それでもあんな事があった
っていう過去が

余計自信喪失に繋がるし

相手を信じるのも怖くなる

いつも思い出してるわけじゃ
ないけど

最近ダメなんだよなーなんか"
10:57	ゆうげん	むぃ
10:57	ゆうげん	むぅ
10:57	ゆうげん	やっぱり一緒にいないとダメだな
10:59	あすか 11/19 8/11	"そしてアーリがいってる美容室も予約いっぱいでやる気失くした、、

美容室も変えるの勇気いるタイプやから

困る〜"
10:59	ゆうげん	いつまで埋まってるの？
11:01	あすか 11/19 8/11	"salon an aRoiR
https://beauty.hotpepper.jp/slnH000472657/?vos=cpahpbprosmaf131118001

★ホットペッパービューティーのアプリダウンロードはこちら↓
https://beauty.hotpepper.jp/doc/sp/"
11:01	あすか 11/19 8/11	あーりがやってもらってるのは代表の方
11:02	あすか 11/19 8/11	"マネージャー？の奥さんなら
空いてるかもってあーりが言ってたけど
私がしたいメニューがどれか分からんくて混乱して予約もする気失せてしまった"
11:02	ゆうげん	電話し
11:07	あすか 11/19 8/11	気が向いたらしてみる
11:16	ゆうげん	せんやつ
11:16	ゆうげん	なぎちゃんに給付金出るかもね
11:18	あすか 11/19 8/11	もーなんか疲れたのーーー
11:18	あすか 11/19 8/11	そうなん？
11:26	ゆうげん	そそ
11:26	ゆうげん	10万
11:26	ゆうげん	貯金もいいけど
11:26	ゆうげん	半分は使ってもいいかもね
11:52	ゆうげん	まあ昔の宣言通り
11:52	ゆうげん	2人でもっともっと伸びていこ
12:31	ゆうげん	マイナンバー作ったら
12:32	ゆうげん	3万やって
12:32	ゆうげん	作ろ作ろ
12:46	あすか 11/19 8/11	そうやね
12:47	あすか 11/19 8/11	マイナンバーか
12:47	ゆうげん	また今日電話しよ
12:47	ゆうげん	そそ
12:47	あすか 11/19 8/11	うん、電話したい
12:47	あすか 11/19 8/11	全国どこでもマイナンバー作ったら3万？
12:47	ゆうげん	せやと思う
12:48	ゆうげん	"18歳未満1人につき10万
マイナンバーも1人につき3"
12:48	あすか 11/19 8/11	"この前役所行った時
私もなぎもマイナンバーカード
持ってないから、
案内だけ渡された"
12:48	あすか 11/19 8/11	18歳未満1人につき10万も全国どこでも？
12:49	ゆうげん	そそ
12:49	ゆうげん	全国
12:49	あすか 11/19 8/11	それいつ決まったのー？初耳
12:50	ゆうげん	今の総理が言ってる
12:50	あすか 11/19 8/11	なるほど
12:50	あすか 11/19 8/11	もうそれ決定なの？
12:51	ゆうげん	ほぼ確定やね
12:51	あすか 11/19 8/11	確定したら作りたいね、マイナンバーカード
12:51	ゆうげん	どっちにしろ作っときたいね
12:55	あすか 11/19 8/11	うん、作らなーとは思ってた
12:55	あすか 11/19 8/11	どうせ作るならその3万？確定してからの方がいいのかなーって
12:59	ゆうげん	せやな
13:14	あすか 11/19 8/11	いつだろうな
13:14	あすか 11/19 8/11	そろそろ作らなきゃー、マイナンバーカード
13:14	あすか 11/19 8/11	ゆーくんもまだ？
13:16	ゆうげん	まだじゃー
13:20	あすか 11/19 8/11	3万確定してからにするの？
13:23	ゆうげん	うい
13:39	ゆうげん	部屋汚いからつらたん
13:39	ゆうげん	早くダンボールしまわないと
14:09	あすか 11/19 8/11	一緒に居れたら私もやれたのに
14:09	あすか 11/19 8/11	ごめんね
14:41	あすか 11/19 8/11	"マイナンバーカードって
今から申請してても
3万貰える感じじゃない？"
15:21	ゆうげん	やね
15:31	あすか 11/19 8/11	"はやめに申請しておいて
いい感じよね"
15:39	あすか 11/19 8/11	"そういえば
プレゼント届いてる？"
15:39	あすか 11/19 8/11	🥺
15:39	ゆうげん	届いたでー
15:39	ゆうげん	今日から着る
16:47	あすか 11/19 8/11	届いてるならよかった
16:48	ゆうげん	あすかのお手紙
16:48	ゆうげん	実は結構大好きよ
17:24	あすか 11/19 8/11	[スタンプ]
17:25	ゆうげん	[スタンプ]
17:57	あすか 11/19 8/11	お手紙好きって
