うげん	やめとくか
20:06	あすか 11/19 8/11	買った？
20:06	あすか 11/19 8/11	メルペイどやろ
20:46	ゆうげん	いや買ってない
21:41	ゆうげん	買ってええで

2023/08/19(土)
11:16	ゆうげん	おはよう
12:14	あすか 11/19 8/11	おはよう
12:14	あすか 11/19 8/11	今日いけるとき買う！
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:16	あすか 11/19 8/11	[写真]
12:23	あすか 11/19 8/11	プチマグの服、3-4yやんな？
12:23	あすか 11/19 8/11	プチミグや
12:47	ゆうげん	そそ
12:47	ゆうげん	みんな楽しそう
12:47	ゆうげん	今日やっけ
12:47	ゆうげん	集まってるの
14:08	あすか 11/19 8/11	昨日
14:08	あすか 11/19 8/11	3-4yであってるてことやんな？
14:10	ゆうげん	あってるよ
14:13	あすか 11/19 8/11	[写真]
14:13	あすか 11/19 8/11	4-5yの方がいい？
14:13	あすか 11/19 8/11	どやろ
15:41	ゆうげん	うーーん
15:41	ゆうげん	かも
15:49	あすか 11/19 8/11	4-5yにしとく？
15:52	ゆうげん	しとこっか
15:53	ゆうげん	来年も行けるしね
15:53	あすか 11/19 8/11	おけ
16:09	あすか 11/19 8/11	フリフリベビースターってさ、何時からやった？？？
16:20	ゆうげん	ちょいまってね
16:21	ゆうげん	[写真]
16:51	あすか 11/19 8/11	ありがとうー
16:51	あすか 11/19 8/11	プチミグはいけた
16:51	あすか 11/19 8/11	この前の夏服も水曜日に発送されてるみたいやけどまだ届いてない
16:51	あすか 11/19 8/11	キリン堂くらいしか出かけてなかったけどなんかすれ違ったかなぁ
16:58	ゆうげん	あれや
16:58	ゆうげん	ぽすよはいってるかも
16:58	ゆうげん	ポスト
16:58	ゆうげん	サイズによってはレターサイズになってる
16:59	ゆうげん	はよとっとかな
16:59	ゆうげん	カビわく
17:05	あすか 11/19 8/11	そういえば
17:06	あすか 11/19 8/11	今日耳鼻科行ったらやっと治ってるって言われて薬もらわんかった
17:42	ゆうげん	お
17:42	ゆうげん	やっとやね
17:42	ゆうげん	長かった
17:51	あすか 11/19 8/11	ほんま長かった
17:51	あすか 11/19 8/11	ナギになんかいいエプロンないかなぁ
18:10	ゆうげん	エプロン?
18:10	ゆうげん	どこで使うの?
18:11	ゆうげん	あ
18:11	ゆうげん	折りたたみ日傘ゲットしたから
18:11	ゆうげん	持ってくね
19:24	あすか 11/19 8/11	"どこで使うとかないけど、
キッチンで一緒に料理してみたりお菓子作りしてみたりも楽しいかなぁて"
19:24	あすか 11/19 8/11	子どもの包丁とかもいいなぁ
19:24	ゆうげん	なるほどね
19:24	ゆうげん	参考画像欲しい
19:24	あすか 11/19 8/11	日傘ありがとー
19:25	あすか 11/19 8/11	エプロンとか包丁とかまた見てみよ
19:26	ゆうげん	ベージュ系統がいい?
19:26	ゆうげん	ナギにレゴって早いかな
19:26	あすか 11/19 8/11	レゴは早いなぁ
19:27	ゆうげん	あのブロック結構遊んでるし
19:27	ゆうげん	行けそう
19:31	あすか 11/19 8/11	ある程度大きさないと怖い
19:43	ゆうげん	それはせやな

2023/08/20(日)
09:37	ゆうげん	おはよう
10:14	あすか 11/19 8/11	おはよう
10:15	ゆうげん	東京は暑すぎて動けない
10:15	あすか 11/19 8/11	"プチミグ夏服届いてた
なんかリボン？のプレゼント入ってた"
10:15	ゆうげん	リボン?
10:16	あすか 11/19 8/11	"ほんま暑い……
昨日タイミング悪く誰も捕まえられへんくて耳鼻科まで歩いて行って死ぬかと思った"
10:16	あすか 11/19 8/11	今日は母にスーパーとか連れてってもらう
10:16	ゆうげん	うむ
10:16	ゆうげん	無理したらアカンで
10:17	あすか 11/19 8/11	ナギの汗疹どうしてあげようかな悩んでる
10:18	あすか 11/19 8/11	アーリとかに聞いたらベビーパウダーがいいって聞くけど、粉類って汗の線？みたいなの塞いでしまって良くなかったりする気もする
10:18	あすか 11/19 8/11	保湿してるけどあんまよくなってないしなんかないかなぁ
10:18	あすか 11/19 8/11	[写真]
10:18	あすか 11/19 8/11	[写真]
10:19	ゆうげん	あせもクリーム
10:19	ゆうげん	持って帰る
10:21	ゆうげん	何に使うか迷うリボンやな
10:23	あすか 11/19 8/11	男の子やし蝶ネクタイみたいに使うしか思いつかん
10:23	あすか 11/19 8/11	女の子なら髪飾りになるけど
10:25	ゆうげん	"そうか
髪飾りもあるのか"
10:25	ゆうげん	まあ飾っとこう
12:13	ゆうげん	旅行は
12:13	ゆうげん	この夏服着ていこう
13:29	あすか 11/19 8/11	旅行の服また考える
14:07	あすか 11/19 8/11	今度日曜日フクオカ自動車行ってみる？
14:10	ゆうげん	せやね
14:10	ゆうげん	いこうかな
14:16	あすか 11/19 8/11	じゃあ一応フクオカ自動車の人にアーリから連絡入れてもらっとく
14:16	ゆうげん	ありがとう
18:59	ゆうげん	体調大丈夫?
18:59	ゆうげん	早く帰りたいな
20:41	あすか 11/19 8/11	[写真]
20:41	あすか 11/19 8/11	[写真]
20:41	あすか 11/19 8/11	[写真]
20:42	あすか 11/19 8/11	ナギが撮りたいって言ったらしくて私の買い物中に撮ってた
20:42	あすか 11/19 8/11	体調は大丈夫やけどなぜか胃が痛い
20:42	ゆうげん	普通におもろい
20:43	ゆうげん	胃?
20:43	あすか 11/19 8/11	胃
20:43	ゆうげん	キリキリ?
20:43	あすか 11/19 8/11	わからん
20:43	ゆうげん	"うーん
辛いもの
食中毒
ストレス"
20:43	ゆうげん	くらいか
20:44	あすか 11/19 8/11	昨日も今日も食中毒なるようなもの食べてないし胃が荒れるようなものも食べてない
20:44	あすか 11/19 8/11	辛いものも食べてない
20:45	ゆうげん	"なんやろう
粘膜やから
ビタミンCD不足か"
20:45	あすか 11/19 8/11	エアコンもあるし冷えんようにせななー
20:46	あすか 11/19 8/11	ナギも朝は鼻水出てたから気をつけたらなあかんな
20:46	ゆうげん	冷えすぎもあかんな
20:46	ゆうげん	なぎも中々万全ならんな
20:46	ゆうげん	気をつけよう
20:46	あすか 11/19 8/11	暑いからってエアコンつけてるけど知らん間に冷えてるからな
20:47	あすか 11/19 8/11	妊婦も子どもも体温調節下手やったりするし
20:47	ゆうげん	風速落とすとかかな
20:47	ゆうげん	とりあえず体調第1で
20:47	ゆうげん	俺は何もない日は21:00くらいに寝てるし
20:47	ゆうげん	いっぱい寝ましょう
20:48	あすか 11/19 8/11	今日はナギ夕方寝てしもたから夜寝るの遅そう
20:48	ゆうげん	あすかも寝不足あるかもな
20:49	ゆうげん	どうしてもナギに左右されるし
22:14	あすか 11/19 8/11	寝不足にはなってなさそうやけどなぁ
22:14	ゆうげん	"お疲れ様
なぎねたか"
22:14	あすか 11/19 8/11	自分がいつも何時間寝てるかわからんけど
22:14	あすか 11/19 8/11	いや、お風呂入って髪乾かしてナギはまだブロックしてる
22:14	あすか 11/19 8/11	歯磨きしないと
22:15	あすか 11/19 8/11	亮介がナギの誕プレにアンパンマンのブロック買い足してくれてるらしい
22:15	ゆうげん	ブロック好きね
22:15	ゆうげん	いいね
22:15	ゆうげん	創造性高めて欲しい
22:15	ゆうげん	おれも買い足したかったのよね
22:16	ゆうげん	量が少ないからできることが少ない
22:18	あすか 11/19 8/11	[写真]
22:18	あすか 11/19 8/11	確かこれ
22:19	ゆうげん	こんなんやっけ
22:19	ゆうげん	実は俺もレゴ1000ピース買ってるのよね
22:19	ゆうげん	まだあげれないけど
22:20	あすか 11/19 8/11	ナギが持ってるやつの3歳からのやつ！ナギが持ってるのは1.5歳からのやつ
22:20	あすか 11/19 8/11	レゴはまじでまだまだ辞めて欲しい
22:20	ゆうげん	LEGOもあるしウォーリーを探せもある
22:20	ゆうげん	まだもうちょい先やね
22:21	あすか 11/19 8/11	レゴって片付けるのも大変やしまだナギも変なもん不意に口に入れたりするしベビーおる生活になったら余計怖い
22:22	あすか 11/19 8/11	保育園でも年長クラスでやっと小さいLEGO置いてるかなー、、くらいやしね
22:23	ゆうげん	[写真]
22:23	ゆうげん	あとこれ
22:23	ゆうげん	思ったよりなぎ本読んでたから
22:24	あすか 11/19 8/11	そういえば全然話変わるけど
22:24	ゆうげん	変えよった
22:24	あすか 11/19 8/11	かなでもの木の足なさげやな、今のテーブルやと
22:24	あすか 11/19 8/11	[写真]
22:24	あすか 11/19 8/11	[写真]
22:24	あすか 11/19 8/11	[写真]
22:24	あすか 11/19 8/11	[写真]
22:24	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	椅子はめっちゃかわいい、、高いけど
22:25	ゆうげん	ちょっとまだ早いなぁ
22:25	ゆうげん	帰るの
22:25	ゆうげん	変えるの
22:26	あすか 11/19 8/11	不意に写真撮る時にダイニングテーブルが気に食わんすぎるw
22:26	あすか 11/19 8/11	椅子も
22:26	あすか 11/19 8/11	ダイニング空間が気に食わんw
22:26	ゆうげん	カウンターの椅子もそれに合わせてるし
22:26	ゆうげん	そんな急には変えれんよ
22:26	ゆうげん	それこそ全部で20～30マンくらいする
22:27	あすか 11/19 8/11	もともと買う前からこの雰囲気好きじゃないって思ってたけどやっぱり好きじゃない
22:27	あすか 11/19 8/11	カウンターの椅子も好きじゃないしナギが登るくせに自分で降りられへんからどっかに直したいとか思う
22:28	ゆうげん	うーん
22:28	ゆうげん	俺は今のままが好きやけどな
22:28	ゆうげん	モールテックスにも合うし
22:28	あすか 11/19 8/11	毎日過ごす家やから好みじゃないのが嫌になってきた
22:28	ゆうげん	そんなワガママな
22:28	あすか 11/19 8/11	これはこれでいいのはわかるけど
22:29	あすか 11/19 8/11	いや、大概奥さんの好みの家なってるもんみんなw
22:29	ゆうげん	向こう3年は厳しい
22:29	ゆうげん	"それは奥さん好みの家になってるんじゃなくて
旦那の意思がないだけや"
22:29	あすか 11/19 8/11	どうしても子どもの奥さんの方が長い時間家におるし
22:30	あすか 11/19 8/11	自分好みにしたかった
22:30	あすか 11/19 8/11	リビングなんて1番長い時間おるし
22:31	あすか 11/19 8/11	今のリビング不意に撮る写真も全然気に食わんくて色々意欲薄れる
22:31	ゆうげん	まずは
22:31	あすか 11/19 8/11	"実際に住んでみて、

あー、ここがこうやったらなーってデザイン面で思うことリビングに多すぎるw"
22:31	ゆうげん	片付けよ
22:31	ゆうげん	それから
22:31	ゆうげん	や
22:33	あすか 11/19 8/11	"片付けてもやねんなー、
朝から散らかってるものあったら片付けて掃除機かけて拭き掃除してリビング全体見渡した時に、階段付近とダイニング空間が好きじゃない……てなる"
22:33	あすか 11/19 8/11	だから片付ける気も失せる時あるw
22:33	ゆうげん	そんなぁ
22:33	あすか 11/19 8/11	キッチンは好きやねんけどなぁ
22:33	ゆうげん	買ったばっかりやしなぁ
22:33	ゆうげん	足だけ変えれるようにしたいな
22:33	ゆうげん	ネジのサイズさえ合えば帰れるから
22:34	ゆうげん	何とかしたい
22:34	あすか 11/19 8/11	色んな意欲上がるリビングにしたいなぁ、、て最近めっちゃ思う
22:34	あすか 11/19 8/11	ないんかなー、なんか、脚だけ、、
22:35	ゆうげん	かなでものに
22:35	あすか 11/19 8/11	椅子もかなでものじゃなくてもあーいうのほしいなー、、
22:35	ゆうげん	相談してみーや
22:35	ゆうげん	テーブルは
22:35	あすか 11/19 8/11	テーブルどの商品かわかってない
22:36	ゆうげん	明日見てみる
22:40	ゆうげん	とりあえず
22:40	あすか 11/19 8/11	[写真]
22:40	あすか 11/19 8/11	あ、あと電気めっちゃ可愛いのあった
22:40	ゆうげん	いきなり変えるはできんから
22:40	ゆうげん	もうちょい待って
22:41	ゆうげん	これいくらよ
22:41	あすか 11/19 8/11	いきなり替えるができんのはわかってるよ
22:41	あすか 11/19 8/11	いくらやったんやろー
22:42	あすか 11/19 8/11	かなでものじゃなくても全然可愛いのいっぱいあるよね
22:42	ゆうげん	あるけどこれもそんなポンポン帰れないから
22:42	あすか 11/19 8/11	わかってるよそれは
22:43	ゆうげん	"可変性
つまりその時々でつけじゃえれるやつがいい"
22:43	ゆうげん	付け替える
22:48	あすか 11/19 8/11	この家の中身が完成するのいつになるやらやなぁ
22:49	あすか 11/19 8/11	寝室もまだまだやし子ども部屋2もまだまだやし
22:49	あすか 11/19 8/11	リビングも、、
22:50	ゆうげん	リビングはさておき
22:50	ゆうげん	寝室は
22:50	ゆうげん	次帰ったらやる
22:51	あすか 11/19 8/11	"寝室は片付けもそうやけどせっかく広めの部屋やから好みに仕上げていきたいしねぇ

でもベビー迎える準備もしないとやし"
22:52	ゆうげん	まずは完成系をしっかり見据えてほしい
22:52	ゆうげん	要らんもんは全部捨てる
22:53	あすか 11/19 8/11	そうやなぁ
23:00	ゆうげん	あと俺一人では片付けきれんから手伝って欲しい
23:01	あすか 11/19 8/11	"そりゃ一緒にやるよー
特にホビールーム以外は"
23:01	ゆうげん	ホビーも手伝ってくれ
23:01	あすか 11/19 8/11	その時に余裕があればね
23:01	あすか 11/19 8/11	なんせすぐ疲れる体なもんですまんな
23:11	ゆうげん	おれも
23:12	ゆうげん	帰った時は二割増で疲労溜まるから
23:12	ゆうげん	中々動けない
23:13	あすか 11/19 8/11	子どものおる生活は疲れるよなー
23:15	ゆうげん	ただ俺の中でも理想はあるから
23:15	ゆうげん	ほんとはもっと絵とか
23:15	ゆうげん	本置けるスペースがほしk
23:16	あすか 11/19 8/11	絵や本はホビールームか場所慎重に考えたいな
23:16	ゆうげん	リビング〜屋上の階段スペースは壁に棚作って本を山ほど起きたい
23:16	あすか 11/19 8/11	それはまじで嫌w
23:23	ゆうげん	えー
23:51	ゆうげん	本はね
23:51	ゆうげん	いっぱい置いときたい
23:51	ゆうげん	やっぱり本を読むって言うのは
23:51	ゆうげん	すごい大事だし
23:51	ゆうげん	ほんの良さを知って欲しいから
23:51	ゆうげん	いつでも読めるきっかけは作りたい

2023/08/21(月)
06:49	あすか 11/19 8/11	あそこに置くのは危ない。。
07:33	ゆうげん	おはよう
09:01	あすか 11/19 8/11	おはよう
09:30	ゆうげん	今日も暑い
09:30	ゆうげん	あと昨日の夜食べた
09:30	ゆうげん	蒙古タンメンで
09:30	ゆうげん	お腹やばい
13:22	あすか 11/19 8/11	いいなぁ蒙古タンメン
14:20	ゆうげん	産後は死ぬほど食べよ
14:35	あすか 11/19 8/11	死ぬほどは要らん
14:35	あすか 11/19 8/11	[写真]
14:35	あすか 11/19 8/11	これ可愛いなぁ
14:40	ゆうげん	キッズ2
14:40	ゆうげん	?
15:04	ゆうげん	[写真]
15:04	ゆうげん	[写真]
15:05	ゆうげん	傘これね
17:57	ゆうげん	初めてお気に入り10マンってみた
18:05	ゆうげん	カメラも発送されたっぽい
19:15	あすか 11/19 8/11	そう
19:15	あすか 11/19 8/11	ほんとはニトリのがいいけど
19:15	あすか 11/19 8/11	今日届いた
19:17	ゆうげん	良かった良かった
20:33	あすか 11/19 8/11	[写真]
20:33	あすか 11/19 8/11	[写真]
20:33	あすか 11/19 8/11	さっきのやつ大きい方がこれかな？小さい方もあるんかな
20:34	ゆうげん	いや
20:34	ゆうげん	評価低い
20:34	ゆうげん	これ買うんやったらニトリがいい
20:38	あすか 11/19 8/11	[写真]
20:38	あすか 11/19 8/11	[写真]
20:38	あすか 11/19 8/11	ニトリやったらこの種類
20:38	ゆうげん	安なってる
20:38	ゆうげん	?
20:39	あすか 11/19 8/11	どやろ？
20:39	あすか 11/19 8/11	わからん
20:39	ゆうげん	こっちの方がいいな
20:39	あすか 11/19 8/11	これが一番見た目好き
20:41	ゆうげん	でかい方がいいかな
20:41	ゆうげん	これメルぺい行かれへんか
21:10	あすか 11/19 8/11	うん、横長のやつ
21:20	ゆうげん	メルペイデカいたいな
22:21	あすか 11/19 8/11	店舗は使えたっけ？無理やったかな

2023/08/22(火)
00:13	ゆうげん	無理やと思う
08:55	ゆうげん	おはよう
08:56	ゆうげん	"現金受け取りにして振り込むか
してもらえたら"
08:56	ゆうげん	買っちゃっていいよ
08:56	ゆうげん	おはよう
10:06	あすか 11/19 8/11	ちょっとどうするか考える！欲しいのそれだけじゃないし
10:06	あすか 11/19 8/11	おはよう
10:25	ゆうげん	おはよう
10:26	ゆうげん	アスカのコンタクト
10:26	ゆうげん	どんな名前のどれだっけ
10:27	あすか 11/19 8/11	[写真]
10:27	あすか 11/19 8/11	度数違う
11:22	ゆうげん	度数なんぼや
11:25	あすか 11/19 8/11	[写真]
11:25	あすか 11/19 8/11	[写真]
11:26	あすか 11/19 8/11	-5.00と-6.00
11:27	ゆうげん	おけ
11:27	ゆうげん	ありがとう
11:40	あすか 11/19 8/11	旅行とかまでになんか用意し忘れてるものもうないかな、、
11:42	ゆうげん	大丈夫ちゃうかなぁ
11:43	あすか 11/19 8/11	多分いけるよなー
12:00	ゆうげん	あとは
12:00	ゆうげん	どこでどう休憩するかなに食べるかくらいかな
12:08	あすか 11/19 8/11	そこはまぁなりゆきに任せた方が良さそうな気もする
12:13	ゆうげん	じゃああとは
12:13	ゆうげん	体調気をつけよう
16:03	あすか 11/19 8/11	やな
18:41	ゆうげん	なんか
18:41	ゆうげん	疲れるz
19:34	あすか 11/19 8/11	はよねりや
19:53	ゆうげん	うむうむ
19:53	ゆうげん	早くベビに会いたいな

2023/08/23(水)
00:52	ゆうげん	すーちゃん
00:52	ゆうげん	明日ウーフォス残り出しといてね
10:31	あすか 11/19 8/11	ウーフォス残り？いっぱいあったんちゃん
13:02	ゆうげん	出して欲しい
13:02	ゆうげん	もうシーズン終わるし
13:02	ゆうげん	全種類
14:13	あすか 11/19 8/11	結構残ってた気するけど
14:13	あすか 11/19 8/11	[写真]
14:13	あすか 11/19 8/11	[写真]
14:13	あすか 11/19 8/11	かわいい
14:13	ゆうげん	届いたか
14:13	ゆうげん	いいね
14:14	ゆうげん	パーカーしっかりしてる?
14:14	あすか 11/19 8/11	めっちゃ暖かそう
14:17	ゆうげん	まだまだ使えないな
18:20	あすか 11/19 8/11	25日の美容室何で支払ったらいい？
18:20	ゆうげん	なんでも大丈夫だよ
18:21	ゆうげん	IDかクレジット
18:23	あすか 11/19 8/11	IDできひんからクレジットになる
18:23	ゆうげん	おけ
18:24	あすか 11/19 8/11	クレジット使えるんかな
18:25	ゆうげん	行けるやろ
18:25	ゆうげん	ID使えるようにしたいな
18:55	ゆうげん	化粧品足りてる?
20:18	ゆうげん	あとりょうすけの誕プレ買った
20:18	ゆうげん	ユニクロのコート
21:17	あすか 11/19 8/11	化粧品は足りてるかなー多分
21:17	あすか 11/19 8/11	亮介多分コートとかきーひんよ
21:36	ゆうげん	えー
22:10	あすか 11/19 8/11	亮介も好きなジャンルとか欲しいけど買えてないものとかあるやろからホンマに欲しいものあげて喜んでもらえる方がいいよね
22:10	あすか 11/19 8/11	誰にプレゼントする時も
22:10	ゆうげん	"まあ絶対使えるコートやから大丈夫
りょうすけの好み知ってるし"
22:11	あすか 11/19 8/11	いや、知ってるようでわからん物やで人の好みって、、
22:11	ゆうげん	性格はわからんがメンズ服のジャンルならわかる
22:12	あすか 11/19 8/11	どんなん買ったん？
22:13	あすか 11/19 8/11	私なら本人が欲しいってゆってるモノあげるけどなぁ
22:21	ゆうげん	[写真]
22:23	あすか 11/19 8/11	長いん？
22:24	あすか 11/19 8/11	あんま好みじゃなさそやけど(笑)
22:24	ゆうげん	コートやからね
22:24	ゆうげん	[写真]
22:24	あすか 11/19 8/11	長いなら尚更着てるイメージ無い
22:24	あすか 11/19 8/11	全然亮介な感じせん(笑)
22:24	ゆうげん	オシャレやってたら絶対欲しがる時がある服やから
22:25	ゆうげん	俺はわかる
22:25	あすか 11/19 8/11	いやー、そうとは限らんw
22:26	ゆうげん	"既に持ってるブラックベージュブラウンにも合うし

新しくレッドやグリーンにハマっても使える

オールブラックの外しアウターでもいいし

何より暖かい"
22:28	ゆうげん	グレーやブラックのパーカーにも合うしね

2023/08/24(木)
12:24	ゆうげん	おはよう
14:10	あすか 11/19 8/11	おはよう
14:52	ゆうげん	市役所で
14:52	ゆうげん	所得証明書
14:52	ゆうげん	取れる?
14:52	ゆうげん	必要やねん
15:02	あすか 11/19 8/11	所得証明書ってなに？
15:12	ゆうげん	市役所出とるんやと思う
15:21	あすか 11/19 8/11	誰の所得証明書？
15:22	ゆうげん	すーちゃんの
15:23	あすか 11/19 8/11	私？なんでそんなんいるん？
15:23	ゆうげん	保険証の扶養確認やって
15:23	ゆうげん	130マン行かないかのやつ
15:55	あすか 11/19 8/11	いつのんがいるん？
15:55	あすか 11/19 8/11	いつのがいるん？
15:58	ゆうげん	2022/1~2022/12
23:53	ゆうげん	すーちゃん
23:53	ゆうげん	明日帰るね
23:53	ゆうげん	早く会いたい
23:53	ゆうげん	朝帰ったら急いでホビールーム片付けないと

2023/08/25(金)
00:21	ゆうげん	すーちゃん
09:16	ゆうげん	おはよう
11:07	ゆうげん	ナギ3歳おめでとうやね
11:07	ゆうげん	早いもんや
11:21	あすか 11/19 8/11	"ホビールームもやけど、
リビングのダイニングテーブルも向き変えて飾り付けしたり…
ケーキも飾らないと"
11:21	あすか 11/19 8/11	おめでとうやね
11:22	ゆうげん	頑張って片付ける
11:22	ゆうげん	嬉しいね
11:22	ゆうげん	元気に育ってくれて
17:58	ゆうげん	髪の毛行った?
19:04	あすか 11/19 8/11	午前中には写真撮りたいし今日夜起きれてたらケーキ作っとこかな、、
19:04	あすか 11/19 8/11	あとの飾りは明日になるけど
19:04	あすか 11/19 8/11	うん、行ったよ
19:09	ゆうげん	納得いく感じなった?
21:08	あすか 11/19 8/11	そやなー暗くしてもらえたし
21:33	ゆうげん	髪質もツルツル?
21:34	あすか 11/19 8/11	色々相談してあの美容室の酸熱じゃないトリートメントした方がいいと思うってなって酸熱はしてないけど触り心地良くなった
21:35	ゆうげん	えー
21:35	ゆうげん	さん熱チュルチュルなるのに
21:35	ゆうげん	ちゃんと安なった?
21:35	ゆうげん	まさか高なってないよな
21:38	あすか 11/19 8/11	酸熱は薬剤入るから一時的には良くなるけど子どもいて家でのお手入れも大変やったらトリートメントで髪質改善していって、あれやったら出産前に1回酸熱やってみてもいいと思うって感じやった
21:38	あすか 11/19 8/11	予定より5000円安なった
21:38	ゆうげん	ふむ
21:39	ゆうげん	ならおっけい

2023/08/26(土)
13:11	あすか 11/19 8/11	[写真]

2023/08/27(日)
09:49	あすか 11/19 8/11	[写真]
09:49	あすか 11/19 8/11	[写真]
09:49	あすか 11/19 8/11	[写真]
11:35	あすか 11/19 8/11	まだまだぽいから先スリーコインズみてくる！
12:30	あすか 11/19 8/11	[写真]
12:30	あすか 11/19 8/11	[写真]
12:30	あすか 11/19 8/11	[写真]
12:30	あすか 11/19 8/11	[写真]
20:13	ゆうげん	バス乗ったよ
20:13	ゆうげん	なぎ寝てそう
21:03	あすか 11/19 8/11	お風呂入って歯磨いて今寝た
21:03	ゆうげん	お疲れ様
21:03	あすか 11/19 8/11	お疲れ様
21:03	ゆうげん	無理せず身体休めや
21:03	あすか 11/19 8/11	旅行以降って土日どんな感じで帰ってくる？
21:03	ゆうげん	俺もコロッと行きそうやで
21:03	ゆうげん	旅行以降は未定
21:09	あすか 11/19 8/11	何となく決めてもらえると有難い
21:09	ゆうげん	逆に
21:09	ゆうげん	してして欲しい
21:09	ゆうげん	それに合わせる
21:11	あすか 11/19 8/11	[写真]
21:11	あすか 11/19 8/11	[写真]
21:11	あすか 11/19 8/11	こんな感じどないやろ
21:12	あすか 11/19 8/11	[写真]
21:12	あすか 11/19 8/11	ちなみにだんじりこんな感じ
21:12	ゆうげん	おっけ
21:13	ゆうげん	"連休とだんじりは確定で合わせられるようにする

それ以外は基本合わせるけど体力次第で控えれるように余裕もっとく"
21:15	あすか 11/19 8/11	とりあえず9月は16.17.18が連休やからそれの後の週末は来ないようにして…て感じかな
22:24	ゆうげん	おkw
22:24	ゆうげん	け
23:07	あすか 11/19 8/11	連休前の週末は任せる

2023/08/28(月)
06:23	ゆうげん	おはよう
06:23	ゆうげん	[写真]
06:24	ゆうげん	お腹のクリーム
06:24	ゆうげん	これもってくね
08:42	あすか 11/19 8/11	ありがとう
08:51	ゆうげん	あ
08:51	ゆうげん	資料
08:51	ゆうげん	持って帰るの忘れた
08:57	あすか 11/19 8/11	あら
12:23	ゆうげん	やらかした
14:06	ゆうげん	ベビーって何cmが1番使う?
18:26	ゆうげん	カラコン
18:26	ゆうげん	旅行間に合わんから
18:26	ゆうげん	必要やったら
18:27	ゆうげん	少量Amazonで買ってて
19:14	あすか 11/19 8/11	んー、難しいな
19:15	あすか 11/19 8/11	カラコンとりあえず2つあったと思うからいける！
19:33	ゆうげん	ごめんね
19:33	ゆうげん	補充しとく
21:22	あすか 11/19 8/11	そういえば、ホテルってなんか部屋着的なのあるんかな
21:22	ゆうげん	あると思うけどなぁ
21:22	あすか 11/19 8/11	大人も子どもも
21:22	ゆうげん	子供は
21:22	ゆうげん	わからん
21:23	ゆうげん	持ってった方がいいかも
21:23	あすか 11/19 8/11	ナギ今までは持っていってたけど
21:23	ゆうげん	一応持ってっとこ
21:23	あすか 11/19 8/11	大人のもどんなんか分からんけど
21:23	ゆうげん	明日聞いてみる
21:25	あすか 11/19 8/11	形によったら私も寝巻き持っていかんとやしなぁ
21:25	あすか 11/19 8/11	ナギもちんちくりんの寝巻きしかないし
21:25	ゆうげん	パンツはきついもんな
21:26	ゆうげん	笑
21:26	ゆうげん	ちんちく
21:26	あすか 11/19 8/11	ちんちくりん
21:49	ゆうげん	なんか
21:49	ゆうげん	ボーイ×2も
21:49	ゆうげん	それはそれで
21:49	ゆうげん	楽しみさ増してる

2023/08/29(火)
07:31	ゆうげん	おはよう
14:44	あすか 11/19 8/11	歯科検診行ってスーパー寄って帰ってきた
14:48	ゆうげん	お疲れ様
17:31	あすか 11/19 8/11	虫歯も異常も特になしでした
18:00	ゆうげん	よかった
18:00	ゆうげん	連れて行ってくれてありがとうべ
18:00	ゆうげん	ね
20:26	ゆうげん	なぎのサンダルも届いたよ
20:26	ゆうげん	載せてたやつ
20:53	あすか 11/19 8/11	間に合ったのね
20:54	ゆうげん	間に合ったよ
20:54	ゆうげん	あと2日
20:54	ゆうげん	万全の体調で行かないと

2023/08/30(水)
08:44	あすか 11/19 8/11	そうね
08:52	ゆうげん	おはよう
08:52	ゆうげん	今晩帰るね
08:52	ゆうげん	明日は準備じゃ
09:20	あすか 11/19 8/11	寝巻きってどうなんやっけ？？
09:32	ゆうげん	[写真]
09:32	ゆうげん	これあるよ
09:32	あすか 11/19 8/11	それは知ってるけど
09:32	ゆうげん	あ
09:33	ゆうげん	聞く
09:33	ゆうげん	まって
09:36	ゆうげん	[写真]
09:36	ゆうげん	大人は浴衣
09:38	あすか 11/19 8/11	浴衣か、いけるかな
09:43	ゆうげん	"浴衣やからどうやろ
お腹もれそう"
09:58	あすか 11/19 8/11	お腹もれそうって？
09:58	ゆうげん	お腹のせいでめくれそう
09:59	あすか 11/19 8/11	どうにかなる気するけどな
09:59	あすか 11/19 8/11	パンツでキツい方が嫌やったから
09:59	ゆうげん	特に持っていかんでいい?
10:00	あすか 11/19 8/11	いいんちゃうーたぶん
10:01	あすか 11/19 8/11	ナギは子どものなんかあったとしても形によったら着れんやろし一応持っていっとく
10:12	ゆうげん	おけ
10:12	ゆうげん	首の冷たいのいる?
10:55	ゆうげん	旅行中
10:55	ゆうげん	帽子かぶる?
10:56	ゆうげん	ローナマーレ
12:57	あすか 11/19 8/11	まだわからん
17:15	ゆうげん	一緒に決めよか
21:25	あすか 11/19 8/11	ローナマーレって男の子でも似合うんかな
21:26	あすか 11/19 8/11	インスタでは被ってる子みるけど
21:37	ゆうげん	似合うと思うけど
21:37	ゆうげん	ナギのサイズって
21:37	ゆうげん	ないと思う
