/11	ボサボサ頭で食パン頬張る梛人
00:22	あすか 11/19 8/11	ね、めっちゃ懐かしい（笑）
00:22	ゆうげん	今の方が若いかも
00:22	ゆうげん	これなら
00:22	あすか 11/19 8/11	"私もかもやけど、
ゆー君結構別人並みに
雰囲気変わる"
00:22	あすか 11/19 8/11	その時々で
00:23	ゆうげん	浮腫みやろうな
00:23	ゆうげん	あと髪型が安定しない
00:38	あすか 11/19 8/11	髪型ね！
00:38	あすか 11/19 8/11	髪型めっちゃかわるね
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	クソ懐かしいのかき集めてきた（笑）
00:39	ゆうげん	この頃
00:39	ゆうげん	可愛いよなぁ
00:41	あすか 11/19 8/11	…がんばろ
00:58	ゆうげん	大丈夫
00:58	ゆうげん	今はママは綺麗
00:59	ゆうげん	可愛いからレベルアップ
01:12	あすか 11/19 8/11	フォローありがとうございます
01:12	あすか 11/19 8/11	（笑）
09:20	ゆうげん	おはようー
10:25	あすか 11/19 8/11	おはよ
11:04	ゆうげん	準備してるーーよーーー
11:04	ゆうげん	[スタンプ]
11:30	あすか 11/19 8/11	早く行きすぎて無駄に外で時間潰さなあかんとかないように
11:30	あすか 11/19 8/11	色々気をつけてね
11:30	ゆうげん	[動画]
11:30	ゆうげん	ずっとこれみてる
11:31	あすか 11/19 8/11	スルーすな😤
11:31	あすか 11/19 8/11	それかわいいよね
11:34	ゆうげん	気をつけます!
12:02	あすか 11/19 8/11	☎ 通話時間 5:29
12:02	あすか 11/19 8/11	充電10％なった（笑）
12:02	あすか 11/19 8/11	お昼ご飯します
12:02	ゆうげん	はいはーい
13:54	あすか 11/19 8/11	[写真]
13:54	あすか 11/19 8/11	[写真]
13:55	ゆうげん	かーわい
13:57	あすか 11/19 8/11	[写真]
13:57	あすか 11/19 8/11	[写真]
13:57	あすか 11/19 8/11	[写真]
13:57	あすか 11/19 8/11	[写真]
13:57	あすか 11/19 8/11	[写真]
13:57	あすか 11/19 8/11	[写真]
13:57	あすか 11/19 8/11	[写真]
13:57	あすか 11/19 8/11	ぴったりくっついてるの
13:57	あすか 11/19 8/11	かわいすぎ
13:59	ゆうげん	癒し系なぎ
14:02	あすか 11/19 8/11	ね
14:14	ゆうげん	ママも
14:14	ゆうげん	昔とメイクとかで
14:14	ゆうげん	雰囲気変わったけど
14:14	ゆうげん	やっぱり可愛いよ
14:44	ゆうげん	☎ 通話時間 8:30
14:46	あすか 11/19 8/11	何かあったらとりあえずLINEのやり取り出来るとありがたい
14:59	あすか 11/19 8/11	梛起きたから電話いける
15:29	ゆうげん	☎ 通話時間 0:52
15:29	ゆうげん	☎ 通話をキャンセルしました
15:30	ゆうげん	☎ 通話をキャンセルしました
15:30	あすか 11/19 8/11	☎ 不在着信
15:44	ゆうげん	☎ 通話時間 13:49
15:45	あすか 11/19 8/11	ありがとう、気をつけてねー
16:09	ゆうげん	いえいえー
16:09	ゆうげん	気をつけて帰るね
16:20	あすか 11/19 8/11	明日何時くらいなんばおったらいいかなぁぁ
16:20	ゆうげん	9:20くらいかな
16:21	ゆうげん	9:30でもいいか
16:28	あすか 11/19 8/11	梅田のLIXILどこにあるか知ってるー？
16:28	あすか 11/19 8/11	梅田着いて迷ったりせんかな
16:28	あすか 11/19 8/11	余裕ある方がいいかな
16:32	ゆうげん	LIXILまでは
16:32	ゆうげん	行けるよ
16:32	ゆうげん	合流さえ出来たら
16:32	ゆうげん	迷わん
16:35	ゆうげん	9:20にしようか
16:45	あすか 11/19 8/11	それで間に合うー？
16:46	ゆうげん	難波梅田が15分くらいやから
16:46	ゆうげん	結構余裕あるよ
16:46	あすか 11/19 8/11	梅田着いたらすぐ着くの？LIXIL
16:47	ゆうげん	梅田のスタバある広場出たらすぐ目の前グランフロントやから
16:47	ゆうげん	余裕よ
16:47	あすか 11/19 8/11	わかった
16:48	あすか 11/19 8/11	わかったって
16:48	あすか 11/19 8/11	了解ってことね
16:48	あすか 11/19 8/11	[写真]
16:48	ゆうげん	おけ
16:48	あすか 11/19 8/11	私らはこれだね
16:48	ゆうげん	おけ
16:48	あすか 11/19 8/11	明日朝バタバタや、、
16:49	ゆうげん	[写真]
16:49	ゆうげん	俺はこれのどれかや
16:49	ゆうげん	頑張ろう
16:49	ゆうげん	合流するまでは
16:49	ゆうげん	ママ頼む
16:49	ゆうげん	合流したら
16:50	ゆうげん	なぎみるよ
16:50	あすか 11/19 8/11	"家でなあかん時間
いつもナギが朝ごはん食べてる時間やから"
16:50	あすか 11/19 8/11	色々狂う
16:50	ゆうげん	すまんな
16:50	ゆうげん	せっかくのリズムが
16:53	あすか 11/19 8/11	まぁなんとかなるか、がんばる
16:53	ゆうげん	"明日だけ
まず頑張ろう"
16:54	あすか 11/19 8/11	こんなコロナ禍で電車乗って都会連れ出すの申し訳ないなぎちゃん
16:54	ゆうげん	うむ
16:54	ゆうげん	初めての都会が
16:55	ゆうげん	今はなぁ
16:55	あすか 11/19 8/11	これでなんかあったら申し訳ないとかいうレベルで済まん
16:55	あすか 11/19 8/11	きゃーー
16:56	ゆうげん	きゃー?
16:59	あすか 11/19 8/11	悲鳴
17:22	ゆうげん	なかんでー
18:38	あすか 11/19 8/11	泣いてないよー
18:51	あすか 11/19 8/11	何時大阪？
18:52	ゆうげん	20:00くらいかな
18:53	あすか 11/19 8/11	今新幹線？
18:54	ゆうげん	せやで
18:54	あすか 11/19 8/11	そうなんやね
18:54	ゆうげん	[写真]
18:54	ゆうげん	もうちょいで名古屋
18:55	あすか 11/19 8/11	なるほど！
18:55	あすか 11/19 8/11	新幹線人多い？
18:55	ゆうげん	いや
18:55	ゆうげん	隣も人おらんし
18:56	ゆうげん	基本みんな2席に1人
18:56	あすか 11/19 8/11	そうなんやね
18:57	ゆうげん	そそ
18:57	ゆうげん	お腹空いた
18:58	あすか 11/19 8/11	お腹空く時間よね
18:58	あすか 11/19 8/11	[写真]
18:58	あすか 11/19 8/11	[写真]
18:58	ゆうげん	焼き鳥食べたい
18:58	ゆうげん	可愛くなったねぇ
18:59	あすか 11/19 8/11	[写真]
18:59	あすか 11/19 8/11	なぎ今日お昼とりの照り焼き
19:01	ゆうげん	手が可愛い
19:01	あすか 11/19 8/11	[動画]
19:01	あすか 11/19 8/11	ヨーグルトなう
19:02	ゆうげん	酸味好きそうやね
19:02	ゆうげん	なぎ
19:06	ゆうげん	一緒に
19:06	ゆうげん	カフェ行きたい
19:06	ゆうげん	ナギと
19:07	あすか 11/19 8/11	梛とカフェとか恐怖（笑）
19:07	あすか 11/19 8/11	"絶対じっとしてないし
食べたあかん物欲しがる（笑）"
19:08	ゆうげん	なんばとかに
19:08	ゆうげん	赤ちゃんと行けるカフェみたいなん前あったし
19:08	ゆうげん	そういうとこ行こ
19:08	ゆうげん	それかキッザニア
19:08	あすか 11/19 8/11	コロナが落ち着けばね
19:09	あすか 11/19 8/11	色々いきたいね
19:15	ゆうげん	ね
19:15	ゆうげん	まずハーベストね
19:15	ゆうげん	家たったらハーベストいこう
19:15	ゆうげん	なぎの誕生日は盛大に行こう
19:16	あすか 11/19 8/11	行きたいね，ハーベスト
19:17	あすか 11/19 8/11	誕生日まじ間に合って欲しいマイホーム
19:17	ゆうげん	なぎちゃん
19:17	ゆうげん	服のサイズいくつやっけ
19:18	あすか 11/19 8/11	80がちょうど良くて90はでかいなぁて感じやけど新しく買うなら90かなーて感じ
19:18	ゆうげん	おけけ
19:19	ゆうげん	これからの季節なんか便利な服ある?
19:56	ゆうげん	大阪着いたよー
20:11	ゆうげん	今御堂筋
20:21	あすか 11/19 8/11	なんやろーー
20:21	あすか 11/19 8/11	ロンTとか？かなー？
20:21	ゆうげん	スウェットより
20:21	あすか 11/19 8/11	大阪着いたのねー
20:21	ゆうげん	ロンT?
20:21	あすか 11/19 8/11	誰の服？
20:21	ゆうげん	まま
20:22	ゆうげん	今難波すぎた
20:30	あすか 11/19 8/11	私か
20:30	あすか 11/19 8/11	私はなんやろー、、
20:31	あすか 11/19 8/11	今お気に入りのカーディガンないから
20:31	あすか 11/19 8/11	カーディガンとかかなぁ
20:32	ゆうげん	カーディガンね
20:32	ゆうげん	todayfulのカーディガンあんねんけどなぁ
20:32	ゆうげん	ベージュとブラウン
20:32	あすか 11/19 8/11	でもそれ普段使いあんません方が良いんじゃない？？
20:32	ゆうげん	まあ一緒に住むようになってからがいいな
20:33	あすか 11/19 8/11	冬の終わりから春って何着るっけ（笑）
20:33	ゆうげん	"だから別で送る

軽いアウターかニットやな"
20:34	ゆうげん	"厚めのニット

春はスウェットとかかな"
20:38	ゆうげん	"ロングジレとかベストも欲しいね
この辺も揃ってるけど日常使いのがないな"
20:46	ゆうげん	松原ついたよ
21:43	あすか 11/19 8/11	ロングレジって何？
21:43	あすか 11/19 8/11	お疲れ様
21:43	あすか 11/19 8/11	なぎ寝た
21:43	あすか 11/19 8/11	お義母さんとあやみちゃんがおるんかな？よろしくお伝えください
21:47	ゆうげん	ジレね
21:48	ゆうげん	久々に家族でご飯してる
21:48	ゆうげん	伝えるよー
21:52	あすか 11/19 8/11	ロングジレって何？
21:53	あすか 11/19 8/11	いいね
21:57	あすか 11/19 8/11	[写真]
21:57	あすか 11/19 8/11	"ボアベストほしいなぁ
なぎちゃんとシミラー"
22:35	ゆうげん	送るわ
22:35	ゆうげん	ボアベスト
22:36	あすか 11/19 8/11	[写真]
22:36	あすか 11/19 8/11	[写真]
22:36	あすか 11/19 8/11	[写真]
22:36	あすか 11/19 8/11	[写真]
22:36	あすか 11/19 8/11	[写真]
22:36	あすか 11/19 8/11	かわい
22:38	ゆうげん	[写真]
22:38	ゆうげん	[写真]
22:39	ゆうげん	俺が買ったん
22:39	ゆうげん	これ
22:39	あすか 11/19 8/11	ほう
22:41	ゆうげん	[写真]
22:41	ゆうげん	[写真]
22:41	ゆうげん	[写真]
22:41	ゆうげん	[写真]
22:42	ゆうげん	こんなん揃ってる
22:43	ゆうげん	[写真]
22:43	ゆうげん	[写真]
22:43	ゆうげん	[写真]
22:43	あすか 11/19 8/11	うーーん。笑
22:44	ゆうげん	かっこいい
22:44	あすか 11/19 8/11	"めちゃんこ申し訳ないけど
これ好き！ていうのが…な…い…"
22:44	あすか 11/19 8/11	（笑）
22:44	ゆうげん	俺が女性やったら着たい服
22:44	あすか 11/19 8/11	そなのね
22:45	ゆうげん	上の写真のブランド教えてや
22:46	あすか 11/19 8/11	私細身で身長中途半端やからこういうなんやろ、縦に長い？感じとかあんま似合わんと言うか好きじゃなかったりする
22:46	ゆうげん	"いや
モデルさん156とかやで
細いし"
22:46	あすか 11/19 8/11	"ブランドなんやろー
ブランドのこだわりないから
今わからん（笑）"
22:47	ゆうげん	[写真]
22:47	あすか 11/19 8/11	その、モデルさんの着てる感じがあんま好きじゃないのよ、、
22:47	ゆうげん	これどこよ
22:48	あすか 11/19 8/11	"これ可愛いけど
身長どやろなぁぁておもってる"
22:48	ゆうげん	あんまり低品質なの買うのあれやからなぁ
22:50	あすか 11/19 8/11	[写真]
22:51	あすか 11/19 8/11	品質どうこうもあるかもやけどそもそも私の好みじゃないものだったら1回着ておしまいとかしてしまいそうやから色々買ってくれてるの嬉しいけど申し訳ないって思っちゃう
22:52	あすか 11/19 8/11	明日の準備しときたいのに動くのめんどくさいモード。。
22:52	ゆうげん	俺がコーディネートしたるのに
22:52	ゆうげん	[スタンプ]
22:52	あすか 11/19 8/11	"ゆーくんが好きな感じ
好みじゃないかもしれない"
22:52	あすか 11/19 8/11	[スタンプ]
22:53	ゆうげん	1回着てみよ
22:53	ゆうげん	大丈夫似合うから
22:53	あすか 11/19 8/11	"1回は着てみるけど
それっきりになる確率…大…"
22:53	あすか 11/19 8/11	似合う似合わないとかってより…好みじゃない…
22:53	ゆうげん	着てみたら意外と行けるって
22:54	あすか 11/19 8/11	いけるいけないじゃなくて
22:54	ゆうげん	ママの好みむじゅい
22:54	あすか 11/19 8/11	好みじゃない
22:54	ゆうげん	うーーん
23:00	ゆうげん	これっていうブランド見つけてや
23:01	あすか 11/19 8/11	私そういう感じじゃないのよな💭
23:01	あすか 11/19 8/11	ブランドのこだわりはなくて
23:01	ゆうげん	系統というか
23:01	あすか 11/19 8/11	そのブランドでも着たい服とそうでも無い服とあるし
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	[写真]
23:01	あすか 11/19 8/11	この人よ格好かわいい
23:02	あすか 11/19 8/11	この人の投稿してるの全部かわいいってわけではない
23:02	ゆうげん	大学生1年生っぽい
23:02	ゆうげん	パンツは結構まま持ってるよ
23:03	ゆうげん	白黒ベージュグレージュカーキなどなど
23:03	ゆうげん	だからトップスやろうな
23:04	あすか 11/19 8/11	"そうやって私の好みを
否定というか俺はそんなに…
みたいな感じで結局
ゆー君の好みのもの集めて…
て自己満だよそれ(emoji)(emoji)(emoji)
それならUNIQLOとかでも
可愛いコーデしてる人
いっぱいいるしそんなんでいい"
23:04	あすか 11/19 8/11	そこそこ高いでしょ、ゆーくんが買ってる服
23:05	ゆうげん	"いや
系統がわからんのよ

ブランドじゃなくても形で

この人は宣伝でだしてるやろうから普段はもっといいの着てるやろうし"
23:05	あすか 11/19 8/11	"私も割と頑固やから
好みじゃないもの
着続けるってなかなか
できないよ(emoji)(emoji)"
23:06	あすか 11/19 8/11	"いいのとか、プチプラだとか、
そこのこだわりも無いのよ私"
23:06	ゆうげん	"いや
形と色合い"
23:06	あすか 11/19 8/11	形も色合いも言葉で並べるの難しい
23:07	あすか 11/19 8/11	"色々見てて、
あ、これ可愛いてなるのが
私の好みってかんじ"
23:07	あすか 11/19 8/11	色はベージュブラウンブラックホワイトダークグリーン？カーキ？とかかなぁ
23:08	ゆうげん	"色は大体わかる
形やな"
23:08	ゆうげん	[写真]
23:08	ゆうげん	[写真]
23:08	ゆうげん	これとかは丈違いでほぼ同じやしな
23:09	あすか 11/19 8/11	丈は長くなるならパンツがいいってなる
23:10	あすか 11/19 8/11	[写真]
23:10	あすか 11/19 8/11	[写真]
23:10	ゆうげん	これパンツで着れるやつよ
23:10	あすか 11/19 8/11	さっきみたいなやつ
23:10	あすか 11/19 8/11	いや、なんかちがうんよなぁ
23:10	ゆうげん	何が違う?
23:11	あすか 11/19 8/11	着られてる感出そうなやつ基本好みじゃない
23:12	ゆうげん	lawgy
23:13	ゆうげん	I_am
23:13	ゆうげん	ここら辺かなぁ
23:14	あすか 11/19 8/11	[写真]
23:14	あすか 11/19 8/11	[写真]
23:14	あすか 11/19 8/11	最近よくあるこういうのも
23:14	あすか 11/19 8/11	写真で見たらかわいいけど
23:14	あすか 11/19 8/11	自分が着たらなんか違うってなるねんなぁぁ
23:16	ゆうげん	[写真]
23:16	ゆうげん	これの左
23:17	あすか 11/19 8/11	うーーん
23:18	あすか 11/19 8/11	着てみないとっていうのもあるけどパッと見で好み！とはならん
23:18	ゆうげん	わっからーん
23:18	ゆうげん	[写真]
23:18	ゆうげん	[写真]
23:19	ゆうげん	これも割とオーバーサイズやしな
23:19	ゆうげん	丈があかんのか
23:19	あすか 11/19 8/11	上大きく見えても下とのバランスが好きなんかなぁ
23:20	ゆうげん	下は細身が好きなんか
23:20	あすか 11/19 8/11	"lawgy
I_am"
23:20	あすか 11/19 8/11	これ今ZOZOで見た感じは好み！てパッと見惹かれる服はなかった。。
23:21	ゆうげん	あかんわ
23:21	ゆうげん	わからん
23:21	あすか 11/19 8/11	んー、なんやろ、全体のバランスでどうかってとこかな
23:21	あすか 11/19 8/11	自分でもこんなんが好み！て
23:21	あすか 11/19 8/11	言葉にできひんのよなぁ
23:21	ゆうげん	上下どっちもゆるいのはあかんねんやろう
23:21	あすか 11/19 8/11	"写真見てて、
あ、これかわいい
みたいな"
23:22	あすか 11/19 8/11	それはあるかも
23:22	ゆうげん	俺は基本的にそこまで特徴的じゃないけど周りとは違う品の良さがある好きやから
23:23	あすか 11/19 8/11	[写真]
23:23	あすか 11/19 8/11	[写真]
23:23	あすか 11/19 8/11	[写真]
23:24	あすか 11/19 8/11	カーディガンでいうと
23:24	あすか 11/19 8/11	2.3枚目のがすき
23:25	ゆうげん	"例えば
リブはきゅっとしまった方がいいのか
手首のところ緩いのがいいか

ボタンはゴールド調かシックなボタンがいいか

首周りはVがいいかUがいいか"
23:25	ゆうげん	などなどあれば教えて欲しい
23:25	ゆうげん	首元は圧倒的にUが好きよね
23:26	ゆうげん	"手首、首が細いのが好きなんやろうね
ママは"
23:28	あすか 11/19 8/11	ワンピースでいうと
23:28	あすか 11/19 8/11	[写真]
23:28	あすか 11/19 8/11	[写真]
23:28	あすか 11/19 8/11	こうやって広がってるのじゃなくて
23:28	あすか 11/19 8/11	[写真]
23:28	あすか 11/19 8/11	[写真]
23:28	あすか 11/19 8/11	[写真]
23:28	あすか 11/19 8/11	細くてストンて感じのが好き
23:30	ゆうげん	ふむ
23:33	あすか 11/19 8/11	"手首は閉まってないよりは閉まってる方が好きやけど手首ギュッとしまってて袖がボワつきすぎるのも今はちょっとちゃうかなぁて感じ。
程よい感じが私の中であるけど言葉にするのは難しくてさっき送ったカーディガンの感じは好き。

ボタンは特に好みないけど
パッと見柔らかい雰囲気の
服が好み。
木？とかよりは金具？の方が
大人っぽく見えるから好きかも。

首周りはVよりUだね。
でもUだけで着るより
タートルネックほどじゃ
なくても首出てる服と
Uを合わせるのが好きかなぁ"
23:36	ゆうげん	"ボタンは金具の方が子供っぽいで
ブレザーとか金具やし"
23:37	ゆうげん	袖口と首わかった
23:37	あすか 11/19 8/11	この感じで言うと金具のが好きかなぁてだけでボタンは絶対これっていうのはない
23:38	ゆうげん	これはボタンが貝でできてるちゃんとしたやつやね
23:38	ゆうげん	まあおっけい
23:38	ゆうげん	わかった
23:40	あすか 11/19 8/11	スカートもワンピースと同じだな
23:40	あすか 11/19 8/11	[写真]
23:40	あすか 11/19 8/11	[写真]
23:40	あすか 11/19 8/11	[写真]
23:40	あすか 11/19 8/11	広がってたりマーメイドみたいなやつより
23:40	あすか 11/19 8/11	[写真]
23:40	あすか 11/19 8/11	[写真]
23:41	あすか 11/19 8/11	ストン
23:41	あすか 11/19 8/11	のが好き
23:41	あすか 11/19 8/11	やけど基本的にパンツの方が好き
23:41	あすか 11/19 8/11	"あとサロペットとかは
楽チンなのもあって好き"
23:46	ゆうげん	ふむ
23:46	あすか 11/19 8/11	梛
23:46	あすか 11/19 8/11	寝ながら
23:46	あすか 11/19 8/11	プッ
23:46	あすか 11/19 8/11	てゆった
23:47	ゆうげん	おならなぎ
23:47	ゆうげん	パンツはどんなン好き?
23:48	ゆうげん	"靴も
ローファー
黒白ブラウン
ブーツ
黒白
パンプス
黒
グルカサンダル
黒
スニーカー
ニューバランスいっぱい

ある"
23:48	ゆうげん	靴とパンツは大丈夫そう
23:50	ゆうげん	"かぐれ
IENA"
23:50	ゆうげん	この辺りはどう?
23:52	ゆうげん	個人的にはpublicTokyo好きやけど
23:52	あすか 11/19 8/11	"パンツはどやろ、、
フォーマル感強いのは
あんまり好きじゃないかも？
形はスッキリ見える方が好き。
このふたつ並べた時は1枚目の方が好き"
23:52	あすか 11/19 8/11	[写真]
23:52	あすか 11/19 8/11	[写真]
23:53	ゆうげん	[写真]
23:54	ゆうげん	これは太いか
23:54	あすか 11/19 8/11	"かぐれ？は、
全体的に私の好みの形の
真逆感ある気がする"
23:54	あすか 11/19 8/11	そだね、ちょっと太いなって思う
23:55	ゆうげん	ストンと落ちるのが好きなのね
23:55	ゆうげん	ちなみに上のベージュのパンツ
23:55	ゆうげん	もう持ってるんやけどな
23:56	あすか 11/19 8/11	IENAってどれやろ
23:56	ゆうげん	"IENA SLOBEじゃなくて
IENAね"

2022/02/21(月)
00:00	あすか 11/19 8/11	見てきたけどあんまり出てこん💭
00:01	あすか 11/19 8/11	あんまこれ！てのはなかったかなぁ
00:01	あすか 11/19 8/11	publicTokyo値段に目いくw
00:01	ゆうげん	"休めやけどな
まだ"
00:01	あすか 11/19 8/11	なんか、ほんと特定のブランド探すの難しい
00:02	ゆうげん	"ここって決まるって言うか

ここが多いなぁみたいなのがあれば"
00:02	ゆうげん	決めやすいんやけど
00:02	あすか 11/19 8/11	んー、、今すぐは無理だなー、、難しい
00:03	ゆうげん	"俺は結構スーツ系が男女共に好きやから

古着とフォーマルの中間みたいなの"
00:03	あすか 11/19 8/11	"これ可愛いなぁていうのも
ブランド名見ずスクショとか保存とかしてるだけやから
ブランドって言われると難しいなぁ"
00:04	ゆうげん	"あと俺もストンって落ちるのが好きやからパンツは太めになりがち

写真でもいいよ
写真で特定出来る"
00:05	あすか 11/19 8/11	かわいーって写真送ったやつはそこのブランドが好きでその服見つけたってわけじゃなくて色々みててこれ可愛いなって思うって感じで送ってる
00:07	ゆうげん	[写真]
00:07	ゆうげん	[写真]
00:07	ゆうげん	これのニットは行けるよね
00:07	ゆうげん	ハイネックニット
00:08	ゆうげん	"ベージュブラウンアイボリーブラックで

ストンと落ちるパンツやワンピース、サロペット集めとくわ"
00:28	あすか 11/19 8/11	"うーん、そだねぇ、まぁ🙆🏼‍♀️💭
なんか、袖の細い部分が
あんまり長いのより
短めがすきやけど"
00:29	あすか 11/19 8/11	"集めなくていいよ！
買ってもらえるの嬉しいけど、
これほしい！てのが
見つかったら誕生日とか
何かしらのプレゼントで
貰えたらって思うよ"
00:30	あすか 11/19 8/11	[写真]
00:30	あすか 11/19 8/11	[写真]
00:30	あすか 11/19 8/11	"まるさんが着てるのみると
マーメイドも大きめトップスも可愛く見えるよね"
00:31	あすか 11/19 8/11	[写真]
00:31	あすか 11/19 8/11	[写真]
00:31	あすか 11/19 8/11	こんな感じとか可愛い
00:32	ゆうげん	このまるさんの上のトップスtodayful?
00:32	ゆうげん	こういうのもママのあるよ
00:37	あすか 11/19 8/11	どの上？
00:38	あすか 11/19 8/11	このふたつとかまんま真似っ子したいなーてくらい可愛いって思う
00:38	ゆうげん	[写真]
00:38	ゆうげん	これ
00:38	ゆうげん	[写真]
00:39	ゆうげん	これとか中タンクトップと襟付きシャツやけど
00:39	ゆうげん	使えるん?
00:40	あすか 11/19 8/11	まるさんが着たら可愛いってだけで私が着てみてどう思うかは不明（笑）
00:41	あすか 11/19 8/11	[写真]
00:41	あすか 11/19 8/11	とぅでいふる
00:41	ゆうげん	やっぱり
00:41	ゆうげん	あってた
00:41	ゆうげん	バッグやっぱりいいの使ってるね
00:41	あすか 11/19 8/11	こうやって見ればかわいいって思うよー
00:41	ゆうげん	CELINE
00:41	ゆうげん	上の写真のバッグ見せて全部
00:42	あすか 11/19 8/11	どれ？
00:42	ゆうげん	みっつとも
00:42	ゆうげん	CELINEが10-30万くらい
00:44	あすか 11/19 8/11	[写真]
00:44	あすか 11/19 8/11	[写真]
00:44	あすか 11/19 8/11	[写真]
00:44	あすか 11/19 8/11	[写真]
00:46	ゆうげん	そこそこいいの持ってるな
00:46	ゆうげん	やっぱり
00:46	ゆうげん	クロエで15-20くらいか
00:48	あすか 11/19 8/11	バッグはあんまみてなかったや
00:49	ゆうげん	まあ稼いどるやろうからな
00:49	ゆうげん	モデルやし
00:54	あすか 11/19 8/11	"服装見てたから
バッグ全然気にしてなかったけど"
00:54	あすか 11/19 8/11	高いの持ってるんやね
00:54	ゆうげん	まあモデルとかインスタグラマーって
00:55	ゆうげん	パンピー似合わせるように全身安値にするけど
00:55	ゆうげん	靴とバッグはいいの買うよね
00:55	ゆうげん	20万前後んお
00:55	ゆうげん	の
00:55	あすか 11/19 8/11	まるさんは服作ってる？よね？
00:55	あすか 11/19 8/11	すごいなぁ
00:56	ゆうげん	"デザインはしてると思う
それの収入とモデルかな"
00:56	ゆうげん	つき50-100万位は手取りあると思う
00:56	ゆうげん	YouTubeとかでてたらその2倍以上やな
00:56	あすか 11/19 8/11	[写真]
00:56	あすか 11/19 8/11	ひなり
00:57	あすか 11/19 8/11	ディレクター
00:57	あすか 11/19 8/11	だってさ
00:57	ゆうげん	デザイナーやね
00:57	あすか 11/19 8/11	すごいね
00:58	ゆうげん	"まあでもインフルエンサーブランドは結局低価格で作るからあんまり物は良くないのよね
ワンシーズンで終わっちゃうやつ

だから結果的に高くなる"
00:59	あすか 11/19 8/11	まぁ服選びも十人十色やから
01:00	ゆうげん	"これはまるさんに限ったことじゃなくて
他の人でも同じやね

やっぱり数年着ようと思ったらある程度のものじゃないと"
01:00	ゆうげん	ヘタったり、よれたり、すり減ったりしちゃう
01:01	あすか 11/19 8/11	どこを重視するかも人それぞれやからなぁ
01:01	あすか 11/19 8/11	長く着れるのがいい！て人も居ればとにかく好みのものなら高くても安くても！て人もいるやろうしね
01:01	あすか 11/19 8/11	どれがせいかいとかないよねか
01:02	ゆうげん	ママはまだ色々来たことないのいっぱいやろうからさ
01:02	あすか 11/19 8/11	変換できてない上に余計な文字も入った↑笑
01:02	ゆうげん	もっと色々来て見てほしい
01:03	あすか 11/19 8/11	"私は質より量で
毎年新しい服買うタイプ
やったから"
01:03	あすか 11/19 8/11	高価なものとかブランド名とか
01:03	あすか 11/19 8/11	全然知らないなぁ
01:04	ゆうげん	"なんやろ
一定以上の質のものを
沢山持って
捨てずに色々着回すのが"
01:04	ゆうげん	好きやねん
01:04	あすか 11/19 8/11	たまたまめっちゃこれ欲しい！てものがあって、それがいつも買う服より高い服やったときは買ってたけどね
01:05	あすか 11/19 8/11	"私は高くても安くても
好みのものを着たいし
たくさんの服に囲まれて
色んな服着たいって
感じやね！だから質より量やったな，短大生の時とか保育士やってた時とか"
01:06	ゆうげん	"まあだから今持ってるママの新しい服も
一旦着て
ピンとこんかったら置いといて
少し間が空いたら気に入るかも知らんし"
01:07	ゆうげん	色々チャレンジして見てな
01:09	ゆうげん	特にトップスやね
01:11	あすか 11/19 8/11	まぁ、さすがに1回も着ないのは、、て思うし色々自分の好きな着方見つけたら着れるかもやし、、絶対着ないとは言わないよ
01:11	あすか 11/19 8/11	[写真]
01:11	あすか 11/19 8/11	これも欲しくて見に行ったことある、しまむら
01:11	あすか 11/19 8/11	しまむらでも好みならほしい！てなる（笑）
01:11	ゆうげん	これのどこが好きやったん
01:15	あすか 11/19 8/11	"見た目かな？
細かいストライプ可愛いし
首と腰？のとこ閉まってたら
着られてる感？とかも
出ないかなーみたいな！
ナギとスーパーとか公園
とか行く時にサッと着やすそう
やしね！
まぁ人気みたいでなかったけど（笑）"
01:16	あすか 11/19 8/11	[写真]
01:16	あすか 11/19 8/11	[写真]
01:16	あすか 11/19 8/11	昨年の秋の服かな
01:20	ゆうげん	ちなみにこの人にバッグは？
01:21	ゆうげん	人の
01:21	ゆうげん	バッグは?
07:10	あすか 11/19 8/11	[写真]
07:10	あすか 11/19 8/11	"ママでもできる。
みたいなコーデをたくさん
投稿しててしまむらとか
GU、UNIQLOが多い服は"
07:10	あすか 11/19 8/11	おはようございます
07:11	あすか 11/19 8/11	梛起こします
07:53	ゆうげん	おはよー
07:53	ゆうげん	いそぐぞーー
07:54	ゆうげん	またファッション談義しよ
07:55	ゆうげん	楽しかった
08:52	あすか 11/19 8/11	ごめん予定してたやつ目の前でいっちゃっつ
08:52	ゆうげん	ええでええで
08:52	あすか 11/19 8/11	9：29着
08:52	あすか 11/19 8/11	です
08:52	あすか 11/19 8/11	なんば
08:52	ゆうげん	余裕余裕
