11/19 8/11	そうやな、キツイやろな
22:28	ゆうげん	うーん
22:28	ゆうげん	俺は今のままが好きやけどな
22:28	ゆうげん	モールテックスにも合うし
22:28	あすか 11/19 8/11	毎日過ごす家やから好みじゃないのが嫌になってきた
22:28	ゆうげん	そんなワガママな
22:28	あすか 11/19 8/11	これはこれでいいのはわかるけど
22:29	あすか 11/19 8/11	いや、大概奥さんの好みの家なってるもんみんなw
22:29	ゆうげん	向こう3年は厳しい
22:29	ゆうげん	"それは奥さん好みの家になってるんじゃなくて
旦那の意思がないだけや"
22:29	あすか 11/19 8/11	どうしても子どもの奥さんの方が長い時間家におるし
22:30	あすか 11/19 8/11	自分好みにしたかった
22:30	あすか 11/19 8/11	リビングなんて1番長い時間おるし
22:31	あすか 11/19 8/11	今のリビング不意に撮る写真も全然気に食わんくて色々意欲薄れる
22:31	ゆうげん	まずは
22:31	あすか 11/19 8/11	"実際に住んでみて、

あー、ここがこうやったらなーってデザイン面で思うことリビングに多すぎるw"
22:31	ゆうげん	片付けよ
22:31	ゆうげん	それから
22:31	ゆうげん	や
22:33	あすか 11/19 8/11	"片付けてもやねんなー、
朝から散らかってるものあったら片付けて掃除機かけて拭き掃除してリビング全体見渡した時に、階段付近とダイニング空間が好きじゃない……てなる"
22:33	あすか 11/19 8/11	だから片付ける気も失せる時あるw
22:33	ゆうげん	そんなぁ
22:33	あすか 11/19 8/11	キッチンは好きやねんけどなぁ
22:33	ゆうげん	買ったばっかりやしなぁ
22:33	ゆうげん	足だけ変えれるようにしたいな
22:33	ゆうげん	ネジのサイズさえ合えば帰れるから
22:34	ゆうげん	何とかしたい
22:34	あすか 11/19 8/11	色んな意欲上がるリビングにしたいなぁ、、て最近めっちゃ思う
22:34	あすか 11/19 8/11	ないんかなー、なんか、脚だけ、、
22:35	ゆうげん	かなでものに
22:35	あすか 11/19 8/11	椅子もかなでものじゃなくてもあーいうのほしいなー、、
22:35	ゆうげん	相談してみーや
22:35	ゆうげん	テーブルは
22:35	あすか 11/19 8/11	テーブルどの商品かわかってない
22:36	ゆうげん	明日見てみる
22:40	ゆうげん	とりあえず
22:40	あすか 11/19 8/11	[写真]
22:40	あすか 11/19 8/11	あ、あと電気めっちゃ可愛いのあった
22:40	ゆうげん	いきなり変えるはできんから
22:40	ゆうげん	もうちょい待って
22:41	ゆうげん	これいくらよ
22:41	あすか 11/19 8/11	いきなり替えるができんのはわかってるよ
22:41	あすか 11/19 8/11	いくらやったんやろー
22:42	あすか 11/19 8/11	かなでものじゃなくても全然可愛いのいっぱいあるよね
22:42	ゆうげん	あるけどこれもそんなポンポン帰れないから
22:42	あすか 11/19 8/11	わかってるよそれは
22:43	ゆうげん	"可変性
つまりその時々でつけじゃえれるやつがいい"
22:43	ゆうげん	付け替える
22:48	あすか 11/19 8/11	この家の中身が完成するのいつになるやらやなぁ
22:49	あすか 11/19 8/11	寝室もまだまだやし子ども部屋2もまだまだやし
22:49	あすか 11/19 8/11	リビングも、、
22:50	ゆうげん	リビングはさておき
22:50	ゆうげん	寝室は
22:50	ゆうげん	次帰ったらやる
22:51	あすか 11/19 8/11	"寝室は片付けもそうやけどせっかく広めの部屋やから好みに仕上げていきたいしねぇ

でもベビー迎える準備もしないとやし"
22:52	ゆうげん	まずは完成系をしっかり見据えてほしい
22:52	ゆうげん	要らんもんは全部捨てる
22:53	あすか 11/19 8/11	そうやなぁ
23:00	ゆうげん	あと俺一人では片付けきれんから手伝って欲しい
23:01	あすか 11/19 8/11	"そりゃ一緒にやるよー
特にホビールーム以外は"
23:01	ゆうげん	ホビーも手伝ってくれ
23:01	あすか 11/19 8/11	その時に余裕があればね
23:01	あすか 11/19 8/11	なんせすぐ疲れる体なもんですまんな
23:11	ゆうげん	おれも
23:12	ゆうげん	帰った時は二割増で疲労溜まるから
23:12	ゆうげん	中々動けない
23:13	あすか 11/19 8/11	子どものおる生活は疲れるよなー
23:15	ゆうげん	ただ俺の中でも理想はあるから
23:15	ゆうげん	ほんとはもっと絵とか
23:15	ゆうげん	本置けるスペースがほしk
23:16	あすか 11/19 8/11	絵や本はホビールームか場所慎重に考えたいな
23:16	ゆうげん	リビング〜屋上の階段スペースは壁に棚作って本を山ほど起きたい
23:16	あすか 11/19 8/11	それはまじで嫌w
23:23	ゆうげん	えー
23:51	ゆうげん	本はね
23:51	ゆうげん	いっぱい置いときたい
23:51	ゆうげん	やっぱり本を読むって言うのは
23:51	ゆうげん	すごい大事だし
23:51	ゆうげん	ほんの良さを知って欲しいから
23:51	ゆうげん	いつでも読めるきっかけは作りたい

2023/08/21(月)
06:49	あすか 11/19 8/11	あそこに置くのは危ない。。
07:33	ゆうげん	おはよう
09:01	あすか 11/19 8/11	おはよう
09:30	ゆうげん	今日も暑い
09:30	ゆうげん	あと昨日の夜食べた
09:30	ゆうげん	蒙古タンメンで
09:30	ゆうげん	お腹やばい
13:22	あすか 11/19 8/11	いいなぁ蒙古タンメン
14:20	ゆうげん	産後は死ぬほど食べよ
14:35	あすか 11/19 8/11	死ぬほどは要らん
14:35	あすか 11/19 8/11	[写真]
14:35	あすか 11/19 8/11	これ可愛いなぁ
14:40	ゆうげん	キッズ2
14:40	ゆうげん	?
15:04	ゆうげん	[写真]
15:04	ゆうげん	[写真]
15:05	ゆうげん	傘これね
17:57	ゆうげん	初めてお気に入り10マンってみた
18:05	ゆうげん	カメラも発送されたっぽい
19:15	あすか 11/19 8/11	そう
19:15	あすか 11/19 8/11	ほんとはニトリのがいいけど
19:15	あすか 11/19 8/11	今日届いた
19:17	ゆうげん	良かった良かった
20:33	あすか 11/19 8/11	[写真]
20:33	あすか 11/19 8/11	[写真]
20:33	あすか 11/19 8/11	さっきのやつ大きい方がこれかな？小さい方もあるんかな
20:34	ゆうげん	いや
20:34	ゆうげん	評価低い
20:34	ゆうげん	これ買うんやったらニトリがいい
20:38	あすか 11/19 8/11	[写真]
20:38	あすか 11/19 8/11	[写真]
20:38	あすか 11/19 8/11	ニトリやったらこの種類
20:38	ゆうげん	安なってる
20:38	ゆうげん	?
20:39	あすか 11/19 8/11	どやろ？
20:39	あすか 11/19 8/11	わからん
20:39	ゆうげん	こっちの方がいいな
20:39	あすか 11/19 8/11	これが一番見た目好き
20:41	ゆうげん	でかい方がいいかな
20:41	ゆうげん	これメルぺい行かれへんか
21:10	あすか 11/19 8/11	うん、横長のやつ
21:20	ゆうげん	メルペイデカいたいな
22:21	あすか 11/19 8/11	店舗は使えたっけ？無理やったかな

2023/08/22(火)
00:13	ゆうげん	無理やと思う
08:55	ゆうげん	おはよう
08:56	ゆうげん	"現金受け取りにして振り込むか
してもらえたら"
08:56	ゆうげん	買っちゃっていいよ
08:56	ゆうげん	おはよう
10:06	あすか 11/19 8/11	ちょっとどうするか考える！欲しいのそれだけじゃないし
10:06	あすか 11/19 8/11	おはよう
10:25	ゆうげん	おはよう
10:26	ゆうげん	アスカのコンタクト
10:26	ゆうげん	どんな名前のどれだっけ
10:27	あすか 11/19 8/11	[写真]
10:27	あすか 11/19 8/11	度数違う
11:22	ゆうげん	度数なんぼや
11:25	あすか 11/19 8/11	[写真]
11:25	あすか 11/19 8/11	[写真]
11:26	あすか 11/19 8/11	-5.00と-6.00
11:27	ゆうげん	おけ
11:27	ゆうげん	ありがとう
11:40	あすか 11/19 8/11	旅行とかまでになんか用意し忘れてるものもうないかな、、
11:42	ゆうげん	大丈夫ちゃうかなぁ
11:43	あすか 11/19 8/11	多分いけるよなー
12:00	ゆうげん	あとは
12:00	ゆうげん	どこでどう休憩するかなに食べるかくらいかな
12:08	あすか 11/19 8/11	そこはまぁなりゆきに任せた方が良さそうな気もする
12:13	ゆうげん	じゃああとは
12:13	ゆうげん	体調気をつけよう
16:03	あすか 11/19 8/11	やな
18:41	ゆうげん	なんか
18:41	ゆうげん	疲れるz
19:34	あすか 11/19 8/11	はよねりや
19:53	ゆうげん	うむうむ
19:53	ゆうげん	早くベビに会いたいな

2023/08/23(水)
00:52	ゆうげん	すーちゃん
00:52	ゆうげん	明日ウーフォス残り出しといてね
10:31	あすか 11/19 8/11	ウーフォス残り？いっぱいあったんちゃん
13:02	ゆうげん	出して欲しい
13:02	ゆうげん	もうシーズン終わるし
13:02	ゆうげん	全種類
14:13	あすか 11/19 8/11	結構残ってた気するけど
14:13	あすか 11/19 8/11	[写真]
14:13	あすか 11/19 8/11	[写真]
14:13	あすか 11/19 8/11	かわいい
14:13	ゆうげん	届いたか
14:13	ゆうげん	いいね
14:14	ゆうげん	パーカーしっかりしてる?
14:14	あすか 11/19 8/11	めっちゃ暖かそう
14:17	ゆうげん	まだまだ使えないな
18:20	あすか 11/19 8/11	25日の美容室何で支払ったらいい？
18:20	ゆうげん	なんでも大丈夫だよ
18:21	ゆうげん	IDかクレジット
18:23	あすか 11/19 8/11	IDできひんからクレジットになる
18:23	ゆうげん	おけ
18:24	あすか 11/19 8/11	クレジット使えるんかな
18:25	ゆうげん	行けるやろ
18:25	ゆうげん	ID使えるようにしたいな
18:55	ゆうげん	化粧品足りてる?
20:18	ゆうげん	あとりょうすけの誕プレ買った
20:18	ゆうげん	ユニクロのコート
21:17	あすか 11/19 8/11	化粧品は足りてるかなー多分
21:17	あすか 11/19 8/11	亮介多分コートとかきーひんよ
21:36	ゆうげん	えー
22:10	あすか 11/19 8/11	亮介も好きなジャンルとか欲しいけど買えてないものとかあるやろからホンマに欲しいものあげて喜んでもらえる方がいいよね
22:10	あすか 11/19 8/11	誰にプレゼントする時も
22:10	ゆうげん	"まあ絶対使えるコートやから大丈夫
りょうすけの好み知ってるし"
22:11	あすか 11/19 8/11	いや、知ってるようでわからん物やで人の好みって、、
22:11	ゆうげん	性格はわからんがメンズ服のジャンルならわかる
22:12	あすか 11/19 8/11	どんなん買ったん？
22:13	あすか 11/19 8/11	私なら本人が欲しいってゆってるモノあげるけどなぁ
22:21	ゆうげん	[写真]
22:23	あすか 11/19 8/11	長いん？
22:24	あすか 11/19 8/11	あんま好みじゃなさそやけど(笑)
22:24	ゆうげん	コートやからね
22:24	ゆうげん	[写真]
22:24	あすか 11/19 8/11	長いなら尚更着てるイメージ無い
22:24	あすか 11/19 8/11	全然亮介な感じせん(笑)
22:24	ゆうげん	オシャレやってたら絶対欲しがる時がある服やから
22:25	ゆうげん	俺はわかる
22:25	あすか 11/19 8/11	いやー、そうとは限らんw
22:26	ゆうげん	"既に持ってるブラックベージュブラウンにも合うし

新しくレッドやグリーンにハマっても使える

オールブラックの外しアウターでもいいし

何より暖かい"
22:28	ゆうげん	グレーやブラックのパーカーにも合うしね

2023/08/24(木)
12:24	ゆうげん	おはよう
14:10	あすか 11/19 8/11	おはよう
14:52	ゆうげん	市役所で
14:52	ゆうげん	所得証明書
14:52	ゆうげん	取れる?
14:52	ゆうげん	必要やねん
15:02	あすか 11/19 8/11	所得証明書ってなに？
15:12	ゆうげん	市役所出とるんやと思う
15:21	あすか 11/19 8/11	誰の所得証明書？
15:22	ゆうげん	すーちゃんの
15:23	あすか 11/19 8/11	私？なんでそんなんいるん？
15:23	ゆうげん	保険証の扶養確認やって
15:23	ゆうげん	130マン行かないかのやつ
15:55	あすか 11/19 8/11	いつのんがいるん？
15:55	あすか 11/19 8/11	いつのがいるん？
15:58	ゆうげん	2022/1~2022/12
23:53	ゆうげん	すーちゃん
23:53	ゆうげん	明日帰るね
23:53	ゆうげん	早く会いたい
23:53	ゆうげん	朝帰ったら急いでホビールーム片付けないと

2023/08/25(金)
00:21	ゆうげん	すーちゃん
09:16	ゆうげん	おはよう
11:07	ゆうげん	ナギ3歳おめでとうやね
11:07	ゆうげん	早いもんや
11:21	あすか 11/19 8/11	"ホビールームもやけど、
リビングのダイニングテーブルも向き変えて飾り付けしたり…
ケーキも飾らないと"
11:21	あすか 11/19 8/11	おめでとうやね
11:22	ゆうげん	頑張って片付ける
11:22	ゆうげん	嬉しいね
11:22	ゆうげん	元気に育ってくれて
17:58	ゆうげん	髪の毛行った?
19:04	あすか 11/19 8/11	午前中には写真撮りたいし今日夜起きれてたらケーキ作っとこかな、、
19:04	あすか 11/19 8/11	あとの飾りは明日になるけど
19:04	あすか 11/19 8/11	うん、行ったよ
19:09	ゆうげん	納得いく感じなった?
21:08	あすか 11/19 8/11	そやなー暗くしてもらえたし
21:33	ゆうげん	髪質もツルツル?
21:34	あすか 11/19 8/11	色々相談してあの美容室の酸熱じゃないトリートメントした方がいいと思うってなって酸熱はしてないけど触り心地良くなった
21:35	ゆうげん	えー
21:35	ゆうげん	さん熱チュルチュルなるのに
21:35	ゆうげん	ちゃんと安なった?
21:35	ゆうげん	まさか高なってないよな
21:38	あすか 11/19 8/11	酸熱は薬剤入るから一時的には良くなるけど子どもいて家でのお手入れも大変やったらトリートメントで髪質改善していって、あれやったら出産前に1回酸熱やってみてもいいと思うって感じやった
21:38	あすか 11/19 8/11	予定より5000円安なった
21:38	ゆうげん	ふむ
21:39	ゆうげん	ならおっけい

2023/08/26(土)
13:11	あすか 11/19 8/11	[写真]

2023/08/27(日)
09:49	あすか 11/19 8/11	[写真]
09:49	あすか 11/19 8/11	[写真]
09:49	あすか 11/19 8/11	[写真]
11:35	あすか 11/19 8/11	まだまだぽいから先スリーコインズみてくる！
12:30	あすか 11/19 8/11	[写真]
12:30	あすか 11/19 8/11	[写真]
12:30	あすか 11/19 8/11	[写真]
12:30	あすか 11/19 8/11	[写真]
20:13	ゆうげん	バス乗ったよ
20:13	ゆうげん	なぎ寝てそう
21:03	あすか 11/19 8/11	お風呂入って歯磨いて今寝た
21:03	ゆうげん	お疲れ様
21:03	あすか 11/19 8/11	お疲れ様
21:03	ゆうげん	無理せず身体休めや
21:03	あすか 11/19 8/11	旅行以降って土日どんな感じで帰ってくる？
21:03	ゆうげん	俺もコロッと行きそうやで
21:03	ゆうげん	旅行以降は未定
21:09	あすか 11/19 8/11	何となく決めてもらえると有難い
21:09	ゆうげん	逆に
21:09	ゆうげん	してして欲しい
21:09	ゆうげん	それに合わせる
21:11	あすか 11/19 8/11	[写真]
21:11	あすか 11/19 8/11	[写真]
21:11	あすか 11/19 8/11	こんな感じどないやろ
21:12	あすか 11/19 8/11	[写真]
21:12	あすか 11/19 8/11	ちなみにだんじりこんな感じ
21:12	ゆうげん	おっけ
21:13	ゆうげん	"連休とだんじりは確定で合わせられるようにする

それ以外は基本合わせるけど体力次第で控えれるように余裕もっとく"
21:15	あすか 11/19 8/11	とりあえず9月は16.17.18が連休やからそれの後の週末は来ないようにして…て感じかな
22:24	ゆうげん	おkw
22:24	ゆうげん	け
23:07	あすか 11/19 8/11	連休前の週末は任せる

2023/08/28(月)
06:23	ゆうげん	おはよう
06:23	ゆうげん	[写真]
06:24	ゆうげん	お腹のクリーム
06:24	ゆうげん	これもってくね
08:42	あすか 11/19 8/11	ありがとう
08:51	ゆうげん	あ
08:51	ゆうげん	資料
08:51	ゆうげん	持って帰るの忘れた
08:57	あすか 11/19 8/11	あら
12:23	ゆうげん	やらかした
14:06	ゆうげん	ベビーって何cmが1番使う?
18:26	ゆうげん	カラコン
18:26	ゆうげん	旅行間に合わんから
18:26	ゆうげん	必要やったら
18:27	ゆうげん	少量Amazonで買ってて
19:14	あすか 11/19 8/11	んー、難しいな
19:15	あすか 11/19 8/11	カラコンとりあえず2つあったと思うからいける！
19:33	ゆうげん	ごめんね
19:33	ゆうげん	補充しとく
21:22	あすか 11/19 8/11	そういえば、ホテルってなんか部屋着的なのあるんかな
21:22	ゆうげん	あると思うけどなぁ
21:22	あすか 11/19 8/11	大人も子どもも
21:22	ゆうげん	子供は
21:22	ゆうげん	わからん
21:23	ゆうげん	持ってった方がいいかも
21:23	あすか 11/19 8/11	ナギ今までは持っていってたけど
21:23	ゆうげん	一応持ってっとこ
21:23	あすか 11/19 8/11	大人のもどんなんか分からんけど
21:23	ゆうげん	明日聞いてみる
21:25	あすか 11/19 8/11	形によったら私も寝巻き持っていかんとやしなぁ
21:25	あすか 11/19 8/11	ナギもちんちくりんの寝巻きしかないし
21:25	ゆうげん	パンツはきついもんな
21:26	ゆうげん	笑
21:26	ゆうげん	ちんちく
21:26	あすか 11/19 8/11	ちんちくりん
21:49	ゆうげん	なんか
21:49	ゆうげん	ボーイ×2も
21:49	ゆうげん	それはそれで
21:49	ゆうげん	楽しみさ増してる

2023/08/29(火)
07:31	ゆうげん	おはよう
14:44	あすか 11/19 8/11	歯科検診行ってスーパー寄って帰ってきた
14:48	ゆうげん	お疲れ様
17:31	あすか 11/19 8/11	虫歯も異常も特になしでした
18:00	ゆうげん	よかった
18:00	ゆうげん	連れて行ってくれてありがとうべ
18:00	ゆうげん	ね
20:26	ゆうげん	なぎのサンダルも届いたよ
20:26	ゆうげん	載せてたやつ
20:53	あすか 11/19 8/11	間に合ったのね
20:54	ゆうげん	間に合ったよ
20:54	ゆうげん	あと2日
20:54	ゆうげん	万全の体調で行かないと

2023/08/30(水)
08:44	あすか 11/19 8/11	そうね
08:52	ゆうげん	おはよう
08:52	ゆうげん	今晩帰るね
08:52	ゆうげん	明日は準備じゃ
09:20	あすか 11/19 8/11	寝巻きってどうなんやっけ？？
09:32	ゆうげん	[写真]
09:32	ゆうげん	これあるよ
09:32	あすか 11/19 8/11	それは知ってるけど
09:32	ゆうげん	あ
09:33	ゆうげん	聞く
09:33	ゆうげん	まって
09:36	ゆうげん	[写真]
09:36	ゆうげん	大人は浴衣
09:38	あすか 11/19 8/11	浴衣か、いけるかな
09:43	ゆうげん	"浴衣やからどうやろ
お腹もれそう"
09:58	あすか 11/19 8/11	お腹もれそうって？
09:58	ゆうげん	お腹のせいでめくれそう
09:59	あすか 11/19 8/11	どうにかなる気するけどな
09:59	あすか 11/19 8/11	パンツでキツい方が嫌やったから
09:59	ゆうげん	特に持っていかんでいい?
10:00	あすか 11/19 8/11	いいんちゃうーたぶん
10:01	あすか 11/19 8/11	ナギは子どものなんかあったとしても形によったら着れんやろし一応持っていっとく
10:12	ゆうげん	おけ
10:12	ゆうげん	首の冷たいのいる?
10:55	ゆうげん	旅行中
10:55	ゆうげん	帽子かぶる?
10:56	ゆうげん	ローナマーレ
12:57	あすか 11/19 8/11	まだわからん
17:15	ゆうげん	一緒に決めよか
21:25	あすか 11/19 8/11	ローナマーレって男の子でも似合うんかな
21:26	あすか 11/19 8/11	インスタでは被ってる子みるけど
21:37	ゆうげん	似合うと思うけど
21:37	ゆうげん	ナギのサイズって
21:37	ゆうげん	ないと思う
21:37	ゆうげん	なぎ頭小さすぎんねん
21:39	あすか 11/19 8/11	[写真]
21:39	あすか 11/19 8/11	小顔ひーちゃんもかぶってたからあるんやと思ってた
21:40	ゆうげん	ひーちゃんと同じくらいか？
21:40	ゆうげん	今はもう売ってないんよな
21:40	ゆうげん	シーズンすぎたから
21:40	あすか 11/19 8/11	ひーちゃんのが小顔そうやけどな
21:40	あすか 11/19 8/11	まぁ今年はいらんけど！
21:40	ゆうげん	この色もいいね
21:42	あすか 11/19 8/11	親子でお揃いもしたいけど、ほんとに兄弟なら兄弟のお揃いしたいな
21:42	あすか 11/19 8/11	帽子じゃなくて
21:42	ゆうげん	せやな
21:42	ゆうげん	男の子兄弟なら
21:43	ゆうげん	ローナマーレはちょっと違うかもな
21:43	あすか 11/19 8/11	[写真]
21:43	あすか 11/19 8/11	[写真]
21:43	あすか 11/19 8/11	バスクボーダーのお揃い可愛いきっと
21:43	ゆうげん	いいね
21:43	あすか 11/19 8/11	ビスクももうちょいしたら秋服出てきそう
21:43	ゆうげん	兄妹でも可愛いと思う
21:44	あすか 11/19 8/11	そやな、どっちでも可愛い
21:44	ゆうげん	兄弟やったら
21:45	ゆうげん	って言うのでブランド選びもしとかないとな
21:47	あすか 11/19 8/11	ブランドは別にこだわらん
21:47	あすか 11/19 8/11	プチミグは着せ続けたいけど
21:47	ゆうげん	プチミグは
21:48	ゆうげん	2人やと
21:48	ゆうげん	高いなぁ笑
21:48	ゆうげん	頑張らないと
21:48	あすか 11/19 8/11	プチミグはナギも2人目も3人目もみんな順番に着せ続けたい
21:48	ゆうげん	大事にしないとな
21:49	ゆうげん	それだけきるんやったら
21:49	あすか 11/19 8/11	2.3人目が着る頃にはナギはもう着ないかサイズアウトしてるからな
21:49	ゆうげん	プチミグって何歳まで❔
21:49	あすか 11/19 8/11	120までやな、サイズ
21:49	ゆうげん	未就学児くらいか
21:50	あすか 11/19 8/11	その子の体格にもよるけどな
21:51	あすか 11/19 8/11	女の子授かれた時にはワンピース着せたいし
21:51	あすか 11/19 8/11	1度くらいはみんなお揃い着せたい
21:51	ゆうげん	ワンピースは憧れよね
21:51	あすか 11/19 8/11	ワンピースほんま今回も可愛すぎる
21:52	ゆうげん	"俺もまじで
頑張って稼がないと"
21:53	あすか 11/19 8/11	そろそろ必要なベビー用品もまとめないと、、
21:53	ゆうげん	色々リスト作ろう

2023/08/31(木)
12:57	ゆうげん	☎ 通話をキャンセルしました
12:58	ゆうげん	☎ 通話をキャンセルしました

2023/09/01(金)
00:39	あすか 11/19 8/11	[写真]
00:39	あすか 11/19 8/11	[写真]
10:46	ゆうげん	売店おる

2023/09/03(日)
20:40	あすか 11/19 8/11	コニーの抱っこ紐色どんなんあったっけ？？
20:40	あすか 11/19 8/11	旅行運転お疲れ様でした🙏🏼
20:40	ゆうげん	ベージュグレーモカ
20:40	ゆうげん	あすかもお疲れ様
20:40	ゆうげん	また今週
20:41	ゆうげん	頑張ってね
20:41	ゆうげん	ぐっすり寝れるわ
20:41	あすか 11/19 8/11	"ベージュかモカか…やなぁ
ベージュ黄色っぽい？？
モカの方がいいかなぁ"
20:42	あすか 11/19 8/11	頑張ります
20:42	ゆうげん	[写真]
20:42	ゆうげん	[写真]
20:42	ゆうげん	[写真]
20:43	ゆうげん	"ベージュ
モカ
チャコール"
20:43	あすか 11/19 8/11	モカの方が良いかも
20:44	ゆうげん	"これがパパママ兼用の伸びるやつ
8800いえん"
20:44	ゆうげん	[写真]
21:02	あすか 11/19 8/11	伸びる？？パパで変に伸びて私に合わんなったりせん？わら
21:04	ゆうげん	調整するやつやね
21:04	ゆうげん	背中で
21:40	あすか 11/19 8/11	そうなのね
21:46	ゆうげん	バス乗った
21:46	ゆうげん	即落ちしそう
21:46	ゆうげん	ナギがいっぱい楽しんでくれてよかった
21:46	ゆうげん	怪我もさせちゃったから
21:47	ゆうげん	まじ気をつけよう
21:52	あすか 11/19 8/11	[写真]
21:52	あすか 11/19 8/11	"ナギめっちゃ楽しそうやったなぁ

自分の誕生日ってのも嬉しそやった"
21:52	ゆうげん	誕生日理解してるのがいいよね
21:53	ゆうげん	あっちゃんの誕生日いえぇぇぇぇえ
21:53	ゆうげん	みたいなテンションがよかった
21:55	あすか 11/19 8/11	ホテルも楽しかったみたいやしおかげ横丁も思ったより楽しんでたし
21:56	ゆうげん	あすかも楽しめた？
21:56	あすか 11/19 8/11	楽しかった！非現実
21:56	ゆうげん	俺は楽しむ2人を見れて楽しかった
21:56	ゆうげん	また旅行行きたいね
21:56	あすか 11/19 8/11	おかげ横丁でもっと食べれたら良かったなーて思うけど今回は今回で楽しかった
21:56	あすか 11/19 8/11	また今度は4人で行きたいね
21:56	あすか 11/19 8/11	今回も4人やけど
21:58	ゆうげん	実質4人
21:58	ゆうげん	次は産後か11月
21:59	ゆうげん	"産後は産後でヤバそう
全然行けなそう"
21:59	あすか 11/19 8/11	"もう今年は旅行はなしかな

生後3ヶ月くらいとかは落ち着いてそうやけどな！"
22:45	ゆうげん	まずは次の子に出会えるのを楽しみにしてる

2023/09/04(月)
08:52	ゆうげん	おはよう
08:52	ゆうげん	アスカの収入証明
08:52	ゆうげん	忘れちゃってたので
08:52	ゆうげん	送って欲しい
10:15	ゆうげん	あとりょうすけ誕生日いつやっけ
11:46	ゆうげん	[写真]
11:46	ゆうげん	発送が多い...
11:53	ゆうげん	"『補填分』

[メルカリ] ゆうげんさんからお金 (メルペイ残高) ・ポイントの受取依頼があります。下記のURLより確認してください。
https://pay.merpay.com/receive/?token=f13307e0-a6db-4da8-9526-394663e4f01c"
11:56	ゆうげん	これ送って貰った30000円分
12:21	あすか 11/19 8/11	おはよう
12:23	あすか 11/19 8/11	わかった
12:23	あすか 11/19 8/11	"10/3  しゅん
10/22 亮介
10/24 母"
12:23	あすか 11/19 8/11	すご
12:24	あすか 11/19 8/11	ありがとうございます
12:25	ゆうげん	ありがとね
12:25	ゆうげん	今週平日も
12:25	ゆうげん	ナギをお願いします
15:44	あすか 11/19 8/11	郵便局から出した
15:48	ゆうげん	ありがとう
21:18	ゆうげん	あすか
21:18	ゆうげん	次会ったら
21:19	ゆうげん	あすかからぎゅーして
21:23	あすか 11/19 8/11	気が向いたらね
21:24	ゆうげん	えー
21:24	ゆうげん	そろそろね
21:27	あすか 11/19 8/11	？
21:27	ゆうげん	ぎゅーがほしい
21:30	あすか 11/19 8/11	リアルな話男性っていつまでもそういうの欲しいんかな？結構女性って母親になればなるほどそういうのいいやってなってまうと思うねんなw
21:30	ゆうげん	男はいつまでもそうやな
21:31	ゆうげん	"それしか肩を休める方法がないからな
俺は特に"
21:31	あすか 11/19 8/11	手繋ぐとかハグするとか……多分母親ってそういうの子どもとのスキンシップで満たされてるというか……結構どの夫婦でも問題点よなー、スキンシップとか
21:33	ゆうげん	なぎとのハグもかなり癒されるけど
21:33	ゆうげん	あすかとナギでは違うんよな
21:34	ゆうげん	一息つけるのはあすかしかいない
21:42	あすか 11/19 8/11	男女の違いなんやろうなぁ
21:43	あすか 11/19 8/11	どっちもがいつまでもスキンシップ求めてるカップルや夫婦ってほんま聞かん(笑)
21:44	ゆうげん	だからあんま冷たくせんとってな
21:45	あすか 11/19 8/11	冷たくしたいとかは思わんけどまぁお互い色々思うことは積み重なって行くやろし……解消されることの無いマイナスな気持ちとかもあるやろし……
21:45	あすか 11/19 8/11	お互い努力必須よな
21:54	ゆうげん	俺はあんま無いけどな
21:54	あすか 11/19 8/11	そこが男性と女性の脳の違いなんやろうなぁとか思う！
21:54	あすか 11/19 8/11	私ら夫婦に限らず
21:55	ゆうげん	うーむ
21:56	あすか 11/19 8/11	女性は今までの事をあんまり忘れへんからなー、特に嫌な思いしたこととか！その積み重ねで嫌になったりとかよく聞く
21:56	あすか 11/19 8/11	男性はなんか問題が落ち着けば終わりみたいな…
21:56	あすか 11/19 8/11	どこの夫婦にもあることよね
21:57	ゆうげん	"ええよな
俺はすぐ忘れるから
俺ばっか悪くなる"
22:00	あすか 11/19 8/11	忘れられる脳を羨ましくも思うしうっとうしくも思うめっちゃ共感する周りの人と
22:01	あすか 11/19 8/11	別に忘れる忘れへんでどっちが悪いとかない
22:01	ゆうげん	"いや
俺ばっか罪が重くなる"
22:01	ゆうげん	あすかは自分がどうとかもう覚えてないやろ
22:01	ゆうげん	俺も覚えてない
22:01	ゆうげん	でもあすかは俺の悪いところはずっと覚えてる
22:02	ゆうげん	俺ばっかり悪くなる
22:02	あすか 11/19 8/11	覚えてなくないよ
22:02	あすか 11/19 8/11	覚えてなくないからこそ気をつけてることもある
22:03	あすか 11/19 8/11	でもそもそも悪い時を忘れる男性からはその女性の努力って気にも止めへんのやろなとか思う(笑)
22:03	あすか 11/19 8/11	ゆーくんがどうとかじゃなくて
22:03	あすか 11/19 8/11	ほんまよくある話
22:03	ゆうげん	"努力はお互い様や
男も見えない努力いっぱいしてるしなんなら誰にも感謝されへん"
22:04	ゆうげん	やって当たり前や
22:04	あすか 11/19 8/11	それはほんまにお互い様やで
22:04	あすか 11/19 8/11	男も女も特に親になれば互いに見えない努力ってたくさんしてるし
22:04	ゆうげん	"ただ俺は特に過去を気にしないから
急に思い出されても困る"
22:04	あすか 11/19 8/11	その努力を怠らん夫婦が上手くやって行けるんかなーとか思う
