ゆうげん	あすか
06:03	あすか 11/19 8/11	私にとってもかけがえの無い存在やし、ナギにとってもやからね。ゆーくんの事を大切に思ってるし必要としてる家族を持つ父なんよ。何する時も安全健康第一でね。
06:11	ゆうげん	ありがとう
08:04	ゆうげん	おはよう
08:41	あすか 11/19 8/11	おはよゆーくん
08:41	あすか 11/19 8/11	大丈夫？
08:50	あすか 11/19 8/11	また寝てるかな？大丈夫？
09:14	あすか 11/19 8/11	大丈夫？
09:24	ゆうげん	おきたー
09:24	ゆうげん	ありがとう
09:25	あすか 11/19 8/11	おはよ
09:25	あすか 11/19 8/11	あんま寝れんかったよね
09:25	あすか 11/19 8/11	病院いけそ？
09:28	ゆうげん	頑張る
09:28	あすか 11/19 8/11	頭はそのままよね
09:29	あすか 11/19 8/11	"歯磨きと顔洗うのと
少しなんか飲むかして…"
09:29	あすか 11/19 8/11	タクシーかな？
09:31	ゆうげん	ちょっと体拭きたいな
09:33	ゆうげん	ナギに渡せた?
09:33	あすか 11/19 8/11	そだね、体拭いてさっぱりしたいね
09:33	あすか 11/19 8/11	うん、渡せたよ
09:33	ゆうげん	また動画ちょうだいね
09:34	ゆうげん	元気出せる
09:34	あすか 11/19 8/11	今みる？
09:37	ゆうげん	みるー
09:39	あすか 11/19 8/11	[動画]
09:39	あすか 11/19 8/11	[動画]
09:39	あすか 11/19 8/11	[動画]
09:39	あすか 11/19 8/11	[動画]
09:39	あすか 11/19 8/11	[動画]
09:39	あすか 11/19 8/11	[写真]
09:39	あすか 11/19 8/11	[写真]
09:40	あすか 11/19 8/11	めっちゃ気に入って今も遊んでるよ
09:44	ゆうげん	めちゃかわ
09:44	ゆうげん	なんか
09:44	ゆうげん	めっちゃ深く寝てたみたい
09:44	ゆうげん	何時に寝たんやろ
09:44	ゆうげん	汗びっしょりや
09:44	あすか 11/19 8/11	寝た感ある？大丈夫？
09:45	あすか 11/19 8/11	時間はわかんないけどあんまり寝る時間なかったのは確実やから
09:46	あすか 11/19 8/11	色々無理せずね
09:46	あすか 11/19 8/11	病院は頑張っていこね
09:46	ゆうげん	こんなに
09:46	ゆうげん	髪の毛終わってんのに
09:47	ゆうげん	病院行く格好悩む
09:47	ゆうげん	軽くシャワ浴びた
09:47	あすか 11/19 8/11	頭濡らしてない？
09:47	ゆうげん	全然濡れてないよ
09:47	あすか 11/19 8/11	そかそか
09:49	あすか 11/19 8/11	服は動きやすいのがいいんじゃない？？
09:49	あすか 11/19 8/11	暑いのはあれやけど防寒はしっかりね
09:49	ゆうげん	おけ
09:50	ゆうげん	"軽く髪洗いたいなぁ
傷の場所禿げるのかなぁ"
09:50	ゆうげん	はか
09:50	ゆうげん	はぁ
09:50	あすか 11/19 8/11	今は我慢しよ
09:50	あすか 11/19 8/11	大丈夫大丈夫。
09:51	ゆうげん	[写真]
09:52	ゆうげん	頭痛はかなり収まった
09:53	あすか 11/19 8/11	"傷も辛いけど傷で済んでるのは
ほんと不幸中の幸いよ。
まだ安心できないけど
今は我慢しよね"
09:53	あすか 11/19 8/11	傷の痛み？
09:53	ゆうげん	そそ
09:53	ゆうげん	ズキズキはかなり収まった
09:53	あすか 11/19 8/11	"足でもガッツリ怪我したら
ズキズキするもんね…"
09:54	あすか 11/19 8/11	頭の傷やとズキズキすごそう…
09:54	ゆうげん	薬飲まなあかんから軽くヨーグルト食べるわ
09:54	あすか 11/19 8/11	少しでも落ち着いてよかった
09:54	あすか 11/19 8/11	タクシーはよぶの？
09:55	あすか 11/19 8/11	"墨田区？やったっけ？
気が動転しててあんまり
ちゃんと聞き取れてないけど
警察の方が墨田区のなんちゃら
病院に搬送するって言ってたような。。"
09:56	あすか 11/19 8/11	"8~11時って言ってたかな？
早めにタクシーよんどきね"
09:57	ゆうげん	あ
09:58	ゆうげん	多分歩き電車でも15分
09:58	あすか 11/19 8/11	タクシーにしよ
09:58	あすか 11/19 8/11	お願い
09:58	ゆうげん	結局拾うの大通りやしなぁ
09:59	あすか 11/19 8/11	よんだら家の前来てくれるんじゃない？
10:01	あすか 11/19 8/11	https://www.nihon-kotsu-taxi.jp/reserve/
10:01	あすか 11/19 8/11	ここからならすぐできそ？
10:03	ゆうげん	呼んだらプラス1500円
10:03	ゆうげん	まじで駅すぐそこやから
10:10	あすか 11/19 8/11	わかったよ
10:10	あすか 11/19 8/11	色々気をつけてね
10:10	ゆうげん	まま
10:10	あすか 11/19 8/11	無理せんといてね
10:10	ゆうげん	プレゼント
10:10	ゆうげん	ありがとう
10:11	あすか 11/19 8/11	ううん、大したものじゃない
10:11	あすか 11/19 8/11	"マスク、不織布じゃないのも
実は気になってて"
10:11	あすか 11/19 8/11	ぜひ使ってね
10:11	あすか 11/19 8/11	ナギが選んだの見た？
10:12	ゆうげん	選んだの
10:12	ゆうげん	どれやろ
10:12	あすか 11/19 8/11	小さい箱にカード入ってた？
10:12	あすか 11/19 8/11	その裏に書いてる
10:13	あすか 11/19 8/11	"｢パパどれする？｣て言ったら
それ選んでたよ（笑）"
10:13	ゆうげん	[写真]
10:13	ゆうげん	梅おにぎり笑
10:14	あすか 11/19 8/11	ナギ面白い
10:15	あすか 11/19 8/11	"全部食べたり使ったり
できそう？"
10:17	あすか 11/19 8/11	そろそろ出なきゃかな？
10:21	ゆうげん	もうでたよー
10:21	ゆうげん	なぎちゃんおもろ
10:22	あすか 11/19 8/11	梛が書いた絵みた？
10:22	あすか 11/19 8/11	もう出たんやね
10:22	あすか 11/19 8/11	気をつけてね
10:23	ゆうげん	"みた!
なぎ画伯"
10:23	ゆうげん	あれは10年後値上がりするわ
10:23	あすか 11/19 8/11	値上がりするの？（笑）
10:23	ゆうげん	メルカリで20万はいく
10:24	あすか 11/19 8/11	私とが描いたパパめっちゃにてなかった？（笑）
10:24	ゆうげん	センター分けな
10:24	ゆうげん	"めっちゃ似てた笑
でももうちょいブサイク"
10:24	あすか 11/19 8/11	いや、パパいけめん
10:25	あすか 11/19 8/11	今どこ？
10:25	ゆうげん	今駅まで歩いてるよ
10:25	ゆうげん	[写真]
10:26	ゆうげん	ノーセット
10:26	あすか 11/19 8/11	頭のネットとって大丈夫？
10:26	ゆうげん	取ってないよ
10:26	あすか 11/19 8/11	ついてる？ネット
10:26	ゆうげん	うん
10:26	あすか 11/19 8/11	あ、ついてるね
10:26	あすか 11/19 8/11	気をつけてねパパ
10:26	ゆうげん	その上に帽子被せてる
10:26	あすか 11/19 8/11	電車乗ったよとか病院ついたよとか連絡くれると嬉しい
10:26	ゆうげん	これでわからんやろ
10:27	ゆうげん	おけけ
10:27	あすか 11/19 8/11	うん、わかんないね
10:28	あすか 11/19 8/11	"傷の幅5センチって
そこそこ大きいよね"
10:28	ゆうげん	ね
10:28	あすか 11/19 8/11	ほんと大丈夫？
10:28	ゆうげん	見られへんわ
10:28	ゆうげん	[写真]
10:29	あすか 11/19 8/11	たくさん歩いて大丈夫？
10:29	あすか 11/19 8/11	ゆっくりね
10:29	ゆうげん	変な体勢でで寝たから
10:30	ゆうげん	首肩いたすぎ
10:30	あすか 11/19 8/11	頭庇ってたんかな？
10:30	ゆうげん	"そそ
だから寝違えったみたいな感じ"
10:30	あすか 11/19 8/11	大丈夫？凝ってる感じ？
10:31	ゆうげん	駅ついたよ
10:31	ゆうげん	おうち帰ったらモミモミする
10:32	ゆうげん	初めて東京で田舎みたいな駅ついた
10:32	ゆうげん	[写真]
10:32	ゆうげん	北助松みたお
10:33	ゆうげん	い
10:34	あすか 11/19 8/11	駅ついたんやね
10:34	あすか 11/19 8/11	確かに北助松みたい
10:35	あすか 11/19 8/11	電車何分間くらい乗るんかな
10:35	ゆうげん	のったよー
10:36	ゆうげん	2駅先かな
10:37	あすか 11/19 8/11	駅から病院近い？
10:38	ゆうげん	隣やね
10:38	ゆうげん	[写真]
10:39	あすか 11/19 8/11	そか
10:39	あすか 11/19 8/11	頭の傷って何科？
10:40	ゆうげん	"何科やろ
昨日ずっと台上おったからなんもわからん"
10:41	あすか 11/19 8/11	今日どこ受診してって言われてるの？
10:41	ゆうげん	とりあえず受付いく
10:41	ゆうげん	なんもわからん
10:41	あすか 11/19 8/11	病院も気を付けてね、色んな人おるからね
10:41	あすか 11/19 8/11	そかそか
10:41	ゆうげん	もちもと
10:41	ゆうげん	もちもち
10:41	あすか 11/19 8/11	受付で聞く感じやね
10:43	ゆうげん	駅ついたよ
10:47	あすか 11/19 8/11	もう病院つきそ？
10:47	ゆうげん	ついたー
10:50	ゆうげん	ジジババ多いから
10:50	ゆうげん	めっちゃ離れ座った
10:52	あすか 11/19 8/11	受診するとこわかった？
10:53	ゆうげん	受付待ち
10:53	あすか 11/19 8/11	そかそか
10:53	あすか 11/19 8/11	寒くない？
10:54	ゆうげん	うどん食べた
10:54	ゆうげん	あつい
10:54	あすか 11/19 8/11	うどん？
10:54	ゆうげん	病院めっちゃ暑い
10:54	ゆうげん	うどん
10:54	あすか 11/19 8/11	うどん食べたん？
10:54	ゆうげん	うでぅん
10:54	あすか 11/19 8/11	食べたい？
10:54	ゆうげん	食べたい
10:54	あすか 11/19 8/11	うどんいいね
10:55	あすか 11/19 8/11	病院は暖房ガンガンかな
10:56	ゆうげん	1時間待ち...
10:57	あすか 11/19 8/11	え、まじで…
10:57	あすか 11/19 8/11	受付が？
10:57	ゆうげん	診察が
10:57	ゆうげん	ジジババめ
10:57	あすか 11/19 8/11	どこ受診するかわかったん？
10:57	ゆうげん	それは分かった
10:58	あすか 11/19 8/11	どこやった？
10:58	ゆうげん	脳外科やって
10:58	あすか 11/19 8/11	脳外科、、なるほど
10:58	あすか 11/19 8/11	1時間も待つのね…
11:02	あすか 11/19 8/11	もう脳外科ついた？
11:03	ゆうげん	着いて
11:03	ゆうげん	席で待ってる
11:04	ゆうげん	腹減った
11:04	ゆうげん	はぁ
11:12	あすか 11/19 8/11	ヨーグルトだけ食べたん？
11:12	ゆうげん	そそ
11:12	ゆうげん	ヨーグルトのみ
11:12	ゆうげん	おうちパスタ大量にあるから
11:12	ゆうげん	それ食うか
11:12	あすか 11/19 8/11	パスタいっぱいあるのね
11:13	あすか 11/19 8/11	食欲もある感じやね
11:14	ゆうげん	めっちゃある
11:14	ゆうげん	ナギのせいで
11:14	ゆうげん	梅おにぎり食いたい
11:16	あすか 11/19 8/11	なぎチョイス絶妙
11:16	ゆうげん	ね
11:16	あすか 11/19 8/11	"無事に会えたら
ナギにお礼言ってね"
11:16	ゆうげん	でも嬉しい
11:17	ゆうげん	どこのつけよ
11:17	ゆうげん	どこに
11:17	あすか 11/19 8/11	悩むね
11:17	あすか 11/19 8/11	リュック？（笑）
11:18	ゆうげん	なんかダサい笑
11:18	ゆうげん	iPhone
11:19	ゆうげん	もダサい
11:19	ゆうげん	梅おにぎりかぁ笑
11:19	あすか 11/19 8/11	ダサいとか言わないで（笑）
11:20	ゆうげん	はぁ
11:20	ゆうげん	抱きしめて貰いたい
11:20	ゆうげん	2人に
11:22	ゆうげん	なんか思ったより
11:22	ゆうげん	早く進んでる
11:22	ゆうげん	あと15分くらいかな
11:22	あすか 11/19 8/11	無事に会えたら抱きしめる
11:22	あすか 11/19 8/11	思ったより早く進んでるのはよかった！
11:26	ゆうげん	呼ばれても来ないジジババのおかげで
11:26	ゆうげん	スキップしてる
11:27	ゆうげん	HAHAHA
11:29	あすか 11/19 8/11	それで早まってるのね
11:30	あすか 11/19 8/11	脳外科高齢の方が多いの？
11:30	ゆうげん	"いやなんか
見れる先生に集中してる感じ"
11:36	あすか 11/19 8/11	あー、そうなんやね
11:36	あすか 11/19 8/11	どんな感じ？まだ時間かかりそ？
11:37	ゆうげん	あと4組くらい
11:44	あすか 11/19 8/11	思ったよりは早そうかな
11:45	あすか 11/19 8/11	病院で長い時間待つの大変よね
11:45	ゆうげん	1人やから
11:45	ゆうげん	いっそうな
11:46	ゆうげん	まあでも警察署よりマシ
11:46	あすか 11/19 8/11	警察署も長かったよね…
11:46	ゆうげん	俺が悪いけど
11:46	ゆうげん	おっちゃんパソコンうつの遅すぎて
11:46	ゆうげん	腹立つ
11:47	ゆうげん	こにまつゆうかい
11:47	ゆうげん	になってたし
11:47	ゆうげん	airpods無事やった
11:49	あすか 11/19 8/11	電話くれた人が対応してくれた人やんね
11:49	あすか 11/19 8/11	おじちゃんやったね
11:50	あすか 11/19 8/11	AirPodsぶじやったのね
11:50	あすか 11/19 8/11	AirPodsはいくらでも替えあるけどゆー君は何にもかえられないから
11:50	あすか 11/19 8/11	AirPodsなんて私からしたらどうでもいいてなる。。
11:53	ゆうげん	おわった
11:53	ゆうげん	秒で終わった
11:53	あすか 11/19 8/11	診てもらったん？どやった？
11:53	ゆうげん	血は止まってて
11:54	ゆうげん	変に悪化もしてないって
11:54	ゆうげん	シャンプーもできるって
11:54	ゆうげん	ほんまかいな
11:54	あすか 11/19 8/11	シャンプーこわ、、、
11:54	あすか 11/19 8/11	飛行機とか大丈夫？
11:55	あすか 11/19 8/11	血が止まってるのはよかった
11:55	ゆうげん	一応聞いて
11:55	ゆうげん	大丈夫やって
11:55	あすか 11/19 8/11	そかそか、、無理しないでね
11:55	ゆうげん	お金払ったら
11:55	ゆうげん	帰るね
11:55	あすか 11/19 8/11	もうガーゼと何もはってないの？
11:55	ゆうげん	帰ってシャワー浴びるわ
11:56	ゆうげん	髪の毛ガチガチ
11:56	ゆうげん	もうないって
11:56	ゆうげん	血も止まってるから
11:56	あすか 11/19 8/11	あんまり強くゴシゴシしちゃダメよ、こわい、、
11:56	ゆうげん	もちろん
11:56	ゆうげん	出血で俺が倒れちゃうよ
11:56	あすか 11/19 8/11	そかそか、じゃーもう何にも覆われてないのかな？
11:56	ゆうげん	昨日よく耐えたよな
11:56	ゆうげん	おれ
11:56	ゆうげん	うん
11:56	あすか 11/19 8/11	うん、すごいよ
11:56	あすか 11/19 8/11	ドキドキしてためっちゃ
11:57	ゆうげん	頭から血が流れてるの自分で抑えてた
11:57	ゆうげん	意外とそういう時は
11:57	ゆうげん	平気やったら
11:57	ゆうげん	やった
11:57	ゆうげん	病院着いてからの方が
11:57	ゆうげん	気持ち悪かった
11:57	あすか 11/19 8/11	とりあえず血も止まってシャンプーもできる状態になったのはよかった
11:58	ゆうげん	ただ湯船に傷口つけないでって
11:58	あすか 11/19 8/11	昨日病院着いた頃には気持ち悪さ落ち着いてたって言ってなかった？
11:58	あすか 11/19 8/11	そだよね
11:58	あすか 11/19 8/11	さーっと流すくらいってことやね
11:58	ゆうげん	針縫う時頭に麻酔して
11:58	ゆうげん	その時めっちゃ気持ち悪かった
11:58	あすか 11/19 8/11	なるほど、、
11:58	あすか 11/19 8/11	緊張もするしね、、
11:58	あすか 11/19 8/11	次病院いつ？
11:58	ゆうげん	緊張はなかった
11:59	あすか 11/19 8/11	緊張はなかったのか、すごい、、
11:59	ゆうげん	全身麻酔熟練勢やから
11:59	ゆうげん	次は1/3
11:59	あすか 11/19 8/11	1/3か
11:59	あすか 11/19 8/11	その時抜糸予定？
11:59	ゆうげん	そそ
11:59	あすか 11/19 8/11	抜糸もこわいね、、
11:59	ゆうげん	気持ち悪そう
12:00	あすか 11/19 8/11	もうこれ以上何も無いこと祈る…
12:00	あすか 11/19 8/11	出社はどうするの、、？
12:01	ゆうげん	一応会社の上司にはメッセ入れた
12:01	ゆうげん	出社どうするかとか
12:03	ゆうげん	なんか
12:03	ゆうげん	PayPay
12:03	ゆうげん	4000溜まってる
12:05	ゆうげん	お家ついたら
12:05	ゆうげん	少し電話しよ
12:05	ゆうげん	その後少し休憩するね
12:05	あすか 11/19 8/11	在宅勤務にしてほしいね、、
12:06	あすか 11/19 8/11	無理かな、、
12:06	ゆうげん	"行けるやろ
6針やで"
12:06	あすか 11/19 8/11	PayPayそんなにか
12:06	あすか 11/19 8/11	してもらえたらいいな、、
12:06	あすか 11/19 8/11	28日晩に大阪来てもらうのも心配、、
12:07	あすか 11/19 8/11	電話おっけ！
12:07	あすか 11/19 8/11	無理しないでね
12:07	ゆうげん	チャリも買わないと
12:07	ゆうげん	やっすいのかお
12:08	ゆうげん	今月のお給料分
12:08	ゆうげん	15位ままに送るね
12:09	あすか 11/19 8/11	自転車買おうね
12:09	ゆうげん	ドンキに売ってるから
12:09	あすか 11/19 8/11	これから自転車より一層気をつけてね
12:09	ゆうげん	それかうわ
12:09	ゆうげん	もちろん
12:09	あすか 11/19 8/11	昼間でもだよ
12:09	ゆうげん	もう二度とごめんや
12:10	あすか 11/19 8/11	ほんとは自転車やめて欲しいくらいよ、、でも不便なのわかるか、、ほんと気をつけて
12:10	ゆうげん	うん
12:10	ゆうげん	梛ねてえうの?
12:10	ゆうげん	ねてるの?
12:13	あすか 11/19 8/11	ありがと！
12:13	あすか 11/19 8/11	なぎ起きてるよ
12:13	あすか 11/19 8/11	13時過ぎかな、寝るの
12:17	ゆうげん	☎ 通話時間 2:36
12:17	ゆうげん	めちゃ
12:17	ゆうげん	おもい
12:17	あすか 11/19 8/11	だね
12:18	あすか 11/19 8/11	今駅？
12:19	ゆうげん	そそ
12:23	ゆうげん	帰るよー
12:27	あすか 11/19 8/11	気をつけてね
12:27	ゆうげん	もちもち
12:28	あすか 11/19 8/11	おうち帰ったら何か食べるの？
12:34	ゆうげん	パスタかな
12:34	ゆうげん	何送ってくれたっけ
12:42	あすか 11/19 8/11	チンするごはんかな
12:43	ゆうげん	それで
12:43	ゆうげん	カレーくおかな
12:45	あすか 11/19 8/11	あ、えっとね、、
12:45	あすか 11/19 8/11	なんか味着いたご飯
12:48	あすか 11/19 8/11	今どの辺？もうお家つくかな
12:49	ゆうげん	もう着くよ
12:53	ゆうげん	着いたよ
12:53	ゆうげん	シャワー浴びよ
12:57	あすか 11/19 8/11	おかえり
12:57	あすか 11/19 8/11	先シャワー浴びるんね
12:57	あすか 11/19 8/11	傷気をつけてね
12:57	ゆうげん	ね
12:58	ゆうげん	病院で汗ビショになった
12:58	あすか 11/19 8/11	暑かったんか
12:58	ゆうげん	汗ビショよ
12:58	あすか 11/19 8/11	ほんと傷気をつけて
12:58	あすか 11/19 8/11	洗うんよ
12:58	ゆうげん	うん
12:58	ゆうげん	もちろん
12:58	あすか 11/19 8/11	手洗いうがい済ませた？
12:58	あすか 11/19 8/11	もう浴室かな
13:00	ゆうげん	いまからよー
13:00	あすか 11/19 8/11	そうなんやね
13:01	あすか 11/19 8/11	いってらっしゃい
13:15	ゆうげん	シャンプーしみしみ
14:05	ゆうげん	お風呂出て
14:05	ゆうげん	洗濯干して
14:05	ゆうげん	カレーやってる
14:48	ゆうげん	ちょっと
14:48	ゆうげん	寝るね
14:48	ゆうげん	めっちゃ眠い
16:01	あすか 11/19 8/11	パパごめん寝ちゃってた
16:01	あすか 11/19 8/11	大丈夫？
16:01	ゆうげん	横になってるよ
16:01	ゆうげん	大丈夫
16:01	ゆうげん	まだ寝れてない
16:05	ゆうげん	ゆっくりできて
16:05	ゆうげん	良かった
16:09	あすか 11/19 8/11	寝れてないんか
16:09	あすか 11/19 8/11	寝付けない？大丈夫？
16:09	あすか 11/19 8/11	横にはなってた？
16:10	ゆうげん	横になってるよ
16:10	ゆうげん	でもそろそろ寝そう
16:10	ゆうげん	ねみ
16:10	あすか 11/19 8/11	ナギと一緒にお昼寝しちゃった
16:10	ゆうげん	全然おっけい
16:10	あすか 11/19 8/11	そかそか、ゆっくり休んでね
16:10	ゆうげん	ゆっくりできて
16:10	ゆうげん	良かった
16:10	ゆうげん	あすか
16:10	ゆうげん	大好きだよ
16:10	あすか 11/19 8/11	私も大好きよ
16:10	ゆうげん	ぎゅ
16:10	あすか 11/19 8/11	はやくゆーくんのこと抱きしめたい
16:11	ゆうげん	抱きしめてーーーー
16:11	あすか 11/19 8/11	そばにいられたら抱きしめながら寝たのに
16:11	あすか 11/19 8/11	ちゃんと寝て身体休めてね
16:39	ゆうげん	うん
16:39	ゆうげん	ありがとう
16:39	ゆうげん	東京は2度やって
16:40	あすか 11/19 8/11	寒、、大丈夫？
16:40	ゆうげん	まあ
16:40	ゆうげん	暖房and布団やから
16:40	ゆうげん	全然
16:40	あすか 11/19 8/11	そかそか
16:40	あすか 11/19 8/11	寝れないの？
16:40	ゆうげん	ねます
16:41	あすか 11/19 8/11	しんどくないならいいんだけど
16:41	ゆうげん	ついでにナギのプレゼントは
16:41	あすか 11/19 8/11	"無理して寝ることないけど
眠いならしっかり寝て身体休めてね"
16:41	ゆうげん	鍵につけた
16:41	あすか 11/19 8/11	おにぎり？
16:41	あすか 11/19 8/11	おお（笑）
16:41	ゆうげん	hender梅おにぎり
16:42	あすか 11/19 8/11	ミスマッチ
16:42	あすか 11/19 8/11	でもよかった、いつも持ってるものにつけて貰えて
16:43	ゆうげん	当たり前
16:43	ゆうげん	宝よ
16:51	あすか 11/19 8/11	いらんって言う人は言うだろうし
16:52	あすか 11/19 8/11	"パパがそう言ってくれて
嬉しい"
19:06	あすか 11/19 8/11	寝れてるんかな
19:06	あすか 11/19 8/11	大丈夫？
19:06	ゆうげん	大丈夫
19:07	ゆうげん	布団でねてた
19:07	あすか 11/19 8/11	少しは寝れたんやね
19:07	あすか 11/19 8/11	良かった
19:08	あすか 11/19 8/11	さっきね、ひろみがナギにいっぱい服買って持ってきてくれた
19:08	あすか 11/19 8/11	クリスマスプレゼント
19:52	ゆうげん	おおl
19:52	ゆうげん	どんなん??
20:10	あすか 11/19 8/11	また明日写真撮る！
20:10	あすか 11/19 8/11	かわいかったよ
20:11	あすか 11/19 8/11	アプレレクールの
20:11	あすか 11/19 8/11	晩ご飯食べた？
20:11	あすか 11/19 8/11	ちゃんとお家いる？
20:11	ゆうげん	おうちで
20:11	ゆうげん	お粥食べた
20:12	あすか 11/19 8/11	お粥食べたのね！買いにいったの？
20:12	ゆうげん	備蓄であった!
20:13	あすか 11/19 8/11	そうなんやね
20:14	あすか 11/19 8/11	よかった
20:15	あすか 11/19 8/11	今日私もお昼お粥食べたよ
20:15	あすか 11/19 8/11	もうちょいしたらお風呂連れて行ってくるね
20:15	あすか 11/19 8/11	パパ元気？
20:15	ゆうげん	一緒ね
20:16	ゆうげん	げんきよ
20:17	あすか 11/19 8/11	"お粥に入れたいもの
第一位なに？"
20:17	あすか 11/19 8/11	よかった
20:18	ゆうげん	うめ!
20:19	あすか 11/19 8/11	"梅か！
他やったら何いれる？
鮭とかかつおとか海苔の佃煮とか？"
20:38	ゆうげん	佃煮いいね
20:43	ゆうげん	レモン風味作ってよ笑
21:03	あすか 11/19 8/11	何を言いたかったかと言うとね、柿の種お粥に入れたら美味しいの笑
21:03	あすか 11/19 8/11	え、お粥のレモン風味？
21:09	ゆうげん	え
21:09	ゆうげん	わさびあじ??
21:16	ゆうげん	大阪で
21:16	ゆうげん	一緒に試してみよ！
22:00	あすか 11/19 8/11	なぎ寝たよ
22:00	あすか 11/19 8/11	"食べたことあるのは
普通の柿の種"
22:00	あすか 11/19 8/11	わさび味もおいしそう！
22:00	あすか 11/19 8/11	試してみよ
22:01	あすか 11/19 8/11	パパお家いる？寝てる？
22:22	あすか 11/19 8/11	寝てるのかな，大丈夫？

2021/12/26(日)
00:00	ゆうげん	ねてたよ
00:37	ゆうげん	ナギの
00:37	ゆうげん	梅おにぎり
00:37	ゆうげん	握ってる
01:44	あすか 11/19 8/11	寝てたんね
01:44	あすか 11/19 8/11	なんか夜は余計そわそわ
01:45	あすか 11/19 8/11	梅おにぎり握ってるの？かわいい、、
08:52	あすか 11/19 8/11	パパおはよ
08:53	あすか 11/19 8/11	大丈夫？
09:37	ゆうげん	おはよーーー
09:37	ゆうげん	今起きた
09:37	ゆうげん	めっちゃ寝てた
09:38	あすか 11/19 8/11	おはよ
09:39	あすか 11/19 8/11	パパ元気？
09:39	あすか 11/19 8/11	いっぱい寝れたみたいでよかった
09:39	ゆうげん	頭の傷だいぶマシになった
09:39	ゆうげん	きのうまではちょっと当たるだけでズキズキやったけど
09:39	ゆうげん	今はズキズキあんまりない
09:39	あすか 11/19 8/11	それはよかった
09:40	あすか 11/19 8/11	シャンプーはしみるって言ってたね
09:40	ゆうげん	それもマシになってたらいいな
09:40	ゆうげん	あと2日で会えるぅ
09:40	あすか 11/19 8/11	抜糸するまでに傷良くなるといいね
09:40	あすか 11/19 8/11	会えるまでそわそわ、、
09:41	あすか 11/19 8/11	出社とかどうなった？
09:41	あすか 11/19 8/11	まだわかんないか
09:41	ゆうげん	まだなんも言われてないな
09:42	あすか 11/19 8/11	来週も月火出社予定やった？
09:42	ゆうげん	そそ
09:42	あすか 11/19 8/11	在宅勤務だといいな、、
09:43	ゆうげん	ね
09:43	ゆうげん	でも頭ぬったんやから
09:44	ゆうげん	行けるやろ(holding nose)
09:44	あすか 11/19 8/11	"今日どうなるか決まらないと
もう明日月曜だよね"
09:44	あすか 11/19 8/11	そだね、、
09:45	ゆうげん	なぎちゃんおにぎり
09:45	ゆうげん	リアルで食べたいな
09:45	ゆうげん	作ってくれへんかな
09:48	あすか 11/19 8/11	"お米握らせてみる？
握る前に食べそうやけど"
09:48	ゆうげん	食べそう笑
09:48	あすか 11/19 8/11	ね、食べそうよね（笑）
09:48	ゆうげん	でもママがにぎにぎしたらいけそ
09:48	あすか 11/19 8/11	真似するかな？
09:49	ゆうげん	やってみよう
09:49	あすか 11/19 8/11	"こんな小さい子がおにぎり
握るとかかわいすぎる（笑）"
09:49	ゆうげん	癒し
09:49	ゆうげん	梅おにぎりのなぎ
09:50	あすか 11/19 8/11	"でも梅はこわいな（笑）
食べてしもたら、、"
09:51	ゆうげん	あ
09:51	ゆうげん	おにぎりはプレーンで
09:51	あすか 11/19 8/11	でも、、
09:52	あすか 11/19 8/11	"おにぎり握るの覚えたら
普段のご飯でも遊びそう（笑）"
09:56	ゆうげん	あー
09:56	ゆうげん	その後ちゃんと食べよ
09:56	ゆうげん	パクパクー
10:05	あすか 11/19 8/11	最近スプーンで上手に食べるようになったからなぁ
10:06	あすか 11/19 8/11	あ、でも、梛手汚れたら拭いてって言うで😂
10:06	ゆうげん	お上品になりおって
10:13	あすか 11/19 8/11	そういえば
10:13	あすか 11/19 8/11	キネティックサンド？やっけ？
10:13	あすか 11/19 8/11	"買ったの？段ボールに
入ってた気が"
10:14	ゆうげん	そうそう
10:14	ゆうげん	かなり前やけどね
10:19	あすか 11/19 8/11	そうなんやね！
10:19	あすか 11/19 8/11	ありがとう
10:19	あすか 11/19 8/11	今日大阪めっちゃ寒いけど東京は？
10:22	ゆうげん	暖房部屋からまだ出てないから
10:22	ゆうげん	わからん笑
10:45	あすか 11/19 8/11	そうなんやね
10:45	あすか 11/19 8/11	今日大阪特別寒い
10:45	ゆうげん	今からお風呂はいる
10:45	あすか 11/19 8/11	雪降るかなぁ
10:45	ゆうげん	あっためないと
10:46	ゆうげん	ゆきか
10:46	ゆうげん	なぎにみせてあげたい
10:46	あすか 11/19 8/11	頭気をつけてね
10:46	あすか 11/19 8/11	"ね、雪降ったら
外行ってみせてあげたい"
10:46	あすか 11/19 8/11	もう髪の毛普通に洗ってるの？
10:46	あすか 11/19 8/11	傷ら辺は優しくって感じ？
10:46	ゆうげん	傷口以外は普通よ
10:46	ゆうげん	そそ
10:47	あすか 11/19 8/11	なるほどなるほど
10:47	あすか 11/19 8/11	 傷の場所はっきり分かるの？
10:48	ゆうげん	"わかる
縫ったっていうか"
10:48	ゆうげん	ホッチキスみたいなので
10:48	ゆうげん	止めてる方
10:48	ゆうげん	触ったらわかる
10:48	ゆうげん	映画
10:48	あすか 11/19 8/11	そかそか、こわ、、
10:48	ゆうげん	みたい
10:48	あすか 11/19 8/11	映画？
10:48	ゆうげん	映画デート
10:49	あすか 11/19 8/11	映画、2日前から席とれるらしい
10:49	ゆうげん	もうそろそろ取れるね
10:49	あすか 11/19 8/11	明日かな
10:50	ゆうげん	何時にする?
