1	出会った時くらいは45あったと思うんよなぁ
09:40	あすか 11/19 8/11	"会えた時にすればいい。
それじゃあ乗り越えられんよ。
いつ会えるかもわかんない。
それで苦しんでるのは
ゆー君だけじゃないもん。

ゆーくんを責めたいとかじゃなくて、私なりに考えてゆー君と上手くやっていく方法を探ってて。それに対して意見や提案がほしいだけなの。
ゆー君が自分のしたいこと、やらなあかん事に時間を使いたいのはもうわかってる。
だからそこじゃなくて、
そっかそっかって。
そんなふうに考えてたんやねって。無理せず一緒にがんばっていこうねって。
やりたいことやらなあかん事がある時はいうねって。
寄り添うというか、もっとこうしていこうねって話したかっただけ。"
09:41	あすか 11/19 8/11	"努力して寄り添ってくれてる
時があるのもわかってる。
気付いてるのに素直に喜べ
なくてごめん。

先のことって言葉でどう言って
くれてても実際どうなるかわかんないから不安になってしまう。

ごめんね。いろいろ。"
09:55	あすか 11/19 8/11	"隣でナギがグズっててもどうにかなだめて話し合いしたかったのは、中途半端な感じで終わってモヤモヤしたままおると梛にあたってしまうから。

会えなきゃ、一緒にいれなきゃ、どうにもできないこともある。でも会えなくても上手くやっていくためにどうしていくかは話し合えるよ？

どっちかだけが頑張るんじゃなくて、どんなこともお互いに努力してお互いに思いやりもっていられる状態が一番いいよね。

俺ばっかり。私ばっかり。
これは絶対だめよね。
寄り添いあって一緒に乗り越えて行ける関係がいいよ。

最近ほんと自信喪失しててさ。
喧嘩もしたくないの。
ちょっと感情的に言っちゃったら、嫌われてないかとかイライラさせてしまった…とか思ってすぐに謝っちゃう。
ごめんって思うから謝ってるけどね。

怒ったり謝ったり
どっちやねんめんどくさいなぁ

て思ったやろうなって。

ごめんね。"
10:00	あすか 11/19 8/11	"ゆー君と一緒にいる時の
自分が好きやなーて
思えてたけど、
だんだんそれが薄れちゃって。
結局顔色伺ってあれこれ
我慢して定期的に爆発して…
ていう自分になってしまって。
それが嫌なの。
どうにかしたい。。"
10:25	ゆうげん	寄り添えるように
10:25	ゆうげん	俺も頑張る
10:26	ゆうげん	"ただ
こう
寄り添う言葉を言っても
前ほどあすかには届いてないと感じる"
12:41	あすか 11/19 8/11	"それは自分でも感じてる。
色んなことが積み重なって
素直に喜べなくなってるなって、、ごめん"
13:05	ゆうげん	お互いに
13:05	ゆうげん	色々慣れちゃってるから
13:06	ゆうげん	"俺もやし
もっとあすかのこと"
13:06	ゆうげん	日頃やって貰ってること感謝しなあかん
13:13	あすか 11/19 8/11	"慣れてる部分もあるし、
逆に未だに言葉でどれだけ
言ってくれても本当に
そうなるかわかんないって
思ったりすると素直に
嬉しいって思えないことも
あったりする。"
13:14	あすか 11/19 8/11	お互いどうしても自分がやってることに目行きがちやけど、してもらってる事感謝しなきゃよね
13:14	あすか 11/19 8/11	今ごはん終わって落ち着いてるからもしいけそうな時間あったらビデオ通話てあげてほしい
13:16	ゆうげん	今外や
13:16	ゆうげん	荷物取りに行ったりしてる
13:16	ゆうげん	14:00から病院
13:19	ゆうげん	帰ったら言うね
13:20	あすか 11/19 8/11	そかそか
13:20	あすか 11/19 8/11	あれ、病院は午前中じゃなかったっけ？？
13:20	あすか 11/19 8/11	うん、ありがとう
13:21	ゆうげん	11:00に行ったら満杯で午後にお願いって言われた
13:21	ゆうげん	12:00までやったから
13:21	ゆうげん	14:00に再開って
13:22	あすか 11/19 8/11	そうなんやね
13:22	あすか 11/19 8/11	気をつけてね
13:22	あすか 11/19 8/11	"今日ナギちゃん珍しく
自転車で寝たから
お昼寝しない気がする"
13:22	ゆうげん	自転車でどれくらい寝てたの?
13:23	あすか 11/19 8/11	"スーパーで買い物中も寝てたからトータル30~40分かな？
ちょっと遠めのスーパー行ってた"
13:23	あすか 11/19 8/11	また後でバースデーだけ行かなきゃ
13:33	ゆうげん	寒いから
13:33	ゆうげん	気をつけてね
13:33	ゆうげん	ママも休めるときに
13:33	ゆうげん	休みや
13:54	あすか 11/19 8/11	うん、ありがとう
13:54	あすか 11/19 8/11	母仕事早めに帰ってくるらしいからいけそうやったら乗せていってもらおかな
13:54	ゆうげん	無理せず
13:54	ゆうげん	頼れるもん頼りーや
13:55	あすか 11/19 8/11	うん、いけそうやったら頼る
13:55	あすか 11/19 8/11	もう病院？
13:55	ゆうげん	今向かってる
13:55	ゆうげん	あるきでいってる
14:01	あすか 11/19 8/11	そかそか、今日は検査？やっけ？
14:02	ゆうげん	検査やね
14:02	ゆうげん	治療は平日しかやってない
14:03	あすか 11/19 8/11	そうなんか
14:03	あすか 11/19 8/11	どんな検査するの？
14:04	ゆうげん	普通に問診やとおもい
14:04	ゆうげん	う
14:09	あすか 11/19 8/11	そかそか
14:12	あすか 11/19 8/11	耳鼻科も風邪の症状で行く人多いから気をつけてね
14:12	ゆうげん	もちろん
14:12	あすか 11/19 8/11	隠れコロナとか、、ね、
14:12	ゆうげん	ますくにじゅう
14:12	あすか 11/19 8/11	2じゅうにしてるの？
14:13	ゆうげん	あべのますくの上にママから貰ったマスク
14:21	あすか 11/19 8/11	あべのますくまだ持ってたの？
14:28	ゆうげん	まだ未開封1個あった
14:31	あすか 11/19 8/11	そうなんか！
14:31	あすか 11/19 8/11	懐かしいあべのますく
14:31	ゆうげん	あついわぁ
14:31	ゆうげん	ダブルますく
14:31	ゆうげん	結構混んでるから
14:31	ゆうげん	外で待ってる
14:40	あすか 11/19 8/11	まだ待ってるの？
14:40	あすか 11/19 8/11	めっちゃ多いんやね
14:41	ゆうげん	もう呼ばれるわ
14:41	あすか 11/19 8/11	そかそか
14:41	あすか 11/19 8/11	混んでるのややね
14:41	ゆうげん	ね
14:41	ゆうげん	あとでランニングしよかな
14:51	あすか 11/19 8/11	うん、気をつけていっておいで
15:03	ゆうげん	かえるよー
15:06	あすか 11/19 8/11	問診だけだったのー？
15:06	ゆうげん	来週火曜にレーザー治療する予約した
15:14	あすか 11/19 8/11	レーザー治療ってどんなことするん？？
15:16	ゆうげん	粘膜焼くの
15:18	あすか 11/19 8/11	"それしたらどうなるんー？
鼻通りとかに関係するの？"
15:21	ゆうげん	鼻水出なくなる
15:21	ゆうげん	って
15:26	あすか 11/19 8/11	鼻水出ないって大丈夫なん？
15:27	ゆうげん	全部じゃなくて過剰な鼻水が出なくなるらしい
15:28	あすか 11/19 8/11	今ちらっとレーザー治療どんなのか見てきた
15:28	あすか 11/19 8/11	鼻詰まりに効果あるんやね
15:34	ゆうげん	最近鼻のせいで全然集中力出来へんからな
15:40	あすか 11/19 8/11	手術もしたのになかなかよくならんね
15:40	あすか 11/19 8/11	今おうち？
15:43	ゆうげん	いっかおうち帰って
15:43	ゆうげん	またメルカリ出しに行ってる
15:43	ゆうげん	も1個売れた
15:47	あすか 11/19 8/11	すごいね、何ウレタン？
15:57	ゆうげん	ベスト
15:58	あすか 11/19 8/11	そうなんや！ついさっき売れたの？
15:58	あすか 11/19 8/11	どんどんすごいね
16:01	ゆうげん	まあ家電とか高いから
16:01	ゆうげん	すぐお金飛ぶけどな
16:03	ゆうげん	バルミューダとかレンジほぼ5万やし
16:04	あすか 11/19 8/11	ほんとにいらなくなった服売ってるん？
16:04	ゆうげん	どういうこと?
16:05	ゆうげん	まあいる服も今1番高く売れるっていうのは売ったりするけど
16:06	あすか 11/19 8/11	いらないって思った服を売ってるのか、着るけどもう売ってもいいかーくらいのを売ってるのか、どうなんかなーて
16:06	ゆうげん	どっちも
16:06	あすか 11/19 8/11	どっちもなんやね
16:07	あすか 11/19 8/11	"売って大丈夫？
まぁ必要なのはおいてるやろうけど、、"
16:07	ゆうげん	全然大丈夫
16:07	ゆうげん	必死は売らないから
16:23	あすか 11/19 8/11	それならよかった
16:23	あすか 11/19 8/11	無理せんよにね
16:25	ゆうげん	もちろん
16:40	あすか 11/19 8/11	ねんむ
16:40	あすか 11/19 8/11	今日なぎ早起きやったこ
17:01	ゆうげん	何時に起きたん??
17:01	ゆうげん	今電話できるで
17:07	あすか 11/19 8/11	6:30すぎくらい
17:36	あすか 11/19 8/11	[写真]
18:02	あすか 11/19 8/11	[写真]
18:03	あすか 11/19 8/11	☎ 通話時間 56:28
19:11	ゆうげん	お刺身全然売ってないって言うね
19:22	あすか 11/19 8/11	ありゃま、、
19:22	あすか 11/19 8/11	何買ったの？
19:27	ゆうげん	酢飯の元はかった
19:27	ゆうげん	カニカマと卵
19:27	ゆうげん	カニカマ丼
19:27	ゆうげん	[スタンプ]
19:31	あすか 11/19 8/11	そんなに売ってないことあるんやなぁァ
19:31	あすか 11/19 8/11	納豆くらい食べとき
19:31	あすか 11/19 8/11	[スタンプ]
19:32	ゆうげん	あんねんけど
19:32	ゆうげん	やたら高いのとか
20:19	ゆうげん	なぎかわい
20:21	あすか 11/19 8/11	高かったんか、、
20:22	あすか 11/19 8/11	絵のナギちゃん？？
20:26	ゆうげん	そそ
20:26	ゆうげん	かわい
20:26	ゆうげん	ママも可愛
20:26	ゆうげん	でも細い
20:43	あすか 11/19 8/11	ね、なぎかわいぃぃ
20:44	あすか 11/19 8/11	顎細いよな（笑）
20:44	あすか 11/19 8/11	打ち合わせどうする？？？
20:45	ゆうげん	まあ4日は厳しい
20:46	あすか 11/19 8/11	そうよな、4日出社よね？
20:46	ゆうげん	お昼だけとかなら
20:47	ゆうげん	行ける
20:47	あすか 11/19 8/11	でもゆーくんしっかりお昼取らなきゃやし1時間は意外とあっという間やから12の方が良いかもね
20:47	ゆうげん	でもそれやと襲い
20:48	ゆうげん	おそい
20:48	ゆうげん	多少くい込んでもいいから
20:48	ゆうげん	俺としては早い方がいい
20:48	あすか 11/19 8/11	早くがいい気持ちはわかるけど
20:48	あすか 11/19 8/11	お昼抜きは許さん
20:48	ゆうげん	いや
20:48	ゆうげん	食べながら
20:48	あすか 11/19 8/11	😡
20:48	あすか 11/19 8/11	食べながらならいい
20:49	あすか 11/19 8/11	あら
20:49	あすか 11/19 8/11	12ぽいよ
20:49	ゆうげん	あら
20:49	ゆうげん	まっま
20:49	ゆうげん	ケンタッキー食いたい
20:49	あすか 11/19 8/11	え、めっちゃわかる
20:49	ゆうげん	なんか唐突に食いたくなった
20:50	あすか 11/19 8/11	KFC
20:51	ゆうげん	[写真]
20:51	ゆうげん	エビフライあるんか
20:52	あすか 11/19 8/11	そんなんあったっけ？？おいしそ
20:52	あすか 11/19 8/11	[写真]
20:52	あすか 11/19 8/11	これもやばい
20:52	ゆうげん	あー
20:52	ゆうげん	納豆カニカマ酢飯しか食べてないから
20:52	ゆうげん	美味しそう
20:53	ゆうげん	もうお風呂入った？
20:53	あすか 11/19 8/11	これは食欲そそられるよね
20:53	あすか 11/19 8/11	うん，お風呂入って寝室におる
20:54	ゆうげん	ほななぎちゃん寝るまでにお風呂入ろうかな
20:54	あすか 11/19 8/11	🛁
20:54	あすか 11/19 8/11	🙆🏼‍♀️
20:57	ゆうげん	なぎは日に日に
20:57	ゆうげん	あばれる君やな
20:57	ゆうげん	大きなってるの実感して
20:57	ゆうげん	感慨深い
20:58	ゆうげん	よく親孝行しなとか言うけど
20:58	ゆうげん	こうやってすくすく大きくなっていってる、それだけで
20:58	ゆうげん	親孝行
21:20	あすか 11/19 8/11	どしたの急に
21:20	あすか 11/19 8/11	でもそうよね
21:21	あすか 11/19 8/11	ほんとに、すくすく元気に育ってくれてるだけで親孝行
21:21	あすか 11/19 8/11	なぎ寝たよ
21:23	ゆうげん	お疲れ様
21:23	ゆうげん	もうちょいで出るね
21:26	あすか 11/19 8/11	しっかり温まってね
21:34	ゆうげん	あったまった
21:42	ゆうげん	おちついたよ
21:45	あすか 11/19 8/11	[スタンプ]
21:46	ゆうげん	ケンタッキー食べたすぎたから
21:46	ゆうげん	酢飯おかわりしてる
21:50	あすか 11/19 8/11	酢飯だけ？？？？？
21:50	ゆうげん	カニカマ
21:50	ゆうげん	さみし
21:50	あすか 11/19 8/11	それは寂しい、、
21:51	ゆうげん	もっと
21:51	ゆうげん	ごっつい
21:51	ゆうげん	海鮮丼食いたい
21:51	あすか 11/19 8/11	わぁぁ
21:51	あすか 11/19 8/11	食べたすぎる海鮮丼
21:51	ゆうげん	今は食が楽しみやから
21:52	ゆうげん	ママと一緒に食べたいな
21:52	あすか 11/19 8/11	ほんとにね
21:52	あすか 11/19 8/11	一緒にご飯食べたい
21:53	ゆうげん	なぎとも
21:53	ゆうげん	食べたい
21:54	あすか 11/19 8/11	なぎ最近ごはんよりパンとかお菓子ほしがる
21:54	あすか 11/19 8/11	もっと色々作ってあげなきゃなぁ
21:54	あすか 11/19 8/11	[写真]
21:55	あすか 11/19 8/11	海鮮丼
21:55	あすか 11/19 8/11	[写真]
21:55	あすか 11/19 8/11	[写真]
21:55	あすか 11/19 8/11	この辺の写真見たらまた髪伸ばして巻いたりアレンジしたりしたくなる
21:55	ゆうげん	梅田か
21:55	ゆうげん	懐かしい
21:56	あすか 11/19 8/11	海鮮丼で1番に思い出すこの写真（笑）
21:57	ゆうげん	"うなぎは京都
チョコは京都北浜
海鮮丼は梅田
お好み焼き→？
たこ焼き→？"
21:59	あすか 11/19 8/11	お好み焼きじゃないけどもんじゃは思い出深い（笑）
21:59	あすか 11/19 8/11	たこ焼きは北助松（笑）
22:02	ゆうげん	もんじゃは浅草
22:03	あすか 11/19 8/11	"ゆー君あのもんじゃのとき
おもしろかった"
22:04	ゆうげん	あれはもうギャグよね
22:06	あすか 11/19 8/11	[動画]
22:06	あすか 11/19 8/11	これね
22:07	ゆうげん	もうね
22:07	ゆうげん	あたおか
22:07	ゆうげん	馬鹿野郎
22:13	あすか 11/19 8/11	そんなに？？笑
22:14	あすか 11/19 8/11	おもしろくていい思い出
22:16	ゆうげん	こぼれるのわかってて
22:16	ゆうげん	それでも注いでしもた
22:16	ゆうげん	これまたリベンジしたい
22:17	あすか 11/19 8/11	これって正解はどんなんなんやろ
22:17	ゆうげん	キャベツに少し元をかけて壁固めて
22:18	ゆうげん	真ん中入れていくんやと思い
22:18	ゆうげん	う
22:21	あすか 11/19 8/11	そうなのか
22:21	あすか 11/19 8/11	めっちゃ難そうよね（笑）
22:24	ゆうげん	今度おうちでやってみよ
22:24	ゆうげん	ブルーノもあるそ
22:24	ゆうげん	し
22:24	ゆうげん	いっぱい料理したいな
22:25	ゆうげん	"ご飯食べて
ナギと遊んで
家族でお風呂入って
ナギと遊んで
なぎ寝かせて
ママと晩酌して"
22:25	ゆうげん	最高の午後の過ごし方
22:27	あすか 11/19 8/11	いいねぇぇぇ
22:28	ゆうげん	んでママ寝たらホビールームで撮影
22:28	あすか 11/19 8/11	私寝てからなの？遅くなるよ
22:28	ゆうげん	"金曜土曜想定

朝は早く起きて家族で屋上でラジオ体操"
22:29	ゆうげん	さむ
22:29	あすか 11/19 8/11	ラジオ体操（笑）
22:29	あすか 11/19 8/11	客観的に見たらやばすぎ
22:29	あすか 11/19 8/11	わらう
22:29	ゆうげん	そのための屋上
22:29	あすか 11/19 8/11	最近髪伸ばすか短めキープかめっちゃ悩んでる
22:29	あすか 11/19 8/11	え、ラジオ体操のための屋上…笑笑
22:29	ゆうげん	肩くらいでし止めよ
22:33	あすか 11/19 8/11	[写真]
22:33	あすか 11/19 8/11	[写真]
22:33	あすか 11/19 8/11	[写真]
22:33	あすか 11/19 8/11	[写真]
22:33	あすか 11/19 8/11	この時くらいかなぁ
22:34	ゆうげん	そそ
22:34	ゆうげん	1番可愛かった時
22:36	あすか 11/19 8/11	なんやそれ
22:43	ゆうげん	やば
22:43	ゆうげん	ねてた
22:48	あすか 11/19 8/11	おやすみなさいませ
22:48	ゆうげん	まま
22:49	ゆうげん	また明日なぎちゃんとままと
22:49	ゆうげん	電話しよね
22:52	ゆうげん	☎ 通話時間 3:02
22:53	あすか 11/19 8/11	電話ありがと
22:53	ゆうげん	ううん
22:53	ゆうげん	また明日電話しよね
22:54	あすか 11/19 8/11	私も大好きって言いたかったタイミング逃した
22:54	あすか 11/19 8/11	うん、電話しよね
22:54	あすか 11/19 8/11	[スタンプ]
22:54	ゆうげん	[スタンプ]

2022/01/30(日)
09:28	ゆうげん	おはよう
09:32	あすか 11/19 8/11	おはよ
09:32	あすか 11/19 8/11	"今メイクしててさ、
梛大人しいなと思ったら"
09:32	あすか 11/19 8/11	[写真]
09:32	あすか 11/19 8/11	こんなとこ座ってテレビみてた
09:32	ゆうげん	寝すぎたよ
09:32	あすか 11/19 8/11	机（笑）
09:33	あすか 11/19 8/11	ゆっくり寝れたんかな
09:33	ゆうげん	口空いてんでなぎちゃん
09:33	ゆうげん	ねれすぎた
09:33	あすか 11/19 8/11	めっちゃ真剣
09:33	あすか 11/19 8/11	寝れすぎたか
09:33	あすか 11/19 8/11	今日は7:30頃起きた
09:41	ゆうげん	はやい
09:41	ゆうげん	なぎちゃんはやい
09:46	あすか 11/19 8/11	ね、曜日関係なく早起き
09:47	あすか 11/19 8/11	[動画]
09:47	あすか 11/19 8/11	[写真]
09:47	あすか 11/19 8/11	[動画]
09:47	あすか 11/19 8/11	[動画]
09:48	ゆうげん	めっちゃいい笑顔
09:48	ゆうげん	[写真]
09:48	ゆうげん	こわ
10:07	あすか 11/19 8/11	確かに怖い（笑）
10:08	あすか 11/19 8/11	これ今日じゃないからもうそこにウッディいない
10:08	ゆうげん	なぎちゃんがぬいぐるみ抱いてるの愛おしい
10:34	あすか 11/19 8/11	ね
10:35	あすか 11/19 8/11	ぬいぐるみ抱っこしたり寝かせたりご飯あげたり可愛すぎる
10:35	あすか 11/19 8/11	ぎゅーてしてるのめっちゃ可愛いよね
11:00	ゆうげん	早く会いたいな
11:40	あすか 11/19 8/11	ほんとにね
11:40	あすか 11/19 8/11	私もゆーくんに会いたいけど
11:40	あすか 11/19 8/11	梛にあってほしい
12:03	ゆうげん	今日お昼髪の毛あてにいくね
12:05	ゆうげん	いや会いたいよほんと
12:05	ゆうげん	汗びっしょりになるまで遊びたい
12:16	あすか 11/19 8/11	"酸熱？
色々気をつけてね"
12:16	ゆうげん	"さん熱

髪めっちゃパサパサ"
12:17	あすか 11/19 8/11	ゆー君なら冬でも汗びっしょりなれそ
12:17	あすか 11/19 8/11	そかそか、色々と気をつけるんだよ
12:17	ゆうげん	出社だけで汗びっしょりやのに
12:18	あすか 11/19 8/11	気をつけてって言葉2回もスルーすな
12:18	あすか 11/19 8/11	(emoji)
12:18	あすか 11/19 8/11	(emoji)
12:18	あすか 11/19 8/11	スタンプ間違えた
12:18	ゆうげん	それはもう大前提やもぬ
12:18	ゆうげん	[スタンプ]
12:19	あすか 11/19 8/11	2月中にピークアウトしてくれるかなぁ
12:19	あすか 11/19 8/11	🦠←ｺﾛﾅ
12:24	ゆうげん	ね
12:24	ゆうげん	ピークアウトして
12:24	ゆうげん	会いたい
12:24	ゆうげん	恵方巻きのバレンタインも一緒にしたかった
13:29	ゆうげん	帰ります
14:22	あすか 11/19 8/11	祈るしかない。。
14:22	あすか 11/19 8/11	ね
14:23	ゆうげん	ね
14:23	あすか 11/19 8/11	恵方巻きもバレンタインも一緒がいい
14:23	ゆうげん	全部家族一緒がいい
14:24	あすか 11/19 8/11	家族でごはん
14:24	あすか 11/19 8/11	家族でお風呂
14:24	あすか 11/19 8/11	家族で寝る
14:24	あすか 11/19 8/11	ああぁ。早くー
14:24	あすか 11/19 8/11	だね
14:26	あすか 11/19 8/11	最近スタバ飲みたい欲が。。
14:27	ゆうげん	当たり前を当たり前にしたいね
14:27	ゆうげん	スタバ今なにでてるん?
14:30	あすか 11/19 8/11	当たり前なんてないって思いながら当たり前のようなこと求めてる
14:30	あすか 11/19 8/11	[写真]
14:30	あすか 11/19 8/11	[写真]
14:31	あすか 11/19 8/11	ケーキ系もたかいけど美味しいしねスタバ
14:42	ゆうげん	あまそー
14:43	ゆうげん	でもなぎちゃんとも一緒に行って
14:43	ゆうげん	店員に媚び振りまいて欲しい
14:43	ゆうげん	んでサービスしてもらお
14:45	あすか 11/19 8/11	スタバはなんやかんや安定のがやっぱり美味しく感じる
14:45	あすか 11/19 8/11	いつから飲んでないやろ。。
14:46	あすか 11/19 8/11	あの、妊婦の時にゆー君と飲んだの幸せやった（笑）
14:46	ゆうげん	いつやっけ
14:46	ゆうげん	一緒に飲んだの
14:47	あすか 11/19 8/11	どこやっけあの
14:47	あすか 11/19 8/11	千葉？の方の
14:47	あすか 11/19 8/11	地名忘れた
14:47	ゆうげん	本八幡か
14:47	ゆうげん	そうやそうや
14:52	ゆうげん	もう2度と行かんであろう
14:52	ゆうげん	本八幡
14:53	あすか 11/19 8/11	それや
14:53	あすか 11/19 8/11	本八幡
14:54	あすか 11/19 8/11	"妊婦の時もいったし
1回だけなぎ連れても行った"
14:55	ゆうげん	またなぎとお出かけしたいなぁ
14:55	ゆうげん	無印っきたい
14:55	ゆうげん	いきたい
15:03	あすか 11/19 8/11	あの当時はちっちゃい赤ちゃんで大変やったけど今も動き回って大変やね（笑）
15:04	あすか 11/19 8/11	無印行きたいぃ
15:04	あすか 11/19 8/11	"アリオのとこ結構でかいから
色々置いてるしめっちゃいきたい"
15:06	ゆうげん	"今はほら
なぎちゃんいっぱい意思表示してくれるから"
15:06	ゆうげん	いくらでもついて行っちゃう
15:17	ゆうげん	あー
15:17	ゆうげん	当たり前に一緒にいたいーー
16:24	あすか 11/19 8/11	"全部ぜんぶ梛の言う通りに
動いたらやべぇことなるで（笑）"
16:25	あすか 11/19 8/11	同じ家で暮らしたいよね
16:25	あすか 11/19 8/11	ほんとに
16:25	ゆうげん	いっかいやべぇくらいやってみたい
16:27	あすか 11/19 8/11	"買ってない物の箱開けたり
お菓子変なとこ置いて散らかしたり用事ない方行ったり"
16:27	あすか 11/19 8/11	やべぇよ
16:36	ゆうげん	たのしそう
16:42	あすか 11/19 8/11	パパがいたらゆっくり買い物に集中できそ
16:42	ゆうげん	俺は
16:42	ゆうげん	なぎちゃん見守っとく
16:43	あすか 11/19 8/11	"それがあるかないかで
まじで買い物のハードル下がる"
16:43	あすか 11/19 8/11	ハードルかわる
16:43	ゆうげん	ね
16:43	ゆうげん	俺のいっかい
16:43	ゆうげん	1人でナギと買い物いきたい
16:47	あすか 11/19 8/11	やってみてほしい
16:48	あすか 11/19 8/11	1回なら楽しいかも（笑）
16:48	ゆうげん	意外と余裕かも
16:48	あすか 11/19 8/11	うん
16:48	あすか 11/19 8/11	意外と余裕よ
16:48	あすか 11/19 8/11	毎日とかほぼ毎日とかになると
16:48	あすか 11/19 8/11	今日あかん日みたいなのがある
16:50	ゆうげん	なるほど
16:52	ゆうげん	たしかに毎日だと
16:52	ゆうげん	あかん日ありそう
16:58	あすか 11/19 8/11	そうなのよ
16:58	あすか 11/19 8/11	だいぶ慣れたけどね
16:59	ゆうげん	まあそう言う大変なおも含めて
16:59	ゆうげん	2人がいいな
17:01	あすか 11/19 8/11	ぜひまた2人でスーパー行ってみて
17:04	ゆうげん	はじめてのおつかい
17:05	ゆうげん	後ろから追跡してみて笑
17:10	あすか 11/19 8/11	させてみたいよね
17:10	あすか 11/19 8/11	追跡必須で（笑）
17:10	ゆうげん	動画撮っといてな
17:11	あすか 11/19 8/11	"買い物してるナギを？
それとも追跡してるパパを？笑"
17:11	あすか 11/19 8/11	3歳とか、幼稚園行きだしてからやなぁ
17:19	ゆうげん	ふたりを笑
17:28	ゆうげん	まま
17:28	ゆうげん	ちゅ
17:28	あすか 11/19 8/11	上手く2人写せるかな（笑）
17:29	あすか 11/19 8/11	パパ
17:29	あすか 11/19 8/11	[スタンプ]
17:29	ゆうげん	この男の子だいぶ肩力んでる
17:45	あすか 11/19 8/11	嫌なんかな
17:45	あすか 11/19 8/11	ぎゅーされるの
17:45	ゆうげん	緊張やな
17:45	ゆうげん	お鍋作る
17:45	ゆうげん	低気圧か
17:46	ゆうげん	頭キューって痛い
17:46	ゆうげん	くう
17:47	あすか 11/19 8/11	雨降りそなの？
17:47	あすか 11/19 8/11	大丈夫？無理したアカンよ
17:47	あすか 11/19 8/11	今日はお鍋なんやね
17:52	あすか 11/19 8/11	[写真]
17:52	あすか 11/19 8/11	ナギちゃんピザで遊んでる
17:52	ゆうげん	曇ってるね
17:52	ゆうげん	あらなぎたん
17:52	ゆうげん	くそかわ
17:53	ゆうげん	ピザいいね一緒に作りたい
17:58	ゆうげん	1人用の
17:58	ゆうげん	ちっちゃい
17:58	ゆうげん	ブルーノかったから
17:58	ゆうげん	それで1人鍋
17:59	あすか 11/19 8/11	そかそか、無理せずゆっくりしてね
18:00	ゆうげん	あー
18:00	ゆうげん	ママと食べたい
18:00	あすか 11/19 8/11	月火水在宅やった？
18:00	ゆうげん	そそ
18:00	あすか 11/19 8/11	ピザとかうどんとか手作りして食べたいよねたまには
18:00	ゆうげん	ね
18:01	あすか 11/19 8/11	明日からも無理せずね
18:01	ゆうげん	今コロナの重傷者増えたってニュース来た
18:01	ゆうげん	はぁ
18:01	あすか 11/19 8/11	"ブルーノ買ったんや！
何鍋するの？"
18:01	ゆうげん	[写真]
18:01	ゆうげん	なーんだ
18:02	あすか 11/19 8/11	まぁ、コロナの人数増えてるから必然的に上がる気もするよね、、
18:02	あすか 11/19 8/11	こわいね、、
18:02	あすか 11/19 8/11	えーー、赤から？
18:02	ゆうげん	チゲですー
18:05	あすか 11/19 8/11	チゲ鍋かぁぁ
18:05	あすか 11/19 8/11	おいしそうだな
18:05	あすか 11/19 8/11	一緒に食べたい
18:06	ゆうげん	"まあ
ほうれん草豚肉に白菜入れただけやけど"
18:09	あすか 11/19 8/11	十分おいしそ
18:09	あすか 11/19 8/11	こんなブルーノあるのね
18:10	ゆうげん	[写真]
18:10	ゆうげん	かわいいで
18:10	ゆうげん	お鍋とかチーズフォンデュとか
18:10	ゆうげん	ほぼ普通のブルノと同じことできる
18:11	あすか 11/19 8/11	え、かわいい
18:11	あすか 11/19 8/11	チーズフォンデュしたすぎる
18:11	ゆうげん	上が鍋で
18:11	ゆうげん	したがIH
18:11	ゆうげん	上もIHも直火も行ける
18:11	ゆうげん	べんりー
18:12	あすか 11/19 8/11	それは便利ね
18:12	あすか 11/19 8/11	チーズフォンデュしよ
18:12	ゆうげん	しよしよ
18:13	あすか 11/19 8/11	チーズフォンデュ大好き
18:13	ゆうげん	何気したことないよね
18:13	あすか 11/19 8/11	ないかな？
18:13	あすか 11/19 8/11	めっちゃしたい
18:14	ゆうげん	やっぱりママはカフェにいてそうな女の子
18:15	ゆうげん	俺は280円の餃子と180円のレモンサワーが良く似合う
18:15	あすか 11/19 8/11	えー、でも私お酒に合うものも大好き
18:16	あすか 11/19 8/11	居酒屋とかのメニューだいすき
18:16	あすか 11/19 8/11	あっこいきたいなぁ
18:16	あすか 11/19 8/11	レモンサワーと餃子と唐揚げ？
18:16	ゆうげん	まだ残ってるかなぁ
18:17	ゆうげん	思い出のお店
18:17	ゆうげん	あそこも何回か行ったよね
18:18	あすか 11/19 8/11	出会ってから割と最初の方にも行ったしそこから何回も行った
18:18	あすか 11/19 8/11	美味しいあそこ
18:19	ゆうげん	ね
18:19	ゆうげん	あとキチリもいきたい
18:19	ゆうげん	交際前に回ったとこ行きたい
18:20	ゆうげん	北浜のチョコも焼肉もカレーもカヌレもサンドイッチも中華も
18:20	ゆうげん	コッペパン屋さんも
18:20	ゆうげん	いっぱい行ったなぁ
18:21	あすか 11/19 8/11	交際前は3回しか会ってないけど思い出いっぱいよね
18:21	あすか 11/19 8/11	初めて行ったのがキチリよね？
18:22	あすか 11/19 8/11	梅田でカレーたべた
18:22	ゆうげん	"ね
北浜は思い出の地や

キチリよね"
18:22	ゆうげん	中崎町ね
18:22	あすか 11/19 8/11	北浜はまじで思い出の地
18:22	ゆうげん	ぜひなぎちゃんと行こうね
18:22	あすか 11/19 8/11	ね、いこね
18:23	ゆうげん	まじ楽しみ
18:23	ゆうげん	いっぱい
18:23	ゆうげん	3人でおしゃれしていこ
18:27	あすか 11/19 8/11	[写真]
