1	ハイツみたいなんで
18:37	あすか 11/19 8/11	行けたら行く
18:39	ゆうげん	おね
18:39	あすか 11/19 8/11	外行くならお風呂も入られへんから
18:40	あすか 11/19 8/11	ちょっとわからんけど
18:41	あすか 11/19 8/11	相談してはみる
18:54	ゆうげん	お願い
18:54	ゆうげん	ありがとうね
19:42	あすか 11/19 8/11	"家の前に気配あったら
犬吠えるからさ"
19:42	あすか 11/19 8/11	"北助松で唾液とって
検査してからうち来た方が
いいんよね多分"
19:42	ゆうげん	せやね
19:42	あすか 11/19 8/11	"とりあえずなんとか
いけるようにはするけど"
19:53	ゆうげん	さて
19:53	ゆうげん	何食べよお腹空いた
20:17	あすか 11/19 8/11	いまどこおるのー？
20:17	ゆうげん	空港
20:17	あすか 11/19 8/11	空港か
20:18	あすか 11/19 8/11	食べるの気をつけてね
20:18	ゆうげん	コンビニと吉野家しかないわ
20:18	ゆうげん	もちもち
20:22	あすか 11/19 8/11	なぎ寝かせたらナギのご飯のストック作らな〜
20:22	あすか 11/19 8/11	洗い物も溜まってるわ
20:55	ゆうげん	あらら
20:55	ゆうげん	頑張らな
21:02	ゆうげん	さて
21:02	ゆうげん	明日はアイ工務店やっkr
21:03	ゆうげん	朝早いよな
21:08	あすか 11/19 8/11	明日は泉北ホームだよ
21:12	ゆうげん	あ
21:12	ゆうげん	15@00やっけ
21:18	あすか 11/19 8/11	？
22:54	あすか 11/19 8/11	関空ついてる？
22:55	ゆうげん	今降りたよ
22:55	ゆうげん	着陸から遅かった
22:55	あすか 11/19 8/11	そうなんやね
22:55	あすか 11/19 8/11	電車乗ったら教えてね〜
22:56	ゆうげん	うい
23:01	ゆうげん	21
23:01	ゆうげん	はつ
23:01	ゆうげん	おっそ
23:01	ゆうげん	20分またなあかん
23:02	あすか 11/19 8/11	ありゃま
23:24	ゆうげん	あと20分位で
23:24	ゆうげん	着くと思う
23:24	あすか 11/19 8/11	53分着だね多分
23:25	ゆうげん	"あ
そんな遅いんか"
23:31	あすか 11/19 8/11	いえす
23:32	あすか 11/19 8/11	[写真]
23:32	ゆうげん	ねむ
23:32	ゆうげん	ほんまや
23:32	あすか 11/19 8/11	ほんま眠
23:48	ゆうげん	のりかえ
23:48	ゆうげん	泉大津
23:49	ゆうげん	そそて
23:49	ゆうげん	そして
23:49	ゆうげん	またお腹が
23:49	ゆうげん	ラーメンのせいで
23:50	あすか 11/19 8/11	またラーメン
23:50	ゆうげん	セブンよりたい
23:50	あすか 11/19 8/11	結局なぎ一人で寝かせてるから
23:50	ゆうげん	あら
23:50	あすか 11/19 8/11	泣いてないか心配
23:50	ゆうげん	もう外でてるの?
23:50	あすか 11/19 8/11	出てくる数分前泣いて起きてた
23:50	あすか 11/19 8/11	今駅ついた
23:51	あすか 11/19 8/11	そして格好ミスってクソ寒い
23:51	ゆうげん	あら
23:51	ゆうげん	カーディガンあるよ
23:51	あすか 11/19 8/11	あと2分……
23:52	ゆうげん	俺もお腹がァ
23:52	あすか 11/19 8/11	なによりナギがぁぁ
23:53	ゆうげん	誰も見てくれないの？
23:53	あすか 11/19 8/11	明日母保育所の運動会で仕事朝早いらしいからもうリビングで横なってるし
23:53	あすか 11/19 8/11	弟たちはゲームしてるから
23:54	あすか 11/19 8/11	"早くしろ電車ぁぁ
53分すぎとるぅぅ"

2021/10/17(日)
17:21	あすか 11/19 8/11	パパ今週末もありがとう
17:22	あすか 11/19 8/11	気をつけてね
17:22	ゆうげん	こちらこそ
17:22	ゆうげん	またありがとうって言っておいてね
17:22	あすか 11/19 8/11	パパに言いたかったことあったけど
17:22	あすか 11/19 8/11	言えんかった
17:22	ゆうげん	お父さんお母さんにも
17:22	ゆうげん	ん?
17:22	ゆうげん	なんだー
17:22	あすか 11/19 8/11	うん、言っとくね
17:22	あすか 11/19 8/11	これは言ったけど、なんやかんや寂しいんだよってことと
17:23	あすか 11/19 8/11	大好きって言いたかったのこの週末のうちに
17:23	あすか 11/19 8/11	でもやっぱ恥ずかしかったや（笑）
17:23	ゆうげん	俺もちゃんと言えてなかった
17:23	ゆうげん	次ちゃんと言うよ
17:24	あすか 11/19 8/11	帰り際もめっちゃ言おうとしたの笑
17:24	あすか 11/19 8/11	でも恥ずかしいね、やっぱ笑
17:24	ゆうげん	俺は言えるで
17:24	あすか 11/19 8/11	言い慣れてるんやな😩
17:24	ゆうげん	ママやからやでー
17:25	あすか 11/19 8/11	いやほんとさ、なんやかんや寂しいのよ
17:26	ゆうげん	よしよそ
17:26	ゆうげん	し
17:28	ゆうげん	さっき撮った写真でいいのクレー
17:29	あすか 11/19 8/11	" 私自身寂しいのもあるけど、
パパおる方が私もナギに対して
穏やかにおれたりするし"
17:29	ゆうげん	余裕できるもんな
17:30	あすか 11/19 8/11	うん、そうやね
17:31	あすか 11/19 8/11	一緒に寝れるのもやっぱ嬉しいね！
17:32	ゆうげん	落ち着いて寝れるよ
17:32	あすか 11/19 8/11	私もぐっすり寝れた
17:32	ゆうげん	よかったよかった
17:33	ゆうげん	一緒ならなぎご飯も一緒に作れるもんね
17:33	あすか 11/19 8/11	そうだ
17:33	あすか 11/19 8/11	今日は作れるようにしなきゃ
17:33	ゆうげん	無理せずにね
17:33	ゆうげん	お金も頑張って作るから
17:34	ゆうげん	あまり無理に節約せずにね
17:34	あすか 11/19 8/11	[写真]
17:34	あすか 11/19 8/11	[写真]
17:34	あすか 11/19 8/11	[写真]
17:34	あすか 11/19 8/11	[写真]
17:34	あすか 11/19 8/11	[写真]
17:34	あすか 11/19 8/11	[写真]
17:34	あすか 11/19 8/11	[写真]
17:34	あすか 11/19 8/11	[写真]
17:34	あすか 11/19 8/11	誰かしら事故ってたりする笑
17:34	あすか 11/19 8/11	ありがとうね
17:35	ゆうげん	"夢のマイホーム
ある程度希望通ってよかった"
17:38	あすか 11/19 8/11	私もできることやっていくね
17:38	あすか 11/19 8/11	細かいところとかはこれからやし、まずローン通りますようにってとこやけど
17:39	あすか 11/19 8/11	北助松選んでくれてありがとう
17:39	ゆうげん	"まあ通るやろ
5000まん男やし"
17:39	あすか 11/19 8/11	アイコン変わってる(emoji)(emoji)
17:40	ゆうげん	可愛いなぎ晒さな
17:40	あすか 11/19 8/11	いい旦那さん捕まえましたねって（笑）松本さん面白い
17:40	あすか 11/19 8/11	"ナギはノーマルカメラが
1番可愛いよね"
17:43	ゆうげん	まあ悪くはないと思う
17:43	ゆうげん	なぎはかおちっちゃいから
17:44	ゆうげん	加工要らん
17:49	あすか 11/19 8/11	[写真]
17:49	あすか 11/19 8/11	[写真]
17:49	あすか 11/19 8/11	[写真]
17:49	あすか 11/19 8/11	[写真]
17:49	あすか 11/19 8/11	[写真]
17:49	あすか 11/19 8/11	[写真]
17:49	あすか 11/19 8/11	[写真]
17:49	あすか 11/19 8/11	[写真]
17:50	あすか 11/19 8/11	"寒くなってくるし
体調管理も気をつけてね"
17:51	あすか 11/19 8/11	もちろんコロナも気をつけて
17:51	あすか 11/19 8/11	油断しないでね
18:02	ゆうげん	もちろんやで
18:02	ゆうげん	あすかも注意してな
18:02	ゆうげん	無事空港ついて乗るの待ってるで
18:30	あすか 11/19 8/11	うん、気をつけるね
18:30	あすか 11/19 8/11	もうすぐ離陸やね
18:30	あすか 11/19 8/11	また着いたら教えてね
19:34	ゆうげん	ついたで
19:34	ゆうげん	着陸
19:45	あすか 11/19 8/11	バス？電車？
19:45	ゆうげん	"んー
電車かな"
19:51	あすか 11/19 8/11	そかそか
19:51	あすか 11/19 8/11	気をつけてね
20:37	ゆうげん	新宿線着いたで
20:59	ゆうげん	瑞江着いたで
21:08	ゆうげん	えぐ
21:09	ゆうげん	さむ
21:09	ゆうげん	11ど
21:20	あすか 11/19 8/11	お疲れ様です
21:20	あすか 11/19 8/11	なぎ寝たよ〜
21:20	あすか 11/19 8/11	寒いね、、大丈夫？
21:20	あすか 11/19 8/11	"湯船にお湯ためるんかな？
しっかり温まってね"
21:20	ゆうげん	おけ
21:21	ゆうげん	おでんの季節や
21:24	あすか 11/19 8/11	おでん！
21:24	あすか 11/19 8/11	おでん食べたいなあ
22:34	ゆうげん	つぎ
22:34	ゆうげん	一緒に食べよ
22:34	ゆうげん	家族そろうの楽しみ
22:43	ゆうげん	一緒に屋上で飯ごうたこ

2021/10/18(月)
07:47	あすか 11/19 8/11	おでん🍢
07:47	あすか 11/19 8/11	パパとはおでん外でも食べたことあるよね
07:47	あすか 11/19 8/11	ほんと楽しみだね！
07:48	あすか 11/19 8/11	"屋上はまだまだ検討やけど
できたらめいいっぱい使おね"
08:26	あすか 11/19 8/11	あ、寒いでしょ？服装気をつけてね
08:52	ゆうげん	おでんどこで食ったっけ
08:53	ゆうげん	服装フル装備やで
12:10	ゆうげん	アイ工務店の
12:10	ゆうげん	貰った家の間取り
12:10	ゆうげん	写真ちょーだい
12:21	あすか 11/19 8/11	どこやっけ
12:22	あすか 11/19 8/11	待ってもらっていい？今日中に送る！
12:22	あすか 11/19 8/11	[写真]
12:22	あすか 11/19 8/11	[写真]
12:23	あすか 11/19 8/11	"ひなの運動会見に来てる！
なぎ寝た〜"
12:33	ゆうげん	おけけ
12:33	ゆうげん	うんどうかい
12:33	ゆうげん	いいな
12:34	ゆうげん	ナギの時はお弁当焼肉にしよ
12:34	ゆうげん	その場でやこ
12:46	あすか 11/19 8/11	今はコロナでお弁当とかもないから
12:46	ゆうげん	あー
12:46	あすか 11/19 8/11	ナギの時は落ち着いてるといいね
12:46	ゆうげん	寂しいな
12:46	あすか 11/19 8/11	焼肉は却下やけどww
12:47	ゆうげん	しゃぶしゃぶがいい?
12:47	ゆうげん	その場で作るで
13:00	ゆうげん	あ
13:00	ゆうげん	日用消耗品で必要なやつ
13:00	ゆうげん	教えて
13:00	ゆうげん	いっぱい買っとく
13:02	あすか 11/19 8/11	その場で作らん！笑
13:03	あすか 11/19 8/11	ナギのオムツとかおしりふきとかやけど
13:03	あすか 11/19 8/11	今は大丈夫！
13:03	あすか 11/19 8/11	ボディクリームも買ってもらったし
13:03	あすか 11/19 8/11	あ
13:03	ゆうげん	"そのほか
棚橋家で使うようなものでも"
13:04	あすか 11/19 8/11	んー、なんかあるかなぁ
13:04	あすか 11/19 8/11	あ
13:04	あすか 11/19 8/11	マスク欲しい
13:04	ゆうげん	色々送って少しでも棚橋家でのままなぎの窮屈さを緩和したい
13:04	ゆうげん	どんな奴?
13:04	あすか 11/19 8/11	私用の不織布のマスク
13:04	ゆうげん	ブランド指定で
13:05	あすか 11/19 8/11	ブランドとかホンマになんでも！笑
13:05	あすか 11/19 8/11	不織布の使い捨てのやつならなんでも
13:05	ゆうげん	おけ
13:05	ゆうげん	サイズは?
13:05	あすか 11/19 8/11	ふつうでいいよ！
13:05	ゆうげん	おけ
13:05	あすか 11/19 8/11	あとはまた無くなりかけたらお願いしていい？
13:06	あすか 11/19 8/11	ご飯系はいる時いる時に買わんとストックしてて使わんかったらもったいないから
13:06	あすか 11/19 8/11	こっちで買うね
13:06	ゆうげん	"予め使いそうなやつリストで欲しい

配送何回もは高いから

ご飯了解"
13:08	あすか 11/19 8/11	んー、おしりふきかな
13:08	あすか 11/19 8/11	あとはその都度こっちで買うよ
13:08	あすか 11/19 8/11	実家にそんなにストック置かれへんし
13:08	あすか 11/19 8/11	ありがとうね
15:08	ゆうげん	おけ
16:24	あすか 11/19 8/11	[写真]
16:24	あすか 11/19 8/11	[写真]
16:24	あすか 11/19 8/11	[写真]
16:25	あすか 11/19 8/11	ナギと写真取ろうとしたら拒否られた
17:05	あすか 11/19 8/11	眠過ぎて頭痛いし寒すぎやね
17:06	あすか 11/19 8/11	ゆーくん寒いの気をつけてね
18:46	ゆうげん	おけけ
18:46	ゆうげん	"一応別居手当、住宅手当の確認は取れたよ

どっちも貰える"
18:47	ゆうげん	そして今の状態続くなら早めに別居手当もらった方がお得やから
18:47	ゆうげん	タイミング考えよ
20:13	あすか 11/19 8/11	うん、そだね
20:14	あすか 11/19 8/11	"なんか疲れたなぁてとき
めっちゃ会いたさ増す"
20:14	あすか 11/19 8/11	まさに今日がそれ
20:18	ゆうげん	あらま
20:19	ゆうげん	俺もはよ帰りたい
20:19	ゆうげん	不自由なく一緒に暮らしたい

2021/10/19(火)
06:00	ゆうげん	おはー
06:36	あすか 11/19 8/11	なぎ寝かせてそのまま寝ちゃってた
06:36	あすか 11/19 8/11	おはよう
06:52	ゆうげん	朝早いね
06:52	ゆうげん	ナギも起きたんかな
07:21	あすか 11/19 8/11	うん、起きてるよ〜
07:21	あすか 11/19 8/11	"なんか、パパおらん日の方が
なぎ早起き（笑）"
07:22	あすか 11/19 8/11	朝ごはん食べ終えてお菓子も食べてテレビ見ながら私のパン持ってる
07:22	あすか 11/19 8/11	[写真]
07:25	ゆうげん	安心して寝れるんかな
07:59	あすか 11/19 8/11	"私がぐっすりな分
なぎもぐっすりなのか"
07:59	あすか 11/19 8/11	あ
07:59	あすか 11/19 8/11	でも、寝る時間も遅いもんね、パパおるとき
07:59	ゆうげん	興奮してんのかね
07:59	あすか 11/19 8/11	"いつが出社やった？？
今日はテレワークかな？"
07:59	ゆうげん	あ
08:00	あすか 11/19 8/11	寒さ気をつけてね
08:00	ゆうげん	てれよ
08:00	あすか 11/19 8/11	ん？
08:00	ゆうげん	図面
08:00	あすか 11/19 8/11	あ
08:00	あすか 11/19 8/11	そう
08:00	あすか 11/19 8/11	昨日寝る前に送ろうと思ってた
08:00	あすか 11/19 8/11	今からちょっとバタバタするからナギが寝てからになってもいける？💦
08:00	ゆうげん	うい
08:41	あすか 11/19 8/11	早めに用意できたから写真撮れた
08:42	あすか 11/19 8/11	[写真]
08:42	あすか 11/19 8/11	[写真]
08:42	あすか 11/19 8/11	[写真]
08:42	あすか 11/19 8/11	[写真]
09:10	ゆうげん	ありあどー
10:51	あすか 11/19 8/11	なぎちゃんちょっと前に寝たよ〜
11:46	あすか 11/19 8/11	iPhoneの画面の保護フィルムさ
11:47	あすか 11/19 8/11	"インカメのレンズのとこ
穴空いてない、、"
11:47	ゆうげん	えー
11:47	ゆうげん	ふりょうひん
11:48	あすか 11/19 8/11	また買いに行かなあかんのかぁぁ
13:15	あすか 11/19 8/11	パパーー
13:15	あすか 11/19 8/11	今週まだナギのご飯作れてないから今日こそやれるように夜いけたら付き合ってほし、、
13:18	ゆうげん	ええでーー
13:18	ゆうげん	21,22時くらいからやんな
14:19	あすか 11/19 8/11	"22時〜40分間くらいは
ミーティングあるから
その時間帯はミーティング
耳だけ参加しようと思ってるけど、、"
15:11	ゆうげん	終わってからでええよ
15:11	ゆうげん	俺も荷造りするし
15:11	ゆうげん	新物件もう結構当て見つけたし
15:18	ゆうげん	https://suumo.jp/chintai/jnc_000068919204/?bc=100246092251
15:18	ゆうげん	こことかいいなぁって
16:02	あすか 11/19 8/11	23時前とか起きてるの？
16:04	あすか 11/19 8/11	ここ9000円でいけるとこ？
16:04	ゆうげん	せやで
16:04	ゆうげん	行けるとこ
16:04	ゆうげん	まあ荷造りしてたら起きてるやろ
16:04	ゆうげん	上限いっぱいのとこやね
16:04	あすか 11/19 8/11	そうなんやね！
16:05	ゆうげん	"床の色、日の当たり、立地
文句なし"
16:05	あすか 11/19 8/11	都営新宿線の大島？てどこ？
16:05	あすか 11/19 8/11	"いくらで借りれるとこなら
9000円なん？"
16:05	ゆうげん	瑞江の4つか5つ隣駅
16:05	ゆうげん	85000が上限
16:06	あすか 11/19 8/11	管理費11500も含んで8.4万？
16:06	ゆうげん	管理費は抜きかな
16:06	あすか 11/19 8/11	中心部に若干寄る感じ？
16:06	ゆうげん	そそ
16:06	あすか 11/19 8/11	管理費11500足して85000おさまるの？
16:07	ゆうげん	"管理費は一旦考えんでいいかな
交渉しよう"
16:07	あすか 11/19 8/11	都会じゃない？人集まってくるとこじゃない？大丈夫？
16:07	あすか 11/19 8/11	そかそか
16:07	ゆうげん	都会ではないよ
16:07	あすか 11/19 8/11	いいとこ住めたらいいね
16:07	ゆうげん	大事大事
16:07	あすか 11/19 8/11	誰も呼んだらアカンで
16:08	ゆうげん	だれよ
16:08	あすか 11/19 8/11	既婚者感なくなるやん
16:08	あすか 11/19 8/11	浮気するなよ
16:08	ゆうげん	👀
16:08	あすか 11/19 8/11	[スタンプ]
16:08	あすか 11/19 8/11	なんか言えよ
16:08	あすか 11/19 8/11	こわ
16:08	ゆうげん	お金もガンガンそっち送るから
16:08	ゆうげん	大丈夫
16:08	ゆうげん	そんな金無い
16:08	あすか 11/19 8/11	金銭的な問題？
16:09	ゆうげん	うそやて
16:09	あすか 11/19 8/11	ほんまかよ
16:10	ゆうげん	"ほんまよ
なぎちゃんおるし"
16:10	あすか 11/19 8/11	それでもする人はする
16:10	あすか 11/19 8/11	単身赴任とか誰も見えへんもん
16:10	あすか 11/19 8/11	やろうと思えばできる
16:10	ゆうげん	"大丈夫よ
家建てるんやで
まじでそんな余裕ないて"
16:11	あすか 11/19 8/11	"浮気したくなったら
ノート読みな。笑"
16:11	あすか 11/19 8/11	[写真]
16:11	ゆうげん	大丈夫やて
16:11	あすか 11/19 8/11	一生忘れないってゆーくんが貼ってあるからか
16:11	あすか 11/19 8/11	ら
16:11	あすか 11/19 8/11	ごめんごめん
16:12	ゆうげん	頑張って仕事勉強するで
16:12	あすか 11/19 8/11	写真の？
16:12	ゆうげん	それもやし
16:12	ゆうげん	資格も
16:14	あすか 11/19 8/11	そうだ
16:15	あすか 11/19 8/11	試験いつやった？
16:15	ゆうげん	応募忘れとった
16:15	あすか 11/19 8/11	あーあ
16:15	あすか 11/19 8/11	どうなるの？
16:15	ゆうげん	また確認しよ
16:15	あすか 11/19 8/11	IT系のやつやっけ？
16:15	あすか 11/19 8/11	取るならちゃんとやるんだよー
16:15	ゆうげん	衛生管理の方は結構頻繁にやってる
16:16	あすか 11/19 8/11	そうなんやね
16:16	ゆうげん	itの先応募しよ
16:16	ゆうげん	しとけばやらざるおえんしな
16:16	あすか 11/19 8/11	確かに
16:17	あすか 11/19 8/11	その資格とるの
16:18	あすか 11/19 8/11	今の目標？とかにしてるんやっけ？
16:18	ゆうげん	そそ
16:18	ゆうげん	とったらボーナスあがる
16:18	ゆうげん	がんばろ
16:18	ゆうげん	15万くらい上がるのかな
16:21	あすか 11/19 8/11	そんなにあがるの？
16:21	ゆうげん	年間やけどな
16:21	あすか 11/19 8/11	なぜ？？？
16:21	あすか 11/19 8/11	年間でもすごいね
16:21	ゆうげん	"なんか評価判定が上がる
でもその年だけやで"
16:28	あすか 11/19 8/11	なるほどなるほど
16:28	あすか 11/19 8/11	"でもそういう資格は
今後にもいかせたり
するもんね"
16:28	ゆうげん	itが1/9に受けるわ
16:29	あすか 11/19 8/11	年明けやね
16:29	ゆうげん	ちなみに150時間勉強必要らしい
16:29	あすか 11/19 8/11	早速応募したの？
16:29	あすか 11/19 8/11	150時間とは…
16:29	ゆうげん	3週間で行けるな
16:29	ゆうげん	今応募してる
16:30	あすか 11/19 8/11	3週間みっちり勉強？
16:30	あすか 11/19 8/11	即行動👏🏼
16:30	ゆうげん	"平日3時間 15
休日8時間 16
5週間いるわ"
16:43	あすか 11/19 8/11	わぁ
16:44	あすか 11/19 8/11	結構やね
16:46	ゆうげん	[写真]
16:46	ゆうげん	よし
16:47	ゆうげん	2ヶ月あったら余裕やわ
16:49	あすか 11/19 8/11	マジかよ
16:49	あすか 11/19 8/11	すご
16:49	あすか 11/19 8/11	[スタンプ]
16:49	あすか 11/19 8/11	無理しちゃダメよ
17:06	ゆうげん	がんばるんば
17:10	ゆうげん	もう一個の方
17:10	ゆうげん	紙輸送しなあかんねんて
17:10	ゆうげん	めんど
17:10	ゆうげん	前時代
17:10	ゆうげん	旧石器時代やん
17:35	あすか 11/19 8/11	ん？何のやつ？
18:12	ゆうげん	衛生管理みたいなの
18:18	あすか 11/19 8/11	それか
18:18	あすか 11/19 8/11	紙輸送ってなんだ？
18:18	ゆうげん	それだ
18:19	ゆうげん	応募用紙ポストインしなあかん
18:19	ゆうげん	オンラインで出来へん
18:19	あすか 11/19 8/11	あー、なるほど（笑）
18:19	あすか 11/19 8/11	時代遅れって言いたかったのね
20:49	ゆうげん	そそ
21:05	あすか 11/19 8/11	とりあえずなぎ寝た
21:05	あすか 11/19 8/11	寝転んでるのが楽すぎて。。
21:06	あすか 11/19 8/11	季節の変わり目ってなんか体だるいよね
22:39	ゆうげん	お疲れ様
22:39	ゆうげん	俺は鼻が
22:40	ゆうげん	やばい
22:41	あすか 11/19 8/11	鼻…気をつけてね🥺
22:41	あすか 11/19 8/11	とりあえず今ミーティングおわったぁあ
22:45	あすか 11/19 8/11	☎ 不在着信
22:46	ゆうげん	ちょいまってー
22:46	ゆうげん	お疲れ様
22:48	あすか 11/19 8/11	おけ
22:48	あすか 11/19 8/11	ゆーくんもお疲れ様
22:48	あすか 11/19 8/11	あー、動かなきゃー
22:49	あすか 11/19 8/11	結局布団でセミナー参加したからまだ作り始めてない、、、
22:50	ゆうげん	がんばろ
22:56	あすか 11/19 8/11	今から始めたら何時、、やる気起こす魔法ないかな
22:57	ゆうげん	"んー
次帰った時ママのお願い1日聞く権"
22:58	あすか 11/19 8/11	"んー
そんなお願いすることあるっけな

叶わないお願いしか思い浮かばない（笑）"
22:58	ゆうげん	わがままやで
22:58	あすか 11/19 8/11	頭重いわぁ、寝巻き半袖やから寒いし困る
22:59	あすか 11/19 8/11	ごめん、頑張る
22:59	ゆうげん	頑張ろ頑張ろ
23:00	あすか 11/19 8/11	"でも今日割と体ダルめやから
ちょいまち"
23:00	ゆうげん	生理か?
23:00	あすか 11/19 8/11	違うよ〜
23:01	ゆうげん	全然まつで
23:01	ゆうげん	俺も色々作業中や
23:19	あすか 11/19 8/11	やるわ
23:32	あすか 11/19 8/11	☎ 通話をキャンセルしました
23:33	あすか 11/19 8/11	☎ 不在着信
23:42	あすか 11/19 8/11	☎ 不在着信

2021/10/20(水)
06:13	ゆうげん	わーーー
06:13	ゆうげん	まじごめん
06:14	ゆうげん	その間10分で
06:14	ゆうげん	死んだように寝てしまった
06:14	ゆうげん	マジでごめん
09:02	ゆうげん	おはよう
09:02	ゆうげん	ほんまにごめんね
13:16	あすか 11/19 8/11	"頭痛くてだるい中、
ゆーくんが｢がんばろ｣て
言うからがんばったのに"
13:16	ゆうげん	ごめん
13:16	ゆうげん	マジごめん
13:17	あすか 11/19 8/11	[スタンプ]
13:34	ゆうげん	ほんまに
13:34	ゆうげん	5分前くらいまで起きてたんやけど
14:43	あすか 11/19 8/11	"朝も頭痛残ってて
コノヤローてなった"
14:44	あすか 11/19 8/11	[写真]
14:44	あすか 11/19 8/11	ニット帽
14:50	ゆうげん	大丈夫?
14:50	ゆうげん	体調不良?
14:50	ゆうげん	可愛い
14:51	ゆうげん	俺の買ったやつ?
15:46	あすか 11/19 8/11	今は大丈夫
15:46	あすか 11/19 8/11	そう
15:55	ゆうげん	似合ってるな
15:55	ゆうげん	どんぐりも可愛いけどね
15:56	ゆうげん	ママも綺麗やで
17:25	あすか 11/19 8/11	今日はなに、いつもツーショットでも私の事何も言わんのに
17:25	あすか 11/19 8/11	笑
17:25	ゆうげん	いつも思てるよ
17:25	あすか 11/19 8/11	いいよそんなお世辞
17:26	ゆうげん	お世辞ちゃうて
17:26	ゆうげん	自慢の奥さんやし
17:26	ゆうげん	奥さんの愚痴とか周りに1度も行ったことない
17:42	あすか 11/19 8/11	いっぱい不満あるくせに（笑）
18:05	ゆうげん	(ヾﾉ´°ω°)ﾅｲﾅｲ
19:53	あすか 11/19 8/11	うっそだー
19:59	ゆうげん	ほんまほんま
20:01	あすか 11/19 8/11	[動画]
20:01	あすか 11/19 8/11	うんんんまぁ
20:02	あすか 11/19 8/11	[動画]
20:02	あすか 11/19 8/11	あれ
20:02	あすか 11/19 8/11	[写真]
20:02	あすか 11/19 8/11	こんなんなる
20:04	ゆうげん	ほんまうあ
20:04	ゆうげん	や
20:04	ゆうげん	俺もそう見えてる
20:05	あすか 11/19 8/11	なぜや
20:05	あすか 11/19 8/11	[動画]
20:05	あすか 11/19 8/11	あかんな
20:06	あすか 11/19 8/11	[動画]
20:06	あすか 11/19 8/11	これはいけてるのか
20:06	あすか 11/19 8/11	[動画]
20:06	あすか 11/19 8/11	なんでこれこんなんなるのw
20:07	ゆうげん	元は綺麗やろ？
20:08	あすか 11/19 8/11	もとはきれい
20:08	あすか 11/19 8/11	[動画]
20:08	あすか 11/19 8/11	[動画]
20:08	あすか 11/19 8/11	なんでこれだけこうなるの（笑）
20:10	ゆうげん	"ちょうだいのんっ！
がなんかおかしい"
20:10	ゆうげん	おもろい
20:10	あすか 11/19 8/11	ちょうだい
20:10	あすか 11/19 8/11	いつももっとおもろいねん
20:11	ゆうげん	充分おもろいで
20:11	あすか 11/19 8/11	いつもはな
20:11	あすか 11/19 8/11	もっとかわいい
20:13	あすか 11/19 8/11	[動画]
20:13	あすか 11/19 8/11	なう(2021/10/20 20:13:24)
20:13	あすか 11/19 8/11	"なうって打ったら
こんなん出てきたw"
20:13	ゆうげん	なう
20:13	ゆうげん	なう(2021/10/20 20:13:52)
20:14	ゆうげん	霜降り明星やん
20:14	あすか 11/19 8/11	ちょうだいかわいい
20:16	ゆうげん	いっぱい覚えてきたな
20:45	あすか 11/19 8/11	ね、ほんとに
20:51	ゆうげん	今日は早めに寝なよ
21:39	ゆうげん	https://kanademono.design/collections/kanademono/
21:39	ゆうげん	ここなんかオシャレ
21:45	あすか 11/19 8/11	お風呂遅なってさっきなぎ寝た
21:45	あすか 11/19 8/11	おしゃれやね
21:45	ゆうげん	"テーブルは無垢材でつや消し
グレーアッシュな感じがいい"
21:51	あすか 11/19 8/11	いまなにしてるー
21:52	ゆうげん	色々家具見てる
21:52	あすか 11/19 8/11	なるほど
22:15	ゆうげん	あー
22:15	ゆうげん	ゆか色とか
22:15	ゆうげん	かべとか
22:15	ゆうげん	天井とか
22:15	ゆうげん	めっちゃ気になる
22:47	あすか 11/19 8/11	電話しませんか
22:50	ゆうげん	ええで
22:50	ゆうげん	ちょい待ってな
23:03	ゆうげん	[写真]
23:05	ゆうげん	[写真]
23:07	ゆうげん	[写真]
23:16	あすか 11/19 8/11	[写真]
23:16	あすか 11/19 8/11	[写真]
23:16	あすか 11/19 8/11	[写真]
23:16	あすか 11/19 8/11	[写真]
23:16	あすか 11/19 8/11	[写真]
23:16	あすか 11/19 8/11	[写真]

2021/10/21(木)
02:04	ゆうげん	☎ 通話時間 3:10:22
06:56	あすか 11/19 8/11	いつの間にか寝てて起きたら充電切れてた
08:18	ゆうげん	おはっは
08:18	ゆうげん	おれもや
09:16	あすか 11/19 8/11	昨日今日と出社かな？
09:17	あすか 11/19 8/11	気をつけてね〜
09:18	ゆうげん	せや
09:18	ゆうげん	頑張るで
09:41	あすか 11/19 8/11	あれ？
09:41	あすか 11/19 8/11	何曜日出社やっけ
09:42	ゆうげん	ちゃうわ
09:42	ゆうげん	月木金
11:11	ゆうげん	[写真]
11:11	ゆうげん	こんな構造がいいなぁ
11:11	ゆうげん	スケルトンは危ないけど
11:11	ゆうげん	おうちが広くなる
11:38	あすか 11/19 8/11	今日、明日が出社やね！
11:39	あすか 11/19 8/11	そやね、スケルトンは怖いね
11:39	あすか 11/19 8/11	でも構造はよさそうやね
11:41	ゆうげん	ただ
11:41	ゆうげん	収納が減る
11:58	あすか 11/19 8/11	まぁそやね
11:58	あすか 11/19 8/11	アイ工務店はいまどういう状況やっけ
11:59	ゆうげん	一応階段で直線とか色々考えてもらってる
11:59	ゆうげん	あれやね
11:59	ゆうげん	土日とかで
11:59	ゆうげん	打ち合わせしたいね
11:59	ゆうげん	平日でもええけど
12:00	あすか 11/19 8/11	今また新しい間取りおこしてもらってるとこってこと？？
