ゆうげん	なぎちゃんいるだけで幸せ度500%
15:34	あすか 11/19 8/11	梛まじでよく食べる
15:34	あすか 11/19 8/11	食いしん坊
15:46	ゆうげん	したした
15:46	ゆうげん	買っとくね
15:48	あすか 11/19 8/11	まつげ美容液って効果あるんかなー？
15:59	ゆうげん	使ってみよ
16:00	あすか 11/19 8/11	ありがと
16:00	あすか 11/19 8/11	ママの目標は
16:00	あすか 11/19 8/11	一眼でも写れる顔
16:00	ゆうげん	今回の荷物には韓国の化粧品入ってる
16:00	ゆうげん	お試しあれ
16:00	ゆうげん	それはまじ美人
16:01	あすか 11/19 8/11	"一眼でも写れる顔目指すのは
非現実的やけど"
16:01	あすか 11/19 8/11	それくらいの気持ちで…て感じかな
16:06	ゆうげん	無理せずにね
16:06	ゆうげん	でもそれが活力になるなら
16:06	ゆうげん	応援するで
16:10	あすか 11/19 8/11	まぁそんな変わったことはしないけど
16:11	あすか 11/19 8/11	今までよりは頑張ろーて感じ
16:11	あすか 11/19 8/11	"なぎお腹におる時とか
生まれてからそっちで
生活してる時とか…
すっぴん多めやったからなぁ（笑）"
16:12	あすか 11/19 8/11	それはしないように頑張る笑
16:14	ゆうげん	無理せずにね！
16:15	あすか 11/19 8/11	どうしても母と父になっちゃうけど
16:15	あすか 11/19 8/11	ちゃんと女性として見てもらえる瞬間をもてるように（笑）
16:15	あすか 11/19 8/11	がんばるね
16:16	ゆうげん	一緒に頑張ろ
16:16	ゆうげん	ヨドバシの箱が
16:16	ゆうげん	服で
16:16	ゆうげん	ちゃう方が
16:16	ゆうげん	マリオね
16:17	あすか 11/19 8/11	"パパは意識高いから
常に向上心ありそやけど"
16:17	あすか 11/19 8/11	ママ気抜いたらすぐサボるから
16:17	あすか 11/19 8/11	がんばらな
16:17	あすか 11/19 8/11	おけ！ありがとう
16:23	ゆうげん	ぱぱはなぁ
16:24	ゆうげん	スイッチ入ったらすごいけど
16:24	ゆうげん	入るまでがない
16:28	あすか 11/19 8/11	私もなかなか入らん〜
16:28	あすか 11/19 8/11	"一緒に居た方が何かしら
お互いがんばれそ"
16:31	ゆうげん	ね
16:31	ゆうげん	あの時頑張ってたしねお互い
16:48	あすか 11/19 8/11	"新しいおうちで来たら
より一層やる気出るかなー？"
16:48	あすか 11/19 8/11	東京今日は1224人やって
16:51	ゆうげん	1000かぁ
16:51	ゆうげん	出るやろ
16:51	ゆうげん	マイホームやで?
16:52	あすか 11/19 8/11	1000超えたの4ヶ月ぶりらしい
16:52	あすか 11/19 8/11	パパ気をつけてね
16:52	あすか 11/19 8/11	ね
16:52	ゆうげん	おけけ
16:52	あすか 11/19 8/11	マイホーム！！！
16:52	ゆうげん	そんなに久々なんやね
16:53	あすか 11/19 8/11	うん、らしい
16:53	あすか 11/19 8/11	マイホーム写真いっぱい撮っちゃいそ
16:54	ゆうげん	そのためのマイホーム
16:54	ゆうげん	さー
16:54	ゆうげん	いっぱい暇つぶそ
16:54	ゆうげん	[写真]
16:55	あすか 11/19 8/11	うわぁ。。
16:55	あすか 11/19 8/11	ママ放ったらかしにされるやつや
16:56	ゆうげん	まあ多少ね(*´∀`)
16:59	あすか 11/19 8/11	(ꐦ ^ -^)
17:00	ゆうげん	へ
17:02	あすか 11/19 8/11	へ
17:02	あすか 11/19 8/11	て何
17:02	あすか 11/19 8/11	へ
17:02	あすか 11/19 8/11	て
17:04	ゆうげん	へっ
17:04	あすか 11/19 8/11	もー
17:04	あすか 11/19 8/11	いい
17:05	あすか 11/19 8/11	٩(๑`^´๑)۶激おこﾌﾟﾝﾌﾟﾝ丸
17:08	ゆうげん	(･          ∀          ･)
17:08	ゆうげん	また古い言葉を
17:10	あすか 11/19 8/11	それな、古い
17:11	ゆうげん	ままふるー
17:11	あすか 11/19 8/11	(・＿・)ﾀﾞﾏﾗｯｼｬｲ
17:12	あすか 11/19 8/11	"なんかあったかくて
美味しい〜てなるもの
食べたい"
17:17	ゆうげん	暖かいんだからぁ
17:20	あすか 11/19 8/11	特別なスープ
17:20	あすか 11/19 8/11	作って
17:22	あすか 11/19 8/11	大阪は891人だってコロナ
17:30	ゆうげん	"(´﹃｀)
   𓌉◯𓇋

はいスープ"
17:30	ゆうげん	いやぁ
17:30	ゆうげん	ふえたなぁ
17:36	あすか 11/19 8/11	パパが作るハンバーグ
17:36	あすか 11/19 8/11	食べたいなぁ(　˙~˙　)💭🍴
17:37	あすか 11/19 8/11	ね、増えたね、、
17:37	ゆうげん	また一緒に作ろ
17:37	ゆうげん	ひっそりしとくわ
17:37	ゆうげん	お昼寝忘れとった
17:38	あすか 11/19 8/11	いぇい
17:38	あすか 11/19 8/11	ね、ひっそりしとこ
17:38	あすか 11/19 8/11	ほんとやね、結局寝てないね
17:38	あすか 11/19 8/11	[動画]
17:38	あすか 11/19 8/11	元気マン
17:47	ゆうげん	わらう
17:47	ゆうげん	俺も元気貰えるわ
18:09	あすか 11/19 8/11	ほんま笑う
18:09	あすか 11/19 8/11	元気貰えるよね
18:12	あすか 11/19 8/11	私はパパと梛が健康で居てくれたら元気でいられる
18:18	ゆうげん	"
あーねむむ"
18:23	ゆうげん	ママももちろん元気でいてな
19:02	あすか 11/19 8/11	寝てる？
19:02	あすか 11/19 8/11	うん、元気でいたい
19:03	ゆうげん	今から仮眠する
19:03	ゆうげん	一応納豆ご飯食べた
19:13	あすか 11/19 8/11	納豆ご飯食べたんね
19:13	あすか 11/19 8/11	眠いだけ？大丈夫？
20:03	ゆうげん	大丈夫!
20:50	あすか 11/19 8/11	それならよかった
20:50	あすか 11/19 8/11	寝れたん？
21:16	あすか 11/19 8/11	パパ
21:16	あすか 11/19 8/11	なぎ寝たよ
21:16	あすか 11/19 8/11	大丈夫？
21:27	ゆうげん	ねむい
21:27	ゆうげん	寝てた
21:27	あすか 11/19 8/11	このまま寝る？

2022/01/09(日)
06:05	ゆうげん	おはよ
06:05	ゆうげん	寝ちゃってた
07:50	あすか 11/19 8/11	☎ 不在着信
08:38	ゆうげん	二度寝してた
08:38	ゆうげん	お風呂入るね！
08:38	ゆうげん	ねみぃ
09:32	あすか 11/19 8/11	おはよう
09:32	あすか 11/19 8/11	うん、いってらっしゃい
09:50	ゆうげん	マリオ夕方くらいに届くから
09:51	ゆうげん	なぎちゃん寝たら一緒にやろうね
09:51	ゆうげん	東京今日は少し暖かい(ほんの少し
09:51	ゆうげん	今日はホットクックで角煮作ろうかな
10:22	あすか 11/19 8/11	さっき届いた
10:22	あすか 11/19 8/11	ありがとう
10:22	あすか 11/19 8/11	ホットクックで角煮いいね
10:22	あすか 11/19 8/11	角煮食べたい
11:16	あすか 11/19 8/11	☎ 不在着信
11:17	あすか 11/19 8/11	☎ 不在着信
11:18	あすか 11/19 8/11	どしたの
11:18	あすか 11/19 8/11	大丈夫
11:18	あすか 11/19 8/11	なん
11:18	ゆうげん	もう届いたのか
11:19	ゆうげん	今掃除したりしてるのー
11:19	ゆうげん	大丈夫だよ
11:19	あすか 11/19 8/11	そかゴメン
11:20	ゆうげん	"ヨドバシの箱が服ね
そうじゃないのがマリオね"
11:21	あすか 11/19 8/11	もうマリオだけ出した
11:22	ゆうげん	マリオと一緒に入ってたコートはいつでも着ていいよ
11:22	ゆうげん	化粧品は確か目元のやつ
11:31	あすか 11/19 8/11	ありがとう
11:31	あすか 11/19 8/11	またゆっくり見る
11:31	ゆうげん	目元色々して見てな
11:31	ゆうげん	試験な
11:31	ゆうげん	今日やったわ
11:31	ゆうげん	あーあ
11:31	ゆうげん	また勉強して受け直そ
11:31	あすか 11/19 8/11	ありがとう
11:31	あすか 11/19 8/11	試験受けるの？
11:32	あすか 11/19 8/11	今日
11:32	ゆうげん	もう始まってる
11:32	ゆうげん	行けへんかった
11:32	ゆうげん	あーあ
11:32	あすか 11/19 8/11	あ、そうなんか
11:32	あすか 11/19 8/11	"会社からの印象悪くならん？
"
11:33	ゆうげん	"いや
会社は結果しかわからん
実費やし"
11:33	あすか 11/19 8/11	あ、そかそか
11:33	ゆうげん	そろそろ真面目に勉強しないと
11:33	ゆうげん	家建てるなら出世しないと
11:33	あすか 11/19 8/11	難しいんやっけ？
11:34	ゆうげん	合格率半分行かないくらいやった気がする
11:34	ゆうげん	結構ムズい
11:34	あすか 11/19 8/11	わぁー、、それはムズい
11:34	あすか 11/19 8/11	無理はせんでね
11:34	ゆうげん	楽しく勉強したいな
11:35	ゆうげん	屋上で勉強し家たったら
11:35	ゆうげん	"さて
食材買い物行かないと"
11:35	ゆうげん	もう切れてきた
11:36	あすか 11/19 8/11	いいね
11:36	あすか 11/19 8/11	え
11:36	あすか 11/19 8/11	もう切れてきたん
11:36	あすか 11/19 8/11	あれだけあったら3 連休持つかと思った
11:37	ゆうげん	"角煮のお肉買ってないし
納豆切れたし
ほうれん草もう少ししかないし"
11:37	ゆうげん	卵も4こパックやから買い足さないと
11:37	ゆうげん	キッチンペーパーもないし
11:37	ゆうげん	トイレットペーパーもない
11:37	あすか 11/19 8/11	あー、ちゃんとご飯作ってるんやった
11:37	ゆうげん	おしりも拭かれへん
11:38	あすか 11/19 8/11	きをつけて
11:38	ゆうげん	"そそ
断酒と栄養価しっかり"
11:38	ゆうげん	お酒は次ママと会う時ね
11:55	あすか 11/19 8/11	なんかご飯ちゃんとしよっていう余裕があるの羨ましい（笑）
12:00	ゆうげん	最近心配かけてばっかだったから
12:00	ゆうげん	体は気をつけないとね
12:00	ゆうげん	ママの余裕もちゃんと作るね
12:01	ゆうげん	一緒に暮らしたら
12:53	あすか 11/19 8/11	無理せん程度にね
12:53	あすか 11/19 8/11	ありがとね
12:53	あすか 11/19 8/11	なぎ寝たよ
13:03	ゆうげん	今買い物出てるー
13:03	ゆうげん	ママいつもお疲れ様
13:04	あすか 11/19 8/11	買い物出てるんね
13:04	あすか 11/19 8/11	気をつけてね
13:04	あすか 11/19 8/11	[写真]
13:06	ゆうげん	ままかわい
13:07	ゆうげん	メガネ似合うな
13:07	ゆうげん	俺のもいっぱいつけて欲しい
13:17	あすか 11/19 8/11	このzoffのメガネお気に入り
13:17	あすか 11/19 8/11	俺のも？
13:17	あすか 11/19 8/11	[写真]
13:17	あすか 11/19 8/11	[写真]
13:17	あすか 11/19 8/11	[写真]
13:18	あすか 11/19 8/11	なぎかわい
13:44	あすか 11/19 8/11	大丈夫？
13:44	あすか 11/19 8/11	家帰ってる？
13:44	あすか 11/19 8/11	まだ外？
13:44	あすか 11/19 8/11	無事？
13:46	あすか 11/19 8/11	☎ 不在着信
13:47	あすか 11/19 8/11	☎ 不在着信
13:47	あすか 11/19 8/11	どしたの
13:47	あすか 11/19 8/11	大丈夫？
13:48	あすか 11/19 8/11	今どこ？
13:49	あすか 11/19 8/11	☎ 不在着信
13:49	あすか 11/19 8/11	☎ 不在着信
13:51	あすか 11/19 8/11	ねぇどこいる今
13:51	あすか 11/19 8/11	大丈夫？
13:52	あすか 11/19 8/11	☎ 不在着信
13:55	あすか 11/19 8/11	☎ 不在着信
13:55	あすか 11/19 8/11	家に居てる？
13:55	ゆうげん	ちょいまって
13:55	ゆうげん	いえいるよーーー
13:55	あすか 11/19 8/11	なんか急に不安になって
13:55	あすか 11/19 8/11	ごめん
13:56	ゆうげん	ううん
13:56	ゆうげん	ちゃんと後で電話しよ
13:56	ゆうげん	ちょい待ってね
13:57	あすか 11/19 8/11	どこにいるかも何してるかもわかんないから耐えれる時間があってもやっぱ不意にめっちゃ不安なる
13:57	あすか 11/19 8/11	心配なる
13:58	あすか 11/19 8/11	とりあえずおうち居てるのね
14:24	ゆうげん	お家いるよ
14:24	ゆうげん	久しぶりに本とかゲーム
14:33	ゆうげん	大丈夫
14:40	あすか 11/19 8/11	おけ
14:54	ゆうげん	ごめんね
14:54	ゆうげん	心配かけて
15:18	あすか 11/19 8/11	ううん
15:18	あすか 11/19 8/11	心配しすぎる私も悪いから
16:15	ゆうげん	いつもありがとう
17:30	あすか 11/19 8/11	ううん、何もしてない
18:41	ゆうげん	ちゃんとお家にいるよ
18:41	ゆうげん	大丈夫よ
20:50	ゆうげん	ママ
20:50	ゆうげん	今日もお疲れ様
20:50	ゆうげん	1日気を使ってくれてありがとうね
21:40	あすか 11/19 8/11	お疲れ様
21:41	ゆうげん	ままもお疲れ様
21:41	ゆうげん	[スタンプ]
21:41	ゆうげん	いっぱい心配かけてごめん
21:47	あすか 11/19 8/11	ううん〜
21:50	ゆうげん	ううん
21:50	ゆうげん	なんか今になって
21:50	ゆうげん	申し訳なくなった
21:53	あすか 11/19 8/11	大丈夫大丈夫
22:00	ゆうげん	今は1人時間?
22:07	あすか 11/19 8/11	うん、布団の中
22:07	ゆうげん	マリオする?
22:08	あすか 11/19 8/11	マリオは今日はいいや
22:08	ゆうげん	わかった
22:09	あすか 11/19 8/11	電話しよ

2022/01/10(月)
09:56	ゆうげん	☎ 通話時間 11:46:38
10:07	あすか 11/19 8/11	パパ切った？
10:07	あすか 11/19 8/11	切れちゃった？
10:07	あすか 11/19 8/11	起きたの？
10:09	ゆうげん	おきて
10:09	ゆうげん	切れちゃった
10:09	あすか 11/19 8/11	そかそか
10:09	あすか 11/19 8/11	おはよう
10:11	ゆうげん	おは
10:33	あすか 11/19 8/11	元気？
10:33	ゆうげん	ご飯作ろうとしてるで
10:33	ゆうげん	元気やで
10:35	あすか 11/19 8/11	げんき？
10:35	あすか 11/19 8/11	[写真]
10:35	あすか 11/19 8/11	懐かしい会話見つけた
10:35	ゆうげん	[スタンプ]
10:35	あすか 11/19 8/11	体重増えないのが悩み…
10:35	ゆうげん	[スタンプ]
10:36	あすか 11/19 8/11	"どう？私意外と食べる？
想定内？"
10:36	あすか 11/19 8/11	笑
10:36	ゆうげん	ママ意外と食べるけど
10:36	ゆうげん	1回の量は少なめ
10:37	あすか 11/19 8/11	[スタンプ]
10:37	あすか 11/19 8/11	"確かに！1回量少なめで
ひたすらなんか食べてる感じよね"
10:37	あすか 11/19 8/11	？
10:38	ゆうげん	言うてる言うてる
10:39	あすか 11/19 8/11	[写真]
10:40	あすか 11/19 8/11	なんかの不具合で表示されてない
10:40	ゆうげん	あれ
10:40	ゆうげん	[写真]
10:41	あすか 11/19 8/11	あら、ご飯作ろうとしてたのね
10:41	あすか 11/19 8/11	角煮？
10:41	ゆうげん	そそ
10:41	あすか 11/19 8/11	いいなぁ
10:41	ゆうげん	まずアク抜きしないと
10:41	あすか 11/19 8/11	パパが作る角煮食べたい
10:41	ゆうげん	あと炊飯器安いのに買い換える
10:41	ゆうげん	もうすぐパサパサなってきつい
10:42	あすか 11/19 8/11	角煮食べたーーーー
10:42	あすか 11/19 8/11	おけおけ
10:43	あすか 11/19 8/11	なんかネットで帰るの？
10:43	あすか 11/19 8/11	買える
10:43	ゆうげん	ヨドバシ
10:43	あすか 11/19 8/11	ヨドバシか
10:43	あすか 11/19 8/11	もう新しいの決めてるん??
10:44	ゆうげん	"3000円の炊飯器あったわ
それではないけど
1万円台のにする"
10:44	ゆうげん	家たったら象印かバルミューダにする
10:44	あすか 11/19 8/11	🙆🏼‍♀️
10:45	あすか 11/19 8/11	象印どんなのあるの？
10:46	ゆうげん	[写真]
10:46	ゆうげん	[写真]
10:46	あすか 11/19 8/11	象印いい炊飯器なん？
10:46	ゆうげん	炊飯器といえばやっぱ象印がいちばん強い
10:47	ゆうげん	美味しくたける
10:47	あすか 11/19 8/11	そうなのね
10:47	ゆうげん	でも容器があんまりオシャレじゃない
10:47	あすか 11/19 8/11	まぁ、そだね
10:47	ゆうげん	[写真]
10:47	ゆうげん	俺はパナソニックのこれにした
10:48	ゆうげん	1.6万でまあ見た目もシュッとしてるしコンパクト
10:49	あすか 11/19 8/11	そうなんやね
10:49	あすか 11/19 8/11	[写真]
10:49	あすか 11/19 8/11	[写真]
10:50	あすか 11/19 8/11	キッチンの壁グレーもなかなか良きだなぁて見てた
10:50	あすか 11/19 8/11	"棚 白
壁 グレー
家電 黒"
10:50	あすか 11/19 8/11	の配色すき
10:50	ゆうげん	"壁はまあどっちに寄せてもいいと思い

家電は白メインでたまに黒でいいかも"
10:51	ゆうげん	黒はどうしても重くなるから数おけない
10:51	あすか 11/19 8/11	でも棚白ならいい感じだと思うんだけどな
10:51	あすか 11/19 8/11	まぁいいや
10:52	ゆうげん	"まあもうバルミューダのトースター買ってるねんけどな
白の"
10:52	あすか 11/19 8/11	え
10:52	ゆうげん	だからどうしよっかなって
10:52	あすか 11/19 8/11	そうなんか
10:52	ゆうげん	黒にするなら売って揃えないと
10:52	あすか 11/19 8/11	うーーん
10:52	ゆうげん	家電単体は絶対黒の方がかっこいいねんけどな
10:52	ゆうげん	トースターも炊飯器も
10:52	ゆうげん	それは分かる
10:53	ゆうげん	並べた時は
10:53	ゆうげん	白が使いやすいのよね
10:53	ゆうげん	迷う
10:54	あすか 11/19 8/11	壁グレーにしたらキッチン暗なるか
10:54	あすか 11/19 8/11	モールテックス？があるから
10:54	あすか 11/19 8/11	家電は黒が好みだなぁ
10:54	あすか 11/19 8/11	難しいね
10:55	ゆうげん	"グレーの統一感は出るから
白で軽くするか
黒で重厚にするか

でもそこで揃えたらほかの家具にも影響するのよね

俺の想定では黒は小物で白メインで軽めキレイめなイメージだった"
10:56	ゆうげん	"テーブルとか椅子とかの足が黒金属になるから
それがアクセントで引き締める感じ"
10:57	ゆうげん	基調をグレー×黒にするなら木の板も真っ白かブラウンとかかっこいい感じに統一しないとってなる
10:57	ゆうげん	ペンダントライトとかそのへんも黒やから重くならんかなぁって
10:58	あすか 11/19 8/11	ちょっとまたイメージゆっくりしてみる
10:59	ゆうげん	"家電をアクセントにするならまあ黒でもいいけど
グレーも少し明るめグレーにした方がいいかもね

まだ家電間に合うから"
10:59	ゆうげん	ゆっくりイメージしてね
10:59	あすか 11/19 8/11	[写真]
10:59	あすか 11/19 8/11	"こんな感じで壁白で
電気とか家電とか黒"
10:59	あすか 11/19 8/11	て感じがやっぱ好みかなぁ
10:59	ゆうげん	俺個人としてはやっぱ奥重いなぁって感じる
11:00	あすか 11/19 8/11	そうかぁぁ
11:00	あすか 11/19 8/11	また色々みてみるね！
11:00	ゆうげん	まあまた全然間に合うから
11:00	ゆうげん	焦って決めんでいいよ
11:00	あすか 11/19 8/11	うん！色々見てみとくね
11:00	ゆうげん	結構前に貰ったグレー×白が俺は好きだっただけで
11:01	あすか 11/19 8/11	どれやろ🤔
11:01	ゆうげん	まえすぎてわからん
11:02	ゆうげん	[写真]
11:02	ゆうげん	[写真]
11:02	ゆうげん	この辺かな
11:03	ゆうげん	1枚目は家電黒より白の方が
11:03	ゆうげん	統一感出る
11:03	ゆうげん	棚の上の花瓶とかインテリア白やし
11:05	ゆうげん	冷蔵庫白or白銀な時点でやっぱ白使いやすいなぁ
11:05	あすか 11/19 8/11	冷蔵庫みえないもんなぁ
11:05	あすか 11/19 8/11	やっぱ家電黒が好み…
11:05	ゆうげん	そもそも今キッチン背景何色やっけ
11:05	あすか 11/19 8/11	白だよ
11:06	あすか 11/19 8/11	まぁまだ私らのイメージ伝えてるだけで決定はしてないけど全然
11:07	あすか 11/19 8/11	[写真]
11:09	ゆうげん	"まあ
そこは合わせるよ
ママの好みに

ただ
やっぱり俺は白の方が汚れも目立ち辛いし使い易いかなぁと思う"
11:24	あすか 11/19 8/11	"また一緒にイメージしながら
話そ"
11:24	あすか 11/19 8/11	まだ決定じゃないしね
11:24	あすか 11/19 8/11	いっぱいイメージ写真見とくね
11:25	あすか 11/19 8/11	角煮出来たらみせて𓃟
11:30	ゆうげん	おけ
11:30	ゆうげん	がんばろ
11:45	あすか 11/19 8/11	インスタ色々出てくるから便利よね
12:02	ゆうげん	俺全然みーひんけどな
12:08	ゆうげん	朝食は
12:08	ゆうげん	うどん
12:08	ゆうげん	[写真]
12:09	ゆうげん	うまうま
12:27	あすか 11/19 8/11	ゆー君いつも何見てるの？
12:27	あすか 11/19 8/11	うどん
12:28	あすか 11/19 8/11	いいね
12:28	あすか 11/19 8/11	私は何しよ〜
12:29	ゆうげん	俺はシンプルにネット検索
12:34	ゆうげん	インスタは
12:34	ゆうげん	結局みんな素人が挙げてるから
12:34	ゆうげん	内容のレベルが低い
12:34	ゆうげん	単純なブランド名検索以外に使えない
12:35	ゆうげん	本買ったりして見た方が内容が濃い
12:51	あすか 11/19 8/11	なるほどね
13:10	ゆうげん	そそ
13:10	ゆうげん	角煮もうできちゃう
13:10	ゆうげん	はやい
13:39	あすか 11/19 8/11	あら、もうできちゃうの
13:44	ゆうげん	そそ
13:44	ゆうげん	あと三十分
13:48	あすか 11/19 8/11	はやいね
13:53	ゆうげん	ホットクックにぶち込んだだけだからね
13:53	あすか 11/19 8/11	便利だね
13:53	あすか 11/19 8/11	味付けどんなん？
13:54	ゆうげん	醤油みりん砂糖(がないからはちみつ)
13:54	あすか 11/19 8/11	おぉ
13:54	あすか 11/19 8/11	出来上がりみせてね〜
13:54	あすか 11/19 8/11	たべたーーい
13:55	ゆうげん	おけ
13:55	ゆうげん	また一緒にハンバーグ作ろね
13:57	あすか 11/19 8/11	パパのハンバーグも食べたいね
13:57	あすか 11/19 8/11	作ろね
13:58	あすか 11/19 8/11	[写真]
13:58	あすか 11/19 8/11	[写真]
13:58	あすか 11/19 8/11	[写真]
13:58	ゆうげん	ホスト感
13:58	あすか 11/19 8/11	しょうやくんは寝てた（笑）
13:59	あすか 11/19 8/11	"きょうだい いとこ はとこ
合わせたら4人新成人おる、身内に"
13:59	ゆうげん	おおいなぁ
13:59	ゆうげん	同世代
14:00	あすか 11/19 8/11	私の成人式5年前とか怖い
14:00	あすか 11/19 8/11	もうおばちゃんや
14:04	あすか 11/19 8/11	パパの20歳のころの写真とかないのかな
14:04	ゆうげん	ないなぁ
14:06	あすか 11/19 8/11	見てみたかったなぁ
14:06	あすか 11/19 8/11	パパの今か小さい頃の写真しかみたことない
14:07	ゆうげん	実家にあるかも
14:07	あすか 11/19 8/11	実家にはあるかもなのね
14:08	あすか 11/19 8/11	[写真]
14:08	あすか 11/19 8/11	今なら絶対選ばない色
14:08	あすか 11/19 8/11	そして亮介若い（笑）
14:09	ゆうげん	ままあっかる
14:14	あすか 11/19 8/11	ね
14:15	ゆうげん	1番右に
14:15	ゆうげん	HIKAKINおる
14:16	あすか 11/19 8/11	[写真]
14:17	あすか 11/19 8/11	こんな感じのレトロ？なの着たかった
14:17	あすか 11/19 8/11	ヒカキンじゃねーよ(◉ɷ◉ )
14:17	あすか 11/19 8/11	京都とかでレトロな感じの着物着て歩きたいな〜
14:21	ゆうげん	今度歩こ
14:21	ゆうげん	京都
14:28	あすか 11/19 8/11	"振袖を成人式のときに
着ただけで着物とか浴衣とか
着たことない"
14:28	ゆうげん	また
14:28	ゆうげん	振袖も来てほし
14:28	ゆうげん	見たことないし
14:29	あすか 11/19 8/11	結婚したら振袖着れないんだよ
14:31	あすか 11/19 8/11	[写真]
14:31	あすか 11/19 8/11	[写真]
14:31	あすか 11/19 8/11	[写真]
14:31	あすか 11/19 8/11	亮介帰ってきたから撮っといた
14:31	ゆうげん	そうなんや
14:31	あすか 11/19 8/11	[写真]
14:31	ゆうげん	そんな伝統ぶっこわそ
14:32	ゆうげん	黒シャツ珍し
14:32	あすか 11/19 8/11	[写真]
14:32	あすか 11/19 8/11	ネイビーみたいなの着てた
14:32	あすか 11/19 8/11	https://www.vertpalette.com/post/2018/11/25/%E3%81%A9%E3%81%86%E3%81%97%E3%81%A6%E6%8C%AF%E8%A2%96%E3%81%AF%E3%80%81%E7%B5%90%E5%A9%9A%E5%BE%8C%E3%81%AF%E7%9D%80%E3%82%89%E3%82%8C%E3%81%AA%E3%81%84%E3%81%AE%EF%BC%9F
14:33	あすか 11/19 8/11	これ壊すの？笑
14:34	ゆうげん	だっていつまでもきらびやかで綺麗でいて欲しいやん
14:34	ゆうげん	おしとやかは後ででいい
14:34	あすか 11/19 8/11	振袖じゃなくても大丈夫だよ
14:35	あすか 11/19 8/11	パパに力をかりて頑張って綺麗でいるね
14:36	ゆうげん	じゃあ浴衣とか来てな
14:36	ゆうげん	俺も着るわ
14:37	あすか 11/19 8/11	浴衣とか着物は着る
14:37	あすか 11/19 8/11	着たい
14:38	ゆうげん	なぎちゃんも来てもらおかな
14:38	あすか 11/19 8/11	"梛は動きやすいのがいいから
甚平かな（笑）"
14:39	あすか 11/19 8/11	"京都のレトロな着物
めっちゃかわいい"
14:43	ゆうげん	どんなの??
14:48	あすか 11/19 8/11	[写真]
14:48	あすか 11/19 8/11	[写真]
14:48	あすか 11/19 8/11	[写真]
14:48	あすか 11/19 8/11	[写真]
14:48	あすか 11/19 8/11	ちゃんとは見てないけど
14:49	ゆうげん	ブルーかブラウンがいいね
14:50	あすか 11/19 8/11	だね！かわいい
14:57	ゆうげん	いくら位なんかな?
14:57	ゆうげん	貸出
14:59	あすか 11/19 8/11	どれくらいだろ？
15:00	あすか 11/19 8/11	ピンキリかな
15:01	ゆうげん	1万円台やった
15:01	ゆうげん	ぜひ来て欲しい
15:15	あすか 11/19 8/11	レンタルでそんなにするのか！
15:15	あすか 11/19 8/11	やば
15:22	ゆうげん	高いけど
15:22	ゆうげん	家族時間過ごせるなら
15:22	ゆうげん	安いもの
15:22	ゆうげん	さて角煮食べよ
15:24	あすか 11/19 8/11	おやつの時間に
15:24	あすか 11/19 8/11	角煮
15:24	あすか 11/19 8/11	[写真]
15:24	あすか 11/19 8/11	[写真]
15:24	あすか 11/19 8/11	20年ってこわい
15:25	あすか 11/19 8/11	みたいぃぃ
15:26	ゆうげん	ちょい待ってな
15:29	ゆうげん	[写真]
15:29	ゆうげん	ナギの靴
15:29	ゆうげん	かわい
15:30	あすか 11/19 8/11	ほんとやかわい
15:31	ゆうげん	これとりあえず最後ね
15:31	ゆうげん	なぎちゃんの靴
15:33	あすか 11/19 8/11	"なぎ靴ひとつでも大丈夫やのに
いっぱい買ってもろたね"
15:38	あすか 11/19 8/11	幸せ者だね(੭˙꒳​˙)੭ﾅｷﾞｨ~
15:39	あすか 11/19 8/11	[写真]
15:39	ゆうげん	[写真]
15:39	あすか 11/19 8/11	2人でおやつタイム
15:39	あすか 11/19 8/11	[写真]
15:39	あすか 11/19 8/11	ぎゃー
15:39	あすか 11/19 8/11	おいしそ
15:39	あすか 11/19 8/11	しっかりご飯もある
15:39	あすか 11/19 8/11	早めの夕食？わら
15:39	ゆうげん	昼ごはん
15:40	あすか 11/19 8/11	でんわかけていー？
15:40	ゆうげん	うまー
15:40	あすか 11/19 8/11	あ
15:40	ゆうげん	いいよ
19:13	あすか 11/19 8/11	あれ
19:14	あすか 11/19 8/11	☎ 通話時間 3:33:43
19:15	あすか 11/19 8/11	[写真]
19:15	あすか 11/19 8/11	[写真]
19:15	あすか 11/19 8/11	[写真]
19:15	あすか 11/19 8/11	[写真]
20:50	あすか 11/19 8/11	☎ 通話時間 1:36:07
22:09	あすか 11/19 8/11	起きてる？
22:11	あすか 11/19 8/11	寝ちゃった？
22:11	あすか 11/19 8/11	ナギやっと寝たんやけど…
22:11	あすか 11/19 8/11	パパも寝たかな
22:12	あすか 11/19 8/11	☎ 不在着信
22:12	ゆうげん	起きてるで
22:13	ゆうげん	なんか通知こんかった
22:13	あすか 11/19 8/11	そかそか
22:15	ゆうげん	ちょい待ってね
22:15	ゆうげん	歯磨いてトイレ行く
22:17	あすか 11/19 8/11	おっけい
22:21	ゆうげん	もどた
22:25	あすか 11/19 8/11	おかえり
22:30	あすか 11/19 8/11	[写真]
23:12	ゆうげん	☎ 通話時間 47:14
23:13	あすか 11/19 8/11	大丈夫？
23:13	ゆうげん	[写真]
23:13	ゆうげん	ちょっと意味わからん
23:14	あすか 11/19 8/11	ん、、どしたんやろ、、
23:16	ゆうげん	[写真]
23:17	あすか 11/19 8/11	なんか喧嘩してるん？
