ゆうげん	関電なんやと
20:41	あすか 11/19 8/11	何よりはよ買い替えな
20:41	ゆうげん	今日買うわ
20:41	ゆうげん	ちょっとさがす
21:15	あすか 11/19 8/11	ごめんね、ありがとう
21:16	あすか 11/19 8/11	でも、古い自転車回収もしてくれるし保証もあるし値切れるかもやし1回商店街のとこ行ってもいいんじゃないかと思ったりもする
21:16	あすか 11/19 8/11	普通のﾏﾏﾁｬﾘやし、買うの
21:19	ゆうげん	15000ならいいで
21:19	ゆうげん	買うの
21:24	あすか 11/19 8/11	見に行ってみなわからんけど
21:24	あすか 11/19 8/11	ネットは保証やらどうやらわからんしなぁとか思ったり
21:25	あすか 11/19 8/11	パンクとかどっかちょっと壊れたとかの修理も安く頼みやすいしね、あのお店なら
21:25	あすか 11/19 8/11	明日雨や1日中
21:55	ゆうげん	明日は日本中天気悪いね
21:56	あすか 11/19 8/11	ねぇ、、やだな
21:56	あすか 11/19 8/11	明日はテレワークできるん？
22:14	ゆうげん	一応聞いてはいる
22:14	ゆうげん	おれこれにしようかな
22:14	ゆうげん	Amazonに入ってるやつ
22:36	あすか 11/19 8/11	何個か入ってるよね
22:38	ゆうげん	1番やすいの

2023/02/10(金)
08:25	ゆうげん	雪降ってる
08:25	ゆうげん	でも言うほどさむくない
08:38	ゆうげん	テレワーク出来へんかった
09:06	ゆうげん	おはよう
09:25	あすか 11/19 8/11	夕方からのがやばそうな感じに言ってたよな、ニュースで
09:25	あすか 11/19 8/11	帰りまじ気をつけて
09:25	あすか 11/19 8/11	おはよ
09:25	ゆうげん	気をつける
09:25	ゆうげん	ただ言うて5cmとかやからな
09:25	ゆうげん	セイキンTVの帰省SAよりショボイから
09:26	ゆうげん	あんまりたいしたことない
09:33	ゆうげん	大阪は雨やねぇ
09:54	あすか 11/19 8/11	でも雪積もると滑ったりするから
09:54	ゆうげん	そこは気をつけるで
09:54	あすか 11/19 8/11	ﾊﾟﾊﾟ鈍臭いから気をつけて
09:54	あすか 11/19 8/11	大阪雨よー、1日中雨ぽいよー
09:54	ゆうげん	カッコつけたら鈍臭いけど普段は注意深いから大丈夫
09:54	ゆうげん	自転車見て欲しかったがあしたでもいいか
09:54	あすか 11/19 8/11	ほんまかいな
09:55	あすか 11/19 8/11	そやね、ちょっと今日は厳しそ
09:59	ゆうげん	とりあえず俺のだけ買っとこうかな
12:16	ゆうげん	もうほぼ雨なんやけど
13:57	あすか 11/19 8/11	そうねぇ
13:58	あすか 11/19 8/11	そーなん？まだこれからかなぁ雪
13:59	ゆうげん	ねむい
14:00	あすか 11/19 8/11	最近ナギ寝たあと夜更かししすぎてさ
14:00	あすか 11/19 8/11	朝起きられへんw
14:01	あすか 11/19 8/11	[写真]
14:01	あすか 11/19 8/11	[写真]
14:02	あすか 11/19 8/11	[写真]
14:02	あすか 11/19 8/11	ずっとこんなん作ってた
14:02	あすか 11/19 8/11	残りも無理せずファイト💻
15:00	ゆうげん	マルイのなんや
15:18	あすか 11/19 8/11	クッキーや
15:18	あすか 11/19 8/11	自転車15000以下はどう考えても無理や
15:18	あすか 11/19 8/11	なぎ乗せる椅子も1万弱はしそうやし
15:19	あすか 11/19 8/11	自転車も1番安いママチャリとかはやっぱ漕ぐの思いしなぁ
15:19	あすか 11/19 8/11	重い
15:22	あすか 11/19 8/11	ネットもママチャリはたかいよなぁ
15:40	ゆうげん	どんなん
15:41	あすか 11/19 8/11	店みてはないけど、あーりが電話したら1番ちゃっちい自転車と1番ちゃっちい子ども椅子で25000はするってさ
15:41	あすか 11/19 8/11	でも1番ちゃっちいのはやっぱり重いからなぁ
15:42	あすか 11/19 8/11	電動まではいらんけど軽く感じる方がいいなぁとは思うし
15:42	あすか 11/19 8/11	そしてナギの椅子もちゃっち過ぎるとな、、怖いし座り心地も良くないやろし
15:42	あすか 11/19 8/11	どーしよーやな
15:43	あすか 11/19 8/11	自転車も値段上がる一方やてさ
15:43	ゆうげん	ネットで探してみて
15:46	あすか 11/19 8/11	ネットもみてみるは見てみてるけど保証もわからんしちょっとなんか壊れた時も不便そやし(修理のために購入先に送って返ってくるの数日先とかなるんじゃない？)同じものおなじ条件でネットで安く買えるとかならいいけどなぁ
15:47	あすか 11/19 8/11	ほんでやっぱそれなりの買おうと思ったら3万前後はする、ネットでも
17:04	ゆうげん	ふむ
17:34	ゆうげん	基本送り返すのって初期不良ぐらいで
17:34	ゆうげん	その後の修理は自転車屋やから
17:34	ゆうげん	保証はあんまり関係ないと思う
17:35	あすか 11/19 8/11	その、その後の修理がろっきぃで買ってたら軽いパンクとかなら無料でしてくれたりとかもあるからさぁ
17:35	あすか 11/19 8/11	んー
17:36	あすか 11/19 8/11	でもとりあえずインスタとかで色んなママ友にきいたけど子どもの椅子とかもあるし15000は不可能や
17:36	ゆうげん	"パンク修理費用によるけど
まああすかのはそこで買ってもいいんやない?
俺のはネットでかうけど"
17:36	あすか 11/19 8/11	そして自転車も値段バチくそあがっとるってさ、、あれもこれも高すぎねぇ
17:40	ゆうげん	軒並み3万超えとるからね

2023/02/11(土)
08:22	あすか 11/19 8/11	ろっきぃ(商店街の自転車屋)で買うとしたらいくらくらいまでで選んだらいい？
08:23	あすか 11/19 8/11	ナギの椅子とかも、1年後の幼稚園の送迎とか考えたら雨よけとかも付けれるようなしっかりしたのんにせなあかんかなーとか思うけど、そーいうのって1万超えるらしい、子どもの椅子だけで
10:37	あすか 11/19 8/11	起きてたら早めにお返事ください、今日見に行けたら行ってきます
10:37	あすか 11/19 8/11	自転車ないの不便すぎるので、、
10:49	ゆうげん	とりあえず本体2万前後
10:51	あすか 11/19 8/11	子ども椅子は？
10:51	ゆうげん	それいくら位なん
10:52	ゆうげん	とりあえず今のやつ付け替えれないの?
10:55	あすか 11/19 8/11	いちばん安くて(昔からある編み編みの)で6000円くらい
10:55	あすか 11/19 8/11	[写真]
10:56	あすか 11/19 8/11	今のやつ付けれるけどなぎも90cm超えてきて私も前見るの大変なってきてるしそろそろ後ろにしようかなと思ってたから
10:56	あすか 11/19 8/11	別にまだいいけど
10:56	ゆうげん	とりあえず今は付け替えで
10:56	ゆうげん	別に買おう
10:56	あすか 11/19 8/11	後ろにするんやったら幼稚園の送迎とか考えて雨よけつけれるタイプのやつにしよと思ってた
10:56	ゆうげん	俺もそれがいいと思う
10:57	ゆうげん	自転車まだ捨てないでね
10:57	あすか 11/19 8/11	じゃあとりあえず自転車を2万前後でみたらいいの？
10:57	ゆうげん	うん
10:57	あすか 11/19 8/11	何するん？まじボロボロやで？
10:57	ゆうげん	とりあえず置いといて
10:57	あすか 11/19 8/11	前よりもペダルおかしくなってるし座るとこも剥がれてる
10:58	あすか 11/19 8/11	ろっきぃなら無料で引き取ってくれるけどいいの？置いといて
10:58	ゆうげん	"買った時じゃないよいけないの?
後ででも引き取ってくれるんじゃない?"
10:58	ゆうげん	レシート持ってったら
10:59	あすか 11/19 8/11	"持っていくのめんどない？笑
引き取ってくれるやろうけど"
10:59	あすか 11/19 8/11	また後日持って行くんやったらとりあえず置いとく意味ってあるんかなって思っただけ
11:05	ゆうげん	じゃあ
11:05	ゆうげん	椅子だけ付け替えてもらって
11:05	ゆうげん	できるだけ可愛いやつにしてね
11:05	ゆうげん	ベージュ的な
11:05	あすか 11/19 8/11	どゆこと？
11:06	ゆうげん	新しく買うやつね
11:07	あすか 11/19 8/11	新しく買うやつできるだけかわいいの？椅子つけかけてっていうのは子どもの椅子今のつけてもらってってこと？
11:07	あすか 11/19 8/11	古い自転車はどーする？
11:08	ゆうげん	"うん
あんまり妥協せず"
11:08	ゆうげん	古いのは持って行けるなら持ってって
12:26	あすか 11/19 8/11	どんなんあるか1回みてみなわからんな
12:26	あすか 11/19 8/11	おけ
13:07	ゆうげん	お願いします
14:10	あすか 11/19 8/11	☎ 不在着信
14:11	あすか 11/19 8/11	☎ 不在着信
14:13	あすか 11/19 8/11	☎ 不在着信
14:13	あすか 11/19 8/11	何してる
16:26	ゆうげん	めっちゃ寝てt
16:26	ゆうげん	た
18:28	あすか 11/19 8/11	おはよ
18:39	ゆうげん	めっちゃ寝れる
18:41	あすか 11/19 8/11	ごゆっくり
18:41	あすか 11/19 8/11	自転車確認してから買おうと思ったけどもう買った
18:45	あすか 11/19 8/11	これ早めに欲しいなぁ、、
18:45	ゆうげん	どんなのにした?
18:46	ゆうげん	おけ
18:46	あすか 11/19 8/11	[写真]
18:46	あすか 11/19 8/11	[写真]
18:46	あすか 11/19 8/11	ベージュもあったけど、文字が黒であんま好きじゃなかったからブラウンにした
18:48	ゆうげん	おけおけ
18:48	ゆうげん	可愛いね
18:49	あすか 11/19 8/11	25000払った、すまん
18:50	あすか 11/19 8/11	[写真]
18:50	あすか 11/19 8/11	こういうランプどっか安く売ってないかな……
18:53	ゆうげん	いいでいいで
18:53	ゆうげん	頑張って稼ぐ
18:53	ゆうげん	これどこの?
18:54	あすか 11/19 8/11	わかんない、Yahooの画像ひろった
19:13	ゆうげん	画像検索かけてみて
19:15	あすか 11/19 8/11	[写真]
19:15	あすか 11/19 8/11	[写真]
19:15	あすか 11/19 8/11	[写真]
19:32	ゆうげん	ふむ
19:32	ゆうげん	いい値段
19:32	あすか 11/19 8/11	そーやねん、なんか安いとこないかな
19:39	ゆうげん	でも可愛いね
19:39	ゆうげん	どこに置く予定?
19:40	あすか 11/19 8/11	"この白い棚の上に1個起きたい

まぁ、普段寝室とかでもいいけど"
19:40	あすか 11/19 8/11	寝室もこだわりたいよねぇ
19:50	あすか 11/19 8/11	[写真]
19:50	あすか 11/19 8/11	[写真]
19:50	あすか 11/19 8/11	[写真]
19:50	あすか 11/19 8/11	[写真]
19:50	あすか 11/19 8/11	[写真]
19:50	あすか 11/19 8/11	[写真]
19:50	あすか 11/19 8/11	[写真]
19:50	あすか 11/19 8/11	[写真]
19:50	あすか 11/19 8/11	[写真]
19:50	あすか 11/19 8/11	[写真]
19:50	あすか 11/19 8/11	[写真]
19:53	ゆうげん	すごい
19:53	ゆうげん	可愛い
20:24	あすか 11/19 8/11	かわいーよねぇ
20:25	ゆうげん	なんというか
20:25	ゆうげん	めっちゃ
20:25	ゆうげん	男の子の可愛さ凝縮
20:26	ゆうげん	[写真]
20:26	ゆうげん	これすき
20:27	ゆうげん	愛おしい
20:28	あすか 11/19 8/11	これかわいーね
21:32	ゆうげん	来週帰るわ
22:03	ゆうげん	会いたい
23:15	あすか 11/19 8/11	でもその時帰ってきたらまたすぐ連休で大阪じゃない？大丈夫？

2023/02/12(日)
07:27	ゆうげん	おはよう
09:11	あすか 11/19 8/11	おはよ
09:12	ゆうげん	まあ行けるやろ
10:03	ゆうげん	はやくあいたいし
11:32	ゆうげん	今めっちゃ
11:32	ゆうげん	片付けしてる
11:32	ゆうげん	こっちもこっちで
11:32	ゆうげん	いつ戻ってもいいようにしとかないと
14:32	あすか 11/19 8/11	いつか戻れんのかねぇ
15:10	ゆうげん	そうやね
15:10	ゆうげん	副業早く大きくして
15:10	ゆうげん	自立したい
17:45	あすか 11/19 8/11	副業って？
18:00	ゆうげん	写真や服飾
18:12	あすか 11/19 8/11	服飾…難しそうよね
18:12	ゆうげん	とりあえず発信力を高めることが大事
18:13	ゆうげん	俺は群れたりするのが大の苦手やから
18:13	ゆうげん	とにかく技術力と知識を高める
18:33	あすか 11/19 8/11	なんかお互いの得意なこと合わさっていい感じになったらいいなぁ
18:33	あすか 11/19 8/11	ﾌﾟﾁﾐｸﾞとかもSNS担当とか居てるし
19:06	ゆうげん	そそ
19:19	ゆうげん	だからこそ一緒に頑張るために毎週帰らないと
20:37	あすか 11/19 8/11	毎週は厳しいでしょ
20:39	ゆうげん	月3は帰る
20:39	ゆうげん	シンプルにあすかに会いたい時もあるし
20:51	ゆうげん	やっぱり1番癒されるのはあすかとギューしてる時やからそれないとしんどい
21:29	あすか 11/19 8/11	無理せずねーっ

2023/02/13(月)
08:53	ゆうげん	おはよう
08:53	ゆうげん	眠い
08:53	ゆうげん	最近乾燥強くて
08:53	ゆうげん	朝辛い
08:53	ゆうげん	鼻づまりで呼吸できてない
08:56	ゆうげん	あ
08:56	ゆうげん	来週の連休なにしたい?
08:56	ゆうげん	ちょっとお出かけする?
09:40	あすか 11/19 8/11	冬は乾燥するよねー、、
09:41	あすか 11/19 8/11	何しよっか？
09:41	あすか 11/19 8/11	1日くらいカフェ巡りに行く？
09:41	あすか 11/19 8/11	まだ寒いしねぇ
09:43	ゆうげん	それか温泉行くか
10:03	ゆうげん	近場で
10:26	ゆうげん	それかグランピング
10:50	あすか 11/19 8/11	今はあんま大きいお出かけはなぁ
10:50	あすか 11/19 8/11	お金､､､
10:50	ゆうげん	ふむ
10:51	ゆうげん	"近くに温泉なかったっけ
しゅんくん行ったとこ"
10:53	あすか 11/19 8/11	空庭温泉やっけ
10:53	あすか 11/19 8/11	近くではないけど
10:53	あすか 11/19 8/11	とりあえず私はある程度部屋完成させた過ぎてw
12:17	ゆうげん	ふむ
12:17	ゆうげん	カニは食いたい
14:39	あすか 11/19 8/11	カニ道楽いく？(笑)
14:41	ゆうげん	さかいやんな
14:42	ゆうげん	"行きたいね
1人1万くらい行くけど"
14:44	あすか 11/19 8/11	1番近いの岸和田じゃなかったっけ
16:16	ゆうげん	そやっけ
16:16	ゆうげん	今回の引き落とし
16:16	ゆうげん	めっちゃ少ない
16:16	ゆうげん	やった
16:17	ゆうげん	13万くらいや
16:18	ゆうげん	全部で
16:18	ゆうげん	これもニトリとか入ってるからそれ引いたら全部で8,9万
16:18	ゆうげん	だいぶ減ったね
16:18	ゆうげん	よかったよかった
16:20	ゆうげん	IKEAとニトリで5~6万やから実態は7、8マンか
16:20	ゆうげん	しかもバス代も引くから7万くらいか
16:20	ゆうげん	お互い頑張ってるね
17:27	ゆうげん	今日電話できる?
18:02	あすか 11/19 8/11	変な時間にナギとお昼寝しちゃったから夜は起きとけるやろうけどナギが寝るの遅そう
18:17	ゆうげん	待ってるで
20:12	あすか 11/19 8/11	多分23時前後なるで寝るの
20:12	ゆうげん	おっけ
20:12	ゆうげん	それまでに色々終わらせとく
20:12	ゆうげん	家具買うから
20:12	あすか 11/19 8/11	家具？
20:12	ゆうげん	あの
20:12	ゆうげん	名前忘れた
20:12	ゆうげん	白いアーチの
20:12	ゆうげん	だから起きてて
20:13	あすか 11/19 8/11	ん？ニトリの？
20:13	あすか 11/19 8/11	あ、ちゃうか
20:13	ゆうげん	あすかが欲しがってたやつ
20:13	あすか 11/19 8/11	あれよりニトリの棚の方がほし
20:13	ゆうげん	その辺の相談も兼ねて
23:28	あすか 11/19 8/11	なぎ寝てゴミ出したりしてた
23:29	ゆうげん	お疲れ様
23:29	ゆうげん	明日もえごか
23:29	ゆうげん	今からお風呂出るで
23:35	あすか 11/19 8/11	もえごってw略すなw
23:36	あすか 11/19 8/11	はーい
23:42	ゆうげん	髪乾かし中
23:54	ゆうげん	終わってるよ
23:56	あすか 11/19 8/11	はーい

2023/02/14(火)
00:02	あすか 11/19 8/11	適当にかけてきて
00:06	あすか 11/19 8/11	[写真]
00:09	ゆうげん	[写真]
00:14	あすか 11/19 8/11	[写真]
00:14	あすか 11/19 8/11	[写真]
00:14	あすか 11/19 8/11	[写真]
00:14	あすか 11/19 8/11	[写真]
00:14	あすか 11/19 8/11	[写真]
00:15	あすか 11/19 8/11	"○カラコン
○なぎのオムツ
○おむつのゴミ箱
○洗濯洗剤"
00:17	あすか 11/19 8/11	[写真]
00:17	あすか 11/19 8/11	[写真]
00:19	あすか 11/19 8/11	[写真]
00:19	あすか 11/19 8/11	[写真]
00:19	あすか 11/19 8/11	[写真]
00:19	あすか 11/19 8/11	[写真]
00:19	あすか 11/19 8/11	これ早めに
00:51	あすか 11/19 8/11	[写真]
00:51	あすか 11/19 8/11	[写真]
00:51	あすか 11/19 8/11	[写真]
00:51	あすか 11/19 8/11	[写真]
01:06	ゆうげん	☎ 通話時間 1:03:29
13:42	ゆうげん	オムツゴミ箱は
13:43	ゆうげん	どこに置くの?
18:31	ゆうげん	来週木曜仕事で帰れなくなった
18:31	ゆうげん	はぁ
18:46	あすか 11/19 8/11	まって
18:47	あすか 11/19 8/11	木曜仕事って何？祝日やで
18:47	ゆうげん	ちゃうわ
18:47	ゆうげん	金曜
18:47	あすか 11/19 8/11	なんで仕事？休み取ったんじゃないん
18:49	ゆうげん	新しくリリースするものが基本俺が担当やから
18:49	ゆうげん	なんかあったらあかんから
18:49	ゆうげん	"俺が見なあかん

引き継ぐにしてもかなり細かく作らなきゃ行けなくてそんなん作ってられへん"
18:49	ゆうげん	んでテレワークもあかん言われてるから
18:50	あすか 11/19 8/11	じゃあもうその週は帰ってこんの？
18:50	ゆうげん	帰るけど
18:50	ゆうげん	土曜着日帰る
18:50	ゆうげん	また死にそうになりながらやらなあかん
18:50	ゆうげん	お出かけも出来へん
18:50	ゆうげん	ご飯行くくらいか
18:51	あすか 11/19 8/11	無理に帰ってこんでいいんじゃない？いけるなら帰ってきて欲しいけど
18:51	あすか 11/19 8/11	ご飯かカフェかとかちゃう
18:51	ゆうげん	もうなんかやる気でん
18:51	ゆうげん	早く副業開始したいのに
19:34	ゆうげん	[写真]
19:34	ゆうげん	[写真]
19:34	ゆうげん	これ明日電話して欲しい
19:34	ゆうげん	家たってるから払わなくていいですよねって確認してほしい
19:56	あすか 11/19 8/11	なにこれ？
19:56	ゆうげん	不動産のやつ
19:57	ゆうげん	とちの
19:57	ゆうげん	でも家たったら払わなくていいはずだから
19:57	ゆうげん	聞いてみて
19:58	あすか 11/19 8/11	まず松本さんに聞いてみたら？私電話するのはいいけど理解できるかは不明
19:58	ゆうげん	"いや
この税務署に聞かないとわかんないから"
19:58	ゆうげん	電話してみて
20:10	あすか 11/19 8/11	なんて名乗ってどういう質問をしたらいいの？
20:10	ゆうげん	國松ってなのって
20:10	ゆうげん	徴収番号何番は〜12/18には家たってますって
20:24	あすか 11/19 8/11	[写真]
20:24	あすか 11/19 8/11	これ払うやつじゃないん？
20:24	ゆうげん	軽減措置の対象になるか聞いて
20:24	ゆうげん	俺は1回なるって聞いたから
20:25	あすか 11/19 8/11	わかった
20:30	ゆうげん	ありがとう
21:25	ゆうげん	[動画]
21:25	ゆうげん	ちょっと元気出た

2023/02/15(水)
08:37	あすか 11/19 8/11	懐かしい
08:37	あすか 11/19 8/11	おはよう
09:12	ゆうげん	ニトリの棚と
09:12	ゆうげん	韓国のやつの中間みたいなのってないの?
09:13	ゆうげん	"上はアーチじゃなくて平
中は空洞のやつ"
09:13	あすか 11/19 8/11	それはいらん
09:34	ゆうげん	そうか
12:40	ゆうげん	今回帰るのは
12:40	ゆうげん	行きを新幹線にしようかな
12:40	ゆうげん	バス見たら1万超える
12:41	ゆうげん	今月分まだ帰省旅費分入ってないし
13:16	ゆうげん	あ
13:16	ゆうげん	固定資産どうやった?
13:17	あすか 11/19 8/11	その辺は任せる
13:18	あすか 11/19 8/11	"ちょいまち

もうちょいしたらあーりんちお邪魔して電話してみる"
13:18	ゆうげん	17:30までやから
13:18	ゆうげん	早めにお願い
13:19	あすか 11/19 8/11	14じくらいにはあーりんちいくからまって
14:39	ゆうげん	どう?
14:49	ゆうげん	[ファイル]
14:49	ゆうげん	これでいい?
15:01	あすか 11/19 8/11	うん
15:13	あすか 11/19 8/11	"ちょっと聞いたことない言葉多すぎてなんかよーわからんけど

とりあえず軽減措置かなんかわらからんけど受ける対象になるから申告の案内の用紙東京に送るってさ

払うの遅なってる分やからその申告書が届いたら速やかに返送してやって


その時に
・土地購入売買契約書
・土地残代金領収書
・完成した住宅の謄本
・住宅完成後の土地の謄本
のコピーがいるらしい

どんな書類かわからんけど
多分こっちにあるやつなんちゃう"
15:33	ゆうげん	そっちに本書あるやんな
15:34	ゆうげん	書類全部
15:34	あすか 11/19 8/11	確認はするけど家に関係する書類は全部こっちちゃん
15:34	ゆうげん	一応全部揃えてもらってていい?
15:35	あすか 11/19 8/11	どれが何かわからんし見てわかったらそろえとく
15:54	ゆうげん	ありがとう
19:30	ゆうげん	なんか頑張って来週金曜日テレワークに出来そう
19:57	ゆうげん	今週帰らず来週水曜に新幹線で帰るでもいい?
19:58	ゆうげん	そしたら7000円浮く
19:58	ゆうげん	カニ食べよう
20:27	あすか 11/19 8/11	任せる
20:27	あすか 11/19 8/11	それで確定？
20:27	ゆうげん	それとは?
20:30	あすか 11/19 8/11	今週帰ってくるの無しで来週水曜に新幹線
20:30	ゆうげん	にした方が
20:30	ゆうげん	いいかなと
20:30	ゆうげん	何より移動賃が高い
20:30	あすか 11/19 8/11	それはそれでいいんやけど、金曜日テレワークに出来そうってなんか曖昧な感じやから
20:30	ゆうげん	連休があるからか普段3000円ぐらいやのに10000かかる
20:30	あすか 11/19 8/11	それで確定なんかなぁて思っただけ
20:30	ゆうげん	何とかする
20:31	あすか 11/19 8/11	"じゃあもう今週なしで
来週水曜日に帰ってくるって
思っとくで？"
20:31	ゆうげん	うん
20:31	ゆうげん	それでお願い
20:31	あすか 11/19 8/11	水曜日に新幹線いけるん？
20:32	ゆうげん	"それは行ける
荷物持って言っとけば仕事から直行できるし"
20:32	ゆうげん	チケットも取っとく
20:32	あすか 11/19 8/11	じゃあまた水曜何時頃着くか教えて〜
20:32	ゆうげん	"おけ
最速でも22:30とかやと思う"
20:33	ゆうげん	新大阪から遠いねんな
20:33	あすか 11/19 8/11	おけ
20:40	ゆうげん	寝てていいよ
20:40	ゆうげん	ひっそり返っとく
20:40	あすか 11/19 8/11	私は恐らく起きてる
20:41	あすか 11/19 8/11	なぎも昼寝ありやったら起きてそう
20:41	ゆうげん	まじかよ
20:41	ゆうげん	なぎはねとこ
20:41	あすか 11/19 8/11	分からんけどまぁ寝といてくれるようにリズム作りがんばる
20:46	ゆうげん	無理せずね

2023/02/16(木)
08:18	ゆうげん	おはよう
09:52	あすか 11/19 8/11	おはよう
10:01	ゆうげん	最近朝起きれん
10:03	あすか 11/19 8/11	私も起きれん、まぁその分夜更かししてるけど私の場合
17:13	ゆうげん	今日も7:30に起きた
21:39	ゆうげん	[写真]
21:39	ゆうげん	[写真]
21:40	ゆうげん	すごい
21:40	ゆうげん	AI

2023/02/17(金)
07:44	あすか 11/19 8/11	おはよう
08:32	ゆうげん	来週のどこでカニ行く?
08:39	ゆうげん	予約しないと
08:52	あすか 11/19 8/11	24日の夜とかはー？
09:07	ゆうげん	おけ
09:08	ゆうげん	コースはどうする?
09:08	ゆうげん	何店やっけ
09:10	ゆうげん	https://douraku.co.jp/kansai/kishiwada/menu/
09:42	あすか 11/19 8/11	多分1番近いのは岸和田店やけど
09:42	あすか 11/19 8/11	何で行くの？
09:42	ゆうげん	くるま?
09:42	ゆうげん	夜借りれるかな
09:42	ゆうげん	そして帰りあすかに運転して貰えないかな
09:43	あすか 11/19 8/11	厳しいんちゃう、ペーパーでナギも乗せて知らない道
09:43	ゆうげん	"ふむ
お酒飲みたかった"
09:43	あすか 11/19 8/11	しかも借りるってアルファードやろ？いけるかしらんけど
09:44	ゆうげん	あかんかったら難波で食べよ
09:44	ゆうげん	電車で
09:45	あすか 11/19 8/11	てか車欲しい時いつも借りるの嫌やなぁ、どーにかならんのかな、今はどーにもならんけど
09:46	ゆうげん	貯めるしかない
09:46	ゆうげん	ダブルローンは辛い
09:46	あすか 11/19 8/11	あ、あと覚えてるかわからんけど24日朝から友だちらと会うよ、私とナギは
09:46	ゆうげん	せめて頭金半分は出したい
09:46	ゆうげん	何時までやっけ
09:47	あすか 11/19 8/11	貯めるのもしばらく厳しいよな、家具も小物も全然揃ってないしﾌﾟﾁﾐｸﾞ春服もまだやし光熱費とか食費も今めっちゃ何でも値段上がってるし
09:48	ゆうげん	だから積極的にメルカリするしかない
09:48	ゆうげん	とりあえず
09:48	あすか 11/19 8/11	"1人幼稚園のお迎えあるから
それまでには解散する、多分15時までには解散"
09:49	ゆうげん	難波にする?
09:50	ゆうげん	車かりる、?
09:50	あすか 11/19 8/11	車借りれるってさ
09:51	あすか 11/19 8/11	コースはなんか2つくらいに絞って〜
09:51	ゆうげん	いっぱいあるから
09:51	ゆうげん	絞れん
09:52	あすか 11/19 8/11	じゃあ決めて、お楽しみにしとく、ナギ食べるのあるんかな
09:52	ゆうげん	うどんとかあるよ
09:52	ゆうげん	なぎはカニ食べれるの?
09:53	あすか 11/19 8/11	カニは知らん、エビは食べたことあるけどカニはない
09:53	あすか 11/19 8/11	家でカニ鍋した日なぎどうしてたっけ
09:54	あすか 11/19 8/11	どんな？お子さまセットも蟹づくしやな、、
09:56	ゆうげん	コースの中にある
09:56	ゆうげん	うどん
10:00	あすか 11/19 8/11	家でカニ食べた時同じ鍋のもの食べてたっけ？なぎ
10:10	ゆうげん	食べてた気はする
11:59	あすか 11/19 8/11	やったかなぁ
12:41	ゆうげん	どうする?
14:17	あすか 11/19 8/11	まぁ何かしら食べれるんちゃうかな
18:31	ゆうげん	家ついたらコース考える
18:37	ゆうげん	暖かいの食べたいよな
18:37	ゆうげん	鍋
18:37	ゆうげん	あ
18:37	ゆうげん	あとオムツのゴミ箱とかあるから
18:37	ゆうげん	送るね
18:43	あすか 11/19 8/11	私的には焼きガニとかカニ味噌とか……普段カニ食べたとしても食べない感じのがいいな
18:43	あすか 11/19 8/11	おむつゴミ箱どんなんしたん？
18:44	あすか 11/19 8/11	あ、洗濯洗剤あと2~3個やのに買うの忘れた
18:44	ゆうげん	日曜着で送るわ
18:44	ゆうげん	洗剤も
18:44	ゆうげん	耐えて
18:45	あすか 11/19 8/11	日曜日着…わかった
18:46	ゆうげん	[写真]
18:46	ゆうげん	ごんばこ
18:47	ゆうげん	[写真]
18:50	あすか 11/19 8/11	容量少なそやな
18:50	あすか 11/19 8/11	臭い対策とかあるん？
18:51	ゆうげん	90L
18:51	ゆうげん	密閉型
18:51	あすか 11/19 8/11	オムツ用とかではないん？
18:51	あすか 11/19 8/11	[写真]
18:51	ゆうげん	生ゴミオムツ用
18:51	あすか 11/19 8/11	こういうの見てた
18:51	あすか 11/19 8/11	そーなん、なんか小さそう、まぁいけるか
18:52	ゆうげん	思ったよりは入ると思うで
20:00	ゆうげん	もしニトリ行けるなら
20:00	ゆうげん	棚見てきてよ
21:36	あすか 11/19 8/11	もし行けたらね
22:14	ゆうげん	よさげなら買お

2023/02/18(土)
08:22	あすか 11/19 8/11	その場で？
08:23	ゆうげん	持って帰れるならそれでもいいし
08:23	ゆうげん	おはうお
08:25	あすか 11/19 8/11	誰かと行くから持って帰って来れるやろうけど、ネットの方がいいか
08:25	あすか 11/19 8/11	おはよう
08:25	ゆうげん	"大きさ
質感
棚の中とか"
08:26	ゆうげん	色々見て欲しい
08:28	あすか 11/19 8/11	うん
08:58	ゆうげん	洗剤とゴミ箱とサンダル(ベランダ用)と
08:59	ゆうげん	あとは普段使いパンツ入れてる
08:59	ゆうげん	春に使えるやつ
08:59	ゆうげん	"あと帽子も
アイボリーのコーデュロイキャップ、ダウンっぽいバケット、フェルトのバケット"
08:59	ゆうげん	普段使いしていいよ
08:59	ゆうげん	あすかは深めの帽子が似合う
09:00	あすか 11/19 8/11	似合うか知らんけど私が使いたいかどうかよねw
09:01	ゆうげん	絶対使えるよ
09:01	ゆうげん	そういうのしか送ってないから
09:02	あすか 11/19 8/11	なんの自信w
09:02	ゆうげん	コンフィデンスマンやから
09:02	ゆうげん	いい天気や
09:03	ゆうげん	早く暖かくなって欲しいね
09:03	ゆうげん	15度くらいに
09:06	あすか 11/19 8/11	なんか、普段からもの与えてくれんのもいいけど、ここぞと言う時に私が絶対喜ぶものとかプレゼントしてくれる人も良いなぁて思うよねぇ
09:06	あすか 11/19 8/11	誕生日含めた記念日とかあんまり思い出深いことないかもw
09:07	あすか 11/19 8/11	服とかも私自身が選びたいし、欲しいって思った時に欲しいw
