	あすか 11/19 8/11	今日は夜起きれるようにします
15:57	あすか 11/19 8/11	[写真]
15:57	あすか 11/19 8/11	[写真]
15:57	あすか 11/19 8/11	[写真]
15:57	あすか 11/19 8/11	[写真]
15:57	あすか 11/19 8/11	[写真]
15:57	あすか 11/19 8/11	[写真]
15:57	あすか 11/19 8/11	ママの手作り帽子
16:54	ゆうげん	オシャレさん
16:55	ゆうげん	"帽子どっちも可愛いけど
1個目が俺は好き"
16:55	ゆうげん	"そしてこのtシャツ可愛いね
似合って良かった"
17:50	あすか 11/19 8/11	[写真]
17:50	あすか 11/19 8/11	家の中ではセットアップ
17:50	あすか 11/19 8/11	早速オレンジの汁で服汚した､､､
18:00	ゆうげん	そのための2着
18:09	あすか 11/19 8/11	それにしても早速すぎる(笑)
18:11	ゆうげん	可愛いね
18:11	ゆうげん	まあまあ
18:11	ゆうげん	そういうもんや
18:11	ゆうげん	洗えばいい
18:12	あすか 11/19 8/11	洗えば取れるかな
19:05	あすか 11/19 8/11	最近貧血なのか熱中症なのか低血圧とかなのか
19:05	あすか 11/19 8/11	1日に数回フラフラ気持ち悪くなる
19:05	あすか 11/19 8/11	ここら2.3日
19:06	ゆうげん	どっちも有り得そう
19:06	ゆうげん	無理せず
19:06	ゆうげん	レバー食べ
19:07	ゆうげん	体が1番大事やからな
19:21	あすか 11/19 8/11	貧血と低血圧ってなんか関連あるの？
19:21	あすか 11/19 8/11	レバー､､､
19:21	あすか 11/19 8/11	他のもので鉄分摂取するわ
19:22	ゆうげん	低気圧は血が巡りづらくなる
19:24	あすか 11/19 8/11	"普段血圧とかはからんけど
妊婦の時に検診の度に測ってて
血圧低めが基本でめっちゃ低い時もあったから私低血圧なんかな"
19:26	ゆうげん	やろうね
19:26	ゆうげん	適度な運動と
19:26	ゆうげん	身体のあたため
19:26	あすか 11/19 8/11	毎日自転車漕ぎ回ってるけどなぁ
19:26	あすか 11/19 8/11	なぎ追いかけ回して
19:26	あすか 11/19 8/11	エアコンで変に体冷えてるんかな
19:27	あすか 11/19 8/11	でも暑いのも耐えられへんしどないしろとぉぉぉ
19:27	あすか 11/19 8/11	ゆー君も熱中症とか気をつけてね、今年まじヤバそう
19:27	ゆうげん	ほんまはゆっくり入って欲しいけどね
19:30	あすか 11/19 8/11	どゆこと？？
19:38	ゆうげん	お風呂
19:39	ゆうげん	たっぷり30分
19:40	ゆうげん	今から帰ります
21:13	あすか 11/19 8/11	☎ 不在着信
21:14	あすか 11/19 8/11	☎ 不在着信
21:17	ゆうげん	☎ 通話をキャンセルしました
21:54	あすか 11/19 8/11	寝かせてた
21:55	ゆうげん	お疲れ様やで
21:55	あすか 11/19 8/11	お疲れ様です
21:57	ゆうげん	暑すぎ
21:57	ゆうげん	エレベーターえぐかった
21:58	あすか 11/19 8/11	暑さやばいよね
21:58	あすか 11/19 8/11	持ち歩いてる？塩分
21:58	あすか 11/19 8/11	水分
22:00	ゆうげん	数個持ってったよー
22:01	あすか 11/19 8/11	そかそか
22:01	あすか 11/19 8/11	一緒に寝たい
22:03	ゆうげん	ね
22:03	ゆうげん	疲れ吹っ飛ばしたい
22:04	あすか 11/19 8/11	うん、
22:06	ゆうげん	あすか
22:06	ゆうげん	[スタンプ]
22:06	ゆうげん	マジで今週かえろかな
22:06	ゆうげん	金曜
22:13	ゆうげん	あすかのお弁当食いたい
22:28	あすか 11/19 8/11	唐突に用事なしに帰ってくるとなると実家には声掛けにくいけど…
22:28	あすか 11/19 8/11	お弁当🍱か
22:34	ゆうげん	実家
22:34	ゆうげん	泊まるで
22:34	ゆうげん	それかうちおいで
22:47	あすか 11/19 8/11	また考えとくね
22:47	あすか 11/19 8/11	もえみちゃん性別わかったんだって
22:48	ゆうげん	明明後日やけどな
22:48	ゆうげん	お
22:48	ゆうげん	男の子やろ
22:48	あすか 11/19 8/11	あれ、もう明明後日とかか
22:48	あすか 11/19 8/11	❌
22:48	ゆうげん	えーーー
22:48	ゆうげん	まさかの女の子
22:48	ゆうげん	どっちの血が強いかなぁ
22:49	ゆうげん	鼻シュッとして欲しい
22:49	あすか 11/19 8/11	無事に生まれてきてくれたらそれだけでいいのだよ
22:50	あすか 11/19 8/11	梛ちゃんのいとこちゃん
22:51	あすか 11/19 8/11	金曜日ホントに帰ってくるかどうかと、松原のご実家が都合とか大丈夫なのかだけまた連絡お願いします
22:55	ゆうげん	なぎも
22:55	ゆうげん	めっちゃ親戚多くなりそう
22:55	ゆうげん	"金曜7月やから
旅費降りるし"
22:55	ゆうげん	[スタンプ]
22:55	あすか 11/19 8/11	そもそも梛はママもパパも3．4人きょうだいやから
22:56	あすか 11/19 8/11	みんな結婚して子どもできたら
22:56	あすか 11/19 8/11	すごい人数なるよね
22:56	ゆうげん	10人以上いとこ
22:56	ゆうげん	サッカーできるな
22:56	あすか 11/19 8/11	でもまた7月はマイホームのことで帰ってくる機会あると思うよ？
22:57	ゆうげん	[スタンプ]
23:16	あすか 11/19 8/11	どうしますかーー

2022/06/29(水)
08:19	ゆうげん	やばい
08:19	ゆうげん	いつ寝た俺
08:21	あすか 11/19 8/11	ちゃんとエアコンついてる中で寝た？
08:21	ゆうげん	ていうか7:50に起きた
08:21	ゆうげん	乗り換え走らないと
08:21	ゆうげん	もう最悪
08:22	ゆうげん	髪やばいし
08:22	あすか 11/19 8/11	あらま…
08:22	あすか 11/19 8/11	熱中症気をつけて
08:22	ゆうげん	しんど
08:22	あすか 11/19 8/11	ちゃんと水分とって塩分もとってな！
08:23	あすか 11/19 8/11	会社ついたらトイレ行ってでもちゃんと一息ついて
08:24	あすか 11/19 8/11	今日東京8時前から30度とかあるんでしょ、やばすぎ
08:24	ゆうげん	そんな中ダッシュしないと間に合わない
08:24	あすか 11/19 8/11	そうよ、だからよ、熱中症気をつけて
08:25	あすか 11/19 8/11	余計に気をつけて
08:25	あすか 11/19 8/11	ダッシュも無理したらあかんで
08:26	あすか 11/19 8/11	遅刻するより体壊す方がNG
08:35	ゆうげん	はいやばい
08:35	ゆうげん	息が
08:38	あすか 11/19 8/11	無理したらあかんよ
08:38	あすか 11/19 8/11	絶対
08:38	あすか 11/19 8/11	いけると思っても急に来るから
08:39	あすか 11/19 8/11	遅刻するなんて人生において小さすぎることやから
08:39	あすか 11/19 8/11	熱中症は命落とす人もおるから
08:39	あすか 11/19 8/11	ほんと気をつけて
08:42	あすか 11/19 8/11	ちゃんと水分とって塩分もとって休息もとってね
08:43	あすか 11/19 8/11	ここ何日間か私も外出たら熱中症みたいになるから走るなんてほんま心配すぎるよ
08:44	あすか 11/19 8/11	大丈夫？
09:18	ゆうげん	とりあえず
09:18	ゆうげん	着いたらお水飲んだ
11:17	あすか 11/19 8/11	いっぱい飲んでね
11:17	あすか 11/19 8/11	ほんと気をつけてーー
12:03	あすか 11/19 8/11	[写真]
12:03	あすか 11/19 8/11	なぎちゃんそうめん
12:14	ゆうげん	お
12:14	ゆうげん	そうめん美味しいよね
12:18	ゆうげん	塩タブレットがぶ飲みした
12:21	あすか 11/19 8/11	塩タブレットがぶ飲みはやばい
12:21	あすか 11/19 8/11	適度にね
12:25	ゆうげん	このま
12:25	ゆうげん	え
12:26	ゆうげん	ソフトバンクで俺の契約変えたのって
12:26	ゆうげん	いつやっけ
12:35	あすか 11/19 8/11	ゆー君の契約？
12:36	ゆうげん	そそ
12:36	あすか 11/19 8/11	いつやろ､､､4月とか5月とかじゃない？
12:45	ゆうげん	請求額まだ前のままやったから
12:45	ゆうげん	来月からかな?
12:46	あすか 11/19 8/11	ゆー君のiPhoneの請求額？
12:46	ゆうげん	そうそう
12:46	ゆうげん	あすかの請求って
12:46	ゆうげん	いつからはいるっけ
12:46	あすか 11/19 8/11	もうゆー君じゃないんかな？？
12:47	ゆうげん	いつからやっけ
12:47	あすか 11/19 8/11	いつからとは？
12:47	ゆうげん	請求
12:47	あすか 11/19 8/11	もうゆーくんじゃないの？
12:47	あすか 11/19 8/11	まだ？
12:47	ゆうげん	今って5月分が来てると思うんやけど
12:47	ゆうげん	あと
12:47	ゆうげん	クレジットカードやっけ
12:47	ゆうげん	口座のカードやっけ
12:47	あすか 11/19 8/11	クレジットカードでやってたんちゃうかな
12:47	あすか 11/19 8/11	ポイントつくからってゆって
12:48	ゆうげん	なら金曜わかるか
12:48	ゆうげん	金曜カードの引き落としやから
12:48	あすか 11/19 8/11	うん、その時見てみて
12:49	あすか 11/19 8/11	今日も相変わらず頭ギューってなってる感じで重いしたまに気持ち悪くなるしそこに加えて謎にお腹の調子も悪いし最近不調すぎる
12:50	ゆうげん	生理以外で、
12:50	ゆうげん	?
12:50	あすか 11/19 8/11	もう生理は4日目やから生理痛とかはない
12:51	あすか 11/19 8/11	4日目とかやともうちょい血の量少なかった気がするから貧血はありそ
12:52	ゆうげん	"やっぱ低血圧やね
偏頭痛もあると思う

暑くて血管広がって頭の血流のせいで頭痛かな"
12:52	ゆうげん	末端あっためて
12:52	ゆうげん	首元冷やし
12:53	あすか 11/19 8/11	未だにまだ靴下履いてるけどなぁ
12:53	あすか 11/19 8/11	冷えてるんかな
12:53	あすか 11/19 8/11	首元は冷やすのがいいのか
12:54	ゆうげん	首元冷やして頭痛とめよ
12:54	あすか 11/19 8/11	頭痛というより
12:54	あすか 11/19 8/11	ギューってなってる感じ
12:54	あすか 11/19 8/11	"痛いとかってより重いの方が
表現あってそう"
12:57	ゆうげん	うーん
12:57	ゆうげん	ほんまはお昼寝とか
12:57	ゆうげん	涼しい場所で水分取って
12:57	ゆうげん	休むのがいいんやけど
12:58	ゆうげん	あとビタミンとる
12:58	あすか 11/19 8/11	なぎ寝てるし私もちょっと寝よかな
13:00	あすか 11/19 8/11	"昨日あーりんちの涼しい部屋で編み物してただけやのにフラフラ気持ち悪さに襲われた

ゆっくりしてても動いてても
唐突に気持ち悪くなる"
13:00	あすか 11/19 8/11	なんなんやろ
13:00	あすか 11/19 8/11	ビタミンね
13:00	ゆうげん	ビタミンと鉄分
13:00	ゆうげん	豚肉たべ
13:00	ゆうげん	あとほうれん草
13:00	ゆうげん	お水も少し多めに
13:01	あすか 11/19 8/11	"ナギと一緒に毎朝キウイ食べて
お昼は野菜不足しがちやから野菜ジュース飲んだり夜はよくほうれん草食べるんだけどな"
13:01	あすか 11/19 8/11	お水はもっと意識的に飲んだ方が良さそだな
13:01	あすか 11/19 8/11	謎の不調で買い物中とかナギへのイライラ倍増やからどうにかしたい
13:02	あすか 11/19 8/11	お昼仕事始まったね、色々教えてくれてありがとう
13:02	あすか 11/19 8/11	お昼からも無理せずね、ゆー君もコロナもやけど熱中症も、ほんと気をつけて
13:03	ゆうげん	無理せずな
13:03	ゆうげん	今は直接は支えてあげれん
13:03	あすか 11/19 8/11	大丈夫、ありがと
13:05	あすか 11/19 8/11	私も直接ケアしてあげれんでごめんね、ゆー君もしっかり水分とってしっかり食べてしっかり寝てね
13:05	あすか 11/19 8/11	"あ、また金曜日どうするかだけ決まったら教えてね

帰ってくるか帰ってこないか"
13:13	ゆうげん	あすかが決めてや
13:13	あすか 11/19 8/11	いや、移動とかしんどいのゆー君やしゆー君が決めて
13:16	あすか 11/19 8/11	"月一帰省旅費出るけど、
7月はローンのことや家の仕様のことや神社への祈祷＆セルフ地鎮祭が半ばから末にかけてあるから、また帰ってこないとやし…"
13:16	あすか 11/19 8/11	"体力面と金銭面と､､､
その辺考えてゆー君が決めて"
13:19	ゆうげん	うーん
13:19	ゆうげん	でも会いたいねんなぁ
13:20	あすか 11/19 8/11	私も会いたい気持ちはあるよ
13:21	あすか 11/19 8/11	でも特に体力面は心配やから
13:21	あすか 11/19 8/11	ゆー君が決めて欲しい
13:34	ゆうげん	今日決めるね
14:51	あすか 11/19 8/11	うん、よろしくです
15:51	ゆうげん	ウチくる?
15:51	ゆうげん	くにまつ
15:51	ゆうげん	金土
15:53	あすか 11/19 8/11	迷惑じゃなければ行きたいな
15:54	あすか 11/19 8/11	金土か土日かはわからんけど
18:05	ゆうげん	[写真]
18:07	あすか 11/19 8/11	ゆー君はいつ大阪帰ってくるの？
18:40	ゆうげん	金曜かなぁ
18:41	ゆうげん	金曜は家具見たら移動できるから
18:41	ゆうげん	夕方には大阪おれるのよね
18:42	ゆうげん	だから國松家で金晩ご飯も行ける
18:45	あすか 11/19 8/11	あ、そうなのね！
18:45	あすか 11/19 8/11	迷惑じゃなければ金曜日からいこうかな､､､
19:09	ゆうげん	おっけ
19:09	ゆうげん	そうしよ
19:09	あすか 11/19 8/11	実家が大丈夫なら金曜日帰ってくるのは確定？？？
20:13	ゆうげん	今終わったよぉ
20:13	ゆうげん	帰る!
20:19	あすか 11/19 8/11	お疲れ様です
20:19	あすか 11/19 8/11	お義母さんから返事きた？？
20:25	ゆうげん	まだ来てないなぁ
20:25	ゆうげん	あすかもお疲れ様
21:20	あすか 11/19 8/11	そかそか
21:20	あすか 11/19 8/11	お疲れ様よー
21:26	ゆうげん	ご飯どうしよ
21:26	ゆうげん	金曜
21:29	あすか 11/19 8/11	どうしよっか
21:40	ゆうげん	うーん
21:40	ゆうげん	みんなで食べれるのがいいよね
21:40	ゆうげん	なぎふくめ
21:44	あすか 11/19 8/11	そうだね
21:44	あすか 11/19 8/11	ハンバーグとか？
21:47	ゆうげん	ハンバーグ作るか
22:10	あすか 11/19 8/11	パパお手製
22:14	あすか 11/19 8/11	パパ起きてる？
22:19	ゆうげん	起きてるよーー
22:19	ゆうげん	母と通話してた
22:19	ゆうげん	あやみに聞いてみるって
22:20	ゆうげん	行けるか否か
22:21	あすか 11/19 8/11	ちょっとだけ電話してい？
22:21	あすか 11/19 8/11	そかそか
22:25	ゆうげん	ええよ
23:06	あすか 11/19 8/11	[写真]
23:06	あすか 11/19 8/11	[写真]
23:16	ゆうげん	[写真]

2022/06/30(木)
00:37	ゆうげん	☎ 通話時間 2:10:09
00:40	あすか 11/19 8/11	電話ありがと
00:40	ゆうげん	[スタンプ]
00:40	あすか 11/19 8/11	"しっかり体流してね🚿
そして早く寝てね"
01:07	ゆうげん	お風呂出た
01:07	ゆうげん	そういえば
01:07	ゆうげん	おとうとーずに
01:07	ゆうげん	プレゼント
01:07	ゆうげん	サンダル
01:07	ゆうげん	ほんもの
01:29	あすか 11/19 8/11	ほんもの？？
01:29	あすか 11/19 8/11	"てか太っ腹！
どこにそんなお金…💰"
01:42	ゆうげん	teva
01:42	ゆうげん	言うて今すごい夏物セールやし
01:42	ゆうげん	まあ
01:42	ゆうげん	媚び売っとく
01:45	あすか 11/19 8/11	tevaか！
01:45	あすか 11/19 8/11	そうなのね？
01:45	あすか 11/19 8/11	きっと喜ぶ、ありがとう🙏🏻´-
01:46	ゆうげん	仲良くしてこ
01:46	ゆうげん	寝まーーーす
01:47	ゆうげん	明日起こしてちょ
07:27	ゆうげん	おはよう
07:27	ゆうげん	國松家あかんかった
07:27	ゆうげん	直前は厳しかった
08:27	あすか 11/19 8/11	明日起こしてちょ、見てなかった
08:27	あすか 11/19 8/11	そだね、直前すぎたよね
08:27	あすか 11/19 8/11	どうしよっか
08:34	ゆうげん	どうしょーー
08:36	あすか 11/19 8/11	ゆーくんだけなら実家大丈夫なん？
09:00	あすか 11/19 8/11	"でもゆー君が泊まれたとして…
せっかく金曜日の晩ご飯から一緒におれるかもやのになんかもったいないね"
09:00	あすか 11/19 8/11	でも別々に実家におるのがいいか､､､
09:00	あすか 11/19 8/11	うーん、どうしよう
09:50	ゆうげん	近場に安いホテルないかな
12:28	ゆうげん	探してみる
12:30	ゆうげん	ラブホテルなら...
12:30	ゆうげん	めっちゃ安いのある...
12:30	ゆうげん	[写真]
12:30	あすか 11/19 8/11	ラブホね､､､
12:30	ゆうげん	[写真]
12:30	ゆうげん	ここは??
12:30	ゆうげん	めっちゃ安い
12:31	ゆうげん	どっちもおなじ系列やった..
12:31	ゆうげん	でも普通のホテルっぽい
12:32	ゆうげん	2人で2泊7000円
12:32	ゆうげん	めっちゃ安い
12:33	ゆうげん	[写真]
12:33	ゆうげん	家族で泊まれるって
12:33	ゆうげん	いいやん
12:36	ゆうげん	"偽装らぶほやって

らぶほやと建築とか業務条件が緩くなるかららぶほとして運用してるって"
12:36	ゆうげん	まあ
12:36	ゆうげん	気持ち次第
12:36	ゆうげん	ちなみ他のホテルは
12:36	ゆうげん	2倍の価格
12:37	あすか 11/19 8/11	アパートメントホテルっていうんやっけ？キッチンも付いてたりするとこ！そういうとこやとごはんも外食とか買ったものとかばっかりにならんかなぁと思ったりしたけど
12:37	あすか 11/19 8/11	高いかな
12:37	あすか 11/19 8/11	ファイン どこにあるの？堺の
12:41	ゆうげん	実質そんな時間おらんからなぁ
12:41	あすか 11/19 8/11	"そうなんかな？
外暑いしお出かけばっかりもなぁとか思ったりしてたけど"
12:42	ゆうげん	[写真]
12:43	あすか 11/19 8/11	ナギは朝昼晩ごはん食べるから、それぜんぶ買ったり外食やったりが2.3日続くのはな…とかは思う…
12:43	あすか 11/19 8/11	そのホテルが嫌とかはないけどね
12:43	ゆうげん	探してみて
12:43	ゆうげん	キッチン付き
12:44	ゆうげん	ただそれやったら料理だけ実家戻ったらいいんちゃうかな
12:48	ゆうげん	食べ物調達でさらに価格2倍の価格とかになるんやったら
12:48	ゆうげん	実家で準備しよ
12:48	ゆうげん	さすがにもったいない
12:49	ゆうげん	もちろん低価格のキッチン付きホテルがあればいいけど
12:49	ゆうげん	[写真]
12:52	あすか 11/19 8/11	どうする
12:52	ゆうげん	きめてちょ
12:53	あすか 11/19 8/11	アパートメントホテル堺にあるけどやっぱゆーくんが出てきたホテルよりは高いし
12:53	ゆうげん	どれどれ
12:53	あすか 11/19 8/11	[写真]
12:53	あすか 11/19 8/11	[写真]
12:53	あすか 11/19 8/11	[写真]
12:54	あすか 11/19 8/11	[写真]
12:54	ゆうげん	4倍..
12:55	ゆうげん	流石に家泊まれない変わりの価格ではない
12:55	ゆうげん	それやったら旅行行く
12:56	あすか 11/19 8/11	ご飯がなー､､､
12:56	あすか 11/19 8/11	おでかけで外食とか簡単に食べれるパンとかよく食べる日はやっぱナギお腹壊すから
12:56	あすか 11/19 8/11	工夫しなきゃやな､､､
12:56	あすか 11/19 8/11	別にホテルはどこでもいいけど
13:02	あすか 11/19 8/11	ホテルファイン予約する？
13:38	ゆうげん	そこでいいの?
13:38	あすか 11/19 8/11	ご飯だけちゃん考えて工夫しなきゃやけどね
15:05	ゆうげん	外観は
15:05	ゆうげん	まじらぶほ
15:05	ゆうげん	どうしうおーー
15:16	あすか 11/19 8/11	そだね、いいよ？そこでも
15:16	あすか 11/19 8/11	安さはピカイチやろし､､､
15:30	ゆうげん	かえったらする
15:40	あすか 11/19 8/11	それで間に合うかな？
15:40	あすか 11/19 8/11	明日やけど､､､
19:00	ゆうげん	このあと
19:00	ゆうげん	もうちょいで終わるから
19:00	ゆうげん	電話しながら
19:00	ゆうげん	予約する
19:15	あすか 11/19 8/11	今日も残業お疲れ様よ､､､
19:15	あすか 11/19 8/11	電話しながら？
19:32	ゆうげん	今から帰る
19:36	あすか 11/19 8/11	お疲れ様です
19:50	あすか 11/19 8/11	電話しながらってなぎ寝てから私と電話するってこと？？
19:51	あすか 11/19 8/11	"今日はお風呂今空いてなくて
多分20時くらいからいれて
21時過ぎから寝かしつけになると思うんやけど寝かしつけ時間かかったら22時過ぎると思う、"
19:51	あすか 11/19 8/11	遅なったらごめん
19:57	ゆうげん	☎ 通話をキャンセルしました
19:58	ゆうげん	☎ 通話をキャンセルしました
20:04	あすか 11/19 8/11	ごめん洗い物してた
20:05	あすか 11/19 8/11	☎ 不在着信
20:05	ゆうげん	さっき事務所出た
20:05	ゆうげん	いま電車
20:05	あすか 11/19 8/11	あ、そやったのね
20:05	ゆうげん	ちょいまち
20:05	あすか 11/19 8/11	お風呂あいたから行ってるく
20:05	あすか 11/19 8/11	行ってくる
20:06	ゆうげん	おっけ
20:07	ゆうげん	予約しとく
20:07	あすか 11/19 8/11	ありがとう
20:08	あすか 11/19 8/11	一応なぎも子ども人数いれといてね
20:08	あすか 11/19 8/11	堺のとこやんな？
20:08	あすか 11/19 8/11	荷物準備しなきゃ
20:19	ゆうげん	ほてる
20:19	ゆうげん	埋まってた
20:34	あすか 11/19 8/11	間に合うかなーておもってたけど
20:34	あすか 11/19 8/11	やっぱ無理やったのか
20:34	あすか 11/19 8/11	どうする
20:35	ゆうげん	今別探してる
20:37	ゆうげん	心斎橋でもいい?
20:44	あすか 11/19 8/11	ご飯実家とかにやりにくるの大変じゃない？
20:45	ゆうげん	後で電話
21:11	ゆうげん	おけ
21:12	ゆうげん	あれ
21:12	ゆうげん	今行ってくるーって
21:12	ゆうげん	通知来たのに
21:43	あすか 11/19 8/11	なぎ寝た
22:13	ゆうげん	☎ 通話時間 29:03
22:14	あすか 11/19 8/11	☎ 通話をキャンセルしました
22:26	あすか 11/19 8/11	☎ 通話時間 12:21
23:26	ゆうげん	☎ 通話時間 52:33

2022/07/01(金)
06:57	ゆうげん	おはよう
07:34	ゆうげん	[写真]
07:34	ゆうげん	[写真]
07:35	ゆうげん	これの1番上どっちかで帰る
07:45	あすか 11/19 8/11	おはよう
07:45	あすか 11/19 8/11	了解です
07:46	あすか 11/19 8/11	一応2泊分の荷物持っとくのがいいんやんな？？
07:49	あすか 11/19 8/11	あと、昨日寝てるところに電話かけちゃって了承得たみたいやけど…
07:49	あすか 11/19 8/11	今日もまた再確認しといてね
07:59	ゆうげん	2泊分一旦準備してて
08:01	あすか 11/19 8/11	わかった
08:02	ゆうげん	おれの
08:02	ゆうげん	持ってきて欲しいものは
08:02	ゆうげん	白いハーフパンツと
08:02	ゆうげん	beautiful peopleの
08:02	ゆうげん	トート
08:03	あすか 11/19 8/11	おけ
08:26	ゆうげん	俺
08:26	ゆうげん	ヘアアイロン
08:26	ゆうげん	持ってってたっけ
08:26	ゆうげん	棚橋家に
08:26	ゆうげん	箱で
08:28	あすか 11/19 8/11	持ってってたっていうか
08:28	あすか 11/19 8/11	この前の荷物の中に
08:28	あすか 11/19 8/11	新品？なんかヘアアイロン入ってたよ
08:28	ゆうげん	それそれ
08:29	あすか 11/19 8/11	それいる？
08:29	ゆうげん	いや
08:29	ゆうげん	俺が持ってくわ
08:29	あすか 11/19 8/11	おけ
08:29	ゆうげん	あすかの荷物は極力減らしたい
08:29	あすか 11/19 8/11	2泊分やし2人分やし何かと荷物多なるけどね
09:09	ゆうげん	今日結構過密スケジュール
09:20	ゆうげん	なんば
09:20	ゆうげん	偉いことなってるやん
09:20	ゆうげん	昨日
09:22	あすか 11/19 8/11	難波なんかあった？
09:23	ゆうげん	https://www.asahi.com/amp/articles/ASQ6Z6F37Q6ZPTIL026.html
09:24	ゆうげん	結構大騒ぎになったらしい
09:31	あすか 11/19 8/11	あ、これか
09:31	あすか 11/19 8/11	ニュース見た
09:32	ゆうげん	ちょうど今日通るとこやで
09:47	あすか 11/19 8/11	通るのか
09:47	あすか 11/19 8/11	大丈夫な
09:48	あすか 11/19 8/11	かな
09:48	ゆうげん	入る訳ちゃうしd
09:48	ゆうげん	大丈夫やろい
09:48	ゆうげん	う
11:34	あすか 11/19 8/11	暑いなぁ今日も
11:47	ゆうげん	暑いよな
11:47	ゆうげん	そろそろ移動しないと
12:17	ゆうげん	13:00から
12:18	ゆうげん	電話出れるようにしといてね
12:31	あすか 11/19 8/11	電話意識しときます！
12:59	ゆうげん	3分遅れそう
13:42	ゆうげん	☎ 通話時間 37:12
13:51	あすか 11/19 8/11	今日晩御飯どーする？
13:59	ゆうげん	☎ 通話時間 5:51
14:30	ゆうげん	新幹線乗った
14:33	あすか 11/19 8/11	おけい
14:33	ゆうげん	松原
14:33	ゆうげん	弁当屋ねぇ
14:34	あすか 11/19 8/11	んー
14:34	あすか 11/19 8/11	どうしよっか
14:34	あすか 11/19 8/11	何があるかな
14:34	ゆうげん	王将
14:35	ゆうげん	ミスド
14:35	ゆうげん	インドカレー
14:35	ゆうげん	笑
14:36	あすか 11/19 8/11	"ファミレスとかは？
ナギが食べれるご飯､､､"
14:36	あすか 11/19 8/11	持ち帰りできるとこ
14:36	ゆうげん	ファミレスなし
14:37	ゆうげん	和食さと
14:37	ゆうげん	それか天王寺で予約しとくか
14:37	あすか 11/19 8/11	え、ファミレスUberしたことある気がした、松原で
14:37	あすか 11/19 8/11	気のせいか
14:37	あすか 11/19 8/11	いや、お店はいい、今日は
14:38	あすか 11/19 8/11	てか出来たら簡単にでも作りたいくらい
14:38	あすか 11/19 8/11	いつもより絶対外食多くなるし､､､
14:38	あすか 11/19 8/11	土日とか
14:38	ゆうげん	あ
14:38	ゆうげん	あるけど
14:39	ゆうげん	徒歩では遠い
14:39	あすか 11/19 8/11	んー、どうしよう
14:39	ゆうげん	スーパーで買っといて
14:40	ゆうげん	家で作るか
14:40	ゆうげん	ご飯はチンで
14:42	あすか 11/19 8/11	"それがいいかなぁ、
外のご飯は野菜も少なくなっちゃうし､､､"
14:42	ゆうげん	オケオケ
14:42	ゆうげん	俺らは
14:42	ゆうげん	まあなんか作れるでしょ
14:43	あすか 11/19 8/11	最悪というか、食べれたら何でもいい、カップ麺とかお惣菜とかでも
14:43	あすか 11/19 8/11	なぎはあんまり偏らせたくない
14:44	ゆうげん	うむ
14:44	ゆうげん	わかった
14:44	ゆうげん	ミスドかってこ
14:44	あすか 11/19 8/11	ミスド近くあるん？
14:44	ゆうげん	駅にある
14:45	あすか 11/19 8/11	そうなんか
14:45	あすか 11/19 8/11	スーパーも駅にある？
14:48	ゆうげん	ゆめにてぃ松原の下にある
14:48	ゆうげん	結構大きいスーパー
14:52	あすか 11/19 8/11	そかそか、じゃあいけるね
15:07	ゆうげん	うい
15:07	ゆうげん	17:30につく
15:07	ゆうげん	難波
15:43	あすか 11/19 8/11	なんばのどこ待ち合わせ？
15:44	ゆうげん	改札口
15:44	ゆうげん	かな
15:46	あすか 11/19 8/11	御堂筋乗るやんな？
15:46	あすか 11/19 8/11	御堂筋の改札？
15:52	あすか 11/19 8/11	ゆー君新大阪着やんな？
15:53	あすか 11/19 8/11	天王寺で待ち合わせとかでも良さそう？
15:53	ゆうげん	行けるの??
15:53	ゆうげん	御堂筋の改札の中でもいいで
15:53	あすか 11/19 8/11	あーりがちょっとでも私とナギが乗り換えとか無しで楽にいけるようにって
15:53	ゆうげん	ああ
15:53	ゆうげん	なるほど
15:54	あすか 11/19 8/11	"JRの急行止まる駅まで
送ってあげよか？て"
15:54	あすか 11/19 8/11	言ってくれてて
15:54	あすか 11/19 8/11	だから
15:55	あすか 11/19 8/11	天王寺待ち合わせの方が私もナギとふたりの時に乗り換えなくスムーズにいけるかなって
15:55	あすか 11/19 8/11	あーりが考えてくれて
15:55	あすか 11/19 8/11	だから天王寺待ち合わせにする？
15:55	あすか 11/19 8/11	天王寺からやんな？近鉄乗り換えるの
15:56	ゆうげん	"なるほど
JRで天王寺来るのね"
15:56	あすか 11/19 8/11	うん、そのJRの急行止まる駅(近くやったら和泉府中とか)まで送ってくれるみたいやから
15:57	あすか 11/19 8/11	急行乗れば天王寺まで1本やからさ
15:57	あすか 11/19 8/11	だから天王寺でおけ？
15:57	あすか 11/19 8/11	天王寺やと何時着になる？？？
15:57	ゆうげん	いいよ
15:57	あすか 11/19 8/11	何時着なりそ？
15:57	ゆうげん	天王寺は17:45かな
15:57	あすか 11/19 8/11	"おけ、じゃあそれくらいに
天王寺着くように出るね"
16:00	ゆうげん	あと1時間半ちょい
16:00	ゆうげん	会えるの楽しみ
16:12	あすか 11/19 8/11	阪和線の改札で待ち合わせでもいい？
16:13	ゆうげん	いいよ
16:21	あすか 11/19 8/11	ありがと
16:21	ゆうげん	それやったら
16:21	ゆうげん	りくろーおじさん買いたい
16:21	ゆうげん	改札すぐ目の前
16:22	ゆうげん	りくろーおじさんか
